OBJECTID,Call_Taken,Customer,Location,Latitude,Longitude,Ward,Neighborho,Community,Tow_Zone,Day,Snow_Emerg
173,12/31/2019 01:59am,Snow Emergency,"3447 FREMONT AVE N ,Minneapolis,MN",45.01813,-93.29595,4,Folwell,Camden,6,1,Kasota
174,12/31/2019 02:01am,Snow Emergency,"224 7TH AVE N ,Minneapolis,MN",44.987289,-93.276999,3,North Loop,Central,4,1,Kasota
175,12/31/2019 02:03am,Snow Emergency,"2624 ESSEX ST SE,Minneapolis,MN",44.9703,-93.22077,2,Prospect Park - East River Road,University,6,1,Kasota
176,12/31/2019 02:05am,Snow Emergency,"700 15TH ST E,Minneapolis,MN",44.968195,-93.2649,7,Elliot Park,Central,2,1,Kasota
177,12/31/2019 02:08am,Snow Emergency,"1398 WASHINGTON AVE N ,Minneapolis,MN",44.99294,-93.281365,5,Near - North,Near North,1,1,Kasota
178,12/31/2019 02:09am,Snow Emergency,"600 DELAWARE ST SE,Minneapolis,MN",44.972395,-93.23008,2,University of Minnesota,University,4,1,Kasota
179,12/31/2019 02:10am,Snow Emergency,"3451 FREMONT AVE N ,Minneapolis,MN",45.01824,-93.29594,4,Folwell,Camden,5,1,Kasota
180,12/31/2019 02:10am,Snow Emergency,"2705 E 38TH ST ,Minneapolis,MN",44.93395,-93.2326,12,Standish,Powderhorn,1,1,Kasota
181,12/31/2019 02:11am,Snow Emergency,"600 DELWARE ST SE,Minneapolis,MN",44.972395,-93.23008,2,University of Minnesota,University,6,1,Kasota
182,12/31/2019 02:11am,Snow Emergency,"1119 7TH ST N ,Minneapolis,MN",44.990164,-93.29208,5,Near - North,Near North,2,1,Kasota
183,12/31/2019 02:11am,Snow Emergency,"700 15TH ST E,Minneapolis,MN",44.968195,-93.2649,7,Elliot Park,Central,2,1,Kasota
184,12/31/2019 02:14am,Snow Emergency,"600 DELWARE ST SE,Minneapolis,MN",44.972395,-93.23008,2,University of Minnesota,University,1,1,Kasota
185,12/31/2019 02:15am,Snow Emergency,"4600 MINNEHAHA AVE ,Minneapolis,MN",44.919409,-93.214893,12,Hiawatha,Longfellow,3,1,Kasota
186,12/31/2019 02:18am,Snow Emergency,"2700 E 38TH ST ,Minneapolis,MN",44.93423,-93.23302,12,Standish,Powderhorn,4,1,Kasota
187,12/31/2019 12:35am,Snow Emergency,"33RD & HENNEPIN AVE S,Minneapolis,MN",44.94292,-93.29836,10,ECCO,Calhoun Isle,3,1,Kasota
188,12/31/2019 02:20am,Snow Emergency,"1800 E 31ST ST ,Minneapolis,MN",44.94675,-93.24852,9,Powderhorn Park,Powderhorn,2,1,Kasota
189,12/31/2019 02:26am,Snow Emergency,"3500 NICOLLET AVE S,Minneapolis,MN",44.93935,-93.27827,8,Lyndale,Powderhorn,3,1,Kasota
190,12/31/2019 02:31am,Snow Emergency,"2200 BLAISDELL AVE S,Minneapolis,MN",44.96066,-93.28008,10,Whittier,Powderhorn,3,1,Kasota
191,12/31/2019 02:34am,Snow Emergency,"2200 BLAISDELL AVE S,Minneapolis,MN",44.96066,-93.28008,10,Whittier,Powderhorn,4,1,Kasota
192,12/31/2019 02:37am,Snow Emergency,"3614 FREMONT AVE N ,Minneapolis,MN",45.02082,-93.29523,4,Folwell,Camden,1,1,Kasota
193,12/31/2019 02:38am,Snow Emergency,"2000 9TH ST S,Minneapolis,MN",44.964144,-93.243972,6,Seward,Longfellow,3,1,Kasota
194,12/31/2019 02:42am,Snow Emergency,"4350 FREMONT AVE N ,Minneapolis,MN",45.03503,-93.29522,4,Webber - Camden,Camden,6,1,Kasota
195,12/31/2019 02:41am,Snow Emergency,"2711 W 44TH ST ,Minneapolis,MN",44.92315,-93.31431,13,Linden Hills,Southwest,2,1,Kasota
196,12/31/2019 02:42am,Snow Emergency,"2631 W 44TH ST ,Minneapolis,MN",44.92297,-93.31321,13,Linden Hills,Southwest,5,1,Kasota
197,12/31/2019 02:44am,Snow Emergency,"4333 FREMONT AVE N ,Minneapolis,MN",45.03431,-93.29613,4,Webber - Camden,Camden,4,1,Kasota
198,12/31/2019 02:45am,Snow Emergency,"900 20TH AVE S,Minneapolis,MN",44.96357,-93.2445,6,Seward,Longfellow,5,1,Kasota
199,12/31/2019 02:45am,Snow Emergency,"2115 BLAISDELL AVE S,Minneapolis,MN",44.96133,-93.27912,10,Whittier,Powderhorn,5,1,Kasota
200,12/31/2019 02:48am,Snow Emergency,"2200 BLAISDELL AVE S,Minneapolis,MN",44.96066,-93.28008,10,Whittier,Powderhorn,4,1,Kasota
201,12/31/2019 02:53am,Snow Emergency,"2517 E 38TH ST ,Minneapolis,MN",44.933985,-93.235197,12,Standish,Powderhorn,3,1,Kasota
202,12/31/2019 02:55am,Snow Emergency,"2901 W 43RD ST ,Minneapolis,MN",44.924646,-93.316257,13,Linden Hills,Southwest,2,1,Kasota
203,12/31/2019 02:57am,Snow Emergency,"2200 BLAISDELL AVE S,Minneapolis,MN",44.96066,-93.28008,10,Whittier,Powderhorn,5,1,Kasota
204,12/31/2019 02:57am,Snow Emergency,"2711 W 44TH ST,Minneapolis,MN",44.92315,-93.31431,13,Linden Hills,Southwest,3,1,Kasota
205,12/31/2019 03:00am,Snow Emergency,"2200 BLAISDELL AVE S,Minneapolis,MN",44.96066,-93.28008,10,Whittier,Powderhorn,3,1,Kasota
206,12/31/2019 03:00am,Snow Emergency,"2416 BLAISDELL AVE S,Minneapolis,MN",44.95852,-93.28009,10,Whittier,Powderhorn,1,1,Kasota
207,12/31/2019 03:01am,Snow Emergency,"600 DELAWARE ST SE,Minneapolis,MN",44.972395,-93.23008,2,University of Minnesota,University,3,1,Kasota
208,12/31/2019 03:04am,Snow Emergency,"2553 FREMONT AVE N ,Minneapolis,MN",45.005539,-93.295795,5,Jordan,Near North,4,1,Kasota
209,12/31/2019 03:06am,Snow Emergency,"2199 9TH ST S,Minneapolis,MN",44.963855,-93.241121,6,Seward,Longfellow,3,1,Kasota
210,12/31/2019 03:10am,Snow Emergency,"1808 COMO AVE SE,Minneapolis,MN",44.98756,-93.22634,2,Como,University,5,1,Kasota
211,12/31/2019 03:11am,Snow Emergency,"2620 FREMONT AVE N ,Minneapolis,MN",45.00689,-93.29522,5,Jordan,Near North,2,1,Kasota
212,12/31/2019 03:13am,Snow Emergency,"220 11TH AVE SE,Minneapolis,MN",44.980404,-93.241529,2,Marcy Holmes,University,3,1,Kasota
213,12/31/2019 03:13am,Snow Emergency,"2415 BLAISDELL AVE S,Minneapolis,MN",44.958489,-93.279475,10,Whittier,Powderhorn,3,1,Kasota
214,12/31/2019 03:13am,Snow Emergency,"2414 BLAISDELL AVE S,Minneapolis,MN",44.958489,-93.279745,10,Whittier,Powderhorn,3,1,Kasota
215,12/31/2019 03:14am,Snow Emergency,"2653 FREMONT AVE N ,Minneapolis,MN",45.00761,-93.29592,5,Jordan,Near North,4,1,Kasota
216,12/31/2019 03:14am,Snow Emergency,"2101 9TH ST S,Minneapolis,MN",44.963855,-93.242276,6,Seward,Longfellow,4,1,Kasota
217,12/31/2019 03:27am,Snow Emergency,"2450 BLAISDELL AVE S,Minneapolis,MN",44.95749,-93.2801,10,Whittier,Powderhorn,2,1,Kasota
218,12/31/2019 03:29am,Snow Emergency,"2429 BLAISDELL AVE S,Minneapolis,MN",44.958077,-93.279475,10,Whittier,Powderhorn,6,1,Kasota
219,12/31/2019 03:32am,Snow Emergency,"2399 9TH ST S,Minneapolis,MN",44.963825,-93.237985,6,Seward,Longfellow,1,1,Kasota
220,12/31/2019 03:34am,Snow Emergency,"3825 28TH AVE S,Minneapolis,MN",44.93331,-93.23173,12,Standish,Powderhorn,1,1,Kasota
221,12/31/2019 03:34am,Snow Emergency,"2200 BLAISDELL AVE S,Minneapolis,MN",44.96066,-93.28008,10,Whittier,Powderhorn,2,1,Kasota
222,12/31/2019 03:35am,Snow Emergency,"2415 BLAISDELL AVE S,Minneapolis,MN",44.958489,-93.279475,10,Whittier,Powderhorn,4,1,Kasota
223,12/31/2019 03:37am,Snow Emergency,"2415 BLAISDELL AVE S,Minneapolis,MN",44.958489,-93.279475,10,Whittier,Powderhorn,3,1,Kasota
224,12/31/2019 03:39am,Snow Emergency,"2631 W 44TH ST ,Minneapolis,MN",44.92297,-93.31321,13,Linden Hills,Southwest,1,1,Kasota
225,12/31/2019 03:40am,Snow Emergency,"2450 BLAISDELL AVE S,Minneapolis,MN",44.95749,-93.2801,10,Whittier,Powderhorn,4,1,Kasota
226,12/31/2019 03:42am,Snow Emergency,"2300 9TH ST S,Minneapolis,MN",44.964095,-93.239199,6,Seward,Longfellow,3,1,Kasota
227,12/31/2019 03:42am,Snow Emergency,"2631 W 44TH ST ,Minneapolis,MN",44.92297,-93.31321,13,Linden Hills,Southwest,3,1,Kasota
228,12/31/2019 03:44am,Snow Emergency,"2150 BLAISDELL AVE S,Minneapolis,MN",44.961403,-93.279805,10,Whittier,Powderhorn,4,1,Kasota
229,12/31/2019 04:02am,Snow Emergency,"2450 BLAISDELL AVE S,Minneapolis,MN",44.95749,-93.2801,10,Whittier,Powderhorn,1,1,Kasota
230,12/31/2019 04:09am,Snow Emergency,"2500 9TH ST S,Minneapolis,MN",44.96417,-93.23539,6,Seward,Longfellow,1,1,Kasota
231,12/31/2019 04:14am,Snow Emergency,"2625 BLAISDELL AVE S,Minneapolis,MN",44.954741,-93.279505,10,Whittier,Powderhorn,1,1,Kasota
232,12/31/2019 04:14am,Snow Emergency,"2631 W 44TH ST ,Minneapolis,MN",44.92297,-93.31321,13,Linden Hills,Southwest,3,1,Kasota
233,12/31/2019 04:15am,Snow Emergency,"21 61ST ST W,Minneapolis,MN",44.89212,-93.27923,11,Windom,Southwest,3,1,Kasota
234,12/31/2019 04:21am,Snow Emergency,"2450 BLAISDELL AVE S,Minneapolis,MN",44.95749,-93.2801,10,Whittier,Powderhorn,4,1,Kasota
235,12/31/2019 04:23am,Snow Emergency,"2625 BLAISDELL AVE S,Minneapolis,MN",44.954741,-93.279505,10,Whittier,Powderhorn,1,1,Kasota
236,12/31/2019 04:24am,Snow Emergency,"2625 BLAISDELL AVE S,Minneapolis,MN",44.954741,-93.279505,10,Whittier,Powderhorn,4,1,Kasota
237,12/31/2019 04:28am,Snow Emergency,"2625 BLAISDELL AVE S,Minneapolis,MN",44.954741,-93.279505,10,Whittier,Powderhorn,1,1,Kasota
238,12/31/2019 04:36am,Snow Emergency,"2500 9TH ST S,Minneapolis,MN",44.96417,-93.23539,6,Seward,Longfellow,3,1,Kasota
239,12/31/2019 04:38am,Snow Emergency,"2625 BLAISDELL AVE S,Minneapolis,MN",44.954741,-93.279505,10,Whittier,Powderhorn,5,1,Kasota
240,12/31/2019 04:43am,Snow Emergency,"2500 9TH ST S,Minneapolis,MN",44.96417,-93.23539,6,Seward,Longfellow,5,1,Kasota
241,12/31/2019 05:08am,Snow Emergency,"2700 BLAISDELL AVE S,Minneapolis,MN",44.95359,-93.28002,10,Whittier,Powderhorn,4,1,Kasota
242,12/31/2019 05:09am,Snow Emergency,"2500 9TH ST S,Minneapolis,MN",44.96417,-93.23539,6,Seward,Longfellow,4,1,Kasota
243,12/31/2019 05:10am,Snow Emergency,"2700 BLAISDELL AVE S,Minneapolis,MN",44.95359,-93.28002,10,Whittier,Powderhorn,6,1,Kasota
244,12/31/2019 05:33am,Snow Emergency,"61ST & LYNDALE AVE S,Minneapolis,MN",44.89235,-93.28834,11,Windom,Southwest,2,1,Kasota
245,12/31/2019 05:36am,Snow Emergency,"15 W 61ST ST ,Minneapolis,MN",44.89212,-93.27867,11,Windom,Southwest,3,1,Kasota
246,12/31/2019 06:03am,Snow Emergency,"5801 NICOLLET AVE S,Minneapolis,MN",44.89761,-93.27779,11,Windom,Southwest,2,1,Kasota
247,12/31/2019 06:06am,Snow Emergency,"5450 NICOLLET AVE S,Minneapolis,MN",44.90375,-93.27841,11,Windom,Southwest,4,1,Kasota
248,12/31/2019 06:08am,Snow Emergency,"501 W 61ST ST ,Minneapolis,MN",44.89147,-93.28581,11,Windom,Southwest,5,1,Kasota
249,12/31/2019 06:12am,Snow Emergency,"5801 NICOLLET AVE S,Minneapolis,MN",44.89761,-93.27779,11,Windom,Southwest,1,1,Kasota
250,12/31/2019 08:21am,Snow Emergency,"1774 BRYANT AVE S,Minneapolis,MN",44.965711,-93.290655,7,Lowry Hill,Calhoun Isle,1,2,Kasota
251,12/31/2019 08:23am,Snow Emergency,"2418 3rd st n,Minneapolis,MN",45.003963,-93.283255,5,Hawthorne,Near North,4,2,Kasota
252,12/31/2019 08:25am,Snow Emergency,"2416 3rd st n,Minneapolis,MN",45.003946,-93.283255,5,Hawthorne,Near North,5,2,Kasota
253,12/31/2019 08:25am,Snow Emergency,"1922 Xerxes AVE N ,Minneapolis,MN",44.99966,-93.31806,5,Willard - Hay,Near North,3,2,Kasota
254,12/31/2019 08:27am,Snow Emergency,"1634 Xerxes AVE N ,Minneapolis,MN",44.99625,-93.31809,5,Willard - Hay,Near North,2,2,Kasota
255,12/31/2019 08:34am,Snow Emergency,"418 2nd ave se,Minneapolis,MN",44.987376,-93.252318,3,Marcy Holmes,University,1,2,Kasota
256,12/31/2019 08:37am,Snow Emergency,"1772 BRYANT AVE S,Minneapolis,MN",44.965725,-93.290655,7,Lowry Hill,Calhoun Isle,4,2,Kasota
257,12/31/2019 08:45am,Snow Emergency,"4206 Longfellow Avenue South,Minneapolis,MN",44.92657,-93.2464,12,Ericsson,Nokomis,5,2,Kasota
258,12/31/2019 08:46am,Snow Emergency,"722 Aldrich Ave N,Minneapolis,MN",44.985745,-93.290137,5,Sumner - Glenwood,Near North,1,2,Kasota
259,12/31/2019 08:47am,Snow Emergency,"3516 14th ave s,Minneapolis,MN",44.93885,-93.2553,9,Powderhorn Park,Powderhorn,2,2,Kasota
260,12/31/2019 08:48am,Snow Emergency,"400 2nd Avenue se,Minneapolis,MN",44.98723,-93.252432,3,Marcy Holmes,University,3,2,Kasota
261,12/31/2019 08:49am,Snow Emergency,"310 4th ave se,Minneapolis,MN",44.98531,-93.25014,3,Marcy Holmes,University,4,2,Kasota
262,12/31/2019 08:52am,Snow Emergency,"2322 grand st ne,Minneapolis,MN",45.01179,-93.27049,3,Bottineau,Northeast,3,2,Kasota
263,12/31/2019 08:52am,Snow Emergency,"410 2nd Avenue se,Minneapolis,MN",44.987293,-93.252383,3,Marcy Holmes,University,1,2,Kasota
264,12/31/2019 08:52am,Snow Emergency,"324 3RD ave ne,Minneapolis,MN",44.99116,-93.25704,3,St. Anthony West,Northeast,3,2,Kasota
265,12/31/2019 08:54am,Snow Emergency,"2426 grand st ne,Minneapolis,MN",45.01236,-93.270245,3,Bottineau,Northeast,3,2,Kasota
266,12/31/2019 08:59am,Snow Emergency,"2422 grand st ne,Minneapolis,MN",45.01271,-93.27049,3,Bottineau,Northeast,3,2,Kasota
267,12/31/2019 09:00am,Snow Emergency,"2432 grand st ne,Minneapolis,MN",45.012415,-93.270245,3,Bottineau,Northeast,4,2,Kasota
268,12/31/2019 09:02am,Snow Emergency,"724 Aldrich Ave N,Minneapolis,MN",44.985745,-93.29016,5,Sumner - Glenwood,Near North,1,2,Kasota
269,12/31/2019 09:03am,Snow Emergency,"122 14TH ST W,Minneapolis,MN",44.968907,-93.27975,7,Loring Park,Central,6,2,Kasota
270,12/31/2019 09:04am,Snow Emergency,"506 3rd Avenue Southeast,Minneapolis,MN",44.987756,-93.250196,3,Marcy Holmes,University,3,2,Kasota
271,12/31/2019 09:05am,Snow Emergency,"1824 BRYANT AVE S,Minneapolis,MN",44.96463,-93.2909,7,Lowry Hill,Calhoun Isle,3,2,Kasota
272,12/31/2019 09:05am,Snow Emergency,"4024 14th ave,Minneapolis,MN",44.92972,-93.25529,8,Bancroft,Powderhorn,3,2,Kasota
273,12/31/2019 09:06am,Snow Emergency,"1614 Xerxes AVE N ,Minneapolis,MN",44.9957,-93.31809,5,Willard - Hay,Near North,6,2,Kasota
274,12/31/2019 09:06am,Snow Emergency,"416 2nd ave se,Minneapolis,MN",44.987355,-93.252334,3,Marcy Holmes,University,4,2,Kasota
275,12/31/2019 09:07am,Snow Emergency,"3514 14th ave,Minneapolis,MN",44.93899,-93.2553,9,Powderhorn Park,Powderhorn,5,2,Kasota
276,12/31/2019 09:08am,Snow Emergency,"1614 Xerxes AVE N ,Minneapolis,MN",44.9957,-93.31809,5,Willard - Hay,Near North,4,2,Kasota
277,12/31/2019 09:10am,Snow Emergency,"1820 BRYANT AVE S ,Minneapolis,MN",44.96463,-93.2909,7,Lowry Hill,Calhoun Isle,4,2,Kasota
278,12/31/2019 09:12am,Snow Emergency,"3116 3rd st n ,Minneapolis,MN",45.012226,-93.283181,5,Hawthorne,Near North,1,2,Kasota
279,12/31/2019 09:15am,Snow Emergency,"3604 13th av s,Minneapolis,MN",44.93745,-93.25656,9,Powderhorn Park,Powderhorn,6,2,Kasota
280,12/31/2019 09:16am,Snow Emergency,"806 Aldrich Ave N,Minneapolis,MN",44.985977,-93.290721,5,Sumner - Glenwood,Near North,6,2,Kasota
281,12/31/2019 09:17am,Snow Emergency,"506 5th ave se,Minneapolis,MN",44.986517,-93.247226,3,Marcy Holmes,University,1,2,Kasota
282,12/31/2019 09:17am,Snow Emergency,"3526 14th av s,Minneapolis,MN",44.93855,-93.2553,9,Powderhorn Park,Powderhorn,3,2,Kasota
283,12/31/2019 09:19am,Snow Emergency,"2428 grand st ne,Minneapolis,MN",45.012378,-93.270245,3,Bottineau,Northeast,4,2,Kasota
284,12/31/2019 09:20am,Snow Emergency,"1718 grand st ne,Minneapolis,MN",45.00559,-93.27049,3,Sheridan,Northeast,2,2,Kasota
285,12/31/2019 09:21am,Snow Emergency,"3612 13th ave so,Minneapolis,MN",44.93718,-93.25655,9,Powderhorn Park,Powderhorn,5,2,Kasota
286,12/31/2019 09:23am,Snow Emergency,"816 5TH AVE SE,Minneapolis,MN",44.98978,-93.24431,3,Marcy Holmes,University,3,2,Kasota
287,12/31/2019 09:23am,Snow Emergency,"802 5th ave se,Minneapolis,MN",44.989441,-93.2449,3,Marcy Holmes,University,6,2,Kasota
288,12/31/2019 09:23am,Snow Emergency,"1810 BRYANT AVE S,Minneapolis,MN",44.96493,-93.2909,7,Lowry Hill,Calhoun Isle,5,2,Kasota
289,12/31/2019 09:25am,Snow Emergency,"2430 grand st ne,Minneapolis,MN",45.012396,-93.270245,3,Bottineau,Northeast,1,2,Kasota
290,12/31/2019 09:26am,Snow Emergency,"2402 4th st n,Minneapolis,MN",45.00387,-93.284775,5,Hawthorne,Near North,4,2,Kasota
291,12/31/2019 09:26am,Snow Emergency,"2112 grand st ne,Minneapolis,MN",45.00938,-93.270245,3,Bottineau,Northeast,4,2,Kasota
292,12/31/2019 09:27am,Snow Emergency,"814 5th ave se,Minneapolis,MN",44.989787,-93.244642,3,Marcy Holmes,University,4,2,Kasota
293,12/31/2019 09:27am,Snow Emergency,"614 5th ave se,Minneapolis,MN",44.987555,-93.24642,3,Marcy Holmes,University,2,2,Kasota
294,12/31/2019 09:30am,Snow Emergency,"1534 40th st e,Minneapolis,MN",44.930648,-93.252849,8,Bancroft,Powderhorn,3,2,Kasota
295,12/31/2019 09:30am,Snow Emergency,"3824 13th ave s,Minneapolis,MN",44.93329,-93.25652,8,Bancroft,Powderhorn,5,2,Kasota
296,12/31/2019 09:32am,Snow Emergency,"3742 13th ave s,Minneapolis,MN",44.93444,-93.25653,9,Powderhorn Park,Powderhorn,5,2,Kasota
297,12/31/2019 09:32am,Snow Emergency,"804 Aldrich Ave N,Minneapolis,MN",44.985971,-93.290715,5,Sumner - Glenwood,Near North,2,2,Kasota
298,12/31/2019 09:34am,Snow Emergency,"1410 grand st ne,Minneapolis,MN",45.00191,-93.26993,3,Sheridan,Northeast,6,2,Kasota
299,12/31/2019 09:35am,Snow Emergency,"3002 4th st n ,Minneapolis,MN",45.010858,-93.284699,5,Hawthorne,Near North,1,2,Kasota
300,12/31/2019 09:36am,Snow Emergency,"1402 grand st ne,Minneapolis,MN",45.001786,-93.269604,3,Sheridan,Northeast,6,2,Kasota
301,12/31/2019 09:37am,Snow Emergency,"1516 spruce pl ,Minneapolis,MN",44.966783,-93.280955,7,Loring Park,Central,4,2,Kasota
302,12/31/2019 09:37am,Snow Emergency,"3820 12th ave s,Minneapolis,MN",44.9334,-93.25783,8,Bancroft,Powderhorn,6,2,Kasota
303,12/31/2019 09:38am,Snow Emergency,"318 5th ave se,Minneapolis,MN",44.984637,-93.248724,3,Marcy Holmes,University,3,2,Kasota
304,12/31/2019 09:39am,Snow Emergency,"3028 James ave s,Minneapolis,MN",44.9473,-93.30375,10,ECCO,Calhoun Isle,6,2,Kasota
305,12/31/2019 09:40am,Snow Emergency,"716 5th av se,Minneapolis,MN",44.98881,-93.2451,3,Marcy Holmes,University,1,2,Kasota
306,12/31/2019 09:40am,Snow Emergency,"2108 Vincent ave n ,Minneapolis,MN",45.000798,-93.315755,5,Willard - Hay,Near North,3,2,Kasota
307,12/31/2019 09:40am,Snow Emergency,"4348 13th Avenue South,Minneapolis,MN",44.92353,-93.25655,11,Northrop,Nokomis,2,2,Kasota
308,12/31/2019 09:41am,Snow Emergency,"1426 spruce place,Minneapolis,MN",44.967941,-93.280965,7,Loring Park,Central,3,2,Kasota
309,12/31/2019 09:41am,Snow Emergency,"2608 4th St N,Minneapolis,MN",45.006216,-93.284785,5,Hawthorne,Near North,3,2,Kasota
310,12/31/2019 09:42am,Snow Emergency,"302 8th ave se,Minneapolis,MN",44.982865,-93.24464,3,Marcy Holmes,University,3,2,Kasota
311,12/31/2019 09:43am,Snow Emergency,"2626 Vincent ave n ,Minneapolis,MN",45.00682,-93.31552,4,Willard - Hay,Near North,6,2,Kasota
312,12/31/2019 09:43am,Snow Emergency,"1334 SPRUCE PL,Minneapolis,MN",44.969513,-93.280955,7,Loring Park,Central,2,2,Kasota
313,12/31/2019 09:43am,Snow Emergency,"424 2nd Avenue se,Minneapolis,MN",44.98739,-93.25227,3,Marcy Holmes,University,6,2,Kasota
314,12/31/2019 09:44am,Snow Emergency,"404 3rd ave ne,Minneapolis,MN",44.99135,-93.25662,3,St. Anthony West,Northeast,1,2,Kasota
315,12/31/2019 09:44am,Snow Emergency,"2214 4th St N,Minneapolis,MN",45.00198,-93.28449,5,Hawthorne,Near North,1,2,Kasota
316,12/31/2019 09:45am,Snow Emergency,"332 4th ave ne,Minneapolis,MN",44.992357,-93.258775,3,St. Anthony West,Northeast,2,2,Kasota
317,12/31/2019 09:47am,Snow Emergency,"328 4th Avenue se,Minneapolis,MN",44.985664,-93.250048,3,Marcy Holmes,University,2,2,Kasota
318,12/31/2019 09:47am,Snow Emergency,"1330 grand st ne,Minneapolis,MN",45.00141,-93.26952,3,Sheridan,Northeast,1,2,Kasota
319,12/31/2019 09:48am,Snow Emergency,"320 4TH AVE SE,Minneapolis,MN",44.985638,-93.250069,3,Marcy Holmes,University,4,2,Kasota
320,12/31/2019 09:48am,Snow Emergency,"322 4th ave se,Minneapolis,MN",44.985644,-93.250064,3,Marcy Holmes,University,3,2,Kasota
321,12/31/2019 09:48am,Snow Emergency,"3538 11th,Minneapolis,MN",44.93797,-93.258921,9,Powderhorn Park,Powderhorn,1,2,Kasota
322,12/31/2019 09:48am,Snow Emergency,"1424 grand st ne,Minneapolis,MN",45.002652,-93.270221,3,Sheridan,Northeast,6,2,Kasota
323,12/31/2019 09:50am,Snow Emergency,"3544 11TH AVE S,Minneapolis,MN",44.938719,-93.258931,9,Powderhorn Park,Powderhorn,4,2,Kasota
324,12/31/2019 09:52am,Snow Emergency,"3508 Longfellow,Minneapolis,MN",44.93906,-93.246215,9,Corcoran,Powderhorn,4,2,Kasota
325,12/31/2019 09:54am,Snow Emergency,"1512 SPRUCE PL,Minneapolis,MN",44.96717,-93.28122,7,Loring Park,Central,1,2,Kasota
326,12/31/2019 09:57am,Snow Emergency,"1804 Colfax Ave South,Minneapolis,MN",44.965116,-93.291915,7,Lowry Hill,Calhoun Isle,5,2,Kasota
327,12/31/2019 09:57am,Snow Emergency,"3020 4th st n ,Minneapolis,MN",45.01147,-93.28451,5,Hawthorne,Near North,2,2,Kasota
328,12/31/2019 09:57am,Snow Emergency,"1546 SPRUCE PL,Minneapolis,MN",44.967066,-93.280955,7,Loring Park,Central,6,2,Kasota
329,12/31/2019 09:57am,Snow Emergency,"1912 colfax ave s ,Minneapolis,MN",44.963505,-93.291925,7,Lowry Hill,Calhoun Isle,3,2,Kasota
330,12/31/2019 09:58am,Snow Emergency,"1802 BRYANT AVE S ,Minneapolis,MN",44.965186,-93.290655,7,Lowry Hill,Calhoun Isle,2,2,Kasota
331,12/31/2019 09:58am,Snow Emergency,"2518 4th st n,Minneapolis,MN",45.00541,-93.28447,5,Hawthorne,Near North,6,2,Kasota
332,12/31/2019 09:59am,Snow Emergency,"722 6TH AVE SE,Minneapolis,MN",44.987901,-93.244298,3,Marcy Holmes,University,3,2,Kasota
333,12/31/2019 10:00am,Snow Emergency,"1910 COLFAX AVE S,Minneapolis,MN",44.96392,-93.29217,7,Lowry Hill,Calhoun Isle,1,2,Kasota
334,12/31/2019 10:03am,Snow Emergency,"324 5th ave se,Minneapolis,MN",44.984682,-93.248689,3,Marcy Holmes,University,3,2,Kasota
335,12/31/2019 10:05am,Snow Emergency,"1408 spruce place,Minneapolis,MN",44.9685,-93.28115,7,Loring Park,Central,3,2,Kasota
336,12/31/2019 10:05am,Snow Emergency,"324 4th ave se,Minneapolis,MN",44.985651,-93.250059,3,Marcy Holmes,University,3,2,Kasota
337,12/31/2019 10:08am,Snow Emergency,"802 Aldrich ave n ,Minneapolis,MN",44.985965,-93.290709,5,Sumner - Glenwood,Near North,4,2,Kasota
338,12/31/2019 10:08am,Snow Emergency,"412 4th ave se,Minneapolis,MN",44.98648,-93.24927,3,Marcy Holmes,University,1,2,Kasota
339,12/31/2019 10:10am,Snow Emergency,"728 Aldrich ave n ,Minneapolis,MN",44.985802,-93.290466,5,Sumner - Glenwood,Near North,5,2,Kasota
340,12/31/2019 10:13am,Snow Emergency,"3624 12th,Minneapolis,MN",44.93721,-93.257575,9,Powderhorn Park,Powderhorn,6,2,Kasota
341,12/31/2019 10:14am,Snow Emergency,"1606 2ND AVE N,Minneapolis,MN",44.978992,-93.301317,5,Harrison,Near North,3,2,Kasota
342,12/31/2019 10:14am,Snow Emergency,"2502 4th St N,Minneapolis,MN",45.004937,-93.284785,5,Hawthorne,Near North,5,2,Kasota
343,12/31/2019 10:14am,Snow Emergency,"3226 6th st n,Minneapolis,MN",45.01399,-93.28606,4,McKinley,Camden,5,2,Kasota
344,12/31/2019 10:15am,Snow Emergency,"1924 colfax ave s ,Minneapolis,MN",44.96344,-93.29217,7,Lowry Hill,Calhoun Isle,5,2,Kasota
345,12/31/2019 10:16am,Snow Emergency,"3748 11th,Minneapolis,MN",44.93505,-93.258845,9,Powderhorn Park,Powderhorn,4,2,Kasota
346,12/31/2019 10:16am,Snow Emergency,"912 Aldrich Ave N,Minneapolis,MN",44.989242,-93.289309,5,Near - North,Near North,3,2,Kasota
347,12/31/2019 10:16am,Snow Emergency,"1940 COLFAX AVE S,Minneapolis,MN",44.963674,-93.291925,7,Lowry Hill,Calhoun Isle,6,2,Kasota
348,12/31/2019 10:18am,Snow Emergency,"1326 grand st ne,Minneapolis,MN",45.001329,-93.269286,3,Sheridan,Northeast,4,2,Kasota
349,12/31/2019 10:18am,Snow Emergency,"304 5th ave se,Minneapolis,MN",44.98453,-93.248808,3,Marcy Holmes,University,1,2,Kasota
350,12/31/2019 10:19am,Snow Emergency,"804 6th ave se,Minneapolis,MN",44.988892,-93.243499,3,Marcy Holmes,University,4,2,Kasota
