X,Y,OBJECTID,Call_Taken,Community,Customer,Day,Latitude,Location,Longitude,Neighbohoo,Tow_Zone,Ward
-10385209.5861731,5615812.37917154,309,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.963724,"1908 Colfax Ave South,Minneapolis,MN",-93.291925,Lowry Hill,3,7
-10385019.7863984,5619361.81147713,310,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,44.98628,"736 Aldrich Ave n,Minneapolis,MN",-93.29022,Sumner - Glenwood,1,5
-10387837.2826944,5620399.08337921,311,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,44.99287,"1342 VINCENT AVE N,Minneapolis,MN",-93.31553,Willard - Hay,1,5
-10380698.3638055,5619684.47055454,312,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.98833,"506 2nd Avenue se ,Minneapolis,MN",-93.2514,Marcy Holmes,4,3
-10380684.3375035,5619378.49509022,313,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.986386,"320 3rd Avenue se ,Minneapolis,MN",-93.251274,Marcy Holmes,4,3
-10385209.5861731,5615822.29099671,314,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.963787,"1932 Colfax Ave S,Minneapolis,MN",-93.291925,Lowry Hill,3,7
-10385127.7662783,5619306.72450555,315,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,44.98593,"745 Aldrich Ave n,Minneapolis,MN",-93.29119,Sumner - Glenwood,1,5
-10385494.5639965,5615573.71281681,316,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.962207,"2028 EMERSON AVE S ,Minneapolis,MN",-93.294485,Lowry Hill,3,7
-10385520.7240819,5615533.28015311,317,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.96195,"2024 EMERSON AVE S,Minneapolis,MN",-93.29472,Lowry Hill,3,7
-10385350.9618386,5615831.73082009,318,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.963847,"1914 DuPont ave s ,Minneapolis,MN",-93.293195,Lowry Hill,3,7
-10385209.5861731,5615817.88569257,319,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.963759,"1934 Colfax Ave S,Minneapolis,MN",-93.291925,Lowry Hill,3,7
-10381130.2834255,5610698.40179632,320,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.93121,"3936 14th ave ,Minneapolis,MN",-93.25528,Bancroft,6,8
-10387862.3296336,5622936.41637955,321,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,45.008987,"2740 Vincent ave n ,Minneapolis,MN",-93.315755,Willard - Hay,1,4
-10383988.4113073,5616367.92834522,322,2020/02/10 00:00:00+00,Central,Snow Emergency,2,44.967255,"1528 spruce pl ,Minneapolis,MN",-93.280955,Loring Park,3,7
-10385049.6199961,5619288.30979049,323,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,44.985813,"734 ALDRICH AVE N,Minneapolis,MN",-93.290488,Sumner - Glenwood,1,5
-10383836.5715276,5616627.69977864,324,2020/02/10 00:00:00+00,Central,Snow Emergency,2,44.968906,"108 14TH ST W,Minneapolis,MN",-93.279591,Loring Park,3,7
-10385521.8373281,5615250.09939252,325,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.96015,"2220 emerson ave s,Minneapolis,MN",-93.29473,East Isles,3,7
-10380502.4414768,5619342.60979729,326,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.986158,"404 4th Ave se,Minneapolis,MN",-93.24964,Marcy Holmes,4,3
-10378610.0101611,5610322.60401877,327,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.92882,"2712 41st st e,Minneapolis,MN",-93.23264,Standish,6,12
-10385314.8943622,5623815.84120112,328,2020/02/10 00:00:00+00,Camden,Snow Emergency,2,45.014572,"3246 DuPont ave n mpls,Minneapolis,MN",-93.292871,McKinley,1,4
-10385013.1072212,5619277.60731091,329,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,44.985745,"724 Aldrich Ave n,Minneapolis,MN",-93.29016,Sumner - Glenwood,1,5
-10383988.4113073,5616741.30298561,330,2020/02/10 00:00:00+00,Central,Snow Emergency,2,44.969628,"1314 SPRUCE PL,Minneapolis,MN",-93.280955,Loring Park,3,7
-10380275.1271057,5610315.52843371,331,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.928775,"1820 41st Street East,Minneapolis,MN",-93.247598,Bancroft,6,8
-10378665.8925196,5610324.96250122,332,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.928835,"2710 41st st e,Minneapolis,MN",-93.233142,Standish,6,12
-10387720.953868,5620216.9620046,333,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,44.991713,"1304 Upton ave n ,Minneapolis,MN",-93.314485,Willard - Hay,1,5
-10385313.2245929,5623206.13949069,334,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,45.0107,"2940 dupont AVE N,Minneapolis,MN",-93.292856,Hawthorne,1,5
-10378658.4340701,5610324.96250122,335,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.928835,"2724 41st e,Minneapolis,MN",-93.233075,Standish,6,12
-10383988.4113073,5616397.66554223,336,2020/02/10 00:00:00+00,Central,Snow Emergency,2,44.967444,"1510 spruce place ,Minneapolis,MN",-93.280955,Loring Park,3,7
-10378663.7774518,5610324.96250122,337,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.928835,"2714 41st Street East,Minneapolis,MN",-93.233123,Standish,6,12
-10385637.0530084,5615027.02221237,338,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.958732,"2426 Fremont Ave South,Minneapolis,MN",-93.295765,East Isles,3,7
-10385182.3128415,5619267.37689485,339,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,44.98568,"714 BRYANT AVE N,Minneapolis,MN",-93.29168,Sumner - Glenwood,1,5
-10383988.4113073,5616414.18632819,340,2020/02/10 00:00:00+00,Central,Snow Emergency,2,44.967549,"1500 spruce pl ,Minneapolis,MN",-93.280955,Loring Park,3,7
-10379971.6700954,5619865.32205807,341,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.989479,"804 5TH AVE SE,Minneapolis,MN",-93.244872,Marcy Holmes,4,3
-10380309.5248128,5619683.84107717,342,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.988326,"620 4th Ave SE,Minneapolis,MN",-93.247907,Marcy Holmes,4,3
-10380763.9309057,5620473.38120864,343,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,44.993342,"722 3rd ave ne,Minneapolis,MN",-93.251989,St. Anthony East,2,3
-10386076.7649517,5613012.34035111,344,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.945924,"3114 holmes ave,Minneapolis,MN",-93.299715,ECCO,5,10
-10383988.4113073,5616744.92197313,345,2020/02/10 00:00:00+00,Central,Snow Emergency,2,44.969651,"1310 SPRUCE PL,Minneapolis,MN",-93.280955,Loring Park,3,7
-10381689.1072107,5620234.27671489,346,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,44.991823,"222 4th ave ne,Minneapolis,MN",-93.2603,St. Anthony West,2,3
-10385716.6464106,5624204.48445556,347,2020/02/10 00:00:00+00,Camden,Snow Emergency,2,45.01704,"3406 Girard ave n,Minneapolis,MN",-93.29648,Folwell,1,4
-10381978.2039451,5623857.25572505,348,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,45.014835,"334 26th ave ne,Minneapolis,MN",-93.262897,Holland,2,1
-10385171.1808796,5619257.93347682,349,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,44.98562,"710 Bryant Ave n,Minneapolis,MN",-93.29158,Sumner - Glenwood,1,5
-10382052.3427411,5623857.25572505,350,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,45.014835,"322 26th ave ne,Minneapolis,MN",-93.263563,Marshall Terrace,2,1
-10381131.3965717,5610179.52196973,351,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.92791,"4120 14th ave s,Minneapolis,MN",-93.25529,Bancroft,6,8
-10385742.806496,5624265.5854812,352,2020/02/10 00:00:00+00,Camden,Snow Emergency,2,45.017428,"3420 Girard ave n ,Minneapolis,MN",-93.296715,Folwell,1,4
-10380550.8653858,5619259.66484723,353,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.985631,"318 4TH AV SE,Minneapolis,MN",-93.250075,Marcy Holmes,4,3
-10380990.0208061,5611374.56288451,354,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.93551,"3708 15th ave s,Minneapolis,MN",-93.25402,Powderhorn Park,6,9
-10385881.73322,5612844.20838144,355,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.944855,"1422 w 32nd st,Minneapolis,MN",-93.297963,South Uptown,5,10
-10382654.2472538,5621619.09301735,356,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,45.00062,"1300 grand st ne,Minneapolis,MN",-93.26897,Sheridan,2,3
-10385480.8717685,5619963.54058759,357,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,44.990103,"1206 FREMONT AVE N,Minneapolis,MN",-93.294362,Near - North,1,5
-10387839.5090867,5619176.09107623,358,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,44.9851,"626 Vincent ave n ,Minneapolis,MN",-93.31555,Willard - Hay,1,5
-10385662.0998475,5615717.35238358,359,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.96312,"1928 fremont ave s,Minneapolis,MN",-93.29599,Lowry Hill,3,7
-10385811.2679364,5613894.10152211,360,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.95153,"2806 GIRARD AVE S ,Minneapolis,MN",-93.29733,Lowry Hill East,3,10
-10380613.7609954,5620444.73250241,361,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,44.99316,"802 3rd ave ne,Minneapolis,MN",-93.25064,St. Anthony East,2,3
-10383988.4113073,5616748.5409621,362,2020/02/10 00:00:00+00,Central,Snow Emergency,2,44.969674,"1306 SPRUCE PL,Minneapolis,MN",-93.280955,Loring Park,3,7
-10381900.9482599,5610615.85073241,363,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.930685,"810 40th st e,Minneapolis,MN",-93.262203,Bancroft,6,8
-10385793.9020959,5613842.35113264,364,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.951201,"2848 Girard Ave South,Minneapolis,MN",-93.297174,Lowry Hill East,3,10
-10381715.0446468,5620221.05448712,365,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,44.991739,"200 4th ave ne,Minneapolis,MN",-93.260533,St. Anthony West,2,3
-10385480.42647,5619963.54058759,366,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,44.990103,"1204 fremont Ave n,Minneapolis,MN",-93.294358,Near - North,1,5
-10387694.7937826,5620417.97261427,367,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,44.99299,"1344 Upton ave n ,Minneapolis,MN",-93.31425,Willard - Hay,1,5
-10380777.4005846,5620449.45476059,368,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,44.99319,"720 3rd ave ne,Minneapolis,MN",-93.25211,St. Anthony East,2,3
-10386102.925037,5613046.31315657,369,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.94614,"3108 Holmes ave,Minneapolis,MN",-93.29995,ECCO,5,10
-10385793.9020959,5613834.95832491,370,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.951154,"2852 girard ave s ,Minneapolis,MN",-93.297174,Lowry Hill East,3,10
-10384118.0984879,5616131.1352712,371,2020/02/10 00:00:00+00,Central,Snow Emergency,2,44.96575,"228 clifton ave ,Minneapolis,MN",-93.28212,Loring Park,3,7
-10380393.9049737,5619115.18191199,372,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.984713,"328 5th ave se,Minneapolis,MN",-93.248665,Marcy Holmes,4,3
-10381878.3503623,5611749.61810964,373,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.937895,"812 36th Street East,Minneapolis,MN",-93.262,Powderhorn Park,6,9
-10378523.9601309,5610607.98882627,374,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.930635,"2806 40th Street East,Minneapolis,MN",-93.231867,Standish,6,12
-10380251.5272864,5619002.33577965,375,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.983996,"306 6th Avenue se ,Minneapolis,MN",-93.247386,Marcy Holmes,4,3
-10380188.5204523,5619434.21210147,376,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.98674,"514 5th Ave se ,Minneapolis,MN",-93.24682,Marcy Holmes,4,3
-10385811.2679364,5613894.10152211,377,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.95153,"2812 Girard Ave S,Minneapolis,MN",-93.29733,Lowry Hill East,3,10
-10386104.0381832,5612889.03273432,378,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.94514,"3140 Holmes ave,Minneapolis,MN",-93.29996,ECCO,5,10
-10379791.109864,5619442.08169879,379,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.98679,"618 7th ave se ,Minneapolis,MN",-93.24325,Marcy Holmes,4,3
-10380252.8631819,5618999.97488742,380,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.983981,"304 6th Avenue se ,Minneapolis,MN",-93.247398,Marcy Holmes,4,3
-10385662.0998475,5616209.80345968,381,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.96625,"1768 fremont ave s,Minneapolis,MN",-93.29599,Lowry Hill,3,7
-10385794.1247451,5613864.52987508,382,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.951342,"2836 Girard Ave S,Minneapolis,MN",-93.297176,Lowry Hill East,3,10
-10379726.0992868,5619214.49390954,383,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.985344,"520 8TH AVE SE,Minneapolis,MN",-93.242666,Marcy Holmes,4,3
-10378642.8493235,5610892.12464042,384,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.932442,"2726 39th Street East,Minneapolis,MN",-93.232935,Standish,6,12
-10380136.0890571,5619576.65390848,385,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.987645,"626 5th Avenue se ,Minneapolis,MN",-93.246349,Marcy Holmes,4,3
-10385812.3811826,5613802.87003626,386,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.95095,"2828 GIRARD AVE S,Minneapolis,MN",-93.29734,Lowry Hill East,3,10
-10384164.6300785,5616069.30260586,387,2020/02/10 00:00:00+00,Central,Snow Emergency,2,44.965357,"224 CLIFTON AVE,Minneapolis,MN",-93.282538,Loring Park,3,7
-10379932.9309281,5618847.62702496,388,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.983013,"322 8th ave se,Minneapolis,MN",-93.244524,Marcy Holmes,4,3
-10379908.7745859,5619615.05858839,389,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.987889,"704 6TH AV SE,Minneapolis,MN",-93.244307,Marcy Holmes,4,3
-10386502.4506931,5613275.63283107,390,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.947598,"3018 JAMES AVE S,Minneapolis,MN",-93.303539,ECCO,5,10
-10378777.4345873,5619913.48687828,391,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.989785,"1227 talmage ave se,Minneapolis,MN",-93.234144,Como,4,2
-10379818.7171695,5619049.07930847,392,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.984293,"426 8th ave se,Minneapolis,MN",-93.243498,Marcy Holmes,4,3
-10380147.1095942,5611744.90040114,393,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.937865,"1840 36th st,Minneapolis,MN",-93.246448,Corcoran,6,9
-10385794.0134205,5613845.96895804,394,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.951224,"2846 Girard Ave South,Minneapolis,MN",-93.297175,Lowry Hill East,3,10
-10384178.211082,5616173.61593707,395,2020/02/10 00:00:00+00,Central,Snow Emergency,2,44.96602,"236 clifton ave ,Minneapolis,MN",-93.28266,Loring Park,3,7
-10386102.925037,5613066.75976037,396,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.94627,"3104 Holmes ave s,Minneapolis,MN",-93.29995,ECCO,5,10
-10386076.7649517,5612895.32390426,397,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.94518,"3138 Holmes ave s,Minneapolis,MN",-93.299715,ECCO,5,10
-10385060.9746072,5621178.29638359,398,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,44.99782,"1810 BRYANT AVE N,Minneapolis,MN",-93.29059,Near - North,1,5
-10378810.9417976,5619921.1994848,399,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.989834,"1066 12th ave se,Minneapolis,MN",-93.234445,Como,4,2
-10380120.059012,5610833.62996386,400,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.93207,"3902 Longfellow AVE S,Minneapolis,MN",-93.246205,Standish,6,12
-10387836.1695482,5620715.48292979,401,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,44.99488,"1520 Vincent ave n ,Minneapolis,MN",-93.31552,Willard - Hay,1,5
-10381911.7462479,5620353.43462856,402,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,44.99258,"142 5th ave ne,Minneapolis,MN",-93.2623,St. Anthony West,2,3
-10385811.2679364,5613894.10152211,403,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.95153,"2810 GIRARD AVE S,Minneapolis,MN",-93.29733,Lowry Hill East,3,10
-10381318.8586294,5621011.58634802,404,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,44.996761,"626 summer st ne,Minneapolis,MN",-93.256974,St. Anthony East,2,3
-10385811.2679364,5613894.10152211,405,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.95153,"2806 GIRARD AVE S,Minneapolis,MN",-93.29733,Lowry Hill East,3,10
-10385267.4722747,5621363.58570653,406,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,44.998997,"1926 DuPont Ave n,Minneapolis,MN",-93.292445,Near - North,1,5
-10381964.4002924,5623857.25572505,407,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,45.014835,"342 26th ave ne,Minneapolis,MN",-93.262773,Holland,2,1
-10381709.7013652,5623821.98251712,408,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,45.014611,"2546 5th st ne,Minneapolis,MN",-93.260485,Holland,2,1
-10385716.6464106,5624536.76575611,409,2020/02/10 00:00:00+00,Camden,Snow Emergency,2,45.01915,"3518 Girard ave n ,Minneapolis,MN",-93.29648,Folwell,1,4
-10384312.6850212,5616209.33142728,410,2020/02/10 00:00:00+00,Central,Snow Emergency,2,44.966247,"306 CLIFTON AVE,Minneapolis,MN",-93.283868,Loring Park,3,7
-10386076.7649517,5612973.33474746,411,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.945676,"3122 Holmes ave,Minneapolis,MN",-93.299715,ECCO,5,10
-10385805.7020055,5615279.99037624,412,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.96034,"2212 girard ave s,Minneapolis,MN",-93.29728,East Isles,3,7
-10380152.6756252,5619180.4978785,413,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.985128,"426 6th ave se,Minneapolis,MN",-93.246498,Marcy Holmes,4,3
-10381178.1508115,5620150.37923097,414,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,44.99129,"216 5th st ne,Minneapolis,MN",-93.25571,St. Anthony West,2,3
-10379808.5870291,5619429.49023314,415,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.98671,"616 7th ave se,Minneapolis,MN",-93.243407,Marcy Holmes,4,3
-10382946.4608775,5616105.01768328,416,2020/02/10 00:00:00+00,Central,Snow Emergency,2,44.965584,"1720 Clinton av s,Minneapolis,MN",-93.271595,Steven's Square - Loring Heights,3,6
-10385787.3342434,5614211.84617296,417,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.95355,"2700 girard ave s ,Minneapolis,MN",-93.297115,Lowry Hill East,3,10
-10380990.0208061,5611082.07766584,418,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.93365,"3812 15th ave so,Minneapolis,MN",-93.25402,Bancroft,6,8
-10379699.8279769,5619239.04667044,419,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.9855,"526 8TH AVE SE,Minneapolis,MN",-93.24243,Marcy Holmes,4,3
-10385880.842623,5625117.73624921,420,2020/02/10 00:00:00+00,Camden,Snow Emergency,2,45.022839,"3720 Humboldt ave n,Minneapolis,MN",-93.297955,Folwell,1,4
-10385231.2934737,5620367.60155024,421,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,44.99267,"1322 DUPONT AVE N,Minneapolis,MN",-93.29212,Near - North,1,5
-10385302.5379296,5625636.05835454,422,2020/02/10 00:00:00+00,Camden,Snow Emergency,2,45.02613,"3910 DUPONT AVE N mpls,Minneapolis,MN",-93.29276,Webber - Camden,1,4
-10381707.9202713,5620627.64558136,423,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,44.994322,"306 6th ave ne,Minneapolis,MN",-93.260469,St. Anthony West,2,3
-10379722.0918005,5619199.69935488,424,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.98525,"514 8th Ave se,Minneapolis,MN",-93.24263,Marcy Holmes,4,3
-10384494.3583987,5616312.38760944,425,2020/02/10 00:00:00+00,Central,Snow Emergency,2,44.966902,"406 clifton ave,Minneapolis,MN",-93.2855,Loring Park,3,7
-10380886.9390093,5612317.34156562,426,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.941505,"1524 34th st e,Minneapolis,MN",-93.253094,Powderhorn Park,6,9
-10385294.7455062,5623201.41578905,427,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,45.01067,"2938 DUPONT AVE N mpls,Minneapolis,MN",-93.29269,Hawthorne,1,5
-10385232.4066198,5621286.91919547,428,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,44.99851,"1834 DuPont Ave n,Minneapolis,MN",-93.29213,Near - North,1,5
-10378504.367898,5610607.98882627,429,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.930635,"2826 40th st e,Minneapolis,MN",-93.231691,Standish,6,12
-10380975.4379811,5612230.37228812,430,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.940952,"3416 15th ave s,Minneapolis,MN",-93.253889,Powderhorn Park,6,9
-10385804.5887592,5614087.57832903,431,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.95276,"2726 GIRARD AVE S,Minneapolis,MN",-93.29727,Lowry Hill East,3,10
-10379254.5500026,5618908.53438301,432,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.9834,"510 11TH AV SE,Minneapolis,MN",-93.23843,Marcy Holmes,4,3
-10380155.2359914,5610610.66187642,433,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.930652,"1838 40st st e,Minneapolis,MN",-93.246521,Standish,6,12
-10380454.0174676,5612848.92666435,434,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.944885,"1752 32nd Street East,Minneapolis,MN",-93.249205,Powderhorn Park,6,9
-10381551.0710837,5611316.37960065,435,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.93514,"3724 11th ave s,Minneapolis,MN",-93.25906,Powderhorn Park,6,9
-10385787.3342434,5614131.15053378,436,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.953037,"2724 Girard Ave South,Minneapolis,MN",-93.297115,Lowry Hill East,3,10
-10381178.1508115,5620150.37923097,437,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,44.99129,"218 5th st ne,Minneapolis,MN",-93.25571,St. Anthony West,2,3
-10379910.3331306,5619247.23103328,438,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.985552,"526 7th Avenue se ,Minneapolis,MN",-93.244321,Marcy Holmes,4,3
-10385787.3342434,5614106.61166526,439,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.952881,"2744 girard ave s ,Minneapolis,MN",-93.297115,Lowry Hill East,3,10
-10385232.4066198,5621268.02814077,440,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,44.99839,"1830 DUPONT AVE N,Minneapolis,MN",-93.29213,Near - North,1,5
-10385805.7020055,5615309.88131747,441,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.96053,"2208 girard ave s,Minneapolis,MN",-93.29728,East Isles,3,7
-10381762.5780589,5621009.85478292,442,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,44.99675,"718 4th st ne,Minneapolis,MN",-93.26096,St. Anthony West,2,3
-10381010.3923113,5620308.41577137,443,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,44.992294,"256 6th st ne,Minneapolis,MN",-93.254203,St. Anthony East,2,3
-10380151.7850282,5613195.73201777,444,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.94709,"3032 Longfellow Avenue South,Minneapolis,MN",-93.24649,Corcoran,6,9
-10379894.8597086,5619275.24648818,445,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.98573,"514 7th ave se ,Minneapolis,MN",-93.244182,Marcy Holmes,4,3
-10386076.7649517,5612992.8374575,446,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.9458,"3118 Holmes ave s,Minneapolis,MN",-93.299715,ECCO,5,10
-10380986.6812676,5620260.40639897,447,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,44.991989,"242 6th st ne,Minneapolis,MN",-93.25399,St. Anthony East,2,3
-10385787.3342434,5614187.93632066,448,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.953398,"2710 Girard Ave S,Minneapolis,MN",-93.297115,Lowry Hill East,3,10
-10385787.3342434,5614165.28485814,449,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.953254,"2720 Girard Ave S,Minneapolis,MN",-93.297115,Lowry Hill East,3,10
-10386498.6658561,5612998.02768256,450,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.945833,"3114 James ave s,Minneapolis,MN",-93.303505,ECCO,5,10
-10386525.9390876,5613327.85185381,451,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.94793,"3010 JAMES AVE S,Minneapolis,MN",-93.30375,ECCO,5,10
-10379898.7558702,5619633.15916268,452,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.988004,"728 6th ave se,Minneapolis,MN",-93.244217,Marcy Holmes,4,3
-10383256.4856402,5616071.34804804,453,2020/02/10 00:00:00+00,Central,Snow Emergency,2,44.96537,"1728 2nd av s,Minneapolis,MN",-93.27438,Steven's Square - Loring Heights,3,6
-10386527.0523338,5613168.99375686,454,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.94692,"3040 JAMES AVE S,Minneapolis,MN",-93.30376,ECCO,5,10
-10387836.1695482,5622560.58090058,455,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,45.0066,"2618 Vincent ave n ,Minneapolis,MN",-93.31552,Willard - Hay,1,4
-10379850.1092119,5619292.55939122,456,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.98584,"516 7TH AVE SE,Minneapolis,MN",-93.24378,Marcy Holmes,4,3
-10384965.6851337,5620096.07436222,457,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,44.990945,"806 12th Ave n,Minneapolis,MN",-93.289734,Near - North,1,5
