X,Y,OBJECTID,Citation_N,Address,Latitude,Longitude,Neighborho,Community,Ward,Day_ID,Date,Code,Descriptio,Tow_Dist
-93.2687759401575,44.9232902523433,1589,271118305369,4414 5TH AVE S,44.9232902527,-93.2687759399,Regina,Nokomis,8,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2687759401575,44.9232902523433,1590,271118305370,4406 5TH AVE S,44.9232902527,-93.2687759399,Regina,Nokomis,8,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2690124510637,44.9248161311596,1591,271118305371,4312 5TH AVE S,44.9248161316,-93.2690124512,Regina,Nokomis,8,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2688140867007,44.9248580935263,1592,271118305372,4310 5TH AVE S,44.9248580933,-93.2688140869,Regina,Nokomis,8,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2688903806865,44.9255104068798,1593,271118305373,4254 5TH AVE S,44.9255104065,-93.2688903809,Regina,Nokomis,8,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.268928528129,44.9256935115464,1594,271118305374,4234 5TH AVE S,44.925693512,-93.2689285278,Regina,Nokomis,8,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2687759401575,44.9272994992725,1595,271118305375,4146 5TH AVE S,44.9272994995,-93.2687759399,Bryant,Powderhorn,8,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2690124510637,44.9281692507104,1596,271118305376,4112 5TH AVE S,44.9281692505,-93.2690124512,Bryant,Powderhorn,8,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2688140867007,44.929229736663,1597,271118305377,4040 5TH AVE S,44.9292297363,-93.2688140869,Bryant,Powderhorn,8,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2687759401575,44.9326210018578,1598,271118305378,3854 5TH AVE S,44.9326210022,-93.2687759399,Bryant,Powderhorn,8,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2687759401575,44.9326934818188,1599,271118305379,3852 5TH AVE S,44.9326934814,-93.2687759399,Bryant,Powderhorn,8,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2687759401575,44.9328384399421,1600,271118305380,3842 5TH AVE S,44.9328384399,-93.2687759399,Bryant,Powderhorn,8,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2690124510637,44.9331970212256,1601,271118305381,3840 5TH AVE S,44.9331970215,-93.2690124512,Bryant,Powderhorn,8,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2685394283519,44.9346694947015,1602,271118305382,3740 5TH AVE S,44.9346694946,-93.2685394287,Central,Powderhorn,8,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2690887450495,44.9351615902353,1603,271118305383,3724 5TH AVE S,44.9351615906,-93.2690887451,Central,Powderhorn,8,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2687759401575,44.9355354312152,1604,271118305384,3710 5TH AVE S,44.9355354309,-93.2687759399,Central,Powderhorn,8,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2691650390353,44.936618804914,1605,271118305385,3636 5TH AVE S,44.9366188049,-93.2691650391,Central,Powderhorn,8,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2686996461717,44.9372863770647,1606,271118305386,3626 5TH AVE S,44.937286377,-93.268699646,Central,Powderhorn,8,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2688140867007,44.9372482296221,1607,271118305387,3618 5TH AVE S,44.93724823,-93.2688140869,Central,Powderhorn,8,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2687759401575,44.9389610289284,1608,271118305388,3522 5TH AVE S,44.9389610291,-93.2687759399,Central,Powderhorn,9,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2690124510637,44.9388809200185,1609,271118305389,3520 5TH AVE S,44.9388809204,-93.2690124512,Central,Powderhorn,9,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2690124510637,44.9392471311502,1610,271118305390,3504 5TH AVE S,44.9392471313,-93.2690124512,Central,Powderhorn,9,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2695617677613,44.9396667476224,1611,271118305391,3500 5TH AVE S,44.939666748,-93.2695617676,Central,Powderhorn,9,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2691268924921,44.9400062560839,1612,271118305392,3442 5TH AVE S,44.9400062561,-93.2691268921,Central,Powderhorn,9,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2689743045205,44.9403038021788,1613,271118305393,3440 5TH AVE S,44.9403038025,-93.2689743042,Central,Powderhorn,9,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2690124510637,44.9403381346972,1614,271118305394,3432 5TH AVE S,44.9403381348,-93.2690124512,Central,Powderhorn,9,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2691268924921,44.9405937193247,1615,271118305395,3420 5TH AVE S,44.9405937195,-93.2691268921,Central,Powderhorn,9,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2692031864779,44.9412460326783,1616,271118305396,3404 5TH AVE S,44.9412460327,-93.269203186,Central,Powderhorn,9,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2690124510637,44.941215515084,1617,271118305397,3402 5TH AVE S,44.9412155151,-93.2690124512,Central,Powderhorn,9,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.268928528129,44.9412918090698,1618,271118305398,3400 5TH AVE S,44.9412918091,-93.2689285278,Central,Powderhorn,9,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2691650390353,44.9422302246452,1619,271118305399,3334 5TH AVE S,44.9422302246,-93.2691650391,Central,Powderhorn,9,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2687759401575,44.9425315856642,1620,271118305400,3316 5TH AVE S,44.9425315857,-93.2687759399,Central,Powderhorn,9,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2687759401575,44.9428977967959,1621,271118305401,3306 5TH AVE S,44.9428977966,-93.2687759399,Central,Powderhorn,9,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2688140867007,44.9429321293144,1622,271118305402,3306 5TH AVE S,44.9429321289,-93.2688140869,Central,Powderhorn,9,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2686996461717,44.9455223081081,1623,271118305403,3136 5TH AVE S,44.9455223083,-93.268699646,Central,Powderhorn,9,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2687759401575,44.9455184940833,1624,271118305404,3134 5TH AVE S,44.9455184937,-93.2687759399,Central,Powderhorn,9,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2693252559558,44.9457969664569,1625,271118305405,3124 5TH AVE S,44.9457969666,-93.2693252563,Central,Powderhorn,9,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2687759401575,44.9460296633383,1626,271118305406,3116 5TH AVE S,44.9460296631,-93.2687759399,Central,Powderhorn,9,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2687759401575,44.9460296633383,1627,271118305407,3114 5TH AVE S,44.9460296631,-93.2687759399,Central,Powderhorn,9,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2687759401575,44.9460296633383,1628,271118305408,3114 5TH AVE S,44.9460296631,-93.2687759399,Central,Powderhorn,9,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2693252559558,44.9463806156729,1629,271118305409,3110 5TH AVE S,44.9463806152,-93.2693252563,Central,Powderhorn,9,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2693252559558,44.9465980528579,1630,271118305410,3104 5TH AVE S,44.946598053,-93.2693252563,Central,Powderhorn,9,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2690124510637,44.9466056827061,1631,271118305411,3100 5TH AVE S,44.9466056824,-93.2690124512,Central,Powderhorn,9,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2691650390353,44.9468955989528,1632,271118305412,3046 5TH AVE S,44.9468955994,-93.2691650391,Central,Powderhorn,9,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.26924896197,44.9471817020739,1633,271118305413,3044 5TH AVE S,44.9471817017,-93.2692489624,Central,Powderhorn,9,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2690887450495,44.9471855160987,1634,271118305414,3042 5TH AVE S,44.9471855164,-93.2690887451,Central,Powderhorn,9,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2693252559558,44.9473266601973,1635,271118305415,3036 5TH AVE S,44.9473266602,-93.2693252563,Central,Powderhorn,9,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2637481687429,44.9194221495126,1636,271118305416,4604 COLUMBUS AVE S,44.9194221497,-93.2637481689,Field,Nokomis,8,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2640991210775,44.9483146670883,1637,271118305417,3002 COLUMBUS AVE S,44.9483146667,-93.2640991211,Central,Powderhorn,9,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2641372676208,44.9482765196457,1638,271118305418,3004 COLUMBUS AVE S,44.9482765198,-93.2641372681,Central,Powderhorn,9,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.264259337998,44.9480171200941,1639,271118305419,3008 COLUMBUS AVE S,44.9480171204,-93.2642593384,Central,Powderhorn,9,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2642974854406,44.9479789735508,1640,271118305420,3012 COLUMBUS AVE S,44.9479789734,-93.2642974854,Central,Powderhorn,9,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2643737794264,44.9479064944892,1641,271118305421,3014 COLUMBUS AVE S,44.9479064941,-93.2643737793,Central,Powderhorn,9,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2642135616065,44.9469604490655,1642,271118305422,3044 COLUMBUS AVE S,44.9469604492,-93.264213562,Central,Powderhorn,9,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2637863161855,44.9464263911651,1643,271118305423,3104 COLUMBUS AVE S,44.9464263916,-93.2637863159,Central,Powderhorn,9,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2856750485646,44.9058914185542,1644,271118305424,5326 HARRIET AVE S,44.9058914185,-93.2856750488,Tangletown,Southwest,11,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2807235720352,44.892101288044,1645,271118305425,6108 WENTWORTH AVE S,44.8921012878,-93.2807235718,Windom,Southwest,11,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2803344722581,44.9634056093814,1646,271118305426,1913 PILLSBURY AVE,44.9634056091,-93.2803344727,Steven's Square - Loring Heights,Central,7,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.2806396482011,44.9639816287492,1647,271118305427,1911 PILLSBURY AVE,44.9639816284,-93.2806396484,Steven's Square - Loring Heights,Central,7,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.2866439817344,44.963371276863,1648,271118305428,603 RIDGEWOOD AVE S,44.9633712769,-93.2866439819,Steven's Square - Loring Heights,Central,7,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.2861709590225,44.963382720736,1649,271118305429,507 RIDGEWOOD AVE S,44.9633827209,-93.2861709595,Steven's Square - Loring Heights,Central,7,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.28532409623,44.9635543824289,1650,271118305430,441 RIDGEWOOD AVE S,44.9635543823,-93.2853240967,Steven's Square - Loring Heights,Central,7,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.2847595216346,44.9634246822034,1651,271118305431,401 RIDGEWOOD AVE S,44.9634246826,-93.2847595215,Steven's Square - Loring Heights,Central,7,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.2826995849179,44.9640655516839,1652,271118305432,231 RIDGEWOOD AVE S,44.9640655518,-93.282699585,Steven's Square - Loring Heights,Central,7,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.2817764281396,44.9639091487882,1653,271118305433,217 RIDGEWOOD AVE S,44.9639091492,-93.2817764282,Steven's Square - Loring Heights,Central,7,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.2763061525069,44.9640312191655,1654,271118305434,103 19TH ST E,44.9640312195,-93.2763061523,Steven's Square - Loring Heights,Central,6,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.2759933476149,44.9640388490137,1655,271118305435,105 19TH ST E,44.9640388489,-93.2759933472,Steven's Square - Loring Heights,Central,6,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.2759933476149,44.9640388490137,1656,271118305436,107 19TH ST E,44.9640388489,-93.2759933472,Steven's Square - Loring Heights,Central,6,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.274635314668,44.9639320374336,1657,271118305437,141 19TH ST E,44.9639320374,-93.2746353149,Steven's Square - Loring Heights,Central,6,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.2737884518755,44.9641036991264,1658,271118305438,143 19TH ST E,44.9641036987,-93.2737884521,Steven's Square - Loring Heights,Central,6,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.2734603881863,44.9639663699521,1659,271118305439,223 19TH ST E,44.9639663696,-93.2734603882,Steven's Square - Loring Heights,Central,6,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.2736129761579,44.9639625550279,1660,271118305440,207 19TH ST E,44.9639625549,-93.2736129761,Steven's Square - Loring Heights,Central,6,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.2715454104923,44.9638023372082,1661,271118305441,305 19TH ST E,44.9638023376,-93.2715454102,Steven's Square - Loring Heights,Central,6,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.2720718385445,44.9652824405322,1662,271118305442,315 18TH ST E,44.9652824402,-93.2720718384,Steven's Square - Loring Heights,Central,6,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.2720718385445,44.9652824405322,1663,271118305443,311 18TH ST E,44.9652824402,-93.2720718384,Steven's Square - Loring Heights,Central,6,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.2723846434365,44.965274810684,1664,271118305444,309 18TH ST E,44.9652748108,-93.2723846436,Steven's Square - Loring Heights,Central,6,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.2751083373798,44.9653053282783,1665,271118305445,127 18TH ST E,44.9653053284,-93.2751083374,Steven's Square - Loring Heights,Central,6,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.2761383057382,44.9653472897457,1666,271118305446,109 18TH ST E,44.96534729,-93.2761383057,Steven's Square - Loring Heights,Central,6,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.2759094237808,44.9660835269333,1667,271118305447,105 17TH ST E,44.9660835266,-93.2759094238,Steven's Square - Loring Heights,Central,6,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.2759704589695,44.9659347529865,1668,271118305448,107 17TH ST E,44.9659347534,-93.275970459,Steven's Square - Loring Heights,Central,6,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.2748794554225,44.9660377505418,1669,271118305449,135 17TH ST E,44.9660377502,-93.2748794556,Steven's Square - Loring Heights,Central,6,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.2730026242717,44.966167449868,1670,271118305450,225 17TH ST E,44.96616745,-93.2730026245,Steven's Square - Loring Heights,Central,6,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.2714691165065,44.9638061521323,1671,271118305451,1901 CLINTON AVE S,44.9638061523,-93.2714691162,Steven's Square - Loring Heights,Central,6,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.2715072630497,44.9641685483399,1672,271118305452,1829 CLINTON AVE S,44.9641685486,-93.2715072632,Steven's Square - Loring Heights,Central,6,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.2738952634556,44.9633331303198,1673,271118305453,1917 2ND AVE N,44.9633331299,-93.2738952637,Steven's Square - Loring Heights,Central,6,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.2739410398471,44.963371276863,1674,271118305454,1915 2ND AVE N,44.9633712769,-93.27394104,Steven's Square - Loring Heights,Central,6,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.2739562986442,44.9649009706034,1675,271118305455,1807 2ND AVE N,44.9649009705,-93.2739562988,Steven's Square - Loring Heights,Central,6,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.2739257810499,44.9649353031218,1676,271118305456,1805 2ND AVE N,44.9649353027,-93.2739257813,Steven's Square - Loring Heights,Central,6,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.2754135133229,44.9644927980043,1677,271118305457,1823 STEVENS AVE S,44.9644927979,-93.2754135132,Steven's Square - Loring Heights,Central,6,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.275520324903,44.9633979795332,1678,271118305458,1917 STEVENS AVE S,44.9633979797,-93.2755203247,Steven's Square - Loring Heights,Central,6,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.2668228150209,44.9632072450184,1679,271118305459,615 19TH ST E,44.9632072449,-93.2668228149,Ventura Village,Phillips,6,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.261047363445,44.9630088806554,1680,271118305460,1925 ELLIOT AVE,44.9630088806,-93.2610473633,Ventura Village,Phillips,6,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.2534179684644,44.9632263187397,1681,271118305461,1925 15TH AVE S,44.9632263184,-93.2534179688,Ventura Village,Phillips,6,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.2666473393032,44.9651107788394,1682,271118305462,619 18TH ST E,44.9651107788,-93.2666473389,Ventura Village,Phillips,6,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.249183654502,44.9686317442597,1683,271118305463,1611 6TH ST S,44.9686317444,-93.2491836548,Cedar Riverside,University,6,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,4
-93.2490539551758,44.967468261651,1684,271118305464,1629 6TH ST S,44.9674682617,-93.2490539551,Cedar Riverside,University,6,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,4
-93.2268676758026,44.9633216855474,1685,271118305465,931 FRANKLIN TER,44.9633216858,-93.2268676758,Seward,Longfellow,2,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,4
-93.2207794193347,44.9539489745655,1686,271118305466,3505 27TH ST E,44.9539489746,-93.2207794189,Seward,Longfellow,2,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,4
-93.2310638432218,44.9503059387681,1687,271118305467,2807 29TH ST E,44.9503059387,-93.2310638428,Longfellow,Longfellow,2,3,2018/01/17 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,4
-93.2689132693319,44.9607467655508,1688,271118305762,2202 5TH AVE S,44.9607467651,-93.268913269,Phillips West,Phillips,6,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.2689819334694,44.960670471565,1689,271118305763,2206 5TH AVE S,44.9606704712,-93.2689819336,Phillips West,Phillips,6,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.2688751218893,44.9604530334807,1690,271118305764,2208 5TH AVE S,44.9604530334,-93.2688751221,Phillips West,Phillips,6,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.2689666746722,44.9605255125424,1691,271118305765,2210 5TH AVE S,44.9605255127,-93.2689666748,Phillips West,Phillips,6,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.2689514158751,44.9604530334807,1692,271118305766,2210 5TH AVE S,44.9604530334,-93.268951416,Phillips West,Phillips,6,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.268554687149,44.960388183368,1693,271118305767,2210 5TH AVE S,44.9603881836,-93.2685546875,Phillips West,Phillips,6,3,2018/01/16 00:00:00+00,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.2687683103092,44.9601669312589,1694,271118305768,2218 5TH AVE S,44.9601669312,-93.2687683105,Phillips West,Phillips,6,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.2687683103092,44.9601669312589,1695,271118305769,2220 5TH AVE S,44.9601669312,-93.2687683105,Phillips West,Phillips,6,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.2684402466201,44.9601020811462,1696,271118305770,2222 5TH AVE S,44.9601020813,-93.2684402466,Phillips West,Phillips,6,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.2690277098609,44.9589920047773,1697,271118305771,2406 5TH AVE S,44.9589920044,-93.26902771,Phillips West,Phillips,6,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.2689132693319,44.9587059016561,1698,271118305772,2408 5TH AVE S,44.9587059021,-93.268913269,Phillips West,Phillips,6,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.2689895633176,44.9587020876313,1699,271118305773,2416 5TH AVE S,44.9587020874,-93.268989563,Phillips West,Phillips,6,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.2686080933888,44.958786010566,1700,271118305774,2416 5TH AVE S,44.9587860107,-93.2686080933,Phillips West,Phillips,6,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.2685165406058,44.9587173464284,1701,271118305775,2418 5TH AVE S,44.9587173462,-93.2685165405,Phillips West,Phillips,6,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.2685852047434,44.958568573381,1702,271118305776,2420 5TH AVE S,44.958568573,-93.2685852051,Phillips West,Phillips,6,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.2686004635405,44.9580574032266,1703,271118305777,2422 5TH AVE S,44.9580574036,-93.2686004639,Phillips West,Phillips,6,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.2687454225631,44.9582366947677,1704,271118305778,2426 5TH AVE S,44.9582366943,-93.2687454224,Phillips West,Phillips,6,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.2686004635405,44.9580574032266,1705,271118305779,2428 5TH AVE S,44.9580574036,-93.2686004639,Phillips West,Phillips,6,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.2688369753461,44.9580497742777,1706,271118305780,2430 5TH AVE S,44.9580497742,-93.2688369751,Phillips West,Phillips,6,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.2688140867007,44.9578323361934,1707,271118305781,2430 5TH AVE S,44.9578323364,-93.2688140869,Phillips West,Phillips,6,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.2687072751206,44.9579467776218,1708,271118305782,2430 5TH AVE S,44.9579467773,-93.2687072754,Phillips West,Phillips,6,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.2685241695547,44.9580612181508,1709,271118305783,2432 5TH AVE S,44.9580612183,-93.2685241699,Phillips West,Phillips,6,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.2688827517376,44.9580841067962,1710,271118305784,2434 5TH AVE S,44.9580841064,-93.2688827515,Phillips West,Phillips,6,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.2688522341433,44.9577941896502,1711,271118305785,2434 5TH AVE S,44.9577941895,-93.2688522339,Phillips West,Phillips,6,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.2728652950972,44.9494094846601,1712,271118305786,2924 3RD AVE S,44.9494094849,-93.2728652954,Phillips West,Phillips,6,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.2730178830688,44.949188232551,1713,271118305787,2928 3RD AVE S,44.9491882324,-93.2730178833,Phillips West,Phillips,6,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.2731781008886,44.9490394595035,1714,271118305788,2928 3RD AVE S,44.9490394592,-93.2731781006,Phillips West,Phillips,6,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.2731018069028,44.9490394595035,1715,271118305789,2932 3RD AVE S,44.9490394592,-93.2731018066,Phillips West,Phillips,6,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.272941589083,44.9494094846601,1716,271118305790,2916 3RD AVE S,44.9494094849,-93.2729415894,Phillips West,Phillips,6,2,2018/01/16 00:00:00+00,478.1000(b),Snow emergency parking restrictions - even number address,3
