X,Y,OBJECTID,Snow_Emerg,Snow_Eme_1,Snow_Eme_2,Citation_N,Date,Address,Latitude,Longitude,Ordinance,Ordinanc_1,Ward,Neighborho,Community,Day,Tow_Zone
-93.2978840000465,44.983824999724,806,Oliver,2020-2826,2,271121305000,2021/01/26 00:00:00+00,1319 OLSON MEMORIAL HIGHWAY SVC RD,44.983825,-93.297884,478.1000(c),Snow emergency parking restrictions - odd number address,5,Harrison,Near North,3,3
-93.2989220002501,44.983874000185,807,Oliver,2020-2827,2,271121305000,2021/01/26 00:00:00+00,1323 OLSON MEMORIAL HIGHWAY SVC RD,44.983874,-93.298922,478.1000(c),Snow emergency parking restrictions - odd number address,5,Harrison,Near North,3,3
-93.2990459996731,44.9839720002077,808,Oliver,2020-2828,2,271121305000,2021/01/26 00:00:00+00,1425 OLSON MEMORIAL HIGHWAY SVC RD,44.983972,-93.299046,478.1000(c),Snow emergency parking restrictions - odd number address,5,Harrison,Near North,3,3
-93.2988830002502,44.9839609997005,809,Oliver,2020-2829,2,271121305000,2021/01/26 00:00:00+00,1427 OLSON MEMORIAL HIGHWAY SVC RD,44.983961,-93.298883,478.1000(c),Snow emergency parking restrictions - odd number address,5,Harrison,Near North,3,3
-93.3074909997098,44.9827480004199,810,Oliver,2020-2830,2,271121305000,2021/01/26 00:00:00+00,2111 5TH AVE N,44.982748,-93.307491,478.1000(c),Snow emergency parking restrictions - odd number address,5,Harrison,Near North,3,3
-93.3031310000956,44.9825830000055,811,Oliver,2020-2831,2,271121305000,2021/01/26 00:00:00+00,1727 5TH AVE N,44.982583,-93.303131,478.1000(c),Snow emergency parking restrictions - odd number address,5,Harrison,Near North,3,3
-93.3042670003218,44.9816599997093,812,Oliver,2020-2832,2,271121305000,2021/01/26 00:00:00+00,1901 4TH AVE N,44.98166,-93.304267,478.1000(c),Snow emergency parking restrictions - odd number address,5,Harrison,Near North,3,3
-93.3049989999039,44.981514000171,813,Oliver,2020-2833,2,271121305000,2021/01/26 00:00:00+00,1911 4TH AVE N,44.981514,-93.304999,478.1000(c),Snow emergency parking restrictions - odd number address,5,Harrison,Near North,3,3
-93.3066430001743,44.9815910001246,814,Oliver,2020-2834,2,271121305000,2021/01/26 00:00:00+00,2015 4TH AVE N,44.981591,-93.306643,478.1000(c),Snow emergency parking restrictions - odd number address,5,Harrison,Near North,3,3
-93.3103460000678,44.9815500000325,815,Oliver,2020-2835,2,271121305000,2021/01/26 00:00:00+00,2315 4TH AVE N,44.98155,-93.310346,478.1000(c),Snow emergency parking restrictions - odd number address,5,Harrison,Near North,3,3
-93.3091950000492,44.9788299996048,816,Oliver,2020-2836,2,271121305000,2021/01/26 00:00:00+00,2217 2ND AVE N,44.97883,-93.309195,478.1000(c),Snow emergency parking restrictions - odd number address,5,Harrison,Near North,3,3
-93.3059630002922,44.9798479997854,817,Oliver,2020-2837,2,271121305000,2021/01/26 00:00:00+00,1931 3RD AVE N,44.979848,-93.305963,478.1000(c),Snow emergency parking restrictions - odd number address,5,Harrison,Near North,3,3
-93.3069699999655,44.974261000245,818,Oliver,2020-2838,2,271121305000,2021/01/26 00:00:00+00,2121 LAUREL AVE,44.974261,-93.30697,478.1000(c),Snow emergency parking restrictions - odd number address,7,Bryn - Mawr,Calhoun Isle,3,3
-93.3065100003362,44.9741889996227,819,Oliver,2020-2839,2,271121305000,2021/01/26 00:00:00+00,2125 LAUREL AVE,44.974189,-93.30651,478.1000(c),Snow emergency parking restrictions - odd number address,7,Bryn - Mawr,Calhoun Isle,3,3
-93.3118259999699,44.9712099998417,820,Oliver,2020-2840,2,271121305000,2021/01/26 00:00:00+00,2427 MOUNT VIEW AVE,44.97121,-93.311826,478.1000(c),Snow emergency parking restrictions - odd number address,7,Bryn - Mawr,Calhoun Isle,3,3
-93.2907910003044,44.9830800004417,821,Oliver,2020-2841,2,271121305000,2021/01/26 00:00:00+00,505 BRYANT AVE N,44.98308,-93.290791,478.1000(c),Snow emergency parking restrictions - odd number address,5,Sumner - Glenwood,Near North,3,3
-93.2907120002586,44.9831279999573,822,Oliver,2020-2842,2,271121305000,2021/01/26 00:00:00+00,507 BRYANT AVE N,44.983128,-93.290712,478.1000(c),Snow emergency parking restrictions - odd number address,5,Sumner - Glenwood,Near North,3,3
-93.2908549996585,44.9840320002767,823,Oliver,2020-2843,2,271121305000,2021/01/26 00:00:00+00,525 BRYANT AVE N,44.984032,-93.290855,478.1000(c),Snow emergency parking restrictions - odd number address,5,Sumner - Glenwood,Near North,3,3
-93.2982950001141,44.9785100001365,824,Oliver,2020-2844,2,271121305000,2021/01/26 00:00:00+00,217 HUMBOLDT AVE N,44.97851,-93.298295,478.1000(c),Snow emergency parking restrictions - odd number address,5,Harrison,Near North,3,3
-93.3016120001936,44.9786759996977,825,Oliver,2020-2845,2,271121305000,2021/01/26 00:00:00+00,217 JAMES AVE N,44.978676,-93.301612,478.1000(c),Snow emergency parking restrictions - odd number address,5,Harrison,Near North,3,3
-93.3010339996193,44.9776399995864,826,Oliver,2020-2846,2,271121305000,2021/01/26 00:00:00+00,183 JAMES AVE N,44.97764,-93.301034,478.1000(c),Snow emergency parking restrictions - odd number address,5,Harrison,Near North,3,3
-93.3011100004261,44.9772119996341,827,Oliver,2020-2847,2,271121305000,2021/01/26 00:00:00+00,181 JAMES AVE N,44.977212,-93.30111,478.1000(c),Snow emergency parking restrictions - odd number address,5,Harrison,Near North,3,3
-93.3037190002316,44.9833339995645,828,Oliver,2020-2848,2,271121305000,2021/01/26 00:00:00+00,535 LOGAN AVE N,44.983334,-93.303719,478.1000(c),Snow emergency parking restrictions - odd number address,5,Harrison,Near North,3,3
-93.3033670001869,44.9808589996431,829,Oliver,2020-2849,2,271121305000,2021/01/26 00:00:00+00,305 LOGAN AVE N,44.980859,-93.303367,478.1000(c),Snow emergency parking restrictions - odd number address,5,Harrison,Near North,3,3
-93.3033290002331,44.9783520000448,830,Oliver,2020-2850,2,271121305000,2021/01/26 00:00:00+00,219 LOGAN AVE N,44.978352,-93.303329,478.1000(c),Snow emergency parking restrictions - odd number address,5,Harrison,Near North,3,3
-93.3044479996754,44.9775259997252,831,Oliver,2020-2851,2,271121305000,2021/01/26 00:00:00+00,187 MORGAN AVE N,44.977526,-93.304448,478.1000(c),Snow emergency parking restrictions - odd number address,5,Harrison,Near North,3,3
-93.3046109999976,44.9793490001563,832,Oliver,2020-2852,2,271121305000,2021/01/26 00:00:00+00,245 MORGAN AVE N,44.979349,-93.304611,478.1000(c),Snow emergency parking restrictions - odd number address,5,Harrison,Near North,3,3
-93.3044430003442,44.9822279998224,833,Oliver,2020-2853,2,271121305000,2021/01/26 00:00:00+00,421 MORGAN AVE N,44.982228,-93.304443,478.1000(c),Snow emergency parking restrictions - odd number address,5,Harrison,Near North,3,3
-93.3059109996929,44.9825359996368,834,Oliver,2020-2854,2,271121305000,2021/01/26 00:00:00+00,421 NEWTON AVE N,44.982536,-93.305911,478.1000(c),Snow emergency parking restrictions - odd number address,5,Harrison,Near North,3,3
-93.3058329996932,44.9812980001027,835,Oliver,2020-2855,2,271121305000,2021/01/26 00:00:00+00,337 NEWTON AVE N,44.981298,-93.305833,478.1000(c),Snow emergency parking restrictions - odd number address,5,Harrison,Near North,3,3
-93.309751999655,44.9820469995694,836,Oliver,2020-2856,2,271121305000,2021/01/26 00:00:00+00,411 QUEEN AVE N,44.982047,-93.309752,478.1000(c),Snow emergency parking restrictions - odd number address,5,Harrison,Near North,3,3
-93.3097410000471,44.9820279995926,837,Oliver,2020-2857,2,271121305000,2021/01/26 00:00:00+00,409 QUEEN AVE N,44.982028,-93.309741,478.1000(c),Snow emergency parking restrictions - odd number address,5,Harrison,Near North,3,3
-93.3097339997242,44.9807089999205,838,Oliver,2020-2858,2,271121305000,2021/01/26 00:00:00+00,329 QUEEN AVE N,44.980709,-93.309734,478.1000(c),Snow emergency parking restrictions - odd number address,5,Harrison,Near North,3,3
-93.3135630000324,44.9728910000197,839,Oliver,2020-2859,2,271121305000,2021/01/26 00:00:00+00,431 THOMAS AVE S,44.972891,-93.313563,478.1000(c),Snow emergency parking restrictions - odd number address,7,Bryn - Mawr,Calhoun Isle,3,3
-93.313366999987,44.974211999784,840,Oliver,2020-2860,2,271121305000,2021/01/26 00:00:00+00,231 THOMAS AVE S,44.974212,-93.313367,478.1000(c),Snow emergency parking restrictions - odd number address,7,Bryn - Mawr,Calhoun Isle,3,3
-93.3122489996915,44.9758160000084,841,Oliver,2020-2861,2,271121305000,2021/01/26 00:00:00+00,53 SHERIDAN AVE S,44.975816,-93.312249,478.1000(c),Snow emergency parking restrictions - odd number address,7,Bryn - Mawr,Calhoun Isle,3,3
-93.3123170001294,44.9759909999847,842,Oliver,2020-2862,2,271121305000,2021/01/26 00:00:00+00,33 SHERIDAN AVE S,44.975991,-93.312317,478.1000(c),Snow emergency parking restrictions - odd number address,7,Bryn - Mawr,Calhoun Isle,3,3
-93.3104969998366,44.9720340000691,843,Oliver,2020-2863,2,271121305000,2021/01/26 00:00:00+00,461 RUSSELL AVE S,44.972034,-93.310497,478.1000(c),Snow emergency parking restrictions - odd number address,7,Bryn - Mawr,Calhoun Isle,3,3
-93.3110690001342,44.9762249999838,844,Oliver,2020-2864,2,271121305000,2021/01/26 00:00:00+00,29 RUSSELL AVE S,44.976225,-93.311069,478.1000(c),Snow emergency parking restrictions - odd number address,7,Bryn - Mawr,Calhoun Isle,3,3
-93.3059859995542,44.9728109999277,845,Oliver,2020-2865,2,271121305000,2021/01/26 00:00:00+00,447 NEWTON AVE S,44.972811,-93.305986,478.1000(c),Snow emergency parking restrictions - odd number address,7,Bryn - Mawr,Calhoun Isle,3,3
-93.3038940002079,44.972833000043,846,Oliver,2020-2866,2,271121305000,2021/01/26 00:00:00+00,435 MORGAN AVE S,44.972833,-93.303894,478.1000(c),Snow emergency parking restrictions - odd number address,7,Bryn - Mawr,Calhoun Isle,3,3
-93.3039459999079,44.9750820003341,847,Oliver,2020-2867,2,271121305000,2021/01/26 00:00:00+00,213 MORGAN AVE S,44.975082,-93.303946,478.1000(c),Snow emergency parking restrictions - odd number address,7,Bryn - Mawr,Calhoun Isle,3,3
-93.3171799995573,44.9990500003573,848,Oliver,2020-2868,2,271121306000,2021/01/25 00:00:00+00,1904 WASHBURN AVE N,44.99905,-93.31718,478.1000(b),Snow emergency parking restrictions - even number address,5,Willard - Hay,Near North,2,1
-93.3171689999493,45.0104000003598,849,Oliver,2020-2869,2,271121306000,2021/01/25 00:00:00+00,2926 WASHBURN AVE N,45.0104,-93.317169,478.1000(b),Snow emergency parking restrictions - even number address,4,Willard - Hay,Near North,2,1
-93.3159519995851,44.9987970003813,850,Oliver,2020-2870,2,271121306000,2021/01/25 00:00:00+00,1826 VINCENT AVE N,44.998797,-93.315952,478.1000(b),Snow emergency parking restrictions - even number address,5,Willard - Hay,Near North,2,1
-93.3159500003921,44.9988029997587,851,Oliver,2020-2871,2,271121306000,2021/01/25 00:00:00+00,1822 VINCENT AVE N,44.998803,-93.31595,478.1000(b),Snow emergency parking restrictions - even number address,5,Willard - Hay,Near North,2,1
-93.3159060001618,44.9972979996031,852,Oliver,2020-2872,2,271121306000,2021/01/25 00:00:00+00,1700 VINCENT AVE N,44.997298,-93.315906,478.1000(b),Snow emergency parking restrictions - even number address,5,Willard - Hay,Near North,2,1
-93.3158650000697,44.9969820003191,853,Oliver,2020-2873,2,271121306000,2021/01/25 00:00:00+00,1650 VINCENT AVE N,44.996982,-93.315865,478.1000(b),Snow emergency parking restrictions - even number address,5,Willard - Hay,Near North,2,1
-93.3158769997237,44.9957340003239,854,Oliver,2020-2874,2,271121306000,2021/01/25 00:00:00+00,1610 VINCENT AVE N,44.995734,-93.315877,478.1000(b),Snow emergency parking restrictions - even number address,5,Willard - Hay,Near North,2,1
-93.315858999793,44.9957249999089,855,Oliver,2020-2875,2,271121306000,2021/01/25 00:00:00+00,1604 VINCENT AVE N,44.995725,-93.315859,478.1000(b),Snow emergency parking restrictions - even number address,5,Willard - Hay,Near North,2,1
-93.3159260001847,44.994995000419,856,Oliver,2020-2876,2,271121306000,2021/01/25 00:00:00+00,1520 VINCENT AVE N,44.994995,-93.315926,478.1000(b),Snow emergency parking restrictions - even number address,5,Willard - Hay,Near North,2,1
-93.3158979997928,44.9940390003996,857,Oliver,2020-2877,2,271121306000,2021/01/25 00:00:00+00,1418 VINCENT AVE N,44.994039,-93.315898,478.1000(b),Snow emergency parking restrictions - even number address,5,Willard - Hay,Near North,2,1
-93.3159290003231,44.99390399957,858,Oliver,2020-2878,2,271121306000,2021/01/25 00:00:00+00,1414 VINCENT AVE N,44.993904,-93.315929,478.1000(b),Snow emergency parking restrictions - even number address,5,Willard - Hay,Near North,2,1
-93.2614240004173,44.9159839999617,859,Oliver,2020-2879,2,271121306000,2021/01/25 00:00:00+00,4802 ELLIOT AVE S,44.915984,-93.261424,478.1000(b),Snow emergency parking restrictions - even number address,11,Northrop,Nokomis,2,6
-93.2613879996564,44.9157140001011,860,Oliver,2020-2880,2,271121306000,2021/01/25 00:00:00+00,4808 ELLIOT AVE S,44.915714,-93.261388,478.1000(b),Snow emergency parking restrictions - even number address,11,Northrop,Nokomis,2,6
-93.2614430003941,44.9121700003453,861,Oliver,2020-2881,2,271121306000,2021/01/25 00:00:00+00,4956 ELLIOT AVE S,44.91217,-93.261443,478.1000(b),Snow emergency parking restrictions - even number address,11,Northrop,Nokomis,2,6
-93.261442000348,44.9120930003917,862,Oliver,2020-2882,2,271121306000,2021/01/25 00:00:00+00,4958 ELLIOT AVE S,44.912093,-93.261442,478.1000(b),Snow emergency parking restrictions - even number address,11,Northrop,Nokomis,2,6
-93.2600629997077,44.9132640004333,863,Oliver,2020-2883,2,271121306000,2021/01/25 00:00:00+00,4926 10TH AVE S,44.913264,-93.260063,478.1000(b),Snow emergency parking restrictions - even number address,11,Northrop,Nokomis,2,6
-93.2600780003993,44.9172550001182,864,Oliver,2020-2884,2,271121306000,2021/01/25 00:00:00+00,4712 10TH AVE S,44.917255,-93.260078,478.1000(b),Snow emergency parking restrictions - even number address,11,Northrop,Nokomis,2,6
-93.2588899995738,44.9150419996886,865,Oliver,2020-2885,2,271121306000,2021/01/25 00:00:00+00,4828 11TH AVE S,44.915042,-93.25889,478.1000(b),Snow emergency parking restrictions - even number address,11,Northrop,Nokomis,2,6
-93.2537400004007,44.9217499996628,866,Oliver,2020-2886,2,271121306000,2021/01/25 00:00:00+00,4450 15TH AVE S,44.92175,-93.25374,478.1000(b),Snow emergency parking restrictions - even number address,11,Northrop,Nokomis,2,6
-93.2537320000317,44.9218030003083,867,Oliver,2020-2887,2,271121306000,2021/01/25 00:00:00+00,4448 15TH AVE S,44.921803,-93.253732,478.1000(b),Snow emergency parking restrictions - even number address,11,Northrop,Nokomis,2,6
-93.253714000101,44.9246549996286,868,Oliver,2020-2888,2,271121306000,2021/01/25 00:00:00+00,4312 15TH AVE S,44.924655,-93.253714,478.1000(b),Snow emergency parking restrictions - even number address,11,Northrop,Nokomis,2,6
-93.2537099999165,44.9255440001555,869,Oliver,2020-2889,2,271121306000,2021/01/25 00:00:00+00,4244 15TH AVE S,44.925544,-93.25371,478.1000(b),Snow emergency parking restrictions - even number address,8,Northrop,Nokomis,2,6
-93.2536529999859,44.9266259996902,870,Oliver,2020-2890,2,271121306000,2021/01/25 00:00:00+00,4204 15TH AVE S,44.926626,-93.253653,478.1000(b),Snow emergency parking restrictions - even number address,8,Northrop,Nokomis,2,6
-93.2537390003545,44.9267659998511,871,Oliver,2020-2891,2,271121306000,2021/01/25 00:00:00+00,4202 15TH AVE S,44.926766,-93.253739,478.1000(b),Snow emergency parking restrictions - even number address,8,Northrop,Nokomis,2,6
-93.2537120000088,44.9318030001084,872,Oliver,2020-2892,2,271121306000,2021/01/25 00:00:00+00,3912 15TH AVE S,44.931803,-93.253712,478.1000(b),Snow emergency parking restrictions - even number address,8,Bancroft,Powderhorn,2,6
-93.2537279998473,44.933744999732,873,Oliver,2020-2893,2,271121306000,2021/01/25 00:00:00+00,3808 15TH AVE S,44.933745,-93.253728,478.1000(b),Snow emergency parking restrictions - even number address,8,Bancroft,Powderhorn,2,6
-93.2537219995706,44.9346969995669,874,Oliver,2020-2894,2,271121306000,2021/01/25 00:00:00+00,3732 15TH AVE S,44.934697,-93.253722,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.2537170002393,44.9347999998202,875,Oliver,2020-2895,2,271121306000,2021/01/25 00:00:00+00,3730 15TH AVE S,44.9348,-93.253717,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.2537210004238,44.9353920001407,876,Oliver,2020-2896,2,271121306000,2021/01/25 00:00:00+00,3710 15TH AVE S,44.935392,-93.253721,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.2537000003547,44.935495000394,877,Oliver,2020-2897,2,271121306000,2021/01/25 00:00:00+00,3708 15TH AVE S,44.935495,-93.2537,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.2537039996398,44.9356219999554,878,Oliver,2020-2898,2,271121306000,2021/01/25 00:00:00+00,3706 15TH AVE S,44.935622,-93.253704,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.253725999755,44.9365810001131,879,Oliver,2020-2899,2,271121306000,2021/01/25 00:00:00+00,3628 15TH AVE S,44.936581,-93.253726,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.253754000147,44.938577999575,880,Oliver,2020-2900,2,271121306000,2021/01/25 00:00:00+00,3524 15TH AVE S,44.938578,-93.253754,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.2537550001931,44.9388300004043,881,Oliver,2020-2901,2,271121306000,2021/01/25 00:00:00+00,3516 15TH AVE S,44.93883,-93.253755,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.253734000124,44.9392289999184,882,Oliver,2020-2902,2,271121306000,2021/01/25 00:00:00+00,3504 15TH AVE S,44.939229,-93.253734,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.2537920001007,44.942008000369,883,Oliver,2020-2903,2,271121306000,2021/01/25 00:00:00+00,3326 15TH AVE S,44.942008,-93.253792,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.2537809995934,44.942505999952,884,Oliver,2020-2904,2,271121306000,2021/01/25 00:00:00+00,3310 15TH AVE S,44.942506,-93.253781,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.2537619996165,44.9425819998594,885,Oliver,2020-2905,2,271121306000,2021/01/25 00:00:00+00,3306 15TH AVE S,44.942582,-93.253762,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.2538029997086,44.9451620001262,886,Oliver,2020-2906,2,271121306000,2021/01/25 00:00:00+00,3148 15TH AVE S,44.945162,-93.253803,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.2538140002159,44.9452739998952,887,Oliver,2020-2907,2,271121306000,2021/01/25 00:00:00+00,3142 15TH AVE S,44.945274,-93.253814,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.2538170003543,44.9459610001001,888,Oliver,2020-2908,2,271121306000,2021/01/25 00:00:00+00,3124 15TH AVE S,44.945961,-93.253817,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.2538160003081,44.9458620000314,889,Oliver,2020-2909,2,271121306000,2021/01/25 00:00:00+00,3124 15TH AVE S,44.945862,-93.253816,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.2538089999853,44.9460790001458,890,Oliver,2020-2910,2,271121306000,2021/01/25 00:00:00+00,3114 15TH AVE S,44.946079,-93.253809,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.2538259998699,44.9462350001452,891,Oliver,2020-2911,2,271121306000,2021/01/25 00:00:00+00,3104 15TH AVE S,44.946235,-93.253826,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.2538089999853,44.9467430001894,892,Oliver,2020-2912,2,271121306000,2021/01/25 00:00:00+00,3054 15TH AVE S,44.946743,-93.253809,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.2538269999161,44.9469350000502,893,Oliver,2020-2913,2,271121306000,2021/01/25 00:00:00+00,3044 15TH AVE S,44.946935,-93.253827,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.2538340002389,44.9473460001179,894,Oliver,2020-2914,2,271121306000,2021/01/25 00:00:00+00,3030 15TH AVE S,44.947346,-93.253834,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.2538300000545,44.9474440001405,895,Oliver,2020-2915,2,271121306000,2021/01/25 00:00:00+00,3028 15TH AVE S,44.947444,-93.25383,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.2538439998007,44.9476129998401,896,Oliver,2020-2916,2,271121306000,2021/01/25 00:00:00+00,3022 15TH AVE S,44.947613,-93.253844,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.2538389995701,44.9479019996776,897,Oliver,2020-2917,2,271121306000,2021/01/25 00:00:00+00,3008 15TH AVE S,44.947902,-93.253839,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.2538259998699,44.9480169995849,898,Oliver,2020-2918,2,271121306000,2021/01/25 00:00:00+00,3004 15TH AVE S,44.948017,-93.253826,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.2537930001468,44.9480799997922,899,Oliver,2020-2919,2,271121306000,2021/01/25 00:00:00+00,3002 15TH AVE S,44.94808,-93.253793,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.2513089998105,44.9476529998861,900,Oliver,2020-2920,2,271121306000,2021/01/25 00:00:00+00,3022 16TH AVE S,44.947653,-93.251309,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.2512750000412,44.9471310000956,901,Oliver,2020-2921,2,271121306000,2021/01/25 00:00:00+00,3040 16TH AVE S,44.947131,-93.251275,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.251282000364,44.9468339998892,902,Oliver,2020-2922,2,271121306000,2021/01/25 00:00:00+00,3052 16TH AVE S,44.946834,-93.251282,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.2512349999952,44.9463180003755,903,Oliver,2020-2923,2,271121306000,2021/01/25 00:00:00+00,3106 16TH AVE S,44.946318,-93.251235,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.2512689997645,44.943620000063,904,Oliver,2020-2924,2,271121306000,2021/01/25 00:00:00+00,3234 16TH AVE S,44.94362,-93.251269,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.2512590002027,44.943427000156,905,Oliver,2020-2925,2,271121306000,2021/01/25 00:00:00+00,3242 16TH AVE S,44.943427,-93.251259,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.2512050004104,44.9427660002507,906,Oliver,2020-2926,2,271121306000,2021/01/25 00:00:00+00,3304 16TH AVE S,44.942766,-93.251205,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.2512160000184,44.9422519999299,907,Oliver,2020-2927,2,271121306000,2021/01/25 00:00:00+00,3326 16TH AVE S,44.942252,-93.251216,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.2512000001798,44.9421200001379,908,Oliver,2020-2928,2,271121306000,2021/01/25 00:00:00+00,3328 16TH AVE S,44.94212,-93.2512,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.2512030003182,44.9392520000798,909,Oliver,2020-2929,2,271121306000,2021/01/25 00:00:00+00,3508 16TH AVE S,44.939252,-93.251203,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.2512139999261,44.9391560001494,910,Oliver,2020-2930,2,271121306000,2021/01/25 00:00:00+00,3512 16TH AVE S,44.939156,-93.251214,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-93.2511860004336,44.9319430002693,911,Oliver,2020-2931,2,271121306000,2021/01/25 00:00:00+00,3910 16TH AVE S,44.931943,-93.251186,478.1000(b),Snow emergency parking restrictions - even number address,8,Bancroft,Powderhorn,2,6
-93.2512170000645,44.9290560002343,912,Oliver,2020-2932,2,271121306000,2021/01/25 00:00:00+00,4044 16TH AVE S,44.929056,-93.251217,478.1000(b),Snow emergency parking restrictions - even number address,8,Bancroft,Powderhorn,2,6
-93.2511820002491,44.9281940000531,913,Oliver,2020-2933,2,271121306000,2021/01/25 00:00:00+00,4110 16TH AVE S,44.928194,-93.251182,478.1000(b),Snow emergency parking restrictions - even number address,8,Bancroft,Powderhorn,2,6
-93.2511749999263,44.9281750000762,914,Oliver,2020-2934,2,271121306000,2021/01/25 00:00:00+00,4112 16TH AVE S,44.928175,-93.251175,478.1000(b),Snow emergency parking restrictions - even number address,8,Bancroft,Powderhorn,2,6
-93.2512079996494,44.9259819996696,915,Oliver,2020-2935,2,271121306000,2021/01/25 00:00:00+00,4230 16TH AVE S,44.925982,-93.251208,478.1000(b),Snow emergency parking restrictions - even number address,8,Northrop,Nokomis,2,6
-93.2512010002259,44.9257180000857,916,Oliver,2020-2936,2,271121306000,2021/01/25 00:00:00+00,4238 16TH AVE S,44.925718,-93.251201,478.1000(b),Snow emergency parking restrictions - even number address,8,Northrop,Nokomis,2,6
-93.2511569999955,44.9241770000685,917,Oliver,2020-2937,2,271121306000,2021/01/25 00:00:00+00,4324 16TH AVE S,44.924177,-93.251157,478.1000(b),Snow emergency parking restrictions - even number address,11,Northrop,Nokomis,2,6
-93.2511669995574,44.9239399999311,918,Oliver,2020-2938,2,271121306000,2021/01/25 00:00:00+00,4332 16TH AVE S,44.92394,-93.251167,478.1000(b),Snow emergency parking restrictions - even number address,11,Northrop,Nokomis,2,6
-93.2511660004105,44.9238840000466,919,Oliver,2020-2939,2,271121306000,2021/01/25 00:00:00+00,4334 16TH AVE S,44.923884,-93.251166,478.1000(b),Snow emergency parking restrictions - even number address,11,Northrop,Nokomis,2,6
-93.2512059995572,44.9225180000058,920,Oliver,2020-2940,2,271121306000,2021/01/25 00:00:00+00,4424 16TH AVE S,44.922518,-93.251206,478.1000(b),Snow emergency parking restrictions - even number address,11,Northrop,Nokomis,2,6
-93.2511860004336,44.9218580001466,921,Oliver,2020-2941,2,271121306000,2021/01/25 00:00:00+00,4444 16TH AVE S,44.921858,-93.251186,478.1000(b),Snow emergency parking restrictions - even number address,11,Northrop,Nokomis,2,6
-93.2511759999724,44.921791999801,922,Oliver,2020-2942,2,271121306000,2021/01/25 00:00:00+00,4446 16TH AVE S,44.921792,-93.251176,478.1000(b),Snow emergency parking restrictions - even number address,11,Northrop,Nokomis,2,6
