X,Y,FID,Snow_Emerg,Snow_Eme_1,Snow_Eme_2,Citation_N,Date,Address,Latitude,Longitude,Ordinance,Ordinanc_1,Ward,Neighborho,Community,Day,Tow_Zone,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56
-10378164.0642325,5619366.53329329,1534,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,957 17TH AVE SE,44.98631,-93.228634,478.1000(C),Snow emergency parking restrictions - odd number address,5,Como,University,3,4,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378160.5020088,5619349.22019741,1535,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,955 17TH AVE SE,44.9862,-93.228602,478.1000(C),Snow emergency parking restrictions - odd number address,5,Como,University,3,4,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378160.9472867,5619340.40627047,1536,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,939 17TH AVE SE,44.986144,-93.228606,478.1000(C),Snow emergency parking restrictions - odd number address,5,Como,University,3,4,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378166.1793028,5619311.91845831,1537,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,941 17TH AVE SE,44.985963,-93.228653,478.1000(C),Snow emergency parking restrictions - odd number address,5,Como,University,3,4,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378161.9491621,5619266.4325801,1538,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,935 17TH AVE SE,44.985674,-93.228615,478.1000(C),Snow emergency parking restrictions - odd number address,5,Como,University,3,4,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378157.9416605,5619237.00066342,1539,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,925 17TH AVE SE,44.985487,-93.228579,478.1000(C),Snow emergency parking restrictions - odd number address,5,Como,University,3,4,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378142.0229733,5619222.3634358,1540,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,1701 ROLLINS AVE SE,44.985394,-93.228436,478.1000(C),Snow emergency parking restrictions - odd number address,5,Como,University,3,4,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378075.8991958,5619221.10432056,1541,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,1711 ROLLINS AVE SE,44.985386,-93.227842,478.1000(C),Snow emergency parking restrictions - odd number address,5,Como,University,3,4,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378037.9392494,5619221.73387818,1542,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,1719 ROLLINS AVE SE,44.98539,-93.227501,478.1000(C),Snow emergency parking restrictions - odd number address,5,Como,University,3,4,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378066.3257195,5619415.01013845,1543,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,1719 BROOK AVE SE,44.986618,-93.227756,478.1000(C),Snow emergency parking restrictions - odd number address,5,Como,University,3,4,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378069.7766238,5619412.49185435,1544,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,1717 BROOK AVE SE,44.986602,-93.227787,478.1000(C),Snow emergency parking restrictions - odd number address,5,Como,University,3,4,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385368.4390376,5611919.61693948,1545,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3516 DUPONT AVE S,44.938976,-93.293352,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385369.3295936,5611902.47538384,1546,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3532 DUPONT AVE S,44.938867,-93.29336,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385372.7804978,5611882.66041511,1547,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3534 DUPONT AVE S,44.938741,-93.293391,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385366.3239673,5611878.88614026,1548,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3536 DUPONT AVE S,44.938717,-93.293333,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385365.4334114,5611843.50239045,1549,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3538 DUPONT AVE S,44.938492,-93.293325,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385368.7729961,5611837.52648197,1550,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3540 DUPONT AVE S,44.938454,-93.293355,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385369.663552,5611822.42946757,1551,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3544 DUPONT AVE S,44.938358,-93.293363,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385367.5484817,5611815.51001106,1552,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3546 DUPONT AVE S,44.938314,-93.293344,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385367.3258427,5611810.47768242,1553,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3548 DUPONT AVE S,44.938282,-93.293342,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385364.8768139,5611799.94125336,1554,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3550 DUPONT AVE S,44.938215,-93.29332,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385368.6616766,5611773.99338345,1555,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3552 DUPONT AVE S,44.93805,-93.293354,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385370.8880664,5611744.74314679,1556,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3554 DUPONT AVE S,44.937864,-93.293374,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385480.2038064,5617808.17297049,1557,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3314 HOLMES AVE,44.976408,-93.294356,478.1000(B),Snow emergency parking restrictions - even number address,6,Bryn - Mawr,Calhoun Isle,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385638.5001223,5612942.50775538,1558,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3146 FREMONT AVE S,44.94548,-93.295778,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385644.1774163,5612882.42701645,1559,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3146 FREMONT AVE S,44.945098,-93.295829,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385645.2906112,5612859.14976954,1560,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3148 FREMONT AVE S,44.94495,-93.295839,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385641.2831096,5612863.71084697,1561,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3150 FREMONT AVE S,44.944979,-93.295803,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385642.6189435,5612790.10477534,1562,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3204 FREMONT AVE S,44.944511,-93.295815,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385643.9547773,5612769.18692005,1563,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3206 FREMONT AVE S,44.944378,-93.295827,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385646.0698477,5612758.49209546,1564,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3212 FREMONT AVE S,44.94431,-93.295846,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385645.9585282,5612749.37004919,1565,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3214 FREMONT AVE S,44.944252,-93.295845,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385646.0698477,5612741.19167073,1566,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3216 FREMONT AVE S,44.9442,-93.295846,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385643.1755409,5612729.71049808,1567,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3218 FREMONT AVE S,44.944127,-93.29582,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385646.9604036,5612727.35135481,1568,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3220 FREMONT AVE S,44.944112,-93.295854,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385643.9547773,5612714.61199189,1569,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3222 FREMONT AVE S,44.944031,-93.295827,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385645.1792917,5612692.43610668,1570,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3224 FREMONT AVE S,44.94389,-93.295838,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385645.0679723,5612683.47140258,1571,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3226 FREMONT AVE S,44.943833,-93.295837,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385644.1774163,5612662.71106939,1572,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3232 FREMONT AVE S,44.943701,-93.295829,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385639.8359562,5612641.79350922,1573,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3234 FREMONT AVE S,44.943568,-93.29579,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385646.8490841,5612608.76588133,1574,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3244 FREMONT AVE S,44.943358,-93.295853,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385647.0717231,5612588.94936257,1575,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3246 FREMONT AVE S,44.943232,-93.295855,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385647.1830426,5612577.46838351,1576,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3248 FREMONT AVE S,44.943159,-93.295856,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385645.1792917,5612566.14469241,1577,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3250 FREMONT AVE S,44.943087,-93.295838,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385648.184918,5612518.80552655,1578,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3300 FREMONT AVE S,44.942786,-93.295865,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385644.5113748,5612504.65100689,1579,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3302 FREMONT AVE S,44.942696,-93.295832,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385645.9585282,5612498.98920523,1580,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3306 FREMONT AVE S,44.94266,-93.295845,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385645.9585282,5612494.11376777,1581,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3308 FREMONT AVE S,44.942629,-93.295845,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385649.1867934,5612483.89108485,1582,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3310 FREMONT AVE S,44.942564,-93.295874,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385648.2962375,5612464.86119825,1583,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3312 FREMONT AVE S,44.942443,-93.295866,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385649.8547103,5612458.88487852,1584,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3320 FREMONT AVE S,44.942405,-93.29588,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385650.0773493,5612438.59687519,1585,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3326 FREMONT AVE S,44.942276,-93.295882,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385647.0717231,5612426.48700347,1586,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3328 FREMONT AVE S,44.942199,-93.295855,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385651.4131832,5612416.57893866,1587,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3330 FREMONT AVE S,44.942136,-93.295894,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385649.9660298,5612404.78363763,1588,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,3334 FREMONT AVE S,44.942061,-93.295881,478.1000(B),Snow emergency parking restrictions - even number address,6,CARAG,Calhoun Isle,2,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10384206.0409148,5615548.06872476,1589,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,2015 PLEASANT AVE,44.962044,-93.28291,478.1000(C),Snow emergency parking restrictions - odd number address,7,Whittier,Powderhorn,3,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10384196.1334801,5615520.53683106,1590,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,2023 PLEASANT AVE,44.961869,-93.282821,478.1000(C),Snow emergency parking restrictions - odd number address,7,Whittier,Powderhorn,3,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10384201.1428572,5615528.08842784,1591,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,2021 PLEASANT AVE,44.961917,-93.282866,478.1000(C),Snow emergency parking restrictions - odd number address,7,Whittier,Powderhorn,3,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10384199.4730648,5615290.37348523,1592,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,2219 PLEASANT AVE,44.960406,-93.282851,478.1000(C),Snow emergency parking restrictions - odd number address,7,Whittier,Powderhorn,3,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10384206.7088317,5615292.4186566,1593,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,2215 PLEASANT AVE,44.960419,-93.282916,478.1000(C),Snow emergency parking restrictions - odd number address,7,Whittier,Powderhorn,3,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10384215.0577935,5615195.35218879,1594,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,2309 PLEASANT AVE,44.959802,-93.282991,478.1000(C),Snow emergency parking restrictions - odd number address,7,Whittier,Powderhorn,3,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10384214.8351545,5615163.41644783,1595,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,2319 PLEASANT AVE,44.959599,-93.282989,478.1000(C),Snow emergency parking restrictions - odd number address,7,Whittier,Powderhorn,3,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10384207.3767486,5615131.16618373,1596,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,2323 PLEASANT AVE,44.959394,-93.282922,478.1000(C),Snow emergency parking restrictions - odd number address,7,Whittier,Powderhorn,3,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10384206.3748732,5615026.39295018,1597,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,2401 PLEASANT AVE,44.958728,-93.282913,478.1000(C),Snow emergency parking restrictions - odd number address,7,Whittier,Powderhorn,3,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10384205.2616783,5615021.35883144,1598,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,2409 PLEASANT AVE,44.958696,-93.282903,478.1000(C),Snow emergency parking restrictions - odd number address,7,Whittier,Powderhorn,3,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10384211.0502919,5614870.1792612,1599,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,2431 PLEASANT AVE,44.957735,-93.282955,478.1000(C),Snow emergency parking restrictions - odd number address,7,Whittier,Powderhorn,3,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10384192.1259784,5614093.55576251,1600,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,2731 PLEASANT AVE,44.952798,-93.282785,478.1000(C),Snow emergency parking restrictions - odd number address,7,Whittier,Powderhorn,3,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10386892.0689081,5619797.16789535,1601,Omega,2024-2025,2,271125333000,2025/02/10 00:00:00+00,1103 OLIVER AVE N,44.989046,-93.307039,478.1000(C),Snow emergency parking restrictions - odd number address,3,Near - North,Near North,3,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10386748.244126,5619518.10299657,1602,Omega,2024-2025,2,271125333000,2025/02/10 00:00:00+00,911 NEWTON AVE N,44.987273,-93.305747,478.1000(C),Snow emergency parking restrictions - odd number address,3,Near - North,Near North,3,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10386332.3545084,5619751.36477329,1603,Omega,2024-2025,2,271125333000,2025/02/10 00:00:00+00,1031 KNOX AVE N,44.988755,-93.302011,478.1000(C),Snow emergency parking restrictions - odd number address,3,Near - North,Near North,3,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10386327.5677703,5620535.40149346,1604,Omega,2024-2025,2,271125333000,2025/02/10 00:00:00+00,1423 KNOX AVE N,44.993736,-93.301968,478.1000(C),Snow emergency parking restrictions - odd number address,3,Willard - Hay,Near North,3,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10386466.4944948,5620350.28649846,1605,Omega,2024-2025,2,271125333000,2025/02/10 00:00:00+00,1331 LOGAN AVE N,44.99256,-93.303216,478.1000(C),Snow emergency parking restrictions - odd number address,3,Willard - Hay,Near North,3,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10386464.713383,5620352.01799867,1606,Omega,2024-2025,2,271125333000,2025/02/10 00:00:00+00,1333 LOGAN AVE N,44.992571,-93.3032,478.1000(C),Snow emergency parking restrictions - odd number address,3,Willard - Hay,Near North,3,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10386469.3888016,5620103.15760426,1607,Omega,2024-2025,2,271125333000,2025/02/10 00:00:00+00,1239 LOGAN AVE N,44.99099,-93.303242,478.1000(C),Snow emergency parking restrictions - odd number address,3,Near - North,Near North,3,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10386469.945399,5619837.77704337,1608,Omega,2024-2025,2,271125333000,2025/02/10 00:00:00+00,1115 LOGAN AVE N,44.989304,-93.303247,478.1000(C),Snow emergency parking restrictions - odd number address,3,Near - North,Near North,3,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10386467.6076897,5619749.9481856,1609,Omega,2024-2025,2,271125333000,2025/02/10 00:00:00+00,1027 LOGAN AVE N,44.988746,-93.303226,478.1000(C),Snow emergency parking restrictions - odd number address,3,Near - North,Near North,3,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10386615.328654,5619178.45189545,1610,Omega,2024-2025,2,271125333000,2025/02/10 00:00:00+00,625 MORGAN AVE N,44.985115,-93.304553,478.1000(C),Snow emergency parking restrictions - odd number address,3,Near - North,Near North,3,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381619.6438657,5615458.70837008,1611,Omega,2024-2025,2,271125333000,2025/02/09 00:00:00+00,2112 10TH AVE S,44.961476,-93.259676,478.1000(B),Snow emergency parking restrictions - even number address,11,Ventura Village,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381617.0835174,5615472.55287418,1612,Omega,2024-2025,2,271125333000,2025/02/09 00:00:00+00,2110 10TH AVE S,44.961564,-93.259653,478.1000(B),Snow emergency parking restrictions - even number address,11,Ventura Village,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381614.4118496,5615489.07191251,1613,Omega,2024-2025,2,271125333000,2025/02/09 00:00:00+00,2102 10TH AVE S,44.961669,-93.259629,478.1000(B),Snow emergency parking restrictions - even number address,11,Ventura Village,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381618.6419902,5615504.48970889,1614,Omega,2024-2025,2,271125333000,2025/02/09 00:00:00+00,2100 10TH AVE S,44.961767,-93.259667,478.1000(B),Snow emergency parking restrictions - even number address,11,Ventura Village,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381619.4212267,5615584.56827904,1615,Omega,2024-2025,2,271125333000,2025/02/09 00:00:00+00,2018 10TH AVE S,44.962276,-93.259674,478.1000(B),Snow emergency parking restrictions - even number address,11,Ventura Village,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381783.7287951,5615492.69037255,1616,Omega,2024-2025,2,271125333000,2025/02/09 00:00:00+00,2100 ELLIOT AVE S,44.961692,-93.26115,478.1000(B),Snow emergency parking restrictions - even number address,11,Ventura Village,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381770.8157342,5615485.76810241,1617,Omega,2024-2025,2,271125333000,2025/02/09 00:00:00+00,2102 ELLIOT AVE S,44.961648,-93.261034,478.1000(B),Snow emergency parking restrictions - even number address,11,Ventura Village,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381769.9251782,5615436.52574305,1618,Omega,2024-2025,2,271125333000,2025/02/09 00:00:00+00,2106 ELLIOT AVE S,44.961335,-93.261026,478.1000(B),Snow emergency parking restrictions - even number address,11,Ventura Village,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
