X,Y,OBJECTID,Snow_Emerg,Snow_Eme_1,Snow_Eme_2,Addess,Civic,Community,Day,Day_of_Dat,Neighborho,Ordinance_,Ordinance1,Street,Ticket__,Tow_Zone,Latitude,Longitude
-93.2333010003409,44.9906869996054,1307,Howard,2024,1,1094 13TH AVE SE,1094,University,2,2024/12/20 00:00:00+00,Como,478.1000(B),Snow emergency parking restrictions - even number address,13TH AVE SE,271124486402,4,44.990687,-93.233301
-93.2164929995523,44.991055000388,1308,Howard,2024,1,1095 26TH AVE SE,1095,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,26TH AVE SE,271124477162,4,44.991055,-93.216493
-93.2151939999031,44.9910039998348,1309,Howard,2024,1,1095 27TH AVE SE,1095,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,27TH AVE SE,271124477161,4,44.991004,-93.215194
-93.2333410003868,44.9908029995588,1310,Howard,2024,1,1096 13TH AVE SE,1096,University,2,2024/12/20 00:00:00+00,Como,478.1000(B),Snow emergency parking restrictions - even number address,13TH AVE SE,271124486403,4,44.990803,-93.233341
-93.2320130002997,44.9907980002276,1311,Howard,2024,1,1096 14TH AVE SE,1096,University,2,2024/12/20 00:00:00+00,Como,478.1000(B),Snow emergency parking restrictions - even number address,14TH AVE SE,271124486412,4,44.990798,-93.232013
-93.2189830001653,44.9909259998351,1312,Howard,2024,1,1097 24TH AVE SE,1097,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,24TH AVE SE,271124475897,4,44.990926,-93.218983
-93.2307579999817,44.9908160001584,1313,Howard,2024,1,1098 15TH AVE SE,1098,University,2,2024/12/20 00:00:00+00,Como,478.1000(B),Snow emergency parking restrictions - even number address,15TH AVE SE,271124487036,4,44.990816,-93.230758
-93.2346339997592,44.9908619995817,1314,Howard,2024,1,1099 12TH AVE SE,1099,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,12TH AVE SE,271124488221,4,44.990862,-93.234634
-93.230801000166,44.990822000435,1315,Howard,2024,1,1099 15TH AVE SE,1099,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,15TH AVE SE,271124491450,4,44.990822,-93.230801
-93.2178190004465,44.9909399995814,1316,Howard,2024,1,1099 25TH AVE SE,1099,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,25TH AVE SE,271124479570,4,44.99094,-93.217819
-93.2294760002172,44.9909720001577,1317,Howard,2024,1,1100 16TH AVE SE,1100,University,2,2024/12/20 00:00:00+00,Como,478.1000(B),Snow emergency parking restrictions - even number address,16TH AVE SE,271124487039,4,44.990972,-93.229476
-93.2320839999766,44.9909170003194,1318,Howard,2024,1,1101 14TH AVE SE,1101,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,14TH AVE SE,271124490349,4,44.990917,-93.232084
-93.2189959998655,44.9880159996387,1319,Howard,2024,1,1101 24TH AVE SE,1101,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,24TH AVE SE,271124475894,4,44.988016,-93.218996
-93.2432779999797,45.0334539996024,1320,Howard,2024,1,1101 36TH AVE NE,1101,Northeast,3,2024/12/21 00:00:00+00,Waite Park,478.1000(C),Snow emergency parking restrictions - odd number address,36TH AVE NE,271124456576,2,45.033454,-93.243278
-93.2228680003579,44.9911569996958,1321,Howard,2024,1,1103 21ST AVE SE,1103,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,21ST AVE SE,271124491606,4,44.991157,-93.222868
-93.2190099996117,44.9912539996724,1322,Howard,2024,1,1103 24TH AVE SE,1103,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,24TH AVE SE,271124475895,4,44.991254,-93.21901
-93.3007599995743,44.9891149999573,1323,Howard,2024,1,1103 JAMES AVE N,1103,Near North,3,2024/12/21 00:00:00+00,Near - North,478.1000(C),Snow emergency parking restrictions - odd number address,JAMES AVE N,271124490281,1,44.989115,-93.30076
-93.3020180000306,44.9889110004424,1324,Howard,2024,1,1103 KNOX AVE N,1103,Near North,3,2024/12/21 00:00:00+00,Near - North,478.1000(C),Snow emergency parking restrictions - odd number address,KNOX AVE N,271124490318,1,44.988911,-93.302018
-93.2674119995641,44.9988870000351,1325,Howard,2024,1,1103 MAIN ST NE,1103,Northeast,3,2024/12/21 00:00:00+00,Sheridan,478.1000(C),Snow emergency parking restrictions - odd number address,MAIN ST NE,271124484001,2,44.998887,-93.267412
-93.233302000387,44.9909849998579,1326,Howard,2024,1,1104 13TH AVE SE,1104,University,2,2024/12/20 00:00:00+00,Como,478.1000(B),Snow emergency parking restrictions - even number address,13TH AVE SE,271124486404,4,44.990985,-93.233302
-93.2584079998293,44.9573669999871,1327,Howard,2024,1,1104 25TH ST E,1104,Phillips,2,2024/12/20 00:00:00+00,Midtown Phillips,478.1000(B),Snow emergency parking restrictions - even number address,25TH ST E,271124487150,3,44.957367,-93.258408
-93.2321029999534,44.9910409997424,1328,Howard,2024,1,1105 14TH AVE SE,1105,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,14TH AVE SE,271124490348,4,44.991041,-93.232103
-93.2295249997789,44.9909700000655,1329,Howard,2024,1,1105 16TH AVE SE,1105,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,16TH AVE SE,271124491456,4,44.99097,-93.229525
-93.2579640000386,44.9618319999469,1330,Howard,2024,1,1105 21ST ST E,1105,Phillips,3,2024/12/21 00:00:00+00,Ventura Village,478.1000(C),Snow emergency parking restrictions - odd number address,21ST ST E,271124486287,3,44.961832,-93.257964
-93.2675400000709,44.9990100003113,1331,Howard,2024,1,1105 MAIN ST NE,1105,Northeast,3,2024/12/21 00:00:00+00,Sheridan,478.1000(C),Snow emergency parking restrictions - odd number address,MAIN ST NE,271124484002,2,44.99901,-93.26754
-93.2346070003128,44.9910789996961,1332,Howard,2024,1,1106 12TH AVE SE,1106,University,2,2024/12/20 00:00:00+00,Como,478.1000(B),Snow emergency parking restrictions - even number address,12TH AVE SE,271124486370,4,44.991079,-93.234607
-93.2926759999974,44.9893439997259,1333,Howard,2024,1,1106 VAN WHITE MEMORIAL BLVD,1106,Near North,1,2024/12/20 00:00:00+00,Near - North,478.1000(A),Snow emergency parking restrictions - snow emergency route,VAN WHITE MEMORIAL BLVD,271124490884,1,44.989344,-93.292676
-93.2333360001563,44.9910789996961,1334,Howard,2024,1,1107 13TH AVE SE,1107,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,13TH AVE SE,271124489633,4,44.991079,-93.233336
-93.2307860003736,44.9909439997658,1335,Howard,2024,1,1107 15TH AVE SE,1107,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,15TH AVE SE,271124491449,4,44.990944,-93.230786
-93.2933769999486,45.0185440000056,1336,Howard,2024,1,1107 35TH AVE N,1107,Camden,3,2024/12/21 00:00:00+00,Folwell,478.1000(C),Snow emergency parking restrictions - odd number address,35TH AVE N,271124494222,1,45.018544,-93.293377
-93.2431529996112,45.0334710003864,1337,Howard,2024,1,1107 36TH AVE NE,1107,Northeast,3,2024/12/21 00:00:00+00,Waite Park,478.1000(C),Snow emergency parking restrictions - odd number address,36TH AVE NE,271124455998,2,45.033471,-93.243153
-93.2307400000509,44.9911379997189,1338,Howard,2024,1,1108 15TH AVE SE,1108,University,2,2024/12/20 00:00:00+00,Como,478.1000(B),Snow emergency parking restrictions - even number address,15TH AVE SE,271124487037,4,44.991138,-93.23074
-93.2294560001942,44.9911510003184,1339,Howard,2024,1,1108 16TH AVE SE,1108,University,2,2024/12/20 00:00:00+00,Como,478.1000(B),Snow emergency parking restrictions - even number address,16TH AVE SE,271124487616,4,44.991151,-93.229456
-93.2577360003161,44.9618459996932,1340,Howard,2024,1,1108 21ST ST E,1108,Phillips,2,2024/12/20 00:00:00+00,Ventura Village,478.1000(B),Snow emergency parking restrictions - even number address,21ST ST E,271124487135,3,44.961846,-93.257736
-93.2952039996648,44.9892079997495,1341,Howard,2024,1,1108 FREMONT AVE N,1108,Near North,2,2024/12/20 00:00:00+00,Near - North,478.1000(B),Snow emergency parking restrictions - even number address,FREMONT AVE N,271124486128,1,44.989208,-93.295204
-93.2924989999289,44.9614429999945,1342,Howard,2024,1,1109 9TH ST S,1109,Calhoun Isle,3,2024/12/21 00:00:00+00,Lowry Hill,478.1000(C),Snow emergency parking restrictions - odd number address,9TH ST S,271124490378,3,44.961443,-93.292499
-93.2924989999289,44.9614429999945,1343,Howard,2024,1,1109 9TH ST S,1109,Calhoun Isle,3,2024/12/21 00:00:00+00,Lowry Hill,478.1000(C),Snow emergency parking restrictions - odd number address,9TH ST S,271124490379,3,44.961443,-93.292499
-93.2320870001149,44.9912339996494,1344,Howard,2024,1,1109 14TH AVE SE,1109,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,14TH AVE SE,271124490347,4,44.991234,-93.232087
-93.2295039997098,44.9911589997881,1345,Howard,2024,1,1109 16TH AVE SE,1109,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,16TH AVE SE,271124491455,4,44.991159,-93.229504
-93.2675929998171,44.9991319996421,1346,Howard,2024,1,1109 MAIN ST NE,1109,Northeast,3,2024/12/21 00:00:00+00,Sheridan,478.1000(C),Snow emergency parking restrictions - odd number address,MAIN ST NE,271124484003,2,44.999132,-93.267593
-93.2577530002008,44.9680230003613,1347,Howard,2024,1,1110 9TH ST S,1110,Central,2,2024/12/20 00:00:00+00,Elliot Park,478.1000(B),Snow emergency parking restrictions - even number address,9TH ST S,271124489148,3,44.968023,-93.257753
-93.2576560002242,44.9618519999699,1348,Howard,2024,1,1110 21ST ST E,1110,Phillips,2,2024/12/20 00:00:00+00,Ventura Village,478.1000(B),Snow emergency parking restrictions - even number address,21ST ST E,271124487136,3,44.961852,-93.257656
-93.2952120000338,44.9892750001412,1349,Howard,2024,1,1110 FREMONT AVE N,1110,Near North,2,2024/12/20 00:00:00+00,Near - North,478.1000(B),Snow emergency parking restrictions - even number address,FREMONT AVE N,271124486129,1,44.989275,-93.295212
-93.292794000043,44.9894449998869,1350,Howard,2024,1,1110 VAN WHITE MEMORIAL BLVD,1110,Near North,1,2024/12/20 00:00:00+00,Near - North,478.1000(A),Snow emergency parking restrictions - snow emergency route,VAN WHITE MEMORIAL BLVD,271124490885,1,44.989445,-93.292794
-93.2308400001658,44.9910900002034,1351,Howard,2024,1,1111 15TH AVE SE,1111,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,15TH AVE SE,271124491448,4,44.99109,-93.23084
-93.2646689998744,44.9991769999187,1352,Howard,2024,1,1112 3RD ST NE,1112,Northeast,2,2024/12/20 00:00:00+00,Sheridan,478.1000(B),Snow emergency parking restrictions - even number address,3RD ST NE,271124478235,2,44.999177,-93.264669
-93.2575519999248,44.9618469997393,1353,Howard,2024,1,1112 21ST ST E,1112,Phillips,2,2024/12/20 00:00:00+00,Ventura Village,478.1000(B),Snow emergency parking restrictions - even number address,21ST ST E,271124487137,3,44.961847,-93.257552
-93.2582210001989,44.9573570004253,1354,Howard,2024,1,1112 25TH ST E,1112,Phillips,2,2024/12/20 00:00:00+00,Midtown Phillips,478.1000(B),Snow emergency parking restrictions - even number address,25TH ST E,271124487149,3,44.957357,-93.258221
-93.2430720003725,45.0276299999246,1355,Howard,2024,1,1112 34TH AVE NE,1112,Northeast,2,2024/12/20 00:00:00+00,Waite Park,478.1000(B),Snow emergency parking restrictions - even number address,34TH AVE NE,271124361440,2,45.02763,-93.243072
-93.2524510003134,44.9991719996881,1356,Howard,2024,1,1113 MONROE ST NE,1113,Northeast,1,2024/12/20 00:00:00+00,Logan Park,478.1000(A),Snow emergency parking restrictions - snow emergency route,MONROE ST NE,271124491341,2,44.999172,-93.252451
-93.233284999603,44.9912519995802,1357,Howard,2024,1,1114 13TH AVE SE,1114,University,2,2024/12/20 00:00:00+00,Como,478.1000(B),Snow emergency parking restrictions - even number address,13TH AVE SE,271124486405,4,44.991252,-93.233285
-93.2294560001942,44.9912260001798,1358,Howard,2024,1,1114 16TH AVE SE,1114,University,2,2024/12/20 00:00:00+00,Como,478.1000(B),Snow emergency parking restrictions - even number address,16TH AVE SE,271124487040,4,44.991226,-93.229456
-93.2929760003421,44.9895959996557,1359,Howard,2024,1,1114 VAN WHITE MEMORIAL BLVD,1114,Near North,1,2024/12/20 00:00:00+00,Near - North,478.1000(A),Snow emergency parking restrictions - snow emergency route,VAN WHITE MEMORIAL BLVD,271124490886,1,44.989596,-93.292976
-93.2320979997229,44.9913090004101,1360,Howard,2024,1,1115 14TH AVE SE,1115,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,14TH AVE SE,271124490345,4,44.991309,-93.232098
-93.267684999563,44.9994089998256,1361,Howard,2024,1,1115 MAIN ST NE,1115,Northeast,3,2024/12/21 00:00:00+00,Sheridan,478.1000(C),Snow emergency parking restrictions - odd number address,MAIN ST NE,271124484004,2,44.999409,-93.267685
-93.3159739997003,44.9895280001172,1362,Howard,2024,1,1115 VINCENT AVE N,1115,Near North,3,2024/12/21 00:00:00+00,Willard - Hay,478.1000(C),Snow emergency parking restrictions - odd number address,VINCENT AVE N,271124486999,1,44.989528,-93.315974
-93.2646709999667,44.9992109996879,1363,Howard,2024,1,1116 3RD ST NE,1116,Northeast,2,2024/12/20 00:00:00+00,Sheridan,478.1000(B),Snow emergency parking restrictions - even number address,3RD ST NE,271124478236,2,44.999211,-93.264671
-93.2952320000567,44.9894870000251,1364,Howard,2024,1,1116 FREMONT AVE N,1116,Near North,2,2024/12/20 00:00:00+00,Near - North,478.1000(B),Snow emergency parking restrictions - even number address,FREMONT AVE N,271124486130,1,44.989487,-93.295232
-93.292997999558,44.9896379997939,1365,Howard,2024,1,1116 VAN WHITE MEMORIAL BLVD,1116,Near North,1,2024/12/20 00:00:00+00,Near - North,478.1000(A),Snow emergency parking restrictions - snow emergency route,VAN WHITE MEMORIAL BLVD,271124490887,1,44.989638,-93.292998
-93.3007500000124,44.9895609998403,1366,Howard,2024,1,1117 JAMES AVE N,1117,Near North,3,2024/12/21 00:00:00+00,Near - North,478.1000(C),Snow emergency parking restrictions - odd number address,JAMES AVE N,271124490284,1,44.989561,-93.30075
-93.2578969996468,44.9573900001485,1367,Howard,2024,1,1118 25TH ST E,1118,Phillips,2,2024/12/20 00:00:00+00,Midtown Phillips,478.1000(B),Snow emergency parking restrictions - even number address,25TH ST E,271124487148,3,44.95739,-93.257897
-93.2952499999874,44.9896110003475,1368,Howard,2024,1,1118 FREMONT AVE N,1118,Near North,2,2024/12/20 00:00:00+00,Near - North,478.1000(B),Snow emergency parking restrictions - even number address,FREMONT AVE N,271124486131,1,44.989611,-93.29525
-93.3007720001277,44.9895310002555,1369,Howard,2024,1,1119 JAMES AVE N,1119,Near North,3,2024/12/21 00:00:00+00,Near - North,478.1000(C),Snow emergency parking restrictions - odd number address,JAMES AVE N,271124490285,1,44.989531,-93.300772
-93.2947399998511,45.0402799996223,1370,Howard,2024,1,1120 47TH AVE N,1120,Camden,2,2024/12/20 00:00:00+00,Lind - Bohanon,478.1000(B),Snow emergency parking restrictions - even number address,47TH AVE N,271124428174,1,45.04028,-93.29474
-93.2952439997108,44.9896559997247,1371,Howard,2024,1,1120 FREMONT AVE N,1120,Near North,2,2024/12/20 00:00:00+00,Near - North,478.1000(B),Snow emergency parking restrictions - even number address,FREMONT AVE N,271124486132,1,44.989656,-93.295244
-93.2998370001774,44.9896219999554,1372,Howard,2024,1,1120 IRVING AVE N,1120,Near North,2,2024/12/20 00:00:00+00,Near - North,478.1000(B),Snow emergency parking restrictions - even number address,IRVING AVE N,271124487566,1,44.989622,-93.299837
-93.2932880003409,44.9898260003696,1373,Howard,2024,1,1120 VAN WHITE MEMORIAL BLVD,1120,Near North,1,2024/12/20 00:00:00+00,Near - North,478.1000(A),Snow emergency parking restrictions - snow emergency route,VAN WHITE MEMORIAL BLVD,271124490888,1,44.989826,-93.293288
-93.2363109997528,44.9933449998719,1374,Howard,2024,1,1121 WINTER ST NE,1121,University,3,2024/12/21 00:00:00+00,Mid - City Industrial,478.1000(C),Snow emergency parking restrictions - odd number address,WINTER ST NE,271124488219,2,44.993345,-93.236311
-93.2940559997845,45.0257899996088,1375,Howard,2024,1,1122 39TH AVE N,1122,Camden,2,2024/12/20 00:00:00+00,Webber - Camden,478.1000(B),Snow emergency parking restrictions - even number address,39TH AVE N,271124445885,1,45.02579,-93.294056
-93.2948410000121,45.0402999996453,1376,Howard,2024,1,1122 47TH AVE N,1122,Camden,2,2024/12/20 00:00:00+00,Lind - Bohanon,478.1000(B),Snow emergency parking restrictions - even number address,47TH AVE N,271124428173,1,45.0403,-93.294841
-93.2996339998092,44.9898440003004,1377,Howard,2024,1,1122 IRVING AVE N,1122,Near North,2,2024/12/20 00:00:00+00,Near - North,478.1000(B),Snow emergency parking restrictions - even number address,IRVING AVE N,271124487565,1,44.989844,-93.299634
-93.2576800004317,44.9377380004084,1378,Howard,2024,1,1123 36 1/2 ST E,1123,Powderhorn,3,2024/12/21 00:00:00+00,Powderhorn Park,478.1000(C),Snow emergency parking restrictions - odd number address,36 1/2 ST E,271124487206,6,44.937738,-93.25768
-93.2939789998309,45.01677400022,1379,Howard,2024,1,1124 34TH AVE N,1124,Camden,2,2024/12/20 00:00:00+00,Folwell,478.1000(B),Snow emergency parking restrictions - even number address,34TH AVE N,271124442990,1,45.016774,-93.293979
-93.2950139998961,45.0402789995762,1380,Howard,2024,1,1124 47TH AVE N,1124,Camden,2,2024/12/20 00:00:00+00,Lind - Bohanon,478.1000(B),Snow emergency parking restrictions - even number address,47TH AVE N,271124428172,1,45.040279,-93.295014
-93.2981610002299,44.9897759998626,1381,Howard,2024,1,1124 HUMBOLDT AVE N,1124,Near North,2,2024/12/20 00:00:00+00,Near - North,478.1000(B),Snow emergency parking restrictions - even number address,HUMBOLDT AVE N,271124486157,1,44.989776,-93.298161
-93.2934420002481,44.9900360001614,1382,Howard,2024,1,1124 VAN WHITE MEMORIAL BLVD,1124,Near North,1,2024/12/20 00:00:00+00,Near - North,478.1000(A),Snow emergency parking restrictions - snow emergency route,VAN WHITE MEMORIAL BLVD,271124490889,1,44.990036,-93.293442
-93.2361270002608,44.9932689999644,1383,Howard,2024,1,1124 WINTER ST NE,1124,University,2,2024/12/20 00:00:00+00,Como,478.1000(B),Snow emergency parking restrictions - even number address,WINTER ST NE,271124486366,2,44.993269,-93.236127
-93.2942539999221,44.9447089999205,1384,Howard,2024,1,1125 32ND ST W,1125,Calhoun Isle,3,2024/12/21 00:00:00+00,South Uptown,478.1000(C),Snow emergency parking restrictions - odd number address,32ND ST W,271124488384,5,44.944709,-93.294254
-93.2940270002458,45.0221580002915,1385,Howard,2024,1,1125 37TH AVE N,1125,Camden,3,2024/12/21 00:00:00+00,Folwell,478.1000(C),Snow emergency parking restrictions - odd number address,37TH AVE N,271124494234,1,45.022158,-93.294027
-93.2361569998456,44.9932619996416,1386,Howard,2024,1,1126 WINTER ST NE,1126,University,2,2024/12/20 00:00:00+00,Como,478.1000(B),Snow emergency parking restrictions - even number address,WINTER ST NE,271124486365,2,44.993262,-93.236157
-93.293544999602,44.9902859999989,1387,Howard,2024,1,1128 VAN WHITE MEMORIAL BLVD,1128,Near North,1,2024/12/20 00:00:00+00,Near - North,478.1000(A),Snow emergency parking restrictions - snow emergency route,VAN WHITE MEMORIAL BLVD,271124490890,1,44.990286,-93.293545
-93.2359900002383,44.9932619996416,1388,Howard,2024,1,1128 WINTER ST NE,1128,University,2,2024/12/20 00:00:00+00,Como,478.1000(B),Snow emergency parking restrictions - even number address,WINTER ST NE,271124486364,2,44.993262,-93.23599
-93.2320290001382,44.9917839998318,1389,Howard,2024,1,1130 14TH AVE SE,1130,University,2,2024/12/20 00:00:00+00,Como,478.1000(B),Snow emergency parking restrictions - even number address,14TH AVE SE,271124486411,2,44.991784,-93.232029
-93.2942450004064,45.0185720003976,1390,Howard,2024,1,1130 35TH AVE N,1130,Camden,2,2024/12/20 00:00:00+00,Folwell,478.1000(B),Snow emergency parking restrictions - even number address,35TH AVE N,271124443575,1,45.018572,-93.294245
-93.2677329999779,44.9997520003546,1391,Howard,2024,1,1130 MAIN ST NE,1130,Northeast,2,2024/12/20 00:00:00+00,Sheridan,478.1000(B),Snow emergency parking restrictions - even number address,MAIN ST NE,271124477834,2,44.999752,-93.267733
-93.2321149996075,44.9918360004311,1392,Howard,2024,1,1131 14TH AVE SE,1131,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,14TH AVE SE,271124490346,2,44.991836,-93.232115
-93.2320399997462,44.9918940004079,1393,Howard,2024,1,1134 14TH AVE SE,1134,University,2,2024/12/20 00:00:00+00,Como,478.1000(B),Snow emergency parking restrictions - even number address,14TH AVE SE,271124486410,2,44.991894,-93.23204
-93.2320829999305,44.9919690002692,1394,Howard,2024,1,1135 14TH AVE SE,1135,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,14TH AVE SE,271124489644,2,44.991969,-93.232083
-93.2524090001752,44.9998199998931,1395,Howard,2024,1,1135 MONROE ST NE,1135,Northeast,1,2024/12/20 00:00:00+00,Logan Park,478.1000(A),Snow emergency parking restrictions - snow emergency route,MONROE ST NE,271124491340,2,44.99982,-93.252409
-93.2321169996997,44.992028000292,1396,Howard,2024,1,1137 14TH AVE SE,1137,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,14TH AVE SE,271124489643,2,44.992028,-93.232117
-93.2321120003685,44.9922050003605,1397,Howard,2024,1,1145 14TH AVE SE,1145,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,14TH AVE SE,271124489642,2,44.992205,-93.232112
-93.2308489996815,44.9922079995995,1398,Howard,2024,1,1145 15TH AVE SE,1145,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,15TH AVE SE,271124491453,2,44.992208,-93.230849
-93.2308370000275,44.9921679995536,1399,Howard,2024,1,1145 15TH AVE SE,1145,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,15TH AVE SE,271124491454,2,44.992168,-93.230837
-93.293878999716,44.9903029998836,1400,Howard,2024,1,1146 VAN WHITE MEMORIAL BLVD,1146,Near North,1,2024/12/20 00:00:00+00,Near - North,478.1000(A),Snow emergency parking restrictions - snow emergency route,VAN WHITE MEMORIAL BLVD,271124490891,1,44.990303,-93.293879
-93.2939749996465,44.9903260000449,1401,Howard,2024,1,1148 VAN WHITE MEMORIAL BLVD,1148,Near North,1,2024/12/20 00:00:00+00,Near - North,478.1000(A),Snow emergency parking restrictions - snow emergency route,VAN WHITE MEMORIAL BLVD,271124490892,1,44.990326,-93.293975
-93.2940579998768,44.9903700002753,1402,Howard,2024,1,1150 VAN WHITE MEMORIAL BLVD,1150,Near North,1,2024/12/20 00:00:00+00,Near - North,478.1000(A),Snow emergency parking restrictions - snow emergency route,VAN WHITE MEMORIAL BLVD,271124491306,1,44.99037,-93.294058
-93.2940670002918,44.9904450001367,1403,Howard,2024,1,1152 VAN WHITE MEMORIAL BLVD,1152,Near North,1,2024/12/20 00:00:00+00,Near - North,478.1000(A),Snow emergency parking restrictions - snow emergency route,VAN WHITE MEMORIAL BLVD,271124491307,1,44.990445,-93.294067
-93.2942970001064,44.9905919997211,1404,Howard,2024,1,1153 VAN WHITE MEMORIAL BLVD,1153,Near North,1,2024/12/19 00:00:00+00,Near - North,478.1000(A),Snow emergency parking restrictions - snow emergency route,VAN WHITE MEMORIAL BLVD,271124490872,1,44.990592,-93.294297
-93.2942830003602,44.9906749999514,1405,Howard,2024,1,1157 VAN WHITE MEMORIAL BLVD,1157,Near North,1,2024/12/19 00:00:00+00,Near - North,478.1000(A),Snow emergency parking restrictions - snow emergency route,VAN WHITE MEMORIAL BLVD,271124490871,1,44.990675,-93.294283
-93.232118999792,44.9927480002201,1406,Howard,2024,1,1161 14TH AVE SE,1161,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,14TH AVE SE,271124489640,2,44.992748,-93.232119
-93.2320839999766,44.9926569996209,1407,Howard,2024,1,1161 14TH AVE SE,1161,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,14TH AVE SE,271124489641,2,44.992657,-93.232084
-93.2308220002351,44.9927520004046,1408,Howard,2024,1,1161 15TH AVE SE,1161,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,15TH AVE SE,271124491452,2,44.992752,-93.230822
-93.2320480001151,44.9930129998501,1409,Howard,2024,1,1169 14TH AVE SE,1169,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,14TH AVE SE,271124489638,2,44.993013,-93.232048
-93.2320809998382,44.9928040001046,1410,Howard,2024,1,1169 14TH AVE SE,1169,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,14TH AVE SE,271124489639,2,44.992804,-93.232081
-93.2308250003734,44.9930509998039,1411,Howard,2024,1,1173 15TH AVE SE,1173,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,15TH AVE SE,271124491451,2,44.993051,-93.230825
-93.2947090002202,45.0203470004138,1412,Howard,2024,1,1200 35TH AVE N,1200,Camden,2,2024/12/20 00:00:00+00,Folwell,478.1000(B),Snow emergency parking restrictions - even number address,35TH AVE N,271124445880,1,45.020347,-93.294709
-93.2345460001977,44.9869320000118,1413,Howard,2024,1,1200 BROOK AVE SE,1200,University,2,2024/12/20 00:00:00+00,Como,478.1000(B),Snow emergency parking restrictions - even number address,BROOK AVE SE,271124486384,4,44.986932,-93.234546
-93.2358279999622,44.9932869998952,1414,Howard,2024,1,1200 WINTER ST NE,1200,University,2,2024/12/20 00:00:00+00,Mid - City Industrial,478.1000(B),Snow emergency parking restrictions - even number address,WINTER ST NE,271124486367,2,44.993287,-93.235828
-93.2343209997143,44.986984999758,1415,Howard,2024,1,1201 BROOK AVE SE,1201,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,BROOK AVE SE,271124488855,4,44.986985,-93.234321
-93.2676790001857,44.9998759997776,1416,Howard,2024,1,1201 MAIN ST NE,1201,Northeast,3,2024/12/21 00:00:00+00,Sheridan,478.1000(C),Snow emergency parking restrictions - odd number address,MAIN ST NE,271124484005,2,44.999876,-93.267679
-93.2948670003118,45.0203289995837,1417,Howard,2024,1,1202 35TH AVE N,1202,Camden,2,2024/12/20 00:00:00+00,Folwell,478.1000(B),Snow emergency parking restrictions - even number address,35TH AVE N,271124444909,1,45.020329,-93.294867
-93.2419499998925,45.0334460001329,1418,Howard,2024,1,1202 36TH AVE NE,1202,Northeast,2,2024/12/20 00:00:00+00,Waite Park,478.1000(B),Snow emergency parking restrictions - even number address,36TH AVE NE,271124362051,2,45.033446,-93.24195
-93.235582000309,44.9932600004487,1419,Howard,2024,1,1202 WINTER ST NE,1202,University,2,2024/12/20 00:00:00+00,Como,478.1000(B),Snow emergency parking restrictions - even number address,WINTER ST NE,271124486368,2,44.99326,-93.235582
