X,Y,OBJECTID,Call_Taken,Tow_Reason,Location,Latitude,Longitude,Ward,Community,Neighborho,Tow_Zone,Day,Snow_Emerg
-93.2526650002895,44.9393960004251,143,03/11/2019 12:49am,Snow Emergency,"3500 Bloomington Ave,Minneapolis,MN",44.939396,-93.252665,9,Powderhorn,Powderhorn Park,6,1,Diamond Lake
-93.2911190001417,45.0368469995894,144,03/11/2019 12:49am,Snow Emergency,"4500 Block Bryant ave n ,Minneapolis,MN",45.036847,-93.291119,4,Camden,Lind - Bohanon,1,1,Diamond Lake
-93.2912059996571,45.0386330001129,145,03/11/2019 12:54am,Snow Emergency,"4600 BLOCK BRYANT AVE N,Minneapolis,MN",45.038633,-93.291206,4,Camden,Lind - Bohanon,1,1,Diamond Lake
-93.2695609997403,44.9882149998224,146,03/11/2019 12:55am,Snow Emergency,"40 4th ave n,Minneapolis,MN",44.988215,-93.269561,3,Central,North Loop,1,1,Diamond Lake
-93.2934869996253,44.9849490002962,147,03/11/2019 12:55am,Snow Emergency,"636 VAN WHITE MEMORIAL BLVD,Minneapolis,MN",44.984949,-93.293487,5,Near North,Sumner - Glenwood,1,1,Diamond Lake
-93.2936710000166,44.951237999734,148,03/11/2019 12:55am,Snow Emergency,"2800 BLOCK OF DUPONT AV S,Minneapolis,MN",44.951238,-93.293671,10,Calhoun Isle,Lowry Hill East,3,1,Diamond Lake
-93.2519519997849,44.9836859996092,149,03/11/2019 12:56am,Snow Emergency,"100 block of 3 ave se,Minneapolis,MN",44.983686,-93.251952,3,University,Marcy Holmes,4,1,Diamond Lake
-93.2622669997222,44.9127300000895,150,03/11/2019 12:56am,Snow Emergency,"4943 Chicago Ave S,Minneapolis,MN",44.91273,-93.262267,11,Nokomis,Northrop,6,1,Diamond Lake
-93.269060000019,44.9885720000978,151,03/11/2019 12:56am,Snow Emergency,"11 4th ave n,Minneapolis,MN",44.988572,-93.26906,3,Central,North Loop,1,1,Diamond Lake
-93.2931670001569,44.9519480001002,152,03/11/2019 12:57am,Snow Emergency,"2801 Dupont Avenue s,Minneapolis,MN",44.951948,-93.293167,10,Calhoun Isle,Lowry Hill East,3,1,Diamond Lake
-93.2918879996315,44.9884800003518,153,03/11/2019 01:01am,Snow Emergency,"1000 Van White Memorial Blvd,Minneapolis,MN",44.98848,-93.291888,5,Near North,Sumner - Glenwood,1,1,Diamond Lake
-93.2273480001101,44.9897220000703,154,03/11/2019 01:06am,Snow Emergency,"1061 18th ave se,Minneapolis,MN",44.989722,-93.227348,1,University,Como,4,1,Diamond Lake
-93.2980149997924,44.9535429999096,155,03/11/2019 01:13am,Snow Emergency,"2700 hennepin Avenue ,Minneapolis,MN",44.953543,-93.298015,7,Calhoun Isle,East Isles,3,1,Diamond Lake
-93.2931009998113,44.9882990000988,156,03/11/2019 01:16am,Snow Emergency,"1001 Van White Memorial Blvd,Minneapolis,MN",44.988299,-93.293101,5,Near North,Sumner - Glenwood,1,1,Diamond Lake
-93.2972020000722,44.9553519996951,157,03/11/2019 01:21am,Snow Emergency,"2600 block of Hennepin ave s,Minneapolis,MN",44.955352,-93.297202,7,Calhoun Isle,East Isles,3,1,Diamond Lake
-93.2804459998829,44.9888050000508,158,03/11/2019 01:21am,Snow Emergency,"800 3RD ST N,Minneapolis,MN",44.988805,-93.280446,3,Central,North Loop,1,1,Diamond Lake
-93.2936710000166,44.951237999734,159,03/11/2019 01:21am,Snow Emergency,"2800 BLOCK OF DUPONT AV S,Minneapolis,MN",44.951238,-93.293671,10,Calhoun Isle,Lowry Hill East,3,1,Diamond Lake
-93.2804459998829,44.9888050000508,160,03/11/2019 01:22am,Snow Emergency,"800 3 ST N,Minneapolis,MN",44.988805,-93.280446,3,Central,North Loop,1,1,Diamond Lake
-93.2804459998829,44.9888050000508,161,03/11/2019 01:24am,Snow Emergency,"800 3 ST N,Minneapolis,MN",44.988805,-93.280446,3,Central,North Loop,1,1,Diamond Lake
-93.2199729999539,44.9052230001414,162,03/11/2019 01:25am,Snow Emergency,"3607 54 st e,Minneapolis,MN",44.905223,-93.219973,12,Nokomis,Morris Park,6,1,Diamond Lake
-93.2971630000724,44.9546539998822,163,03/11/2019 01:28am,Snow Emergency,"2621 HENNEPIN AVE ,Minneapolis,MN",44.954654,-93.297163,10,Calhoun Isle,Lowry Hill East,3,1,Diamond Lake
-93.2702069998531,44.9395510003784,164,03/11/2019 01:28am,Snow Emergency,"3500 block of 4th ave s,Minneapolis,MN",44.939551,-93.270207,9,Powderhorn,Central,5,1,Diamond Lake
-93.2959350001001,44.9571829995958,165,03/11/2019 01:28am,Snow Emergency,"2500 hennepin av,Minneapolis,MN",44.957183,-93.295935,7,Calhoun Isle,East Isles,3,1,Diamond Lake
-93.2799149996774,44.9869249996891,166,03/11/2019 01:28am,Snow Emergency,"730 4th st n,Minneapolis,MN",44.986925,-93.279915,3,Central,North Loop,1,1,Diamond Lake
-93.2497109998627,44.9806699999206,167,03/11/2019 01:30am,Snow Emergency,"600 block of mains se,Minneapolis,MN",44.98067,-93.249711,3,University,Marcy Holmes,4,1,Diamond Lake
-93.2912059996571,45.0386330001129,168,03/11/2019 01:31am,Snow Emergency,"4600 BLOCK BRYANT AVE N,Minneapolis,MN",45.038633,-93.291206,4,Camden,Lind - Bohanon,1,1,Diamond Lake
-93.2630580002265,44.9087429996898,169,03/11/2019 01:31am,Snow Emergency,"5200 chicago,Minneapolis,MN",44.908743,-93.263058,11,Nokomis,Page,5,1,Diamond Lake
-93.2971630000724,44.9546539998822,170,03/11/2019 01:32am,Snow Emergency,"2621 Hennepin av,Minneapolis,MN",44.954654,-93.297163,10,Calhoun Isle,Lowry Hill East,3,1,Diamond Lake
-93.2911190001417,45.0368469995894,171,03/11/2019 01:33am,Snow Emergency,"4500 Bryant ave no ,Minneapolis,MN",45.036847,-93.291119,4,Camden,Lind - Bohanon,1,1,Diamond Lake
-93.2526650002895,44.9393960004251,172,03/11/2019 01:33am,Snow Emergency,"3500 Bloomington ,Minneapolis,MN",44.939396,-93.252665,9,Powderhorn,Powderhorn Park,6,1,Diamond Lake
-93.2919760000923,44.9887130003048,173,03/11/2019 01:35am,Snow Emergency,"1010 Van White Memorial Blvd,Minneapolis,MN",44.988713,-93.291976,5,Near North,Sumner - Glenwood,1,1,Diamond Lake
-93.2912059996571,45.0386330001129,174,03/11/2019 01:35am,Snow Emergency,"4600 BLOCK BRYANT AVE N,Minneapolis,MN",45.038633,-93.291206,4,Camden,Lind - Bohanon,1,1,Diamond Lake
-93.2225789996211,44.9043419999834,175,03/11/2019 01:36am,Snow Emergency,"5429 34th av s,Minneapolis,MN",44.904342,-93.222579,12,Nokomis,Morris Park,6,1,Diamond Lake
-93.2686540001819,44.9981189996921,176,03/11/2019 01:39am,Snow Emergency,"1099 marshall st ne,Minneapolis,MN",44.998119,-93.268654,3,Northeast,St. Anthony West,2,1,Diamond Lake
-93.2527250003585,44.932184999738,177,03/11/2019 01:39am,Snow Emergency,"3900 Bloomington ave s,Minneapolis,MN",44.932185,-93.252725,8,Powderhorn,Bancroft,6,1,Diamond Lake
-93.2784430001443,44.9855589996482,178,03/11/2019 01:41am,Snow Emergency,"630 4TH ST N,Minneapolis,MN",44.985559,-93.278443,3,Central,North Loop,1,1,Diamond Lake
-93.2528350000352,44.9105359996367,179,03/11/2019 01:41am,Snow Emergency,"5100 Bloomington av,Minneapolis,MN",44.910536,-93.252835,11,Nokomis,Hale,6,1,Diamond Lake
-93.2686540001819,44.9981189996921,180,03/11/2019 01:42am,Snow Emergency,"1099 marshall st ne,Minneapolis,MN",44.998119,-93.268654,3,Northeast,St. Anthony West,2,1,Diamond Lake
-93.2702069998531,44.9395510003784,181,03/11/2019 01:45am,Snow Emergency,"3500 block of 4th ave s,Minneapolis,MN",44.939551,-93.270207,9,Powderhorn,Central,5,1,Diamond Lake
-93.2793329998181,44.9698540002619,182,03/11/2019 01:46am,Snow Emergency,"1351 Lasalle ave,Minneapolis,MN",44.969854,-93.279333,7,Central,Loring Park,3,1,Diamond Lake
-93.2936710000166,44.951237999734,183,03/11/2019 01:46am,Snow Emergency,"2800 blk dupont ave s ,Minneapolis,MN",44.951238,-93.293671,10,Calhoun Isle,Lowry Hill East,3,1,Diamond Lake
-93.2319219997005,44.9116650004395,184,03/11/2019 01:48am,Snow Emergency,"5029 28th ave s,Minneapolis,MN",44.911665,-93.231922,12,Nokomis,Keewaydin,6,1,Diamond Lake
-93.2793359999564,44.9706009996365,185,03/11/2019 01:49am,Snow Emergency,"1300 LaSalle av,Minneapolis,MN",44.970601,-93.279336,7,Central,Loring Park,3,1,Diamond Lake
-93.2805419998134,44.9868600002889,186,03/11/2019 01:54am,Snow Emergency,"757 4th st n,Minneapolis,MN",44.98686,-93.280542,5,Central,North Loop,1,1,Diamond Lake
-93.2980149997924,44.9535429999096,187,03/11/2019 01:55am,Snow Emergency,"2700 BLOCK OF HENNEPIN AV,Minneapolis,MN",44.953543,-93.298015,7,Calhoun Isle,East Isles,3,1,Diamond Lake
-93.2792850003025,44.9859709997619,188,03/11/2019 01:56am,Snow Emergency,"631 4TH ST N,Minneapolis,MN",44.985971,-93.279285,5,Central,North Loop,1,1,Diamond Lake
-93.2725799995673,44.9993370001025,189,03/11/2019 01:56am,Snow Emergency,"17-99 13th ave ne,Minneapolis,MN",44.999337,-93.27258,3,Northeast,Sheridan,2,1,Diamond Lake
-93.2800830002303,44.9865349996905,190,03/11/2019 01:57am,Snow Emergency,"711 4th st n ,Minneapolis,MN",44.986535,-93.280083,5,Central,North Loop,1,1,Diamond Lake
-93.2800830002303,44.9865349996905,191,03/11/2019 01:58am,Snow Emergency,"711 4TH ST N,Minneapolis,MN",44.986535,-93.280083,5,Central,North Loop,1,1,Diamond Lake
-93.291944999562,44.9887290001433,192,03/11/2019 01:58am,Snow Emergency,"1012 Van White Memorial Blvd,Minneapolis,MN",44.988729,-93.291945,5,Near North,Sumner - Glenwood,1,1,Diamond Lake
-93.279392999887,44.9865019999674,193,03/11/2019 02:00am,Snow Emergency,"720 4TH ST N,Minneapolis,MN",44.986502,-93.279393,3,Central,North Loop,1,1,Diamond Lake
-93.244071999723,44.9842899995839,194,03/11/2019 02:01am,Snow Emergency,"711 4th st h,Minneapolis,MN",44.98429,-93.244072,3,University,Marcy Holmes,4,1,Diamond Lake
-93.271481000148,45.0012029998186,195,03/11/2019 02:01am,Snow Emergency,"1400 marshall st ne,Minneapolis,MN",45.001203,-93.271481,3,Northeast,Sheridan,2,1,Diamond Lake
-93.2348800003117,44.9821499998227,196,03/11/2019 02:05am,Snow Emergency,"Marshall @ 14th,Minneapolis,MN",44.98215,-93.23488,3,University,Marcy Holmes,4,1,Diamond Lake
-93.2793339998641,44.9687780001047,197,03/11/2019 02:05am,Snow Emergency,"1400 LaSalle ave,Minneapolis,MN",44.968778,-93.279334,7,Central,Loring Park,3,1,Diamond Lake
-93.2703290000832,44.9242869997453,198,03/11/2019 02:06am,Snow Emergency,"4300 BLK 4th Ave. S. ,Minneapolis,MN",44.924287,-93.270329,8,Nokomis,Regina,5,1,Diamond Lake
-93.2793359999564,44.9706009996365,199,03/11/2019 02:08am,Snow Emergency,"1300 LaSalle av,Minneapolis,MN",44.970601,-93.279336,7,Central,Loring Park,3,1,Diamond Lake
-93.2348800003117,44.9821499998227,200,03/11/2019 02:09am,Snow Emergency,"Marshall @ 14th,Minneapolis,MN",44.98215,-93.23488,3,University,Marcy Holmes,4,1,Diamond Lake
-93.2788869999351,44.986224999784,201,03/11/2019 02:11am,Snow Emergency,"710 4TH ST N,Minneapolis,MN",44.986225,-93.278887,3,Central,North Loop,1,1,Diamond Lake
-93.2946779996899,44.9827590000279,202,03/11/2019 02:12am,Snow Emergency,"1020 Van White Memorial Blvd,Minneapolis,MN",44.982759,-93.294678,5,Near North,Sumner - Glenwood,3,1,Diamond Lake
-93.2793329998181,44.9698540002619,203,03/11/2019 02:12am,Snow Emergency,"1351 lasalle ave ,Minneapolis,MN",44.969854,-93.279333,7,Central,Loring Park,3,1,Diamond Lake
-93.2986120003435,44.9519660000309,204,03/11/2019 02:12am,Snow Emergency,"2790 Hennepin ave,Minneapolis,MN",44.951966,-93.298612,7,Calhoun Isle,East Isles,3,1,Diamond Lake
-93.270024999554,45.0000929998921,205,03/11/2019 02:13am,Snow Emergency,"99 & 13th ave ne,Minneapolis,MN",45.000093,-93.270025,3,Northeast,Sheridan,2,1,Diamond Lake
-93.2784430001443,44.9855589996482,206,03/11/2019 02:15am,Snow Emergency,"630 4th st n,Minneapolis,MN",44.985559,-93.278443,3,Central,North Loop,1,1,Diamond Lake
-93.271359999964,45.0038569999007,207,03/11/2019 02:15am,Snow Emergency,"1598 Marshall st ne,Minneapolis,MN",45.003857,-93.27136,3,Northeast,Sheridan,2,1,Diamond Lake
-93.2984849998828,44.9522909997299,208,03/11/2019 02:17am,Snow Emergency,"2748 Hennepin ave,Minneapolis,MN",44.952291,-93.298485,7,Calhoun Isle,East Isles,3,1,Diamond Lake
-93.3133540002868,45.0204840004363,209,03/11/2019 02:17am,Snow Emergency,"3600 block of thomas ave n ,Minneapolis,MN",45.020484,-93.313354,4,Camden,Cleveland,1,1,Diamond Lake
-93.2703290000832,44.9242869997453,210,03/11/2019 02:18am,Snow Emergency,"4300 BLK 4th Ave. S. ,Minneapolis,MN",44.924287,-93.270329,8,Nokomis,Regina,5,1,Diamond Lake
-93.271481000148,45.0012029998186,211,03/11/2019 02:21am,Snow Emergency,"1400-1598 Marshall ave ne,Minneapolis,MN",45.001203,-93.271481,3,Northeast,Sheridan,2,1,Diamond Lake
-93.272859999889,44.9884020003521,212,03/11/2019 02:22am,Snow Emergency,"432 1st ave n,Minneapolis,MN",44.988402,-93.27286,3,Central,North Loop,1,1,Diamond Lake
-93.2793339998641,44.9687780001047,213,03/11/2019 02:24am,Snow Emergency,"1400 LaSalle ave,Minneapolis,MN",44.968778,-93.279334,7,Central,Loring Park,3,1,Diamond Lake
-93.2713030000334,45.0000180000307,214,03/11/2019 02:25am,Snow Emergency,"71 - 99 13 Ave Ne,Minneapolis,MN",45.000018,-93.271303,3,Northeast,Sheridan,2,1,Diamond Lake
-93.2494220000252,44.9836760000474,215,03/11/2019 02:25am,Snow Emergency,"200 5TH AVE SE,Minneapolis,MN",44.983676,-93.249422,3,University,Marcy Holmes,4,1,Diamond Lake
-93.2800830002303,44.9865349996905,216,03/11/2019 02:25am,Snow Emergency,"711 4TH ST N,Minneapolis,MN",44.986535,-93.280083,5,Central,North Loop,1,1,Diamond Lake
-93.2895250003784,44.9796699996708,217,03/11/2019 02:26am,Snow Emergency,"ALDRICH AVE & GLENWOOD AV N,Minneapolis,MN",44.97967,-93.289525,5,Near North,Harrison,3,1,Diamond Lake
-93.2793339998641,44.9686919997361,218,03/11/2019 02:27am,Snow Emergency,"1408 LaSalle Avenue s,Minneapolis,MN",44.968692,-93.279334,7,Central,Loring Park,3,1,Diamond Lake
-93.2226429998745,44.9062780002296,219,03/11/2019 02:27am,Snow Emergency,"5329 34th ave s,Minneapolis,MN",44.906278,-93.222643,12,Nokomis,Minnehaha,6,1,Diamond Lake
-93.2986500002972,44.9411660002108,220,03/11/2019 02:29am,Snow Emergency,"3400 Hennepin ,Minneapolis,MN",44.941166,-93.29865,10,Calhoun Isle,ECCO,5,1,Diamond Lake
-93.2494220000252,44.9836760000474,221,03/11/2019 02:31am,Snow Emergency,"200 Block 5th Ave Se,Minneapolis,MN",44.983676,-93.249422,3,University,Marcy Holmes,4,1,Diamond Lake
-93.2195959996556,44.9267599995744,222,03/11/2019 02:31am,Snow Emergency,"3623 42ND ST E,Minneapolis,MN",44.92676,-93.219596,12,Longfellow,Hiawatha,6,1,Diamond Lake
-93.271359999964,45.0038569999007,223,03/11/2019 02:33am,Snow Emergency,"1598 Marshall st ne,Minneapolis,MN",45.003857,-93.27136,3,Northeast,Sheridan,2,1,Diamond Lake
-93.2793359999564,44.9642010003759,224,03/11/2019 02:33am,Snow Emergency,"1899 lasalle av,Minneapolis,MN",44.964201,-93.279336,7,Central,Steven's Square - Loring Heights,3,1,Diamond Lake
-93.2985520002746,44.9446119999439,225,03/11/2019 02:35am,Snow Emergency,"3200 Hennepin ave,Minneapolis,MN",44.944612,-93.298552,10,Calhoun Isle,ECCO,5,1,Diamond Lake
-93.2494220000252,44.9836760000474,226,03/11/2019 02:36am,Snow Emergency,"200 block of 5th ave se,Minneapolis,MN",44.983676,-93.249422,3,University,Marcy Holmes,4,1,Diamond Lake
-93.2957260003546,44.9565930002668,227,03/11/2019 02:37am,Snow Emergency,"2527 Hennepin ave,Minneapolis,MN",44.956593,-93.295726,10,Calhoun Isle,Lowry Hill East,3,1,Diamond Lake
-93.2930379996039,44.9862629997377,228,03/11/2019 02:40am,Snow Emergency,"765 Van White Memorial Blvd,Minneapolis,MN",44.986263,-93.293038,5,Near North,Sumner - Glenwood,1,1,Diamond Lake
-93.2527679996434,44.9588730001889,229,03/11/2019 02:43am,Snow Emergency,"2400 BLOCK OF BLOOMINGTON AVE,Minneapolis,MN",44.958873,-93.252768,9,Phillips,Midtown Phillips,3,1,Diamond Lake
-93.2937710001315,44.9932310000107,230,03/11/2019 02:44am,Snow Emergency,"1400 EMERSON AVE N,Minneapolis,MN",44.993231,-93.293771,5,Near North,Near - North,1,1,Diamond Lake
-93.2988780000197,44.9791259997651,231,03/11/2019 02:47am,Snow Emergency,"1414 2 av n ,Minneapolis,MN",44.979126,-93.298878,5,Near North,Harrison,3,1,Diamond Lake
-93.2659080003539,45.005408000379,232,03/11/2019 02:48am,Snow Emergency,"1701-1899 2nd st ne,Minneapolis,MN",45.005408,-93.265908,3,Northeast,Bottineau,2,1,Diamond Lake
-93.2803069997682,44.9872419999184,233,03/11/2019 02:50am,Snow Emergency,"756 4STN,Minneapolis,MN",44.987242,-93.280307,3,Central,North Loop,1,1,Diamond Lake
-93.2796799996323,44.9652460000029,234,03/11/2019 02:50am,Snow Emergency,"1800 LaSalle av ,Minneapolis,MN",44.965246,-93.27968,7,Central,Steven's Square - Loring Heights,3,1,Diamond Lake
-93.2793329998181,44.9698540002619,235,03/11/2019 02:50am,Snow Emergency,"1351 Lasalle ave,Minneapolis,MN",44.969854,-93.279333,7,Central,Loring Park,3,1,Diamond Lake
-93.2494220000252,44.9836760000474,236,03/11/2019 02:51am,Snow Emergency,"200 5TH AVE SE,Minneapolis,MN",44.983676,-93.249422,3,University,Marcy Holmes,4,1,Diamond Lake
-93.2661529999609,45.0041800004067,237,03/11/2019 02:52am,Snow Emergency,"1599 2nd st ne,Minneapolis,MN",45.00418,-93.266153,3,Northeast,Sheridan,2,1,Diamond Lake
-93.2788869999351,44.986224999784,238,03/11/2019 02:52am,Snow Emergency,"710 4th st n,Minneapolis,MN",44.986225,-93.278887,3,Central,North Loop,1,1,Diamond Lake
-93.279392999887,44.9865019999674,239,03/11/2019 02:52am,Snow Emergency,"720 4 ST N,Minneapolis,MN",44.986502,-93.279393,3,Central,North Loop,1,1,Diamond Lake
-93.232027000046,44.9022570000606,240,03/11/2019 02:53am,Snow Emergency,"5533 28th av so,Minneapolis,MN",44.902257,-93.232027,11,Nokomis,Wenonah,6,1,Diamond Lake
-93.2979820000692,44.9464439998907,241,03/11/2019 02:54am,Snow Emergency,"3100 of hennepin,Minneapolis,MN",44.946444,-93.297982,10,Calhoun Isle,CARAG,5,1,Diamond Lake
-93.2936920000857,44.9943110003524,242,03/11/2019 02:54am,Snow Emergency,"1500 Emerson Ave N,Minneapolis,MN",44.994311,-93.293692,5,Near North,Near - North,1,1,Diamond Lake
-93.266184999638,45.0100729996693,243,03/11/2019 02:54am,Snow Emergency,"2199 2nd st ne,Minneapolis,MN",45.010073,-93.266185,3,Northeast,Bottineau,2,1,Diamond Lake
-93.2944160001982,44.9988609997354,244,03/11/2019 02:55am,Snow Emergency,"1901-2099 Emerson ave n ,Minneapolis,MN",44.998861,-93.294416,5,Near North,Near - North,1,1,Diamond Lake
-93.2528040004042,44.9496730004087,245,03/11/2019 02:55am,Snow Emergency,"2910 Bloomington ave,Minneapolis,MN",44.949673,-93.252804,9,Phillips,Midtown Phillips,3,1,Diamond Lake
-93.2542179999607,44.9852499997877,246,03/11/2019 02:54am,Snow Emergency,"200 2 St SE,Minneapolis,MN",44.98525,-93.254218,3,University,Marcy Holmes,4,1,Diamond Lake
-93.2979820000692,44.9464439998907,247,03/11/2019 02:56am,Snow Emergency,"3100 Hennepin ave,Minneapolis,MN",44.946444,-93.297982,10,Calhoun Isle,CARAG,5,1,Diamond Lake
-93.2944780003594,45.0004160003982,248,03/11/2019 02:59am,Snow Emergency,"2101-2199 Emerson ave n ,Minneapolis,MN",45.000416,-93.294478,5,Near North,Jordan,1,1,Diamond Lake
-93.2937490000163,44.9987970003813,249,03/11/2019 03:01am,Snow Emergency,"1898 Emerson Ave n,Minneapolis,MN",44.998797,-93.293749,5,Near North,Near - North,1,1,Diamond Lake
-93.2944780003594,45.0004160003982,250,03/11/2019 03:03am,Snow Emergency,"2101 EMERSON AVE N,Minneapolis,MN",45.000416,-93.294478,5,Near North,Jordan,1,1,Diamond Lake
-93.2494220000252,44.9836760000474,251,03/11/2019 03:08am,Snow Emergency,"200 block/5th Ave SE,Minneapolis,MN",44.983676,-93.249422,3,University,Marcy Holmes,4,1,Diamond Lake
-93.2938229998315,45.0004870000751,252,03/11/2019 03:09am,Snow Emergency,"2100 Emerson av n ,Minneapolis,MN",45.000487,-93.293823,5,Near North,Hawthorne,1,1,Diamond Lake
-93.2494220000252,44.9836760000474,253,03/11/2019 03:11am,Snow Emergency,"200 5th ave se,Minneapolis,MN",44.983676,-93.249422,3,University,Marcy Holmes,4,1,Diamond Lake
-93.2523409997373,44.9599929996772,254,03/11/2019 03:11am,Snow Emergency,"2237 BLOOM INGTON AVE,Minneapolis,MN",44.959993,-93.252341,6,Phillips,Ventura Village,3,1,Diamond Lake
-93.2526840002664,44.9570899998037,255,03/11/2019 03:11am,Snow Emergency,"2500 Bloomington Avenue s ,Minneapolis,MN",44.95709,-93.252684,9,Phillips,Midtown Phillips,3,1,Diamond Lake
-93.2527269995513,44.9585099996368,256,03/11/2019 03:22am,Snow Emergency,"2418 Bloomington Ave ,Minneapolis,MN",44.95851,-93.252727,9,Phillips,Midtown Phillips,3,1,Diamond Lake
-93.2941339997842,45.0048309998508,257,03/11/2019 03:22am,Snow Emergency,"2500 Emerson Ave N,Minneapolis,MN",45.004831,-93.294134,5,Near North,Jordan,1,1,Diamond Lake
-93.2800830002303,44.9865349996905,258,03/11/2019 03:22am,Snow Emergency,"711 4th st n ,Minneapolis,MN",44.986535,-93.280083,5,Central,North Loop,1,1,Diamond Lake
-93.2959580002615,45.0187149997975,259,03/11/2019 03:25am,Snow Emergency,"3501 FREMONT AVE N,Minneapolis,MN",45.018715,-93.295958,4,Camden,Folwell,1,1,Diamond Lake
-93.272352999891,45.0172879996415,260,03/11/2019 03:25am,Snow Emergency,"2698 Marshall st ne,Minneapolis,MN",45.017288,-93.272353,1,Northeast,Marshall Terrace,2,1,Diamond Lake
-93.2936710000166,44.951237999734,261,03/11/2019 03:26am,Snow Emergency,"2800 blk dupont ave s ,Minneapolis,MN",44.951238,-93.293671,10,Calhoun Isle,Lowry Hill East,3,1,Diamond Lake
-93.294241000222,45.0061110004224,262,03/11/2019 03:29am,Snow Emergency,"2600-2698 Emerson ave n ,Minneapolis,MN",45.006111,-93.294241,5,Near North,Jordan,1,1,Diamond Lake
-93.2494220000252,44.9836760000474,263,03/11/2019 03:29am,Snow Emergency,"200 block /5th Ave SE,Minneapolis,MN",44.983676,-93.249422,3,University,Marcy Holmes,4,1,Diamond Lake
-93.2527640003583,44.9508770001735,264,03/11/2019 03:30am,Snow Emergency,"2830 Bloomington Ave,Minneapolis,MN",44.950877,-93.252764,9,Phillips,Midtown Phillips,3,1,Diamond Lake
-93.2943360001063,45.01496100025,265,03/11/2019 03:31am,Snow Emergency,"3301-3399 Emerson ave n ,Minneapolis,MN",45.014961,-93.294336,4,Camden,Folwell,1,1,Diamond Lake
-93.2526840002664,44.9570899998037,266,03/11/2019 03:32am,Snow Emergency,"2500 Bloomington Avenue s ,Minneapolis,MN",44.95709,-93.252684,9,Phillips,Midtown Phillips,3,1,Diamond Lake
-93.2661540000071,45.0121789996612,267,03/11/2019 03:33am,Snow Emergency,"2401 2ND ST NE,Minneapolis,MN",45.012179,-93.266154,3,Northeast,Bottineau,2,1,Diamond Lake
-93.2719969996618,45.0149570000656,268,03/11/2019 03:35am,Snow Emergency,"2600 marshall st ne,Minneapolis,MN",45.014957,-93.271997,1,Northeast,Marshall Terrace,2,1,Diamond Lake
-93.2527640003583,44.9508770001735,269,03/11/2019 03:36am,Snow Emergency,"2830 Bloomington ave,Minneapolis,MN",44.950877,-93.252764,9,Phillips,Midtown Phillips,3,1,Diamond Lake
-93.2661540000071,45.0121789996612,270,03/11/2019 03:37am,Snow Emergency,"2401 2ND ST NE,Minneapolis,MN",45.012179,-93.266154,3,Northeast,Bottineau,2,1,Diamond Lake
-93.271998999754,45.0169629999426,271,03/11/2019 03:40am,Snow Emergency,"2701 Marshall st ne,Minneapolis,MN",45.016963,-93.271999,1,Northeast,Marshall Terrace,2,1,Diamond Lake
-93.252631999667,44.9553830002253,272,03/11/2019 03:42am,Snow Emergency,"2600 BLOOMINGTON AVE,Minneapolis,MN",44.955383,-93.252632,9,Phillips,Midtown Phillips,3,1,Diamond Lake
-93.2719969996618,45.0149570000656,273,03/11/2019 03:43am,Snow Emergency,"2600 marshall st ne,Minneapolis,MN",45.014957,-93.271997,1,Northeast,Marshall Terrace,2,1,Diamond Lake
-93.2955979998478,45.0131230000265,274,03/11/2019 03:46am,Snow Emergency,"3199 FREMONT AVE N,Minneapolis,MN",45.013123,-93.295598,5,Near North,Jordan,1,1,Diamond Lake
-93.2953340002639,45.0087020002971,275,03/11/2019 03:47am,Snow Emergency,"2800 Fremont av no ,Minneapolis,MN",45.008702,-93.295334,5,Near North,Jordan,1,1,Diamond Lake
-93.2955979998478,45.0131450001417,276,03/11/2019 03:47am,Snow Emergency,"3200 Fremont Ave N,Minneapolis,MN",45.013145,-93.295598,5,Near North,Jordan,1,1,Diamond Lake
-93.2286889998974,44.9229880000962,277,03/11/2019 03:53am,Snow Emergency,"4406 Nokomis av so,Minneapolis,MN",44.922988,-93.228689,12,Nokomis,Ericsson,6,1,Diamond Lake
-93.2527749999662,44.9545919997211,278,03/11/2019 03:58am,Snow Emergency,"2628 Bloomington ave ,Minneapolis,MN",44.954592,-93.252775,9,Phillips,Midtown Phillips,3,1,Diamond Lake
-93.2528430004041,44.9541530001609,279,03/11/2019 04:00am,Snow Emergency,"2644 BLOOMINGTON AV,Minneapolis,MN",44.954153,-93.252843,9,Phillips,Midtown Phillips,3,1,Diamond Lake
-93.2955979998478,45.0131450001417,280,03/11/2019 04:00am,Snow Emergency,"3200 FREMONT AVE N,Minneapolis,MN",45.013145,-93.295598,5,Near North,Jordan,1,1,Diamond Lake
-93.2319880000461,44.9059420000233,281,03/11/2019 04:01am,Snow Emergency,"5341 28th ave s,Minneapolis,MN",44.905942,-93.231988,11,Nokomis,Keewaydin,6,1,Diamond Lake
-93.2616589995632,44.9930970001265,282,03/11/2019 04:03am,Snow Emergency,"499 2nd st ne,Minneapolis,MN",44.993097,-93.261659,3,Northeast,St. Anthony West,2,1,Diamond Lake
-93.2527640003583,44.9508770001735,283,03/11/2019 04:04am,Snow Emergency,"2830 Bloomington Ave,Minneapolis,MN",44.950877,-93.252764,9,Phillips,Midtown Phillips,3,1,Diamond Lake
