X,Y,OBJECTID,Citation_N,Service_Da,Address,Ordinance,Latitude,Longitude,Ward,Community,Neighborho,Tow_Zone,Day
-93.2689900003882,44.9606640000436,373,271119329763,2019/01/29 00:00:00+00,2206 5TH AVE S,478.1000(b),44.960664,-93.26899,6,Phillips,Phillips West,3,2
-93.268988000296,44.9608729997892,374,271119329762,2019/01/29 00:00:00+00,2204 5TH AVE S,478.1000(b),44.960873,-93.268988,6,Phillips,Phillips West,3,2
-93.2690159997885,44.9609069995585,375,271119329761,2019/01/29 00:00:00+00,2202 5TH AVE S,478.1000(b),44.960907,-93.269016,6,Phillips,Ventura Village,3,2
-93.2894909997098,44.9250610003649,376,271119329697,2019/01/29 00:00:00+00,718 43RD ST W,478.1000(b),44.925061,-93.289491,13,Southwest,East Harriet,5,2
-93.2785460003976,44.9251289999034,377,271119329696,2019/01/29 00:00:00+00,6 43RD ST W,478.1000(b),44.925129,-93.278546,8,Southwest,King Field,5,2
-93.2767500003122,44.9252560003642,378,271119329695,2019/01/29 00:00:00+00,12 43RD ST E,478.1000(b),44.925256,-93.27675,8,Southwest,King Field,5,2
-93.2791510004183,44.9287539997973,379,271119329694,2019/01/29 00:00:00+00,10 41ST ST W,478.1000(b),44.928754,-93.279151,8,Southwest,King Field,5,2
-93.2876759996476,44.9287119996591,380,271119329693,2019/01/29 00:00:00+00,612 41ST ST W,478.1000(b),44.928712,-93.287676,8,Southwest,King Field,5,2
-93.2929849998578,44.9287569999357,381,271119329692,2019/01/29 00:00:00+00,1014 41ST ST W,478.1000(b),44.928757,-93.292985,10,Southwest,East Harriet,5,2
-93.2895640003783,44.9322930002218,382,271119329691,2019/01/29 00:00:00+00,306 39TH ST W,478.1000(b),44.932293,-93.289564,10,Southwest,East Harriet,5,2
-93.2855660003706,44.9322659998761,383,271119329690,2019/01/29 00:00:00+00,416 39TH ST W,478.1000(b),44.932266,-93.285566,8,Southwest,King Field,5,2
-93.2849160000733,44.9323120001987,384,271119329689,2019/01/29 00:00:00+00,412 39TH ST W,478.1000(b),44.932312,-93.284916,8,Southwest,King Field,5,2
-93.2832240002874,44.9322300000146,385,271119329688,2019/01/29 00:00:00+00,304 39TH ST W,478.1000(b),44.93223,-93.283224,8,Southwest,King Field,5,2
-93.2813090001102,44.9324140004059,386,271119329687,2019/01/29 00:00:00+00,128 39TH ST W,478.1000(b),44.932414,-93.281309,8,Southwest,King Field,5,2
-93.2812419997185,44.9322120000838,387,271119329686,2019/01/29 00:00:00+00,126 39TH ST W,478.1000(b),44.932212,-93.281242,8,Southwest,King Field,5,2
-93.279675000301,44.9323690001293,388,271119329685,2019/01/29 00:00:00+00,26 39TH ST W,478.1000(b),44.932369,-93.279675,8,Southwest,King Field,5,2
-93.2794950000941,44.9322360002913,389,271119329684,2019/01/29 00:00:00+00,24 39TH ST W,478.1000(b),44.932236,-93.279495,8,Southwest,King Field,5,2
-93.2753709996718,44.9321540001071,390,271119329683,2019/01/29 00:00:00+00,100 39TH ST E,478.1000(b),44.932154,-93.275371,8,Southwest,King Field,5,2
-93.2774520003096,44.9358329997931,391,271119329682,2019/01/29 00:00:00+00,10 37TH ST E,478.1000(b),44.935833,-93.277452,8,Southwest,King Field,5,2
-93.2774140003558,44.9359729999541,392,271119329681,2019/01/29 00:00:00+00,8 37TH ST E,478.1000(b),44.935973,-93.277414,8,Southwest,King Field,5,2
-93.2771960001952,44.9359909998848,393,271119329680,2019/01/29 00:00:00+00,12 37TH ST E,478.1000(b),44.935991,-93.277196,8,Southwest,King Field,5,2
-93.2781189995921,44.9359950000692,394,271119329679,2019/01/29 00:00:00+00,8 37TH ST W,478.1000(b),44.935995,-93.278119,8,Southwest,King Field,5,2
-93.2790779997499,44.9358699997008,395,271119329678,2019/01/29 00:00:00+00,22 37TH ST W,478.1000(b),44.93587,-93.279078,8,Southwest,King Field,5,2
-93.2789639998887,44.9359230003462,396,271119329677,2019/01/29 00:00:00+00,24 37TH ST W,478.1000(b),44.935923,-93.278964,8,Southwest,King Field,5,2
-93.278976000442,44.9359279996775,397,271119329676,2019/01/29 00:00:00+00,26 37TH ST W,478.1000(b),44.935928,-93.278976,8,Southwest,King Field,5,2
-93.279231999657,44.9359449995621,398,271119329675,2019/01/29 00:00:00+00,30 37TH ST W,478.1000(b),44.935945,-93.279232,8,Southwest,King Field,5,2
-93.2803879999062,44.9361019996077,399,271119329674,2019/01/29 00:00:00+00,122 37TH ST W,478.1000(b),44.936102,-93.280388,8,Southwest,King Field,5,2
-93.3018939997083,45.0076280002321,400,271119329570,2019/01/29 00:00:00+00,2654 KNOX AVE N,478.1000(b),45.007628,-93.301894,5,Near North,Jordan,1,2
-93.301889000377,45.0071529999111,401,271119329569,2019/01/29 00:00:00+00,2632 KNOX AVE N,478.1000(b),45.007153,-93.301889,5,Near North,Jordan,1,2
-93.3014839996868,45.0003580004214,402,271119329568,2019/01/29 00:00:00+00,2022 JAMES AVE N,478.1000(b),45.000358,-93.301484,5,Near North,Jordan,1,2
-93.301394000033,45.0002239996379,403,271119329567,2019/01/29 00:00:00+00,2020 JAMES AVE N,478.1000(b),45.000224,-93.301394,5,Near North,Jordan,1,2
-93.3016199996632,45.0043740003599,404,271119329566,2019/01/29 00:00:00+00,2414 JAMES AVE N,478.1000(b),45.004374,-93.30162,5,Near North,Jordan,1,2
-93.3007679999432,45.0055699997557,405,271119329565,2019/01/29 00:00:00+00,2524 JAMES AVE N,478.1000(b),45.00557,-93.300768,5,Near North,Jordan,1,2
-93.3006079997593,45.00678700012,406,271119329564,2019/01/29 00:00:00+00,2622 JAMES AVE N,478.1000(b),45.006787,-93.300608,5,Near North,Jordan,1,2
-93.3005940000131,45.0090439998808,407,271119329563,2019/01/29 00:00:00+00,2810 JAMES AVE N,478.1000(b),45.009044,-93.300594,5,Near North,Jordan,1,2
-93.3006119999438,45.0085579999518,408,271119329562,2019/01/29 00:00:00+00,2722 JAMES AVE N,478.1000(b),45.008558,-93.300612,5,Near North,Jordan,1,2
-93.3006479998053,45.0084860002288,409,271119329561,2019/01/29 00:00:00+00,2718 JAMES AVE N,478.1000(b),45.008486,-93.300648,5,Near North,Jordan,1,2
-93.3007099999665,45.0182950002142,410,271119329560,2019/01/29 00:00:00+00,3454 JAMES AVE N,478.1000(b),45.018295,-93.30071,4,Camden,Folwell,1,2
-93.3006360001513,45.0181000002149,411,271119329559,2019/01/29 00:00:00+00,3440 JAMES AVE N,478.1000(b),45.0181,-93.300636,4,Camden,Folwell,1,2
-93.2993439999256,45.0161920003606,412,271119329557,2019/01/29 00:00:00+00,3326 IRVING AVE N,478.1000(b),45.016192,-93.299344,4,Camden,Folwell,1,2
-93.299347000064,45.0158889998775,413,271119329556,2019/01/29 00:00:00+00,3326 IRVING AVE N,478.1000(b),45.015889,-93.299347,4,Camden,Folwell,1,2
-93.2994290002482,45.0151819996496,414,271119329555,2019/01/29 00:00:00+00,3300 IRVING AVE N,478.1000(b),45.015182,-93.299429,4,Camden,Folwell,1,2
-93.2993799997871,45.014141000207,415,271119329554,2019/01/29 00:00:00+00,3226 IRVING AVE N,478.1000(b),45.014141,-93.29938,4,Camden,Folwell,1,2
-93.299327000041,45.013757999632,416,271119329553,2019/01/29 00:00:00+00,3214 IRVING AVE N,478.1000(b),45.013758,-93.299327,4,Camden,Folwell,1,2
-93.2993340003638,45.0127740001201,417,271119329552,2019/01/29 00:00:00+00,3122 IRVING AVE N,478.1000(b),45.012774,-93.299334,5,Near North,Jordan,1,2
-93.2993920003405,45.0123009998913,418,271119329551,2019/01/29 00:00:00+00,3102 IRVING AVE N,478.1000(b),45.012301,-93.299392,5,Near North,Jordan,1,2
-93.2994199998331,45.0118509998238,419,271119329550,2019/01/29 00:00:00+00,3012 IRVING AVE N,478.1000(b),45.011851,-93.29942,5,Near North,Jordan,1,2
-93.2993540003868,45.0118139999162,420,271119329549,2019/01/29 00:00:00+00,3010 IRVING AVE N,478.1000(b),45.011814,-93.299354,5,Near North,Jordan,1,2
-93.2993599997641,45.00742599991,421,271119329548,2019/01/29 00:00:00+00,2648 IRVING AVE N,478.1000(b),45.007426,-93.29936,5,Near North,Jordan,1,2
-93.2993239999026,45.0066530002358,422,271119329547,2019/01/29 00:00:00+00,2620 IRVING AVE N,478.1000(b),45.006653,-93.299324,5,Near North,Jordan,1,2
-93.2992199996033,45.0035300001095,423,271119329545,2019/01/29 00:00:00+00,2330 IRVING AVE N,478.1000(b),45.00353,-93.29922,5,Near North,Jordan,1,2
-93.2986539995824,45.0008620002811,424,271119329544,2019/01/29 00:00:00+00,2118 IRVING AVE N,478.1000(b),45.000862,-93.298654,5,Near North,Jordan,1,2
-93.2987769998586,45.000365999891,425,271119329543,2019/01/29 00:00:00+00,2100 IRVING AVE N,478.1000(b),45.000366,-93.298777,5,Near North,Jordan,1,2
-93.2980650002995,45.0071550000033,426,271119329542,2019/01/29 00:00:00+00,2636 HUMBOLDT AVE N,478.1000(b),45.007155,-93.298065,5,Near North,Jordan,1,2
-93.2980509996539,45.0087430003892,427,271119329541,2019/01/29 00:00:00+00,2802 HUMBOLDT AVE N,478.1000(b),45.008743,-93.298051,5,Near North,Jordan,1,2
-93.2981349999303,45.019002000442,428,271119329540,2019/01/29 00:00:00+00,3514 HUMBOLDT AVE N,478.1000(b),45.019002,-93.298135,4,Camden,Folwell,1,2
-93.2982560001143,45.0290950000343,429,271119329539,2019/01/29 00:00:00+00,4242 HUMBOLDT AVE N,478.1000(b),45.029095,-93.298256,4,Camden,Webber - Camden,1,2
-93.2983320000217,45.0346509999437,430,271119329538,2019/01/29 00:00:00+00,4346 HUMBOLDT AVE N,478.1000(b),45.034651,-93.298332,4,Camden,Webber - Camden,1,2
-93.2970209998193,45.0349829999655,431,271119329537,2019/01/29 00:00:00+00,4354 GIRARD AVE N,478.1000(b),45.034983,-93.297021,4,Camden,Webber - Camden,1,2
-93.2970399997961,45.034897999643,432,271119329536,2019/01/29 00:00:00+00,4352 GIRARD AVE N,478.1000(b),45.034898,-93.29704,4,Camden,Webber - Camden,1,2
-93.297027000096,45.0346930000819,433,271119329535,2019/01/29 00:00:00+00,4346 GIRARD AVE N,478.1000(b),45.034693,-93.297027,4,Camden,Webber - Camden,1,2
-93.297048000165,45.0309249998889,434,271119329534,2019/01/29 00:00:00+00,4136 GIRARD AVE N,478.1000(b),45.030925,-93.297048,4,Camden,Webber - Camden,1,2
-93.296998999704,45.0273010000412,435,271119329533,2019/01/29 00:00:00+00,3956 GIRARD AVE N,478.1000(b),45.027301,-93.296999,4,Camden,Webber - Camden,1,2
-93.2969189996121,45.0273329997182,436,271119329532,2019/01/29 00:00:00+00,3954 GIRARD AVE N,478.1000(b),45.027333,-93.296919,4,Camden,Webber - Camden,1,2
-93.2968580003964,45.0248710003964,437,271119329531,2019/01/29 00:00:00+00,3830 GIRARD AVE N,478.1000(b),45.024871,-93.296858,4,Camden,Webber - Camden,1,2
-93.296895000304,45.0238439998008,438,271119329530,2019/01/29 00:00:00+00,3752 GIRARD AVE N,478.1000(b),45.023844,-93.296895,4,Camden,Folwell,1,2
-93.2968819997045,45.0236950001242,439,271119329529,2019/01/29 00:00:00+00,3752 GIRARD AVE N,478.1000(b),45.023695,-93.296882,4,Camden,Folwell,1,2
-93.2968479999352,45.0234210000792,440,271119329528,2019/01/29 00:00:00+00,3742 GIRARD AVE N,478.1000(b),45.023421,-93.296848,4,Camden,Folwell,1,2
-93.2968049997509,45.019996999562,441,271119329527,2019/01/29 00:00:00+00,3550 GIRARD AVE N,478.1000(b),45.019997,-93.296805,4,Camden,Folwell,1,2
-93.296785999774,45.0183059998221,442,271119329526,2019/01/29 00:00:00+00,3448 GIRARD AVE N,478.1000(b),45.018306,-93.296786,4,Camden,Folwell,1,2
-93.2968079998893,45.0127740001201,443,271119329525,2019/01/29 00:00:00+00,3122 GIRARD AVE N,478.1000(b),45.012774,-93.296808,5,Near North,Jordan,1,2
-93.296855000258,45.0123320004215,444,271119329524,2019/01/29 00:00:00+00,3032 GIRARD AVE N,478.1000(b),45.012332,-93.296855,5,Near North,Jordan,1,2
-93.2968239997278,45.0122280001221,445,271119329523,2019/01/29 00:00:00+00,3026 GIRARD AVE N,478.1000(b),45.012228,-93.296824,5,Near North,Jordan,1,2
-93.29682599982,45.0108450001966,446,271119329522,2019/01/29 00:00:00+00,2938 GIRARD AVE N,478.1000(b),45.010845,-93.296826,5,Near North,Jordan,1,2
-93.2968390004195,45.0107169996899,447,271119329521,2019/01/29 00:00:00+00,2936 GIRARD AVE N,478.1000(b),45.010717,-93.296839,5,Near North,Jordan,1,2
-93.2218290001082,44.9549039997199,448,271119329428,2019/01/29 00:00:00+00,2620 35TH AVE S,478.1000(b),44.954904,-93.221829,2,Longfellow,Seward,4,2
-93.2230210002189,44.9556239996479,449,271119329427,2019/01/29 00:00:00+00,2604 34TH AVE S,478.1000(b),44.955624,-93.223021,2,Longfellow,Seward,4,2
-93.2231430004491,44.9554479996256,450,271119329426,2019/01/29 00:00:00+00,2608 34TH AVE S,478.1000(b),44.955448,-93.223143,2,Longfellow,Seward,4,2
-93.2282710004063,44.9630310003804,451,271119329425,2019/01/29 00:00:00+00,928 30TH AVE S,478.1000(b),44.963031,-93.228271,6,Longfellow,Seward,4,2
-93.2281359995767,44.9630910004494,452,271119329424,2019/01/29 00:00:00+00,926 30TH AVE S,478.1000(b),44.963091,-93.228136,2,Longfellow,Seward,4,2
-93.2281130003147,44.9632879996415,453,271119329423,2019/01/29 00:00:00+00,924 30TH AVE S,478.1000(b),44.963288,-93.228113,2,Longfellow,Seward,4,2
-93.2282419999683,44.9628740003349,454,271119329422,2019/01/29 00:00:00+00,2004 30TH AVE S,478.1000(b),44.962874,-93.228242,6,Longfellow,Seward,4,2
-93.2284099996218,44.9515859995943,455,271119329421,2019/01/29 00:00:00+00,2802 30TH AVE S,478.1000(b),44.951586,-93.22841,2,Longfellow,Longfellow,4,2
-93.2285390001747,44.9515929999171,456,271119329420,2019/01/29 00:00:00+00,2806 30TH AVE S,478.1000(b),44.951593,-93.228539,2,Longfellow,Longfellow,4,2
-93.22845199976,44.9513159997337,457,271119329419,2019/01/29 00:00:00+00,2816 30TH AVE S,478.1000(b),44.951316,-93.228452,2,Longfellow,Longfellow,4,2
-93.2286699999205,44.9496480001552,458,271119329418,2019/01/29 00:00:00+00,2910 30TH AVE S,478.1000(b),44.949648,-93.22867,2,Longfellow,Longfellow,4,2
-93.23172200037,44.9485109998828,459,271119329417,2019/01/29 00:00:00+00,2940 28TH AVE S,478.1000(b),44.948511,-93.231722,2,Longfellow,Longfellow,4,2
-93.23177400007,44.9511189996422,460,271119329416,2019/01/29 00:00:00+00,2822 28TH AVE S,478.1000(b),44.951119,-93.231774,2,Longfellow,Longfellow,4,2
-93.2317730000239,44.9511249999189,461,271119329415,2019/01/29 00:00:00+00,2820 28TH AVE S,478.1000(b),44.951125,-93.231773,2,Longfellow,Longfellow,4,2
-93.231439999956,44.9517079998244,462,271119329414,2019/01/29 00:00:00+00,2808 28TH AVE S,478.1000(b),44.951708,-93.23144,2,Longfellow,Longfellow,4,2
-93.231581000163,44.9517390003546,463,271119329413,2019/01/29 00:00:00+00,2804 28TH AVE S,478.1000(b),44.951739,-93.231581,2,Longfellow,Longfellow,4,2
-93.2258460000928,44.9515970001015,464,271119329412,2019/01/29 00:00:00+00,2802 32ND AVE S,478.1000(b),44.951597,-93.225846,2,Longfellow,Longfellow,4,2
-93.2259500003922,44.9514699996408,465,271119329411,2019/01/29 00:00:00+00,2804 32ND AVE S,478.1000(b),44.95147,-93.22595,2,Longfellow,Longfellow,4,2
-93.2740610004148,44.9633459996182,466,271119329342,2019/01/29 00:00:00+00,1928 2ND AVE S,478.1000(b),44.963346,-93.274061,6,Central,Steven's Square - Loring Heights,3,2
-93.2740390002996,44.9633020002871,467,271119329341,2019/01/29 00:00:00+00,1918 2ND AVE S,478.1000(b),44.963302,-93.274039,6,Central,Steven's Square - Loring Heights,3,2
-93.2740550001381,44.9633590002177,468,271119329340,2019/01/29 00:00:00+00,1916 2ND AVE S,478.1000(b),44.963359,-93.274055,6,Central,Steven's Square - Loring Heights,3,2
-93.2715580001016,44.963372999964,469,271119329337,2019/01/29 00:00:00+00,1918 CLINTON AVE S,478.1000(b),44.963373,-93.271558,6,Central,Steven's Square - Loring Heights,3,2
-93.2703959995757,44.9633869997103,470,271119329336,2019/01/29 00:00:00+00,1918 4TH AVE S,478.1000(b),44.963387,-93.270396,6,Central,Steven's Square - Loring Heights,3,2
-93.2758120002236,44.9652789997261,471,271119329335,2019/01/29 00:00:00+00,110 18TH ST E,478.1000(b),44.965279,-93.275812,6,Central,Steven's Square - Loring Heights,3,2
-93.2755410003169,44.9652969996569,472,271119329334,2019/01/29 00:00:00+00,124 18TH ST E,478.1000(b),44.965297,-93.275541,6,Central,Steven's Square - Loring Heights,3,2
-93.2745600000439,44.965297999703,473,271119329333,2019/01/29 00:00:00+00,132 18TH ST E,478.1000(b),44.965298,-93.27456,6,Central,Steven's Square - Loring Heights,3,2
-93.2741170002993,44.9652130002798,474,271119329332,2019/01/29 00:00:00+00,148 18TH ST E,478.1000(b),44.965213,-93.274117,6,Central,Steven's Square - Loring Heights,3,2
-93.2736939996783,44.9652340003489,475,271119329331,2019/01/29 00:00:00+00,204 18TH ST E,478.1000(b),44.965234,-93.273694,6,Central,Steven's Square - Loring Heights,3,2
-93.2733700000255,44.9652449999568,476,271119329330,2019/01/29 00:00:00+00,212 18TH ST E,478.1000(b),44.965245,-93.27337,6,Central,Steven's Square - Loring Heights,3,2
-93.2732550001181,44.9652670000721,477,271119329329,2019/01/29 00:00:00+00,214 18TH ST E,478.1000(b),44.965267,-93.273255,6,Central,Steven's Square - Loring Heights,3,2
-93.2731190001417,44.9652340003489,478,271119329328,2019/01/29 00:00:00+00,228 18TH ST E,478.1000(b),44.965234,-93.273119,6,Central,Steven's Square - Loring Heights,3,2
-93.2719579996619,44.9651839998418,479,271119329327,2019/01/29 00:00:00+00,312 18TH ST E,478.1000(b),44.965184,-93.271958,6,Central,Steven's Square - Loring Heights,3,2
-93.2716560001243,44.9652439999107,480,271119329326,2019/01/29 00:00:00+00,314 18TH ST E,478.1000(b),44.965244,-93.271656,6,Central,Steven's Square - Loring Heights,3,2
-93.2707159999434,44.9639040001695,481,271119329325,2019/01/29 00:00:00+00,350 19TH ST E,478.1000(b),44.963904,-93.270716,6,Central,Steven's Square - Loring Heights,3,2
-93.2711090000802,44.9639929997772,482,271119329324,2019/01/29 00:00:00+00,332 19TH ST E,478.1000(b),44.963993,-93.271109,6,Central,Steven's Square - Loring Heights,3,2
-93.2718989996391,44.963888000331,483,271119329323,2019/01/29 00:00:00+00,318 19TH ST E,478.1000(b),44.963888,-93.271899,6,Central,Steven's Square - Loring Heights,3,2
-93.2730590000727,44.9641000002149,484,271119329322,2019/01/29 00:00:00+00,218 19TH ST E,478.1000(b),44.9641,-93.273059,6,Central,Steven's Square - Loring Heights,3,2
-93.2733219996106,44.9639939998233,485,271119329321,2019/01/29 00:00:00+00,216 19TH ST E,478.1000(b),44.963994,-93.273322,6,Central,Steven's Square - Loring Heights,3,2
-93.2734500001174,44.9640089996157,486,271119329320,2019/01/29 00:00:00+00,214 19TH ST E,478.1000(b),44.964009,-93.27345,6,Central,Steven's Square - Loring Heights,3,2
-93.2735629999324,44.9639729997542,487,271119329319,2019/01/29 00:00:00+00,208 19TH ST E,478.1000(b),44.963973,-93.273563,6,Central,Steven's Square - Loring Heights,3,2
-93.2737699995858,44.9640220002152,488,271119329318,2019/01/29 00:00:00+00,204 19TH ST E,478.1000(b),44.964022,-93.27377,6,Central,Steven's Square - Loring Heights,3,2
-93.2739139999311,44.9638440001006,489,271119329317,2019/01/29 00:00:00+00,146 19TH ST E,478.1000(b),44.963844,-93.273914,6,Central,Steven's Square - Loring Heights,3,2
-93.2740000002997,44.9638100003313,490,271119329316,2019/01/29 00:00:00+00,144 19TH ST E,478.1000(b),44.96381,-93.274,6,Central,Steven's Square - Loring Heights,3,2
-93.274256000414,44.9637840000316,491,271119329315,2019/01/29 00:00:00+00,142 19TH ST E,478.1000(b),44.963784,-93.274256,6,Central,Steven's Square - Loring Heights,3,2
-93.274834000089,44.9638599999391,492,271119329314,2019/01/29 00:00:00+00,134 19TH ST E,478.1000(b),44.96386,-93.274834,6,Central,Steven's Square - Loring Heights,3,2
-93.2750710002264,44.9638420000084,493,271119329313,2019/01/29 00:00:00+00,128 19TH ST E,478.1000(b),44.963842,-93.275071,6,Central,Steven's Square - Loring Heights,3,2
-93.2755059996022,44.9640149998924,494,271119329312,2019/01/29 00:00:00+00,122 19TH ST E,478.1000(b),44.964015,-93.275506,6,Central,Steven's Square - Loring Heights,3,2
-93.2755479997404,44.9639539997773,495,271119329311,2019/01/29 00:00:00+00,120 19TH ST E,478.1000(b),44.963954,-93.275548,6,Central,Steven's Square - Loring Heights,3,2
-93.2757190004315,44.9639909996849,496,271119329310,2019/01/29 00:00:00+00,118 19TH ST E,478.1000(b),44.963991,-93.275719,6,Central,Steven's Square - Loring Heights,3,2
-93.2759530004306,44.9639169998697,497,271119329309,2019/01/29 00:00:00+00,114 19TH ST E,478.1000(b),44.963917,-93.275953,6,Central,Steven's Square - Loring Heights,3,2
-93.276434000129,44.9639040001695,498,271119329308,2019/01/29 00:00:00+00,100 19TH ST E,478.1000(b),44.963904,-93.276434,6,Central,Steven's Square - Loring Heights,3,2
-93.2754279996025,44.9516800003318,499,271119329303,2019/01/29 00:00:00+00,2806 STEVENS AVE S,478.1000(b),44.95168,-93.275428,10,Powderhorn,Whittier,3,2
-93.2754030002482,44.9512330004027,500,271119329302,2019/01/29 00:00:00+00,2816 STEVENS AVE S,478.1000(b),44.951233,-93.275403,10,Powderhorn,Whittier,3,2
-93.2753800000869,44.9510589995732,501,271119329301,2019/01/29 00:00:00+00,2822 STEVENS AVE S,478.1000(b),44.951059,-93.27538,10,Powderhorn,Whittier,3,2
-93.2753820001791,44.9509380002885,502,271119329300,2019/01/29 00:00:00+00,2826 STEVENS AVE S,478.1000(b),44.950938,-93.275382,10,Powderhorn,Whittier,3,2
-93.2753899996487,44.9507309997359,503,271119329299,2019/01/29 00:00:00+00,2828 STEVENS AVE S,478.1000(b),44.950731,-93.27539,10,Powderhorn,Whittier,3,2
-93.2754060003866,44.9506739998053,504,271119329298,2019/01/29 00:00:00+00,2832 STEVENS AVE S,478.1000(b),44.950674,-93.275406,10,Powderhorn,Whittier,3,2
-93.2753800000869,44.950518999852,505,271119329297,2019/01/29 00:00:00+00,2834 STEVENS AVE S,478.1000(b),44.950519,-93.27538,10,Powderhorn,Whittier,3,2
-93.2753870004097,44.9504769997138,506,271119329296,2019/01/29 00:00:00+00,2836 STEVENS AVE S,478.1000(b),44.950477,-93.275387,10,Powderhorn,Whittier,3,2
-93.2740350001151,44.9623050001757,507,271119329295,2019/01/29 00:00:00+00,2006 2ND AVE S,478.1000(b),44.962305,-93.274035,10,Powderhorn,Whittier,3,2
-93.2740459997231,44.9620799996923,508,271119329294,2019/01/29 00:00:00+00,2012 2ND AVE S,478.1000(b),44.96208,-93.274046,10,Powderhorn,Whittier,3,2
-93.2740299998845,44.9620160003382,509,271119329293,2019/01/29 00:00:00+00,2014 2ND AVE S,478.1000(b),44.962016,-93.27403,10,Powderhorn,Whittier,3,2
-93.2740380002535,44.9619439997159,510,271119329292,2019/01/29 00:00:00+00,2018 2ND AVE S,478.1000(b),44.961944,-93.274038,10,Powderhorn,Whittier,3,2
-93.2740420004379,44.9619439997159,511,271119329291,2019/01/29 00:00:00+00,2020 2ND AVE S,478.1000(b),44.961944,-93.274042,10,Powderhorn,Whittier,3,2
-93.2740429995847,44.9617560000394,512,271119329290,2019/01/29 00:00:00+00,2022 2ND AVE S,478.1000(b),44.961756,-93.274043,10,Powderhorn,Whittier,3,2
-93.2740479998153,44.9616689996247,513,271119329289,2019/01/29 00:00:00+00,2100 2ND AVE S,478.1000(b),44.961669,-93.274048,10,Powderhorn,Whittier,3,2
-93.2740580002765,44.9614949996945,514,271119329288,2019/01/29 00:00:00+00,2104 2ND AVE S,478.1000(b),44.961495,-93.274058,10,Powderhorn,Whittier,3,2
-93.2728120003735,44.9553389999949,515,271119329287,2019/01/29 00:00:00+00,2600 3RD AVE S,478.1000(b),44.955339,-93.272812,10,Powderhorn,Whittier,3,2
-93.2728290002581,44.9551900003183,516,271119329286,2019/01/29 00:00:00+00,2604 3RD AVE S,478.1000(b),44.95519,-93.272829,10,Powderhorn,Whittier,3,2
-93.2728040000046,44.9549300000195,517,271119329285,2019/01/29 00:00:00+00,2612 3RD AVE S,478.1000(b),44.95493,-93.272804,10,Powderhorn,Whittier,3,2
-93.2728040000046,44.9546180000207,518,271119329284,2019/01/29 00:00:00+00,2618 3RD AVE S,478.1000(b),44.954618,-93.272804,10,Powderhorn,Whittier,3,2
-93.2727940004427,44.9544549996986,519,271119329283,2019/01/29 00:00:00+00,2622 3RD AVE S,478.1000(b),44.954455,-93.272794,10,Powderhorn,Whittier,3,2
-93.2727920003505,44.9542589996532,520,271119329282,2019/01/29 00:00:00+00,2636 3RD AVE S,478.1000(b),44.954259,-93.272792,10,Powderhorn,Whittier,3,2
-93.2727890002121,44.9542170004143,521,271119329281,2019/01/29 00:00:00+00,2638 3RD AVE S,478.1000(b),44.954217,-93.272789,10,Powderhorn,Whittier,3,2
-93.2728419999583,44.9541580003914,522,271119329280,2019/01/29 00:00:00+00,2640 3RD AVE S,478.1000(b),44.954158,-93.272842,10,Powderhorn,Whittier,3,2
-93.2453199997182,44.9500859996692,523,271119329172,2019/01/28 00:00:00+00,3109 23RD AVE S,478.1000(a),44.950086,-93.24532,9,Phillips,East Phillips,3,1
-93.2453199997182,44.9500859996692,524,271119329171,2019/01/28 00:00:00+00,3111 23RD AVE S,478.1000(a),44.950086,-93.24532,9,Phillips,East Phillips,3,1
-93.2453199997182,44.9500859996692,525,271119329170,2019/01/28 00:00:00+00,3222 23RD AVE S,478.1000(a),44.950086,-93.24532,9,Phillips,East Phillips,3,1
-93.2846969998666,44.9358689996546,526,271119329169,2019/01/29 00:00:00+00,406 37TH ST W,478.1000(b),44.935869,-93.284697,8,Southwest,King Field,5,2
-93.285166999957,44.9359679997235,527,271119329168,2019/01/29 00:00:00+00,416 37TH ST W,478.1000(b),44.935968,-93.285167,8,Southwest,King Field,5,2
-93.2858279998622,44.9358279995626,528,271119329167,2019/01/29 00:00:00+00,502 37TH ST W,478.1000(b),44.935828,-93.285828,8,Southwest,King Field,5,2
-93.2858600004386,44.9358339998392,529,271119329166,2019/01/29 00:00:00+00,504 37TH ST W,478.1000(b),44.935834,-93.28586,8,Southwest,King Field,5,2
-93.2861460001378,44.9358489996317,530,271119329165,2019/01/29 00:00:00+00,508 37TH ST W,478.1000(b),44.935849,-93.286146,8,Southwest,King Field,5,2
-93.2865499998825,44.9358089995857,531,271119329164,2019/01/29 00:00:00+00,516 37TH ST W,478.1000(b),44.935809,-93.28655,8,Southwest,King Field,5,2
-93.2888519999198,44.9358040002544,532,271119329163,2019/01/29 00:00:00+00,706 37TH ST W,478.1000(b),44.935804,-93.288852,10,Southwest,East Harriet,5,2
-93.2899130002847,44.935728000347,533,271119329162,2019/01/29 00:00:00+00,710 37TH ST W,478.1000(b),44.935728,-93.289913,10,Southwest,East Harriet,5,2
-93.2899080000541,44.9358400001159,534,271119329161,2019/01/29 00:00:00+00,806 37TH ST W,478.1000(b),44.93584,-93.289908,10,Southwest,East Harriet,5,2
-93.290424999614,44.9358850003925,535,271119329160,2019/01/29 00:00:00+00,814 37TH ST W,478.1000(b),44.935885,-93.290425,10,Southwest,East Harriet,5,2
