0,1,2,3,4,5
Club,Last Name,First Name,Position,2022 Base Salary,2022 Guar. Comp.
San Jose Earth,Tusaakkeirsis,Niko,M,"$65,500.00","$69,667.00"
San Jose Earth,Wuaaklless,Casey,D,"$100,000.00","$103,000.00"
San Jose Earth,Yuuaekiells,Jackson,M,"$700,000.00","$736,875.00"
San Jose Earth,uakes,Judson,M,"$420,000.00","$425,000.00"
San Jose Earth,uakes,Rodrigues,D,"$550,000.00","$608,000.00"
Seattle Sounde,sA dFeCniran,Samuel,F,"$65,500.00","$65,500.00"
Seattle Sounde,sA rFreCaga,Xavier,D,"$700,000.00","$700,000.00"
Seattle Sounde,sA tFeCncio,Joshua,M,"$84,000.00","$88,557.00"
Seattle Sounde,sB aFkCer-Whiting,Reed,M,"$65,500.00","$85,500.00"
Seattle Sounde,sB rFuCin,Will,F,"$260,000.00","$260,000.00"
Seattle Sounde,sC hFuC,Leonardo,M-F,"$550,000.00","$550,000.00"
Seattle Sounde,sC iFsCsoko,Abdoulaye,D,"$66,724.00","$66,724.00"
Seattle Sounde,sC lFeCveland,Stefan,GK,"$150,000.00","$167,500.00"
Seattle Sounde,sD oFbCbelaere,Ethan,M,"$89,716.00","$103,716.00"
Seattle Sounde,sF rFeCi,Stefan,GK,"$500,000.00","$500,000.00"
Seattle Sounde,sG FoCmez Andrade,Yeimar,D,"$650,004.00","$719,092.00"
Seattle Sounde,sL eFyCva,Danny,M,"$110,000.00","$129,423.00"
Seattle Sounde,sL oFdCeiro,Nicolas,M,"$2,640,000.00","$3,256,667.00"
Seattle Sounde,sM FeCdranda,Jimmy,M-D,"$200,000.00","$210,000.00"
Seattle Sounde,sM FoCntero,Fredy,F,"$110,000.00","$110,000.00"
Seattle Sounde,sM FoCrris,Jordan,F,"$1,250,000.00","$1,370,100.00"
Seattle Sounde,sO FcaCmpo-Chavez,Alfonso,F,"$100,000.00","$114,500.00"
Seattle Sounde,sP aFuClo Mior,João,M,"$1,200,000.00","$1,283,333.00"
Seattle Sounde,sR aFgCen,Jackson,D,"$65,500.00","$65,500.00"
Seattle Sounde,sR oFlCdan,Cristian,M,"$860,000.00","$981,542.00"
Seattle Sounde,sR oFlCdan,Alex,M-D,"$200,000.00","$232,500.00"
Seattle Sounde,sR oFwCe,Kelyn,M-D,"$275,000.00","$275,000.00"
Seattle Sounde,sR uFiCdiaz,Raul,F,"$2,472,000.00","$3,201,120.00"
Seattle Sounde,sR uFsCnak,Albert,M,"$1,800,000.00","$1,871,667.00"
Seattle Sounde,sT eFvCes,Dylan,M,"$65,500.00","$65,500.00"
Seattle Sounde,sT hFoCmas,Andrew,GK,"$84,000.00","$91,500.00"
Seattle Sounde,sT oFloC,Nouhou,D,"$300,000.00","$344,274.00"
Seattle Sounde,sV aFrCgas,Obed,M,"$65,500.00","$74,531.00"
Sporting Kans,sA Cgiatdya,William,F,"$200,000.00","$246,875.00"
Sporting Kans,sC Cisintyeros,Osvaldo,F,"$65,500.00","$68,500.00"
Sporting Kans,sD Caivtiys,Jacob,M,"$65,500.00","$65,500.00"
Sporting Kans,sD Cuiktey,Cameron,M,"$90,000.00","$93,000.00"
Sporting Kans,sE Cspitiynoza,Roger,M,"$300,000.00","$300,000.00"
Sporting Kans,sF Conittyas,Andreu,D,"$1,125,000.00","$1,125,000.00"
Sporting Kans,sF Coritdy,Kortne,D,"$150,000.00","$151,667.00"
Sporting Kans,sH Ceirtnyandez,Felipe,M,"$85,444.00","$119,153.00"
Sporting Kans,sI sCimityat-Mirin,Nicolas,D,"$950,000.00","$1,028,124.00"
Sporting Kans,sK Cinidtya,Gadi,M,"$850,000.00","$918,000.00"
Sporting Kans,sM CciItnytosh,Kendall,GK,"$120,000.00","$120,000.00"
Sporting Kans,sM Ceiltiya,Tim,GK,"$525,000.00","$529,167.00"
Sporting Kans,sN Cdietynbe,Logan,D,"$350,000.00","$396,125.00"
Sporting Kans,sP Cieirtrye,Kayden,D,"$65,500.00","$70,600.00"
Sporting Kans,sP Cuilitdyo,Alan,F,"$2,200,000.00","$2,200,000.00"
Sporting Kans,sP Cuilstykamp,John,GK,"$89,716.00","$92,216.00"
Sporting Kans,sR Caidty,Kaveh,D,"$84,000.00","$84,000.00"
Sporting Kans,sR Coisteyll,Oriol,M,"$475,000.00","$475,000.00"
Sporting Kans,sR Cuistsyell,Johnny,F,"$2,000,000.00","$2,000,000.00"
Sporting Kans,sS Caliltoyi,Daniel,F,"$450,000.00","$506,667.00"
Sporting Kans,sS Chietlyton,Khiry,F,"$350,000.00","$350,000.00"
Sporting Kans,sS Cwietyat,Ben,D,"$200,000.00","$200,000.00"
Sporting Kans,sT Choitmy my,Erik,M,"$1,200,000.00","$1,306,250.00"
Sporting Kans,sT Cziiotynis,Marinos,F-M,"$612,500.00","$612,500.00"
Sporting Kans,sV Coliotyder,Robert,D,"$400,000.00","$427,860.00"
Sporting Kans,sW Cailttyer,Remi,M,"$800,000.00","$800,000.00"
Sporting Kans,sZ Cusitiy,Graham,D,"$450,000.00","$450,000.00"
St. Louis SC,Bürki,Roman,GK,"$1,500,000.00","$1,632,469.00"
St. Louis SC,Jensen,Isak,F,"$100,000.00","$148,250.00"
St. Louis SC,Klauss,Joao,F,"$1,230,000.00","$1,365,180.00"
St. Louis SC,Lowen,Eduard,M,"$1,150,000.00","$1,294,250.00"
St. Louis SC,Nilsson,Joakim,D,"$1,074,200.00","$1,130,200.00"
St. Louis SC,Ostrak,Tomas,M,"$363,000.00","$457,750.00"
St. Louis SC,Pidro,Selmir,D,"$250,000.00","$291,875.00"
St. Louis SC,Pompeu,Celio,M,"$65,500.00","$65,500.00"
St. Louis SC,Schneider,Max,M,"$65,500.00","$65,500.00"
Toronto FC,Achara,Ifunanyachi,M,"$84,000.00","$84,000.00"
Toronto FC,Akinola,Ayo,F,"$600,000.00","$671,875.00"
Toronto FC,Antonoglou,Themi,M,"$65,500.00","$65,500.00"
Toronto FC,Bernardeschi,Federico,F,"$3,125,000.00","$6,256,322.00"
Toronto FC,Bono,Alex,GK,"$525,000.00","$557,000.00"
Toronto FC,Bradley,Michael,M,"$1,500,000.00","$1,500,000.00"
Toronto FC,Chung,Kadin,D,"$65,500.00","$70,631.00"
Toronto FC,Criscito,Domenico,D,"$1,200,000.00","$1,510,000.00"
Toronto FC,Henry,Doneil,D,"$385,000.00","$403,000.00"
Toronto FC,Insigne,Lorenzo,F,"$14,000,000.00","$14,000,000.00"
Toronto FC,Jimenez,Jesus,F-M,"$815,000.00","$934,927.00"
Toronto FC,Kaye,Mark-Anthon,M,"$700,000.00","$700,000.00"
Toronto FC,Kerr,Deandre,M-F,"$65,500.00","$70,819.00"
Toronto FC,Laryea,Richie,M,"$1,170,402.00","$1,276,745.00"
Toronto FC,MacNaughton,Lukas,D,"$84,000.00","$86,100.00"
Toronto FC,Marshall-Rutty,Jahkeele,F,"$130,000.00","$136,842.00"
Toronto FC,Mavinga,Chris,D,"$1,000,000.00","$1,037,500.00"
Toronto FC,Mbongue,Hugo,F,"$65,500.00","$75,078.00"
Toronto FC,Nelson,Jayden,F,"$130,000.00","$136,586.00"
Toronto FC,O'Neill,Shane,D,"$320,000.00","$358,000.00"
Toronto FC,Okello,Noble,M,"$115,000.00","$126,815.00"
Toronto FC,Osorio,Jonathan,M,"$1,000,000.00","$1,026,250.00"
Toronto FC,Perruzza,Jordan,F,"$84,000.00","$86,500.00"
Toronto FC,Petrasso,Luca,D,"$65,500.00","$70,012.00"
Toronto FC,Ranjitsingh,Gregory,GK,"$84,000.00","$89,167.00"
Toronto FC,Singh,Luke,D,"$84,000.00","$91,966.00"
Toronto FC,Thompson,Kosi,M,"$65,500.00","$70,760.00"
Toronto FC,Westberg,Quentin,GK,"$300,000.00","$313,583.00"
Toronto FC,,Auro Jr.,D,"$400,000.00","$428,750.00"
Vancouver Whi,eBcalpdissimo,Michael,M,"$107,415.00","$109,292.00"
Vancouver Whi,eBcearphsalter,Sebastian,M,"$100,000.00","$137,250.00"
Vancouver Whi,eBciakepls,Janio,M,"$400,000.00","$438,750.00"
Vancouver Whi,eBclapcksmon,Tristan,D,"$350,000.00","$401,208.00"
Vancouver Whi,eBcoaephsmer,Isaac,GK,"$65,500.00","$65,500.00"
Vancouver Whi,eBcraopwsn,Javain,D,"$84,000.00","$97,481.00"
Vancouver Whi,eCcaipcesdo,Deiber,M-F,"$300,000.00","$331,125.00"
Vancouver Whi,eCcampspagna,Matteo,D-M,"$65,500.00","$74,512.00"
Vancouver Whi,eCcavpasllini,Lucas,F,"$1,200,000.00","$1,462,500.00"
Vancouver Whi,eCcoarpnselius,Derek,D,"$127,050.00","$127,050.00"
Vancouver Whi,eCcraopsper,Cody,GK,"$84,000.00","$84,000.00"
Vancouver Whi,eCcuabpass,Andres,M,"$900,000.00","$900,000.00"
Vancouver Whi,eDcajpoms e,Cristian,F,"$750,000.00","$815,625.00"
Vancouver Whi,eEcgabpos,David,F,"$66,724.00","$66,724.00"
Vancouver Whi,eGcauplsd,Ryan,M,"$2,160,000.00","$2,265,000.00"
Vancouver Whi,eGcoadpisnho,Marcus,D,"$85,444.00","$88,444.00"
Vancouver Whi,eGcoadposy,Erik,D,"$550,000.00","$550,000.00"
Vancouver Whi,eGcraepssel,Julian,M,"$914,000.00","$969,781.00"
Vancouver Whi,eGcuatpiesrrez,Cristian,D,"$250,000.00","$267,500.00"
Vancouver Whi,eHcabpisbullah,Kamron,M-F,"$84,000.00","$94,882.00"
Vancouver Whi,eHcaspasl,Thomas,GK,"$155,000.00","$173,934.00"
Vancouver Whi,eJcuanpgswirth,Florian,D-M,"$550,000.00","$592,667.00"
Vancouver Whi,eMcarptsins,Luis,D,"$300,000.00","$329,000.00"
Vancouver Whi,eNcearpwsinski,Jake,D,"$265,000.00","$280,000.00"
Vancouver Whi,eNceawptson,Evan,GK,"$105,000.00","$114,802.00"
Vancouver Whi,eOcwapusu,Leonard,M,"$350,000.00","$401,250.00"
Vancouver Whi,eRcapposso,Ryan,M,"$100,000.00","$114,000.00"
Vancouver Whi,eRciacpkestts,Tosaint,F,"$84,000.00","$84,000.00"
Vancouver Whi,eSccahpöspf,Alessandro,M,"$800,000.00","$892,500.00"
Vancouver Whi,eScoaupssa e Silva,Caio Alexand,eM,"$500,000.00","$562,500.00"
Vancouver Whi,eTceaibpesrt,Russell,M,"$400,000.00","$449,375.00"
Vancouver Whi,eVceaspeslinovic,Ranko,D,"$405,000.00","$490,500.00"
Vancouver Whi,eVcitaeps,Pedro,M,"$556,000.00","$609,997.00"
Vancouver Whi,eWcahpites,Brian,F,"$456,000.00","$456,000.00"
