X,Y,OBJECTID,Snow_Emerg,Snow_Eme_1,Snow_Eme_2,Key_,Call_Taken,Customer,Location,Latitude,Longitude,Ward,Neighborho,Community,Day,Tow_Zone
-10384208.267329,5617760.49155275,128,Victory 1,2022-2023,4,128,2023/02/23 00:00:00+00,Snow Emergency,"1310 linden av,Minneapolis,MN",44.976105,-93.28293,5,North Loop,Central,1,3
-10379323.6793907,5615828.26953622,129,Victory 1,2022-2023,4,129,2023/02/23 00:00:00+00,Snow Emergency,"2313 9th st,Minneapolis,MN",44.963825,-93.239051,6,Seward,Longfellow,1,4
-10379587.8405105,5598495.47821445,130,Victory 1,2022-2023,4,130,2023/02/23 00:00:00+00,Snow Emergency,"2200 Blaisedell AVE S ,Minneapolis,MN",44.853551,-93.241424,0, , ,1,0
-10379508.3584329,5615831.41614501,131,Victory 1,2022-2023,4,131,2023/02/23 00:00:00+00,Snow Emergency,"2201 9TH ST S ,Minneapolis,MN",44.963845,-93.24071,6,Seward,Longfellow,1,4
-10379329.133997,5615828.26953622,132,Victory 1,2022-2023,4,132,2023/02/23 00:00:00+00,Snow Emergency,"2309 9TH ST S,Minneapolis,MN",44.963825,-93.2391,6,Seward,Longfellow,1,4
-10377487.9096058,5608810.13647664,133,Victory 1,2022-2023,4,133,2023/02/23 00:00:00+00,Snow Emergency,"4613 34th ave s,Minneapolis,MN",44.9192,-93.22256,12,Ericsson,Nokomis,1,6
-10380497.098095,5613132.03211124,134,Victory 1,2022-2023,4,134,2023/02/23 00:00:00+00,Snow Emergency,"1730 E 31st St,Minneapolis,MN",44.946685,-93.249592,9,Powderhorn Park,Powderhorn,1,6
-10383873.1956271,5614751.40834588,135,Victory 1,2022-2023,4,135,2023/02/23 00:00:00+00,Snow Emergency,"2500 BLAISDELL AVE,Minneapolis,MN",44.95698,-93.27992,10,Whittier,Powderhorn,1,3
-10380493.9812058,5613132.03211124,136,Victory 1,2022-2023,4,136,2023/02/23 00:00:00+00,Snow Emergency,"1736 31st st e,Minneapolis,MN",44.946685,-93.249564,9,Powderhorn Park,Powderhorn,1,6
-10384209.0465013,5617760.49155275,137,Victory 1,2022-2023,4,137,2023/02/23 00:00:00+00,Snow Emergency,"1314 linden av ,Minneapolis,MN",44.976105,-93.282937,5,North Loop,Central,1,3
-10377182.894251,5609987.70109783,138,Victory 1,2022-2023,4,138,2023/02/23 00:00:00+00,Snow Emergency,"3609 42nd st e,Minneapolis,MN",44.92669,-93.21982,12,Hiawatha,Longfellow,1,6
-10380767.0478951,5611990.22790524,139,Victory 1,2022-2023,4,139,2023/02/23 00:00:00+00,Snow Emergency,"1549 35th st e,Minneapolis,MN",44.939425,-93.252017,9,Powderhorn Park,Powderhorn,1,6
-10384210.8276952,5617760.49155275,140,Victory 1,2022-2023,4,140,2023/02/23 00:00:00+00,Snow Emergency,"1324 Linden ave,Minneapolis,MN",44.976105,-93.282953,5,North Loop,Central,1,3
-10385605.8835151,5623324.23453522,141,Victory 1,2022-2023,4,141,2023/02/23 00:00:00+00,Snow Emergency,"3000 Fremont Avenue N,Minneapolis,MN",45.01145,-93.295485,5,Jordan,Near North,1,1
-10379498.1169679,5615831.10146993,142,Victory 1,2022-2023,4,142,2023/02/23 00:00:00+00,Snow Emergency,"2209 9TH ST S,Minneapolis,MN",44.963843,-93.240618,6,Seward,Longfellow,1,4
-10377486.7964597,5609077.39403982,143,Victory 1,2022-2023,4,143,2023/02/23 00:00:00+00,Snow Emergency,"4517 34th ave s,Minneapolis,MN",44.9209,-93.22255,12,Ericsson,Nokomis,1,6
-10378109.5176759,5609025.51402778,144,Victory 1,2022-2023,4,144,2023/02/23 00:00:00+00,Snow Emergency,"4531 nokomiS avenue,MINNEAPOLIS,MN",44.92057,-93.228144,12,Ericsson,Nokomis,1,6
-10386073.3140885,5618197.02965842,145,Victory 1,2022-2023,4,145,2023/02/23 00:00:00+00,Snow Emergency,"1505 2nd Ave n ,Minneapolis,MN",44.978879,-93.299684,5,Harrison,Near North,1,3
-10386071.0876962,5618196.87227964,146,Victory 1,2022-2023,4,146,2023/02/23 00:00:00+00,Snow Emergency,"1503 2nd ave north ,Minneapolis,MN",44.978878,-93.299664,5,Harrison,Near North,1,3
-10386088.5648613,5618199.23282023,147,Victory 1,2022-2023,4,147,2023/02/23 00:00:00+00,Snow Emergency,"1519 2nd Ave n,Minneapolis,MN",44.978893,-93.299821,5,Harrison,Near North,1,3
-10384005.1092,5623947.64419799,148,Victory 1,2022-2023,4,148,2023/02/23 00:00:00+00,Snow Emergency,"3333 2ND ST N,Minneapolis,MN",45.015409,-93.281105,4,McKinley,Camden,1,1
-10384001.5470123,5623907.48894484,149,Victory 1,2022-2023,4,149,2023/02/23 00:00:00+00,Snow Emergency,"3321 2ND ST N,Minneapolis,MN",45.015154,-93.281073,4,McKinley,Camden,1,1
-10378967.3456867,5615830.62945733,150,Victory 1,2022-2023,4,150,2023/02/23 00:00:00+00,Snow Emergency,"2515 9th st s,Minneapolis,MN",44.96384,-93.23585,6,Seward,Longfellow,1,4
-10379340.1546342,5615828.26953622,151,Victory 1,2022-2023,4,151,2023/02/23 00:00:00+00,Snow Emergency,"2301 9TH ST S,Minneapolis,MN",44.963825,-93.239199,6,Seward,Longfellow,1,4
-10378966.1211158,5615832.98937906,152,Victory 1,2022-2023,4,152,2023/02/23 00:00:00+00,Snow Emergency,"2513 9th st s,Minneapolis,MN",44.963855,-93.235839,6,Seward,Longfellow,1,4
-10386099.4741739,5618200.96398749,153,Victory 1,2022-2023,4,153,2023/02/23 00:00:00+00,Snow Emergency,"1529 2nd Ave n ,Minneapolis,MN",44.978904,-93.299919,5,Harrison,Near North,1,3
-10379312.5474288,5615828.26953622,154,Victory 1,2022-2023,4,154,2023/02/23 00:00:00+00,Snow Emergency,"2321 9TH ST S,Minneapolis,MN",44.963825,-93.238951,6,Seward,Longfellow,1,4
-10379312.5474288,5615828.26953622,155,Victory 1,2022-2023,4,155,2023/02/23 00:00:00+00,Snow Emergency,"2321 9TH ST S,Minneapolis,MN",44.963825,-93.238951,6,Seward,Longfellow,1,4
-10379487.9869277,5615830.94413239,156,Victory 1,2022-2023,4,156,2023/02/23 00:00:00+00,Snow Emergency,"2217 9TH ST S,Minneapolis,MN",44.963842,-93.240527,6,Seward,Longfellow,1,4
-10385605.8835151,5623324.23453522,157,Victory 1,2022-2023,4,157,2023/02/23 00:00:00+00,Snow Emergency,"3000 Fremont Avenue n ,Minneapolis,MN",45.01145,-93.295485,5,Jordan,Near North,1,1
-10379315.3304443,5615828.26953622,158,Victory 1,2022-2023,4,158,2023/02/23 00:00:00+00,Snow Emergency,"2319 9TH ST S,Minneapolis,MN",44.963825,-93.238976,6,Seward,Longfellow,1,4
-10386265.4514801,5618171.22070608,159,Victory 1,2022-2023,4,159,2023/02/23 00:00:00+00,Snow Emergency,"1501 2AV N,Minneapolis,MN",44.978715,-93.30141,5,Harrison,Near North,1,3
-10386079.7706164,5618197.97393121,160,Victory 1,2022-2023,4,160,2023/02/23 00:00:00+00,Snow Emergency,"1511 2 AV N,Minneapolis,MN",44.978885,-93.299742,5,Harrison,Near North,1,3
-10386097.2477815,5618200.49185093,161,Victory 1,2022-2023,4,161,2023/02/23 00:00:00+00,Snow Emergency,"1527 2nd ave north ,Minneapolis,MN",44.978901,-93.299899,5,Harrison,Near North,1,3
-10386101.5892417,5618201.27874522,162,Victory 1,2022-2023,4,162,2023/02/23 00:00:00+00,Snow Emergency,"1531 2nd Ave n ,Minneapolis,MN",44.978906,-93.299938,5,Harrison,Near North,1,3
-10375647.0191885,5606657.42951929,163,Victory 1,2022-2023,4,163,2023/02/23 00:00:00+00,Snow Emergency,"4718 54th Street East,Minneapolis,MN",44.905505,-93.206023,12,Minnehaha,Nokomis,1,6
-10375647.9097855,5606657.42951929,164,Victory 1,2022-2023,4,164,2023/02/23 00:00:00+00,Snow Emergency,"4716 54th Street East,Minneapolis,MN",44.905505,-93.206031,12,Minnehaha,Nokomis,1,6
-10378975.8059577,5615832.98937906,165,Victory 1,2022-2023,4,165,2023/02/23 00:00:00+00,Snow Emergency,"2505 9TH ST S,Minneapolis,MN",44.963855,-93.235926,6,Seward,Longfellow,1,4
-10375182.4829552,5606660.57293413,166,Victory 1,2022-2023,4,166,2023/02/23 00:00:00+00,Snow Emergency,"5020 54th st e,Minneapolis,MN",44.905525,-93.20185,12,Minnehaha,Nokomis,1,6
-10386092.9063214,5618200.01971439,167,Victory 1,2022-2023,4,167,2023/02/23 00:00:00+00,Snow Emergency,"1523 2nd Ave n ,Minneapolis,MN",44.978898,-93.29986,5,Harrison,Near North,1,3
-10379581.3839827,5598495.63525038,168,Victory 1,2022-2023,4,168,2023/02/23 00:00:00+00,Snow Emergency,"2500 blasedell ave,Minneapolis,MN",44.853552,-93.241366,0, , ,1,0
-10379579.1575903,5598495.63525038,169,Victory 1,2022-2023,4,169,2023/02/23 00:00:00+00,Snow Emergency,"2600 blasedell ave,Minneapolis,MN",44.853552,-93.241346,0, , ,1,0
-10386232.0556946,5618279.02055903,170,Victory 1,2022-2023,4,170,2023/02/23 00:00:00+00,Snow Emergency,"215 cedar LAKE RD N,Minneapolis,MN",44.9794,-93.30111,5,Harrison,Near North,1,3
-10386076.9876009,5618348.8943919,171,Victory 1,2022-2023,4,171,2023/02/23 00:00:00+00,Snow Emergency,"322 cedar lake road north ,Minneapolis,MN",44.979844,-93.299717,5,Harrison,Near North,1,3
-10378766.8592486,5615832.98937906,172,Victory 1,2022-2023,4,172,2023/02/23 00:00:00+00,Snow Emergency,"2609 9th st s,Minneapolis,MN",44.963855,-93.234049,6,Seward,Longfellow,1,4
-10378769.7535887,5615832.98937906,173,Victory 1,2022-2023,4,173,2023/02/23 00:00:00+00,Snow Emergency,"2607 9th st s,Minneapolis,MN",44.963855,-93.234075,6,Seward,Longfellow,1,4
-10378149.7040633,5608404.23464812,174,Victory 1,2022-2023,4,174,2023/02/23 00:00:00+00,Snow Emergency,"4728 Nokomis ave ,Minneapolis,MN",44.916618,-93.228505,12,Ericsson,Nokomis,1,6
-10382295.7984819,5623516.3389435,175,Victory 1,2022-2023,4,175,2023/02/23 00:00:00+00,Snow Emergency,"2415 2nd st no mpls,Minneapolis,MN",45.01267,-93.26575,3,Bottineau,Northeast,1,2
-10382327.5244982,5623753.32594083,176,Victory 1,2022-2023,4,176,2023/02/23 00:00:00+00,Snow Emergency,"2533 2nd st no mpls ,Minneapolis,MN",45.014175,-93.266035,1,Marshall Terrace,Northeast,1,2
-10378596.0951837,5605603.50540551,177,Victory 1,2022-2023,4,177,2023/02/23 00:00:00+00,Snow Emergency,"5730 28th Ave., MINNEAPOLIS,MN",44.898799,-93.232515,11,Wenonah,Nokomis,1,6
-10386081.8856842,5618343.07156361,178,Victory 1,2022-2023,4,178,2023/02/23 00:00:00+00,Snow Emergency,"316 CEDAR LAKE RD N,Minneapolis,MN",44.979807,-93.299761,5,Harrison,Near North,1,3
-10386081.8856842,5618343.07156361,179,Victory 1,2022-2023,4,179,2023/02/23 00:00:00+00,Snow Emergency,"316 CEDAR LAKE RD N,Minneapolis,MN",44.979807,-93.299761,5,Harrison,Near North,1,3
-10379312.5474288,5615828.26953622,180,Victory 1,2022-2023,4,180,2023/02/23 00:00:00+00,Snow Emergency,"2321 9TH ST S,Minneapolis,MN",44.963825,-93.238951,6,Seward,Longfellow,1,4
-10379016.8828419,5616402.07112936,181,Victory 1,2022-2023,4,181,2023/02/23 00:00:00+00,Snow Emergency,"600 block 25TH ave s,Minneapolis,MN",44.967472,-93.236295,2,Cedar Riverside,University,1,4
-10385581.9498221,5625606.13317858,182,Victory 1,2022-2023,4,182,2023/02/23 00:00:00+00,Snow Emergency,"3900 FREMONT AVE N,Minneapolis,MN",45.02594,-93.29527,4,Webber - Camden,Camden,1,1
-10379016.8828419,5616240.79875153,183,Victory 1,2022-2023,4,183,2023/02/23 00:00:00+00,Snow Emergency,"700 BLOCK 25TH AVE S,Minneapolis,MN",44.966447,-93.236295,2,Cedar Riverside,University,1,4
-10379016.8828419,5616240.79875153,184,Victory 1,2022-2023,4,184,2023/02/23 00:00:00+00,Snow Emergency,"700- BLOCK 25TH AVE S,Minneapolis,MN",44.966447,-93.236295,2,Cedar Riverside,University,1,4
-10379016.8828419,5616240.79875153,185,Victory 1,2022-2023,4,185,2023/02/23 00:00:00+00,Snow Emergency,"700-BLOCK 25TH AVE S,Minneapolis,MN",44.966447,-93.236295,2,Cedar Riverside,University,1,4
-10385377.1219239,5615599.35686684,186,Victory 1,2022-2023,4,186,2023/02/23 00:00:00+00,Snow Emergency,"2000 dupont ave s.,Minneapolis,MN",44.96237,-93.29343,7,Lowry Hill,Calhoun Isle,1,3
-10375646.017367,5606657.42951929,187,Victory 1,2022-2023,4,187,2023/02/23 00:00:00+00,Snow Emergency,"4720 54th Street East,Minneapolis,MN",44.905505,-93.206014,12,Minnehaha,Nokomis,1,6
-10377634.6287531,5609430.34333538,188,Victory 1,2022-2023,4,188,2023/02/23 00:00:00+00,Snow Emergency,"3321 44th st e,Minneapolis,MN",44.923145,-93.223878,12,Ericsson,Nokomis,1,6
-10378149.0361155,5609796.51322951,189,Victory 1,2022-2023,4,189,2023/02/23 00:00:00+00,Snow Emergency,"4246 Nokomis Avenue South,Minneapolis,MN",44.925474,-93.228499,12,Ericsson,Nokomis,1,6
-10383611.5948735,5615075.47572297,190,Victory 1,2022-2023,4,190,2023/02/23 00:00:00+00,Snow Emergency,"17 24th st. E,Minneapolis,MN",44.95904,-93.27757,10,Whittier,Powderhorn,1,3
-10383542.5767099,5616003.69447325,191,Victory 1,2022-2023,4,191,2023/02/23 00:00:00+00,Snow Emergency,"1800 1st Ave s,Minneapolis,MN",44.96494,-93.27695,6,Steven's Square - Loring Heights,Central,1,3
-10383864.2900576,5616047.74781078,192,Victory 1,2022-2023,4,192,2023/02/23 00:00:00+00,Snow Emergency,"1800 Lasalle ,Minneapolis,MN",44.96522,-93.27984,7,Steven's Square - Loring Heights,Central,1,3
-10385797.9096822,5612717.60025281,193,Victory 1,2022-2023,4,193,2023/02/23 00:00:00+00,Snow Emergency,"3238 Girard Ave s,Minneapolis,MN",44.94405,-93.29721,10,South Uptown,Calhoun Isle,2,5
-10385384.5803734,5611902.94709872,194,Victory 1,2022-2023,4,194,2023/02/23 00:00:00+00,Snow Emergency,"3514 Dupont Ave S,Minneapolis,MN",44.93887,-93.293497,10,South Uptown,Calhoun Isle,2,5
-10385401.61224,5611910.81027376,195,Victory 1,2022-2023,4,195,2023/02/23 00:00:00+00,Snow Emergency,"3516 Dupont Ave S,Minneapolis,MN",44.93892,-93.29365,10,South Uptown,Calhoun Isle,2,5
-10380822.3736305,5619497.79910274,196,Victory 1,2022-2023,4,196,2023/02/23 00:00:00+00,Snow Emergency,"402 2ND AVE SE,Minneapolis,MN",44.987144,-93.252514,3,Marcy Holmes,University,2,4
-10378107.2912836,5610609.40390383,197,Victory 1,2022-2023,4,197,2023/02/23 00:00:00+00,Snow Emergency,"3048 40th Street East,Minneapolis,MN",44.930644,-93.228124,12,Standish,Powderhorn,2,6
-10378167.5151022,5610609.0894107,198,Victory 1,2022-2023,4,198,2023/02/23 00:00:00+00,Snow Emergency,"3038 40th Street East,Minneapolis,MN",44.930642,-93.228665,12,Standish,Powderhorn,2,6
-10380549.640915,5619261.71087115,199,Victory 1,2022-2023,4,199,2023/02/23 00:00:00+00,Snow Emergency,"322 4TH AVE SE,Minneapolis,MN",44.985644,-93.250064,3,Marcy Holmes,University,2,4
-10384074.6838866,5613302.68599475,200,Victory 1,2022-2023,4,200,2023/02/23 00:00:00+00,Snow Emergency,"3024 Pillsbury ave s ,Minneapolis,MN",44.94777,-93.28173,8,Lyndale,Powderhorn,2,5
-10385532.96929,5612121.54373773,201,Victory 1,2022-2023,4,201,2023/02/23 00:00:00+00,Snow Emergency,"3432 Emerson Ave S,Minneapolis,MN",44.94026,-93.29483,10,South Uptown,Calhoun Isle,2,5
-10383823.3244979,5616628.32918436,202,Victory 1,2022-2023,4,202,2023/02/23 00:00:00+00,Snow Emergency,"112 14th st w ,Minneapolis,MN",44.96891,-93.279472,7,Loring Park,Central,2,3
-10385523.0617989,5612097.79669298,203,Victory 1,2022-2023,4,203,2023/02/23 00:00:00+00,Snow Emergency,"3434 Emerson Ave S,Minneapolis,MN",44.940109,-93.294741,10,South Uptown,Calhoun Isle,2,5
-10378109.6290006,5610609.40390383,204,Victory 1,2022-2023,4,204,2023/02/23 00:00:00+00,Snow Emergency,"3044 40th st e,Minneapolis,MN",44.930644,-93.228145,12,Standish,Powderhorn,2,6
-10384501.1489004,5621089.35252367,205,Victory 1,2022-2023,4,205,2023/02/23 00:00:00+00,Snow Emergency,"423 18TH AVE N,Minneapolis,MN",44.997255,-93.285561,5,Near - North,Near North,2,1
-10384085.8158485,5613057.32282791,206,Victory 1,2022-2023,4,206,2023/02/23 00:00:00+00,Snow Emergency,"3108 Pillsbury ave s ,Minneapolis,MN",44.94621,-93.28183,8,Lyndale,Powderhorn,2,5
-10384472.094475,5621077.54576226,207,Victory 1,2022-2023,4,207,2023/02/23 00:00:00+00,Snow Emergency,"421 18TH AVE N,Minneapolis,MN",44.99718,-93.2853,5,Near - North,Near North,2,1
-10384049.6370475,5613172.29673002,208,Victory 1,2022-2023,4,208,2023/02/23 00:00:00+00,Snow Emergency,"3046 Pillsbury Ave ,Minneapolis,MN",44.946941,-93.281505,8,Lyndale,Powderhorn,2,5
-10383988.4113073,5616395.30547284,209,Victory 1,2022-2023,4,209,2023/02/23 00:00:00+00,Snow Emergency,"1506 SPRUCE PL,Minneapolis,MN",44.967429,-93.280955,7,Loring Park,Central,2,3
-10380650.9416179,5619381.80033664,210,Victory 1,2022-2023,4,210,2023/02/23 00:00:00+00,Snow Emergency,"304 4TH ST SE,Minneapolis,MN",44.986407,-93.250974,3,Marcy Holmes,University,2,4
-10384010.1186079,5616563.81829846,211,Victory 1,2022-2023,4,211,2023/02/23 00:00:00+00,Snow Emergency,"1408 spruce ,Minneapolis,MN",44.9685,-93.28115,7,Loring Park,Central,2,3
-10380817.9208457,5619505.66889706,212,Victory 1,2022-2023,4,212,2023/02/23 00:00:00+00,Snow Emergency,"406 2ND AVE SE,Minneapolis,MN",44.987194,-93.252474,3,Marcy Holmes,University,2,4
-10383988.4113073,5616406.31922958,213,Victory 1,2022-2023,4,213,2023/02/23 00:00:00+00,Snow Emergency,"1502 SPRUCE PL,Minneapolis,MN",44.967499,-93.280955,7,Loring Park,Central,2,3
-10384049.6370475,5613052.60443611,214,Victory 1,2022-2023,4,214,2023/02/23 00:00:00+00,Snow Emergency,"3116 Pillsbury ave s ,Minneapolis,MN",44.94618,-93.281505,8,Lyndale,Powderhorn,2,5
-10382793.95315,5622281.43051128,215,Victory 1,2022-2023,4,215,2023/02/23 00:00:00+00,Snow Emergency,"1630 GRAND ST NE,Minneapolis,MN",45.004827,-93.270225,3,Sheridan,Northeast,2,2
-10383994.5338613,5616555.95121092,216,Victory 1,2022-2023,4,216,2023/02/23 00:00:00+00,Snow Emergency,"1406 SPRUCE PLACE ,Minneapolis,MN",44.96845,-93.28101,7,Loring Park,Central,2,3
-10380974.9926826,5612969.24540874,217,Victory 1,2022-2023,4,217,2023/02/23 00:00:00+00,Snow Emergency,"3126 15th ave s,Minneapolis,MN",44.94565,-93.253885,9,Powderhorn Park,Powderhorn,2,6
-10383835.6809306,5616628.80123868,218,Victory 1,2022-2023,4,218,2023/02/23 00:00:00+00,Snow Emergency,"120 14TH ST W ,Minneapolis,MN",44.968913,-93.279583,7,Loring Park,Central,2,3
-10378108.4045298,5610609.40390383,219,Victory 1,2022-2023,4,219,2023/02/23 00:00:00+00,Snow Emergency,"3046 40th st e,Minneapolis,MN",44.930644,-93.228134,12,Standish,Powderhorn,2,6
-10383814.0849546,5616627.85713007,220,Victory 1,2022-2023,4,220,2023/02/23 00:00:00+00,Snow Emergency,"106 14th st w ,Minneapolis,MN",44.968907,-93.279389,7,Loring Park,Central,2,3
-10384049.6370475,5612944.08054923,221,Victory 1,2022-2023,4,221,2023/02/23 00:00:00+00,Snow Emergency,"3132 Pillsbury Ave,Minneapolis,MN",44.94549,-93.281505,8,Lyndale,Powderhorn,2,5
-10380010.4092626,5613043.16751845,222,Victory 1,2022-2023,4,222,2023/02/23 00:00:00+00,Snow Emergency,"3108 19th Ave s,Minneapolis,MN",44.94612,-93.24522,9,Corcoran,Powderhorn,2,6
-10384071.3443481,5612953.51736333,223,Victory 1,2022-2023,4,223,2023/02/23 00:00:00+00,Snow Emergency,"3130 PILLSBURY AVE S,Minneapolis,MN",44.94555,-93.2817,8,Lyndale,Powderhorn,2,5
-10384049.6370475,5612972.39102111,224,Victory 1,2022-2023,4,224,2023/02/23 00:00:00+00,Snow Emergency,"3150 PILLSBURY AVE S,Minneapolis,MN",44.94567,-93.281505,8,Lyndale,Powderhorn,2,5
-10383988.4113073,5616356.28524855,225,Victory 1,2022-2023,4,225,2023/02/23 00:00:00+00,Snow Emergency,"1520 SPRUCE PL,Minneapolis,MN",44.967181,-93.280955,7,Loring Park,Central,2,3
-10383988.4113073,5616726.82719159,226,Victory 1,2022-2023,4,226,2023/02/23 00:00:00+00,Snow Emergency,"1330 SPRUCE PL,Minneapolis,MN",44.969536,-93.280955,7,Loring Park,Central,2,3
-10381921.6536389,5620372.16635129,227,Victory 1,2022-2023,4,227,2023/02/23 00:00:00+00,Snow Emergency,"156 5TH AVE NE,Minneapolis,MN",44.992699,-93.262389,3,St. Anthony West,Northeast,2,2
-10384086.9290948,5612889.03273432,228,Victory 1,2022-2023,4,228,2023/02/23 00:00:00+00,Snow Emergency,"3142 PILLSBURY AVE S,Minneapolis,MN",44.94514,-93.28184,8,Lyndale,Powderhorn,2,5
-10381712.5956052,5620222.3138,229,Victory 1,2022-2023,4,229,2023/02/23 00:00:00+00,Snow Emergency,"202 4TH AVE NE,Minneapolis,MN",44.991747,-93.260511,3,St. Anthony West,Northeast,2,2
-10383811.0793899,5616627.69977864,230,Victory 1,2022-2023,4,230,2023/02/23 00:00:00+00,Snow Emergency,"104 14th st w ,Minneapolis,MN",44.968906,-93.279362,7,Loring Park,Central,2,3
-10378533.1996742,5612436.08058387,231,Victory 1,2022-2023,4,231,2023/02/23 00:00:00+00,Snow Emergency,"3316 SNELLING AVE S,Minneapolis,MN",44.94226,-93.23195,9,Longfellow,Longfellow,2,6
-10380100.6894283,5618910.89510978,232,Victory 1,2022-2023,4,232,2023/02/23 00:00:00+00,Snow Emergency,"306 7TH AVE SE,Minneapolis,MN",44.983415,-93.246031,3,Marcy Holmes,University,2,4
-10380401.9199462,5619100.85956228,233,Victory 1,2022-2023,4,233,2023/02/23 00:00:00+00,Snow Emergency,"316 5TH AVE SE,Minneapolis,MN",44.984622,-93.248737,3,Marcy Holmes,University,2,4
-10383988.4113073,5616723.20821133,234,Victory 1,2022-2023,4,234,2023/02/23 00:00:00+00,Snow Emergency,"1334 spruce pl,Minneapolis,MN",44.969513,-93.280955,7,Loring Park,Central,2,3
-10380100.1328052,5618912.1542398,235,Victory 1,2022-2023,4,235,2023/02/23 00:00:00+00,Snow Emergency,"308 7th ave se,Minneapolis,MN",44.983423,-93.246026,3,Marcy Holmes,University,2,4
-10383989.5245535,5616653.97637255,236,Victory 1,2022-2023,4,236,2023/02/23 00:00:00+00,Snow Emergency,"1366 spruce place ,Minneapolis,MN",44.969073,-93.280965,7,Loring Park,Central,2,3
-10383988.4113073,5616356.28524855,237,Victory 1,2022-2023,4,237,2023/02/23 00:00:00+00,Snow Emergency,"1520 SPRUCE PLACE ,Minneapolis,MN",44.967181,-93.280955,7,Loring Park,Central,2,3
-10383988.4113073,5616356.28524855,238,Victory 1,2022-2023,4,238,2023/02/23 00:00:00+00,Snow Emergency,"1520 SPRUCE PLACE ,Minneapolis,MN",44.967181,-93.280955,7,Loring Park,Central,2,3
-10388147.3074571,5621387.19985203,239,Victory 1,2022-2023,4,239,2023/02/23 00:00:00+00,Snow Emergency,"1906 XERXES AVE N,Minneapolis,MN",44.999147,-93.318315,5,Willard - Hay,Near North,2,1
-10388118.9209793,5621423.88045447,240,Victory 1,2022-2023,4,240,2023/02/23 00:00:00+00,Snow Emergency,"1914 XERXES AVE N,Minneapolis,MN",44.99938,-93.31806,5,Willard - Hay,Near North,2,1
-10380509.0093293,5619503.15047154,241,Victory 1,2022-2023,4,241,2023/02/23 00:00:00+00,Snow Emergency,"314 5TH ST SE,Minneapolis,MN",44.987178,-93.249699,3,Marcy Holmes,University,2,4
-10383370.5881743,5616141.83416115,242,Victory 1,2022-2023,4,242,2023/02/23 00:00:00+00,Snow Emergency,"1722 Stevens av s,Minneapolis,MN",44.965818,-93.275405,6,Steven's Square - Loring Heights,Central,2,3
-10384260.5874997,5613161.12948602,243,Victory 1,2022-2023,4,243,2023/02/23 00:00:00+00,Snow Emergency,"3040 Pleasant Ave ,Minneapolis,MN",44.94687,-93.2834,8,Lyndale,Powderhorn,2,5
-10383989.5245535,5616653.97637255,244,Victory 1,2022-2023,4,244,2023/02/23 00:00:00+00,Snow Emergency,"1366 spruce place ,Minneapolis,MN",44.969073,-93.280965,7,Loring Park,Central,2,3
-10379173.286731,5612719.1729443,245,Victory 1,2022-2023,4,245,2023/02/23 00:00:00+00,Snow Emergency,"3216 24th av s,Minneapolis,MN",44.94406,-93.2377,9,Corcoran,Powderhorn,2,6
-10384074.6838866,5613302.68599475,246,Victory 1,2022-2023,4,246,2023/02/23 00:00:00+00,Snow Emergency,"3024 PILLSBURY AVE S,Minneapolis,MN",44.94777,-93.28173,8,Lyndale,Powderhorn,2,5
-10381848.2941153,5613184.72217765,247,Victory 1,2022-2023,4,247,2023/02/23 00:00:00+00,Snow Emergency,"3040 ELLIOT AVE S,Minneapolis,MN",44.94702,-93.26173,9,Powderhorn Park,Powderhorn,2,6
-10384085.8158485,5613027.43934427,248,Victory 1,2022-2023,4,248,2023/02/23 00:00:00+00,Snow Emergency,"3112 PILLSBURY AVE S,Minneapolis,MN",44.94602,-93.28183,8,Lyndale,Powderhorn,2,5
-10383989.5245535,5616653.97637255,249,Victory 1,2022-2023,4,249,2023/02/23 00:00:00+00,Snow Emergency,"1366 SPRICE PL,Minneapolis,MN",44.969073,-93.280965,7,Loring Park,Central,2,3
-10383989.5245535,5616652.56020573,250,Victory 1,2022-2023,4,250,2023/02/23 00:00:00+00,Snow Emergency,"1368 SPRUCE PL,Minneapolis,MN",44.969064,-93.280965,7,Loring Park,Central,2,3
-10383988.4113073,5616290.51754273,251,Victory 1,2022-2023,4,251,2023/02/23 00:00:00+00,Snow Emergency,"1530 SPRUCE PLACE ,Minneapolis,MN",44.966763,-93.280955,7,Loring Park,Central,2,3
-10381848.2941153,5613203.59617731,252,Victory 1,2022-2023,4,252,2023/02/23 00:00:00+00,Snow Emergency,"3036 ELLIOT AVE S,Minneapolis,MN",44.94714,-93.26173,9,Powderhorn Park,Powderhorn,2,6
-10383369.474928,5615744.09819378,253,Victory 1,2022-2023,4,253,2023/02/23 00:00:00+00,Snow Emergency,"1918 STEVENS AVE S,Minneapolis,MN",44.96329,-93.275395,6,Steven's Square - Loring Heights,Central,2,3
-10380412.8292588,5619447.90523636,254,Victory 1,2022-2023,4,254,2023/02/23 00:00:00+00,Snow Emergency,"416 5TH ST SE,Minneapolis,MN",44.986827,-93.248835,3,Marcy Holmes,University,2,4
-10383467.9927155,5616065.84123088,255,Victory 1,2022-2023,4,255,2023/02/23 00:00:00+00,Snow Emergency,"104 18TH ST E,Minneapolis,MN",44.965335,-93.27628,6,Steven's Square - Loring Heights,Central,2,3
