OBJECTID,Call_Taken,Customer,Location,Latitude,Longitude,Ward,Neighborhood,Community,Day,TowDist,x,y
326,01/13/2017 08:52am,Snow Emergency,"3101 3rd st n ,Minneapolis,MN",45.01198,-93.283359,5,Hawthorne,Near North,3,1,525857.378162435,180547.983507953
327,01/13/2017 09:21am,Snow Emergency,"2101 BRYANT AV N,Minneapolis,MN",45.000397,-93.291358,5,Hawthorne,Near North,3,1,523793.311034443,176322.136274015
328,01/13/2017 09:22am,Snow Emergency,"2103 6th st n,Minneapolis,MN",45.000409,-93.286802,5,Hawthorne,Near North,3,1,524971.907570156,176327.882751709
329,01/13/2017 09:25am,Snow Emergency,"3107 3rd St n,Minneapolis,MN",45.012048,-93.283359,5,Hawthorne,Near North,3,1,525857.347566639,180572.77753951
330,01/13/2017 09:34am,Snow Emergency,"2915 3rd st n ,Minneapolis,MN",45.010042,-93.283794,5,Hawthorne,Near North,3,1,525745.738100224,179841.210277621
331,01/13/2017 09:42am,Snow Emergency,"2527 6th st n,Minneapolis,MN",45.005578,-93.286483,5,Hawthorne,Near North,3,1,525052.177140479,178212.702167885
332,01/13/2017 10:04am,Snow Emergency,"2727 4th st n ,Minneapolis,MN",45.007496,-93.284914,5,Hawthorne,Near North,3,1,525457.179119072,178912.533008115
333,01/13/2017 10:14am,Snow Emergency,"2651 COLFAX AVE N,Minneapolis,MN",45.007475,-93.292148,5,Hawthorne,Near North,3,1,523586.039606716,178902.686413796
334,01/13/2017 10:32am,Snow Emergency,"2609 COLFAX AVE N,Minneapolis,MN",45.00631,-93.292143,5,Hawthorne,Near North,3,1,523587.811093541,178477.904974245
335,01/13/2017 10:40am,Snow Emergency,"2039 Aldrich av no,Minneapolis,MN",44.999953,-93.289539,5,Hawthorne,Near North,3,1,524264.059620384,176160.784297806
336,01/13/2017 10:45am,Snow Emergency,"2947 COLFAX AV N,Minneapolis,MN",45.01089,-93.292148,5,Hawthorne,Near North,3,1,523584.638140354,180147.864959577
337,01/13/2017 10:52am,Snow Emergency,"2207 Aldrich Ave. N. ,Minneapolis,MN",45.001783,-93.289793,5,Hawthorne,Near North,3,1,524197.58089079,176827.962707331
338,01/13/2017 11:25am,Snow Emergency,"2815 COLFAX AV N,Minneapolis,MN",45.009037,-93.29215,5,Hawthorne,Near North,3,1,523584.881254422,179472.222584932
339,01/13/2017 12:33pm,Snow Emergency,"2313 dupont N,Minneapolis,MN",45.003158,-93.292982,5,Hawthorne,Near North,3,1,523372.072363298,177328.379172563
340,01/13/2017 12:44pm,Snow Emergency,"2327 dupont Ave n ,Minneapolis,MN",45.003565,-93.292982,5,Hawthorne,Near North,3,1,523371.906864253,177476.779503397
341,01/13/2017 12:50pm,Snow Emergency,"2711 Bryant Ave n ,Minneapolis,MN",45.008133,-93.290841,5,Hawthorne,Near North,3,1,523923.834773014,179142.989750796
342,01/12/2017 01:03am,Snow Emergency,"46TH ST & MINNEHAHA AVE S,Minneapolis,MN",44.919745,-93.214848,12,Hiawatha,Longfellow,2,6,543646.993626086,146946.869201259
343,01/12/2017 03:46pm,Snow Emergency,"4516 SNELLING AVE S,Minneapolis,MN",44.920851,-93.217614,12,Hiawatha,Longfellow,2,6,542929.623245298,147348.654981818
344,01/11/2017 11:43pm,Snow Emergency,"2500 CENTRAL AVE NE,Minneapolis,MN",45.013301,-93.24787,1,Holland,Northeast,1,2,535035.446187524,181042.984065349
345,01/11/2017 11:57pm,Snow Emergency,"1900 CENTRL AVE NE,Minneapolis,MN",45.008291,-93.247898,1,Holland,Northeast,1,2,535031.258342142,179216.224411884
346,01/12/2017 01:48am,Snow Emergency,"1800 4TH ST NE,Minneapolis,MN",45.006558,-93.262006,1,Holland,Northeast,2,2,531383.078494244,178578.555202352
347,01/12/2017 01:58am,Snow Emergency,"2200 4TH ST NE,Minneapolis,MN",45.010125,-93.261794,1,Holland,Northeast,2,2,531435.964171979,179879.237678034
348,01/12/2017 02:01am,Snow Emergency,"2200 Block of 4th st ne,Minneapolis,MN",45.010139,-93.261611,1,Holland,Northeast,2,2,531483.289228845,179884.41333116
349,01/12/2017 02:08am,Snow Emergency,"1900 Block of 4th st ne,Minneapolis,MN",45.007659,-93.2616,1,Holland,Northeast,2,2,531487.492972423,178980.159327917
350,01/12/2017 02:24am,Snow Emergency,"2500 4TH ST NE,Minneapolis,MN",45.013317,-93.26181,1,Holland,Northeast,2,2,531430.080060277,181043.099790182
351,01/12/2017 02:35am,Snow Emergency,"2500 4TH ST NE,Minneapolis,MN",45.013317,-93.26181,1,Holland,Northeast,2,2,531430.080060277,181043.099790182
352,01/12/2017 02:40am,Snow Emergency,"2500 4TH ST NE,Minneapolis,MN",45.013317,-93.26181,1,Holland,Northeast,2,2,531430.080060277,181043.099790182
353,01/12/2017 02:42am,Snow Emergency,"2500 4TH ST NE,Minneapolis,MN",45.013317,-93.26181,1,Holland,Northeast,2,2,531430.080060277,181043.099790182
354,01/12/2017 02:54am,Snow Emergency,"2500 4th st ne,Minneapolis,MN",45.013317,-93.26181,1,Holland,Northeast,2,2,531430.080060277,181043.099790182
355,01/12/2017 10:56am,Snow Emergency,"1812 5th st ne,Minneapolis,MN",45.006854,-93.26031,1,Holland,Northeast,2,2,531821.609320213,178687.144047408
356,01/12/2017 01:49pm,Snow Emergency,"926 20th ave ne,Minneapolis,MN",45.008877,-93.247579,1,Holland,Northeast,2,2,535113.411810988,179430.029921252
357,01/12/2017 01:49pm,Snow Emergency,"922 20th ave ne,Minneapolis,MN",45.008877,-93.247781,1,Holland,Northeast,2,2,535061.163653062,179429.942437436
358,01/12/2017 01:51pm,Snow Emergency,"2208 Jackson st ne,Minneapolis,MN",45.010217,-93.249168,1,Holland,Northeast,2,2,534701.601631527,179917.936242489
359,01/12/2017 01:56pm,Snow Emergency,"2506 Howard st ne,Minneapolis,MN",45.013691,-93.25308,1,Holland,Northeast,2,2,533687.734937503,181182.976329892
360,01/12/2017 02:20pm,Snow Emergency,"918 24th ave ne,Minneapolis,MN",45.012139,-93.248255,1,Holland,Northeast,2,2,534936.578599819,180619.12871103
361,01/12/2017 03:18pm,Snow Emergency,"332 18th ave ne,Minneapolis,MN",45.006371,-93.263038,1,Holland,Northeast,2,2,531116.23814892,178509.972988204
362,01/12/2017 03:26pm,Snow Emergency,"802 24TH AVE NE,Minneapolis,MN",45.012152,-93.250749,1,Holland,Northeast,2,2,534291.524794486,180622.803442242
363,01/12/2017 03:29pm,Snow Emergency,"2510 Jackson st ne,Minneapolis,MN",45.013522,-93.249417,1,Holland,Northeast,2,2,534635.206458464,181122.900118707
364,01/12/2017 04:00pm,Snow Emergency,"2512 Jackson st ne,Minneapolis,MN",45.013624,-93.249135,1,Holland,Northeast,2,2,534708.079217129,181160.211837412
365,01/12/2017 04:02pm,Snow Emergency,"2539 Jackson st ne,Minneapolis,MN",45.014471,-93.248892,1,Holland,Northeast,2,2,534770.414528245,181469.149733581
366,01/13/2017 09:56am,Snow Emergency,"2409 5th st ne,Minneapolis,MN",45.012678,-93.260061,1,Holland,Northeast,3,2,531882.785459338,180810.790765033
367,01/13/2017 10:30am,Snow Emergency,"1707 6th st ne,Minneapolis,MN",45.005516,-93.258876,1,Holland,Northeast,3,2,532193.281637571,178199.849064629
368,01/13/2017 10:39am,Snow Emergency,"2327 7th st ne,Minneapolis,MN",45.012017,-93.257919,1,Holland,Northeast,3,2,532437.158509173,180570.626956797
369,01/13/2017 01:17pm,Snow Emergency,"409 24th ave ne,Minneapolis,MN",45.01219,-93.261162,1,Holland,Northeast,3,2,531598.294564958,180632.424619157
370,01/13/2017 01:19pm,Snow Emergency,"639 23rd ave ne,Minneapolis,MN",45.011418,-93.257177,1,Holland,Northeast,3,2,532629.409315322,180352.517059762
371,01/13/2017 01:23pm,Snow Emergency,"353 24th ave ne,Minneapolis,MN",45.01219,-93.262013,1,Holland,Northeast,3,2,531378.192864565,180632.093866223
372,01/13/2017 01:51pm,Snow Emergency,"411 24th ave ne,Minneapolis,MN",45.012355,-93.261061,1,Holland,Northeast,3,2,531624.326346484,180692.62622762
373,01/13/2017 02:07pm,Snow Emergency,"695 23rd ave ne,Minneapolis,MN",45.011072,-93.252777,1,Holland,Northeast,3,2,533767.639251122,180228.161507682
374,01/12/2017 02:22pm,Snow Emergency,"3628 40th ave s,Minneapolis,MN",44.936916,-93.215564,12,Howe,Longfellow,2,6,543448.545565722,153207.289825177
375,01/12/2017 04:52pm,Snow Emergency,"3804 Snelling Avenue South,Minneapolis,MN",44.933844,-93.225849,12,Howe,Longfellow,2,6,540787.138798383,152081.843977763
376,01/13/2017 12:28pm,Snow Emergency,"3749 snelling ave S,Minneapolis,MN",44.934595,-93.22596,12,Howe,Longfellow,3,6,540757.858921523,152355.614516241
377,01/13/2017 01:02pm,Snow Emergency,"3623 Snelling Avenue South,Minneapolis,MN",44.937079,-93.227494,12,Howe,Longfellow,3,6,540358.829205397,153260.551484535
378,01/13/2017 03:49pm,Snow Emergency,"3437 33rd ave,Minneapolis,MN",44.940157,-93.223975,12,Howe,Longfellow,3,6,541267.961042734,154384.61174405
379,01/11/2017 11:20pm,Snow Emergency,"2930 PENN AVE N,Minneapolis,MN",45.010642,-93.307854,5,Jordan,Near North,1,1,519522.443921646,180053.260744799
380,01/11/2017 11:33pm,Snow Emergency,"3013 Penn Ave N,Minneapolis,MN",45.011848,-93.308263,5,Jordan,Near North,1,1,519416.250197815,180492.894915893
381,01/12/2017 12:57am,Snow Emergency,"2002 Broadway w,Minneapolis,MN",45.001585,-93.305678,5,Jordan,Near North,2,1,520088.423409364,176751.426627136
382,01/12/2017 01:01am,Snow Emergency,"24TH & EMERSON AVE N ,Minneapolis,MN",45.003705,-93.294132,5,Jordan,Near North,2,1,523074.371030035,177527.496732833
383,01/12/2017 01:59am,Snow Emergency,"2315 EMERSON AVE ,Minneapolis,MN",45.003177,-93.29452,5,Jordan,Near North,2,1,522974.215301633,177334.867032191
384,01/12/2017 02:38am,Snow Emergency,"26TH & EMERSON AVE,Minneapolis,MN",45.005951,-93.294183,5,Jordan,Near North,2,1,523060.277188706,178346.419194922
385,01/12/2017 09:20am,Snow Emergency,"2028 Girard ave n,Minneapolis,MN",44.999744,-93.297187,5,Jordan,Near North,2,1,522285.647363058,176082.381684329
386,01/12/2017 10:49am,Snow Emergency,"3014 Humboldt Ave. N. ,Minneapolis,MN",45.011915,-93.297888,5,Jordan,Near North,2,1,522099.62168772,180519.982908294
387,01/12/2017 11:04am,Snow Emergency,"2328 Irving av no,Minneapolis,MN",45.00356,-93.29897,5,Jordan,Near North,2,1,521822.945162495,177473.286125845
388,01/12/2017 11:04am,Snow Emergency,"2642 girard Ave n ,Minneapolis,MN",45.007274,-93.296579,5,Jordan,Near North,2,1,522439.994020545,178828.138984773
389,01/12/2017 11:09am,Snow Emergency,"2328 IRVING AVE N,Minneapolis,MN",45.00356,-93.29897,5,Jordan,Near North,2,1,521822.945162495,177473.286125845
390,01/12/2017 11:12am,Snow Emergency,"2806 Girard Ave n ,Minneapolis,MN",45.008834,-93.29661,5,Jordan,Near North,2,1,522431.366742658,179396.938221104
391,01/12/2017 11:25am,Snow Emergency,"2938 girard Ave n,Minneapolis,MN",45.010825,-93.296616,5,Jordan,Near North,2,1,522429.037703923,180122.896033086
392,01/12/2017 11:45am,Snow Emergency,"2610 humboldt Ave n,Minneapolis,MN",45.006339,-93.297734,5,Jordan,Near North,2,1,522141.600410682,178486.901216447
393,01/12/2017 12:21pm,Snow Emergency,"2814 humboldt Ave n,Minneapolis,MN",45.009094,-93.29787,5,Jordan,Near North,2,1,522105.362247436,179491.393323999
394,01/12/2017 03:08pm,Snow Emergency,"2958 Russell ave n,Minneapolis,MN",45.011299,-93.310497,4,Jordan,Near North,2,1,518838.626901009,180292.191008134
395,01/12/2017 03:24pm,Snow Emergency,"2822 Newton Ave. N. ,Minneapolis,MN",45.00938,-93.305447,5,Jordan,Near North,2,1,520145.447646951,179593.698944465
396,01/12/2017 03:56pm,Snow Emergency,"2626 Newton Ave N. ,Minneapolis,MN",45.00684,-93.305312,5,Jordan,Near North,2,1,520181.257519655,178667.596536769
397,01/12/2017 04:36pm,Snow Emergency,"2420 29th Ave. N.,Minneapolis,MN",45.009651,-93.310925,4,Jordan,Near North,2,1,518728.464674697,179691.196833849
398,01/13/2017 10:11am,Snow Emergency,"2719 Irving Ave n,Minneapolis,MN",45.008363,-93.299717,5,Jordan,Near North,3,1,521627.905166851,179224.35710314
399,01/13/2017 10:35am,Snow Emergency,"2107 James Ave n,Minneapolis,MN",45.000429,-93.303053,5,Jordan,Near North,3,1,520767.894080672,176330.587719725
400,01/13/2017 10:57am,Snow Emergency,"2009 James Ave n,Minneapolis,MN",45.000014,-93.301572,5,Jordan,Near North,3,1,521151.1697591,176179.653502277
401,01/13/2017 02:25pm,Snow Emergency,"1819 25th Ave N,Minneapolis,MN",45.004915,-93.304069,5,Jordan,Near North,3,1,520503.462583154,177966.014662595
402,01/12/2017 02:13am,Snow Emergency,"4300 NICOLLET AVE S,Minneapolis,MN",44.924943,-93.278242,8,King Field,Southwest,2,5,527222.004903586,148814.411470544
403,01/12/2017 03:21am,Snow Emergency,"4400 BLOCK of Nicollet Avenue South,Minneapolis,MN",44.923018,-93.277957,8,King Field,Southwest,2,5,527296.741780569,148112.622669707
404,01/13/2017 02:42pm,Snow Emergency,"3715 Harriet Ave s,Minneapolis,MN",44.935351,-93.285352,8,King Field,Southwest,3,5,525375.699512929,152607.023245901
405,01/13/2017 02:46pm,Snow Emergency,"411 37th st w,Minneapolis,MN",44.935877,-93.284493,8,King Field,Southwest,3,5,525597.933582608,152799.081476982
406,01/13/2017 02:52pm,Snow Emergency,"3715 PILLSBURY AVE S ,Minneapolis,MN",44.935358,-93.28104,8,King Field,Southwest,3,5,526492.43923093,152610.955981122
407,01/11/2017 11:59pm,Snow Emergency,"4635 Lyndale Ave N,Minneapolis,MN",45.039591,-93.287694,4,Lind-Bohanon,Camden,1,1,524724.289071039,190614.194439552
408,01/12/2017 02:55am,Snow Emergency,"5239 Bryant Ave N,Minneapolis,MN",45.050586,-93.291823,4,Lind-Bohanon,Camden,2,1,523652.348887273,194621.989470859
409,01/12/2017 09:36am,Snow Emergency,"5028 Camden av n,Minneapolis,MN",45.046844,-93.288628,4,Lind-Bohanon,Camden,2,1,524479.743669686,193258.519077837
410,01/12/2017 09:39am,Snow Emergency,"5020 6th st no,Minneapolis,MN",45.046546,-93.287345,4,Lind-Bohanon,Camden,2,1,524811.506465494,193150.251651836
411,01/12/2017 10:46am,Snow Emergency,"4802 Aldrich av no,Minneapolis,MN",45.04228,-93.290124,4,Lind-Bohanon,Camden,2,1,524094.967530464,191593.932240602
412,01/12/2017 10:49am,Snow Emergency,"4754 Aldrich av no,Minneapolis,MN",45.041854,-93.289883,4,Lind-Bohanon,Camden,2,1,524157.446171504,191438.674828015
413,01/12/2017 11:46am,Snow Emergency,"5014 Aldrich av no,Minneapolis,MN",45.04635,-93.29018,4,Lind-Bohanon,Camden,2,1,524078.785025066,193077.930141818
414,01/12/2017 11:49am,Snow Emergency,"4740 Camden av no,Minneapolis,MN",45.041497,-93.28885,4,Lind-Bohanon,Camden,2,1,524424.63426504,191308.814188651
415,01/12/2017 12:37pm,Snow Emergency,"4856 Camden av no ,Minneapolis,MN",45.043685,-93.288847,4,Lind-Bohanon,Camden,2,1,524424.479387413,192106.609492961
416,01/12/2017 12:42pm,Snow Emergency,"4838 Aldrich av no ,Minneapolis,MN",45.043231,-93.28989,4,Lind-Bohanon,Camden,2,1,524155.057451075,191940.757990488
417,01/12/2017 02:17pm,Snow Emergency,"4514 Colfax av no ,Minneapolis,MN",45.037157,-93.292475,4,Lind-Bohanon,Camden,2,1,523489.320318011,189725.28107047
418,01/12/2017 02:21pm,Snow Emergency,"4604 colfax av n,Minneapolis,MN",45.038699,-93.292679,4,Lind-Bohanon,Camden,2,1,523435.951619721,190287.469340101
419,01/12/2017 03:22pm,Snow Emergency,"4842 Camden av no ,Minneapolis,MN",45.043381,-93.288592,4,Lind-Bohanon,Camden,2,1,524490.525856559,191995.840978356
420,01/12/2017 03:26pm,Snow Emergency,"5024 Fremont av no ,Minneapolis,MN",45.046561,-93.296332,4,Lind-Bohanon,Camden,2,1,522488.500196693,193153.097475638
421,01/12/2017 04:45pm,Snow Emergency,"4826 Fremont av no ,Minneapolis,MN",45.043084,-93.296325,4,Lind-Bohanon,Camden,2,1,522491.671226804,191885.306073524
422,01/13/2017 02:44pm,Snow Emergency,"1410 52nd av no ,Minneapolis,MN",45.049352,-93.298063,4,Lind-Bohanon,Camden,3,1,522039.992571744,194170.284742013
423,01/11/2017 11:46pm,Snow Emergency,"1800 block of central ave,Minneapolis,MN",45.006092,-93.247698,1,Logan Park,Northeast,1,2,535084.332043294,178414.511560928
424,01/12/2017 11:04am,Snow Emergency,"1726 Adams st ne,Minneapolis,MN",45.005633,-93.256298,1,Logan Park,Northeast,2,2,532860.063503761,178243.544625032
425,01/12/2017 11:16am,Snow Emergency,"1314 Adams st ne,Minneapolis,MN",45.001376,-93.256641,1,Logan Park,Northeast,2,2,532773.767362142,176691.218801778
426,01/12/2017 11:21am,Snow Emergency,"1416 Adams st ne,Minneapolis,MN",45.002401,-93.25657,1,Logan Park,Northeast,2,2,532791.549564842,177064.982978643
427,01/12/2017 11:25am,Snow Emergency,"1718 Adams st ne,Minneapolis,MN",45.005519,-93.2563,1,Logan Park,Northeast,2,2,532859.611319093,178201.977184201
428,01/12/2017 11:40am,Snow Emergency,"1318 Adams st ne,Minneapolis,MN",45.001529,-93.256293,1,Logan Park,Northeast,2,2,532863.703146315,176747.146541473
429,01/12/2017 11:41am,Snow Emergency,"1114 Adams st ne,Minneapolis,MN",44.999212,-93.256538,1,Logan Park,Northeast,2,2,532801.64714046,175902.223535539
430,01/12/2017 11:51am,Snow Emergency,"1420 Adams st ne,Minneapolis,MN",45.002555,-93.256297,1,Logan Park,Northeast,2,2,532862.081983515,177121.245010682
431,01/12/2017 12:07pm,Snow Emergency,"1712 Adams st ne,Minneapolis,MN",45.005433,-93.256301,1,Logan Park,Northeast,2,2,532859.401806037,178170.619324599
432,01/12/2017 12:10pm,Snow Emergency,"1710 Adams st ne,Minneapolis,MN",45.005404,-93.256302,1,Logan Park,Northeast,2,2,532859.159704128,178160.045107436
433,01/12/2017 12:35pm,Snow Emergency,"1418 Adam St ne,Minneapolis,MN",45.002518,-93.256649,1,Logan Park,Northeast,2,2,532771.046886291,177107.611530406
434,01/12/2017 12:40pm,Snow Emergency,"1110 Jefferson st ne,Minneapolis,MN",44.999136,-93.255016,1,Logan Park,Northeast,2,2,533195.428445061,175875.13239972
435,01/13/2017 10:45am,Snow Emergency,"1131 Adams st ne,Minneapolis,MN",44.999651,-93.255961,1,Logan Park,Northeast,3,2,532950.663775562,176062.525856183
436,01/12/2017 03:15pm,Snow Emergency,"3220 34th Avenue South,Minneapolis,MN",44.944262,-93.223238,2,Longfellow,Longfellow,2,6,541455.859005859,155881.736196682
437,01/12/2017 03:33pm,Snow Emergency,"3116 32nd Ave S,Minneapolis,MN",44.946228,-93.22601,2,Longfellow,Longfellow,2,6,540736.673044398,156597.165275514
438,01/13/2017 12:00pm,Snow Emergency,"3503 27th ave so,Minneapolis,MN",44.947228,-93.233367,2,Longfellow,Longfellow,3,6,538831.008216888,156958.168885886
439,01/13/2017 01:01pm,Snow Emergency,"3107 28th ave s,Minneapolis,MN",44.946576,-93.231278,2,Longfellow,Longfellow,3,6,539372.361706556,156721.447170664
440,01/13/2017 01:41pm,Snow Emergency,"3043 35th ave ,Minneapolis,MN",44.946994,-93.221322,2,Longfellow,Longfellow,3,6,541950.00470744,156878.853673083
441,01/13/2017 01:45pm,Snow Emergency,"3031 29th ave so,Minneapolis,MN",44.947103,-93.229983,2,Longfellow,Longfellow,3,6,539707.317548657,156914.231958989
442,01/13/2017 02:43pm,Snow Emergency,"3119 28th Ave S,Minneapolis,MN",44.946168,-93.23129,2,Longfellow,Longfellow,3,6,539369.533537268,156572.677945196
443,01/13/2017 02:47pm,Snow Emergency,"3127 28th Ave S,Minneapolis,MN",44.945912,-93.231279,2,Longfellow,Longfellow,3,6,539372.557151009,156479.341500836
444,01/11/2017 09:22pm,Snow Emergency,"427 15th st w,Minneapolis,MN",44.968418,-93.285985,7,Loring Park,Central,1,3,525197.274928407,164663.613362741
445,01/11/2017 09:37pm,Snow Emergency,"336 15th st w,Minneapolis,MN",44.968422,-93.285911,7,Loring Park,Central,1,3,525216.42699796,164665.094925256
446,01/12/2017 01:51am,Snow Emergency,"1400 lasalle av s,Minneapolis,MN",44.968778,-93.279353,7,Loring Park,Central,2,3,526913.707395073,164797.008848104
447,01/12/2017 02:08am,Snow Emergency,"1400 lasalle av s,Minneapolis,MN",44.968778,-93.279353,7,Loring Park,Central,2,3,526913.707395073,164797.008848104
448,01/12/2017 02:11am,Snow Emergency,"1400 LASALLE AVE ,Minneapolis,MN",44.968778,-93.279353,7,Loring Park,Central,2,3,526913.707395073,164797.008848104
449,01/12/2017 02:12am,Snow Emergency,"1300 LASALLE AVE,Minneapolis,MN",44.970601,-93.279355,7,Loring Park,Central,2,3,526912.336614855,165461.706501429
450,01/12/2017 02:27am,Snow Emergency,"1500 lasalle av s,Minneapolis,MN",44.967395,-93.279672,7,Loring Park,Central,2,3,526831.784334288,164292.636597137
451,01/12/2017 02:33am,Snow Emergency,"1400 LASALLE AVE ,Minneapolis,MN",44.968778,-93.279353,7,Loring Park,Central,2,3,526913.707395073,164797.008848104
452,01/12/2017 02:37am,Snow Emergency,"1400 LASALLE AVE ,Minneapolis,MN",44.968778,-93.279353,7,Loring Park,Central,2,3,526913.707395073,164797.008848104
453,01/12/2017 09:25am,Snow Emergency,"1510 spruce pl,Minneapolis,MN",44.96704,-93.280986,7,Loring Park,Central,2,3,526491.831344619,164162.764790363
454,01/12/2017 09:28am,Snow Emergency,"1508 SPRUCE pl,Minneapolis,MN",44.966751,-93.280853,7,Loring Park,Central,2,3,526526.390617354,164057.433831445
455,01/12/2017 09:39am,Snow Emergency,"1502 SPRUCE PL,Minneapolis,MN",44.966868,-93.280854,7,Loring Park,Central,2,3,526526.077800068,164100.09378268
456,01/12/2017 09:42am,Snow Emergency,"1326 SPRUCE PL,Minneapolis,MN",44.968504,-93.280853,7,Loring Park,Central,2,3,526525.582105457,164696.608827836
457,01/12/2017 09:48am,Snow Emergency,"1522 spruce place ,Minneapolis,MN",44.966476,-93.28085,7,Loring Park,Central,2,3,526527.294022085,163957.164897571
458,01/12/2017 09:56am,Snow Emergency,"102 oak grove st,Minneapolis,MN",44.966387,-93.280092,7,Loring Park,Central,2,3,526723.539715738,163924.962843731
459,01/12/2017 10:09am,Snow Emergency,"322 clifton Ave s,Minneapolis,MN",44.966577,-93.284418,7,Loring Park,Central,2,3,525603.690732721,163992.843416871
460,01/12/2017 10:11am,Snow Emergency,"1524 SPRUCE PL,Minneapolis,MN",44.966437,-93.280849,7,Loring Park,Central,2,3,526527.570866964,163942.945132953
461,01/12/2017 10:13am,Snow Emergency,"1310 SPRUCE PL,Minneapolis,MN",44.968504,-93.280853,7,Loring Park,Central,2,3,526525.582105457,164696.608827836
462,01/12/2017 10:15am,Snow Emergency,"206 CLIFTON AV,Minneapolis,MN",44.96579,-93.282852,7,Loring Park,Central,2,3,526009.396757617,163706.387957914
463,01/12/2017 10:20am,Snow Emergency,"118 OAk grove st,Minneapolis,MN",44.966387,-93.28025,7,Loring Park,Central,2,3,526682.642147904,163924.910766877
464,01/12/2017 10:22am,Snow Emergency,"116 OAK GROVE ST,Minneapolis,MN",44.966705,-93.280238,7,Loring Park,Central,2,3,526685.600653933,164040.863263693
465,01/12/2017 10:33am,Snow Emergency,"204 clifton av,Minneapolis,MN",44.965789,-93.28285,7,Loring Park,Central,2,3,526009.914929557,163706.023965504
466,01/12/2017 10:34am,Snow Emergency,"314 clifton Ave s,Minneapolis,MN",44.96642,-93.284026,7,Loring Park,Central,2,3,525705.227688156,163935.722539843
467,01/12/2017 10:50am,Snow Emergency,"310 CLIFTON AVE,Minneapolis,MN",44.966307,-93.283615,7,Loring Park,Central,2,3,525811.663747027,163894.651474089
468,01/12/2017 10:52am,Snow Emergency,"302 CLIFTON AVE ,Minneapolis,MN",44.965828,-93.282975,7,Loring Park,Central,2,3,525977.541462227,163720.203951142
469,01/12/2017 11:09am,Snow Emergency,"210 CLIFTON AVE,Minneapolis,MN",44.965791,-93.282856,7,Loring Park,Central,2,3,526008.360865983,163706.751308256
470,01/13/2017 08:27am,Snow Emergency,"219 14TH ST W,Minneapolis,MN",44.968784,-93.28134,7,Loring Park,Central,3,3,526399.400602886,164798.542882169
471,01/13/2017 08:32am,Snow Emergency,"203 14TH ST W,Minneapolis,MN",44.968712,-93.28124,7,Loring Park,Central,3,3,526425.317158348,164772.322768653
472,01/13/2017 08:33am,Snow Emergency,"205 14th st w,Minneapolis,MN",44.968784,-93.281253,7,Loring Park,Central,3,3,526421.919073101,164798.571243198
473,01/13/2017 08:46am,Snow Emergency,"107 14TH ST W,Minneapolis,MN",44.968775,-93.27937,7,Loring Park,Central,3,3,526909.308642991,164795.909297132
474,01/13/2017 09:00am,Snow Emergency,"113 14TH ST W,Minneapolis,MN",44.968776,-93.279401,7,Loring Park,Central,3,3,526901.284169538,164796.263636662
475,01/13/2017 09:17am,Snow Emergency,"1509 SPRUCE PL,Minneapolis,MN",44.967358,-93.280818,7,Loring Park,Central,3,3,526535.170041016,164278.768328009
476,01/13/2017 09:19am,Snow Emergency,"25 OAK GROVE ST,Minneapolis,MN",44.966361,-93.27882,7,Loring Park,Central,3,3,527052.802875549,163915.905158308
477,01/13/2017 09:21am,Snow Emergency,"1505 SPRUCE PL,Minneapolis,MN",44.967505,-93.280821,7,Loring Park,Central,3,3,526534.325662922,164332.366011149
478,01/13/2017 09:36am,Snow Emergency,"315 clifton av s,Minneapolis,MN",44.966095,-93.283937,7,Loring Park,Central,3,3,525728.41041633,163817.249803249
479,01/13/2017 09:56am,Snow Emergency,"1307 SPRUCE pl,Minneapolis,MN",44.96983,-93.280815,7,Loring Park,Central,3,3,526534.806050164,165180.104616161
480,01/13/2017 10:04am,Snow Emergency,"241 CLIFTON AVE,Minneapolis,MN",44.965299,-93.283067,7,Loring Park,Central,3,3,525953.966015089,163527.291657254
481,01/13/2017 10:05am,Snow Emergency,"213 CLIFTON AVE,Minneapolis,MN",44.966065,-93.28384,7,Loring Park,Central,3,3,525753.531958125,163806.342241647
482,01/13/2017 10:11am,Snow Emergency,"309 oak grove st,Minneapolis,MN",44.96693,-93.283269,7,Loring Park,Central,3,3,525900.943930035,164121.918753241
483,01/12/2017 08:23am,Snow Emergency,"1780 BRYANT AVE S,Minneapolis,MN",44.965805,-93.29054,7,Lowry Hill,Calhoun Isles,2,3,524019.367568311,163709.483430779
484,01/12/2017 08:23am,Snow Emergency,"1806 colfax Ave s ,Minneapolis,MN",44.964984,-93.292173,7,Lowry Hill,Calhoun Isles,2,3,523597.005876151,163409.65234709
485,01/12/2017 08:37am,Snow Emergency,"1904 DUPONT AVE S,Minneapolis,MN",44.964151,-93.293447,7,Lowry Hill,Calhoun Isles,2,3,523267.566100315,163105.557421175
486,01/12/2017 08:40am,Snow Emergency,"1826 BRYANT AVE S,Minneapolis,MN",44.96464,-93.290903,7,Lowry Hill,Calhoun Isles,2,3,523925.890502445,163284.596453751
487,01/12/2017 08:43am,Snow Emergency,"1768 COLFAX AVE S,Minneapolis,MN",44.966233,-93.292142,7,Lowry Hill,Calhoun Isles,2,3,523604.51781073,163865.068971648
