OBJECTID,Snow_Emerg,Snow_Eme_1,Snow_Eme_2,Citation_N,Date,Address,Latitude,Longitude,Ordinance_,Violation,Ward,Neighborho,Community,Day,Tow_Zone,x,y
820,Dover,2022,1,271122459108,12/1/2022 12:00:00 AM,325 4TH ST NE,45.014263,-93.261546,478.1000(c),Snow emergency parking restric...,1,Holland,Northeast,3,2,-10381827.8112854,5623767.18325172
821,Dover,2022,1,271122459107,12/1/2022 12:00:00 AM,325 4TH ST NE,45.014171,-93.261573,478.1000(c),Snow emergency parking restric...,1,Holland,Northeast,3,2,-10381830.8169502,5623752.69603783
822,Dover,2022,1,271122459106,12/1/2022 12:00:00 AM,325 26 1/2 AVE NE,45.015884,-93.264305,478.1000(c),Snow emergency parking restric...,1,Marshall Terrace,Northeast,3,2,-10382134.9418081,5624022.44356464
823,Dover,2022,1,271122459105,12/1/2022 12:00:00 AM,219 26TH AVE NE,45.014985,-93.265975,478.1000(c),Snow emergency parking restric...,1,Marshall Terrace,Northeast,3,2,-10382320.8453211,5623880.87625898
824,Dover,2022,1,271122459104,12/1/2022 12:00:00 AM,221 26TH AVE NE,45.014997,-93.265904,478.1000(c),Snow emergency parking restric...,1,Marshall Terrace,Northeast,3,2,-10382312.9416732,5623882.765995
825,Dover,2022,1,271122459103,12/1/2022 12:00:00 AM,223 26TH AVE NE,45.015,-93.265857,478.1000(c),Snow emergency parking restric...,1,Marshall Terrace,Northeast,3,2,-10382307.7096161,5623883.23842907
826,Dover,2022,1,271122459102,12/1/2022 12:00:00 AM,225 26TH AVE NE,45.014982,-93.265766,478.1000(c),Snow emergency parking restric...,1,Marshall Terrace,Northeast,3,2,-10382297.5795758,5623880.40396665
827,Dover,2022,1,271122459101,12/1/2022 12:00:00 AM,231 26TH AVE NE,45.015016,-93.26528,478.1000(c),Snow emergency parking restric...,1,Marshall Terrace,Northeast,3,2,-10382243.4783112,5623885.75793623
828,Dover,2022,1,271122459100,12/1/2022 12:00:00 AM,237 26TH AVE NE,45.014988,-93.26493,478.1000(c),Snow emergency parking restric...,1,Marshall Terrace,Northeast,3,2,-10382204.5164947,5623881.34869295
829,Dover,2022,1,271122459075,12/1/2022 12:00:00 AM,1021 PARK AVENUE FRONTAGE ROAD,44.96908,-93.264965,478.1000(c),Snow emergency parking restric...,7,Elliot Park,Central,3,3,-10382208.4126563,5616655.07769429
830,Dover,2022,1,271122459074,12/1/2022 12:00:00 AM,1405 5TH AVE S,44.968845,-93.268878,478.1000(c),Snow emergency parking restric...,7,Elliot Park,Central,3,3,-10382644.0057888,5616618.10177144
831,Dover,2022,1,271122459073,12/1/2022 12:00:00 AM,1407 5TH AVE S,44.968747,-93.268909,478.1000(c),Snow emergency parking restric...,7,Elliot Park,Central,3,3,-10382647.456752,5616602.68206905
832,Dover,2022,1,271122459072,12/1/2022 12:00:00 AM,1411 5TH AVE S,44.968481,-93.268984,478.1000(c),Snow emergency parking restric...,7,Elliot Park,Central,3,3,-10382655.8056984,5616560.82878458
833,Dover,2022,1,271122459071,12/1/2022 12:00:00 AM,1413 5TH AVE S,44.9685,-93.268932,478.1000(c),Snow emergency parking restric...,7,Elliot Park,Central,3,3,-10382650.0171183,5616563.81829846
834,Dover,2022,1,271122459070,12/1/2022 12:00:00 AM,1413 10TH AVE S,44.970986,-93.258602,478.1000(c),Snow emergency parking restric...,6,Elliot Park,Central,3,3,-10381500.0867083,5616954.98167397
835,Dover,2022,1,271122459069,12/1/2022 12:00:00 AM,1409 10TH AVE S,44.970986,-93.258602,478.1000(c),Snow emergency parking restric...,6,Elliot Park,Central,3,3,-10381500.0867083,5616954.98167397
836,Dover,2022,1,271122459068,12/1/2022 12:00:00 AM,1407 10TH AVE S,44.970986,-93.258602,478.1000(c),Snow emergency parking restric...,6,Elliot Park,Central,3,3,-10381500.0867083,5616954.98167397
837,Dover,2022,1,271122459067,12/1/2022 12:00:00 AM,1405 10TH AVE S,44.970986,-93.258602,478.1000(c),Snow emergency parking restric...,6,Elliot Park,Central,3,3,-10381500.0867083,5616954.98167397
838,Dover,2022,1,271122459066,12/1/2022 12:00:00 AM,1403 10TH AVE S,44.970986,-93.258602,478.1000(c),Snow emergency parking restric...,6,Elliot Park,Central,3,3,-10381500.0867083,5616954.98167397
839,Dover,2022,1,271122459065,12/1/2022 12:00:00 AM,1401 10TH AVE S,44.970986,-93.258602,478.1000(c),Snow emergency parking restric...,6,Elliot Park,Central,3,3,-10381500.0867083,5616954.98167397
840,Dover,2022,1,271122459063,12/1/2022 12:00:00 AM,621 16TH ST E,44.968428,-93.266514,478.1000(c),Snow emergency parking restric...,7,Elliot Park,Central,3,3,-10382380.8465906,5616552.4896493
841,Dover,2022,1,271122459062,12/1/2022 12:00:00 AM,621 16TH ST E,44.968428,-93.266514,478.1000(c),Snow emergency parking restric...,7,Elliot Park,Central,3,3,-10382380.8465906,5616552.4896493
842,Dover,2022,1,271122459021,12/1/2022 12:00:00 AM,3937 4TH ST N,45.026864,-93.28942,478.1000(c),Snow emergency parking restric...,4,Webber - Camden,Camden,3,1,-10384930.7308035,5625751.66505678
843,Dover,2022,1,271122459020,12/1/2022 12:00:00 AM,4045 4TH ST N,45.029012,-93.289486,478.1000(c),Snow emergency parking restric...,4,Webber - Camden,Camden,3,1,-10384938.0779284,5626089.98872582
844,Dover,2022,1,271122459019,12/1/2022 12:00:00 AM,4151 4TH ST N,45.030888,-93.289466,478.1000(c),Snow emergency parking restric...,4,Webber - Camden,Camden,3,1,-10384935.851536,5626385.48106078
845,Dover,2022,1,271122459017,12/1/2022 12:00:00 AM,3549 4TH ST N,45.020056,-93.286556,478.1000(c),Snow emergency parking restric...,4,McKinley,Camden,3,1,-10384611.9117959,5624679.44566122
846,Dover,2022,1,271122459016,12/1/2022 12:00:00 AM,3539 4TH ST N,45.019665,-93.286672,478.1000(c),Snow emergency parking restric...,4,McKinley,Camden,3,1,-10384624.8248517,5624617.86950021
847,Dover,2022,1,271122459015,12/1/2022 12:00:00 AM,3515 4TH ST N,45.018983,-93.286588,478.1000(c),Snow emergency parking restric...,4,McKinley,Camden,3,1,-10384615.4739837,5624510.46619098
848,Dover,2022,1,271122459014,12/1/2022 12:00:00 AM,3447 4TH ST N,45.018071,-93.286592,478.1000(c),Snow emergency parking restric...,4,McKinley,Camden,3,1,-10384615.9192822,5624366.84404077
849,Dover,2022,1,271122459013,12/1/2022 12:00:00 AM,3425 4TH ST N,45.017469,-93.2866,478.1000(c),Snow emergency parking restric...,4,McKinley,Camden,3,1,-10384616.8098792,5624272.04207313
850,Dover,2022,1,271122459012,12/1/2022 12:00:00 AM,3401 4TH ST N,45.016836,-93.286599,478.1000(c),Snow emergency parking restric...,4,McKinley,Camden,3,1,-10384616.6985545,5624172.35940872
851,Dover,2022,1,271122459011,12/1/2022 12:00:00 AM,3223 4TH ST N,45.013903,-93.286569,478.1000(c),Snow emergency parking restric...,4,McKinley,Camden,3,1,-10384613.3589159,5623710.49461901
852,Dover,2022,1,271122459010,12/1/2022 12:00:00 AM,3113 4TH ST N,45.012595,-93.286517,478.1000(c),Snow emergency parking restric...,5,Hawthorne,Near North,3,1,-10384607.5703358,5623504.52914621
853,Dover,2022,1,271122459009,12/1/2022 12:00:00 AM,3035 4TH ST N,45.011718,-93.286509,478.1000(c),Snow emergency parking restric...,5,Hawthorne,Near North,3,1,-10384606.6797388,5623366.43414651
854,Dover,2022,1,271122459008,12/1/2022 12:00:00 AM,3029 4TH ST N,45.01161,-93.286549,478.1000(c),Snow emergency parking restric...,5,Hawthorne,Near North,3,1,-10384611.1325236,5623349.42835998
855,Dover,2022,1,271122459007,12/1/2022 12:00:00 AM,2119 4TH ST N,45.000807,-93.285196,478.1000(c),Snow emergency parking restric...,5,Hawthorne,Near North,3,1,-10384460.5173147,5621648.53279013
856,Dover,2022,1,271122459006,12/1/2022 12:00:00 AM,2131 4TH ST N,45.001128,-93.285072,478.1000(c),Snow emergency parking restric...,5,Hawthorne,Near North,3,1,-10384446.713662,5621699.06844736
857,Dover,2022,1,271122459005,12/1/2022 12:00:00 AM,2311 4TH ST N,45.00298,-93.284995,478.1000(c),Snow emergency parking restric...,5,Hawthorne,Near North,3,1,-10384438.1420663,5621990.63839164
858,Dover,2022,1,271122458920,12/1/2022 12:00:00 AM,1819 E. M. STATELY ST,44.956433,-93.246987,478.1000(c),Snow emergency parking restric...,9,East Phillips,Phillips,3,3,-10380207.1108637,5614665.35937929
859,Dover,2022,1,271122458919,12/1/2022 12:00:00 AM,2723 18TH AVE S,44.952857,-93.248641,478.1000(c),Snow emergency parking restric...,9,East Phillips,Phillips,3,3,-10380391.2332828,5614102.83642799
860,Dover,2022,1,271122458918,12/1/2022 12:00:00 AM,2725 18TH AVE S,44.952788,-93.24861,478.1000(c),Snow emergency parking restric...,9,East Phillips,Phillips,3,3,-10380387.7824197,5614091.9827888
861,Dover,2022,1,271122458917,12/1/2022 12:00:00 AM,2641 18TH AVE S,44.954163,-93.248624,478.1000(c),Snow emergency parking restric...,9,East Phillips,Phillips,3,3,-10380389.3408643,5614308.27277038
862,Dover,2022,1,271122458916,12/1/2022 12:00:00 AM,2633 18TH AVE S,44.954322,-93.248611,478.1000(c),Snow emergency parking restric...,9,East Phillips,Phillips,3,3,-10380387.8937443,5614333.28412135
863,Dover,2022,1,271122458907,12/1/2022 12:00:00 AM,3127 PILLSBURY AVE,44.945636,-93.281352,478.1000(c),Snow emergency parking restric...,8,Lyndale,Powderhorn,3,5,-10384032.6051809,5612967.04352316
864,Dover,2022,1,271122458905,12/1/2022 12:00:00 AM,3129 PILLSBURY AVE,44.945534,-93.281354,478.1000(c),Snow emergency parking restric...,8,Lyndale,Powderhorn,3,5,-10384032.8278302,5612951.00090689
865,Dover,2022,1,271122458904,12/1/2022 12:00:00 AM,3149 PILLSBURY AVE,44.94513,-93.281355,478.1000(c),Snow emergency parking restric...,8,Lyndale,Powderhorn,3,5,-10384032.9391548,5612887.46001324
866,Dover,2022,1,271122458903,12/1/2022 12:00:00 AM,3149 PILLSBURY AVE,44.945066,-93.281361,478.1000(c),Snow emergency parking restric...,8,Lyndale,Powderhorn,3,5,-10384033.6070024,5612877.39412392
867,Dover,2022,1,271122458902,12/1/2022 12:00:00 AM,3151 PILLSBURY AVE,44.944918,-93.281385,478.1000(c),Snow emergency parking restric...,8,Lyndale,Powderhorn,3,5,-10384036.2786933,5612854.11680667
868,Dover,2022,1,271122458901,12/1/2022 12:00:00 AM,3005 PILLSBURY AVE,44.948177,-93.28136,478.1000(c),Snow emergency parking restric...,8,Lyndale,Powderhorn,3,5,-10384033.4956778,5613366.70169453
869,Dover,2022,1,271122458900,12/1/2022 12:00:00 AM,3011 PILLSBURY AVE,44.947698,-93.281363,478.1000(c),Snow emergency parking restric...,8,Lyndale,Powderhorn,3,5,-10384033.8296517,5613291.36143764
870,Dover,2022,1,271122458899,12/1/2022 12:00:00 AM,3013 PILLSBURY AVE,44.947655,-93.281333,478.1000(c),Snow emergency parking restric...,8,Lyndale,Powderhorn,3,5,-10384030.4901131,5613284.59811224
871,Dover,2022,1,271122458898,12/1/2022 12:00:00 AM,3015 PILLSBURY AVE,44.947597,-93.28136,478.1000(c),Snow emergency parking restric...,8,Lyndale,Powderhorn,3,5,-10384033.4956778,5613275.47553808
872,Dover,2022,1,271122458897,12/1/2022 12:00:00 AM,3017 PILLSBURY AVE,44.947552,-93.281334,478.1000(c),Snow emergency parking restric...,8,Lyndale,Powderhorn,3,5,-10384030.6014378,5613268.39763882
873,Dover,2022,1,271122458896,12/1/2022 12:00:00 AM,3017 PILLSBURY AVE,44.947511,-93.281324,478.1000(c),Snow emergency parking restric...,8,Lyndale,Powderhorn,3,5,-10384029.4881915,5613261.94891615
874,Dover,2022,1,271122458895,12/1/2022 12:00:00 AM,3019 PILLSBURY AVE,44.947429,-93.281361,478.1000(c),Snow emergency parking restric...,8,Lyndale,Powderhorn,3,5,-10384033.6070024,5613249.05162607
875,Dover,2022,1,271122458894,12/1/2022 12:00:00 AM,3019 PILLSBURY AVE,44.947351,-93.281356,478.1000(c),Snow emergency parking restric...,8,Lyndale,Powderhorn,3,5,-10384033.0503793,5613236.78338223
876,Dover,2022,1,271122458893,12/1/2022 12:00:00 AM,3021 PILLSBURY AVE,44.947311,-93.281346,478.1000(c),Snow emergency parking restric...,8,Lyndale,Powderhorn,3,5,-10384031.9372332,5613230.49197435
877,Dover,2022,1,271122458892,12/1/2022 12:00:00 AM,3025 PILLSBURY AVE,44.947258,-93.281352,478.1000(c),Snow emergency parking restric...,8,Lyndale,Powderhorn,3,5,-10384032.6051809,5613222.15577372
878,Dover,2022,1,271122458891,12/1/2022 12:00:00 AM,3031 PILLSBURY AVE,44.947136,-93.281362,478.1000(c),Snow emergency parking restric...,8,Lyndale,Powderhorn,3,5,-10384033.718327,5613202.96715179
879,Dover,2022,1,271122458890,12/1/2022 12:00:00 AM,3037 PILLSBURY AVE,44.947019,-93.281339,478.1000(c),Snow emergency parking restric...,8,Lyndale,Powderhorn,3,5,-10384031.1579608,5613184.56488623
880,Dover,2022,1,271122458889,12/1/2022 12:00:00 AM,3039 PILLSBURY AVE,44.946949,-93.281384,478.1000(c),Snow emergency parking restric...,8,Lyndale,Powderhorn,3,5,-10384036.1673687,5613173.55491827
881,Dover,2022,1,271122458888,12/1/2022 12:00:00 AM,3025 PILLSBURY AVE,44.946878,-93.281322,478.1000(c),Snow emergency parking restric...,8,Lyndale,Powderhorn,3,5,-10384029.2655423,5613162.38781416
882,Dover,2022,1,271122458887,12/1/2022 12:00:00 AM,3027 PILLSBURY AVE,44.946772,-93.281315,478.1000(c),Snow emergency parking restric...,8,Lyndale,Powderhorn,3,5,-10384028.48637,5613145.71568781
883,Dover,2022,1,271122458886,12/1/2022 12:00:00 AM,3027 PILLSBURY AVE,44.94674,-93.281326,478.1000(c),Snow emergency parking restric...,8,Lyndale,Powderhorn,3,5,-10384029.7108408,5613140.6826685
884,Dover,2022,1,271122458885,12/1/2022 12:00:00 AM,3029 PILLSBURY AVE,44.94674,-93.281371,478.1000(c),Snow emergency parking restric...,8,Lyndale,Powderhorn,3,5,-10384034.7202486,5613140.6826685
885,Dover,2022,1,271122458883,12/1/2022 12:00:00 AM,3129 FINDLEY PL,44.945119,-93.280544,478.1000(c),Snow emergency parking restric...,8,Lyndale,Powderhorn,3,5,-10383942.658989,5612885.72986478
886,Dover,2022,1,271122458882,12/1/2022 12:00:00 AM,5529 IRVING AVE S,44.902143,-93.299735,478.1000(c),Snow emergency parking restric...,13,Kenny,Southwest,3,5,-10386078.991344,5606129.03771975
887,Dover,2022,1,271122458881,12/1/2022 12:00:00 AM,5533 IRVING AVE S,44.902029,-93.29972,478.1000(c),Snow emergency parking restric...,13,Kenny,Southwest,3,5,-10386077.3215748,5606111.12136623
888,Dover,2022,1,271122458880,12/1/2022 12:00:00 AM,5533 IRVING AVE S,44.901984,-93.299732,478.1000(c),Snow emergency parking restric...,13,Kenny,Southwest,3,5,-10386078.6573702,5606104.04907912
889,Dover,2022,1,271122458879,12/1/2022 12:00:00 AM,5537 IRVING AVE S,44.901901,-93.299746,478.1000(c),Snow emergency parking restric...,13,Kenny,Southwest,3,5,-10386080.2158148,5606091.00469697
890,Dover,2022,1,271122458878,12/1/2022 12:00:00 AM,5541 IRVING AVE S,44.901802,-93.299687,478.1000(c),Snow emergency parking restric...,13,Kenny,Southwest,3,5,-10386073.6479623,5606075.4457921
891,Dover,2022,1,271122458877,12/1/2022 12:00:00 AM,5541 IRVING AVE S,44.901746,-93.299734,478.1000(c),Snow emergency parking restric...,13,Kenny,Southwest,3,5,-10386078.8800194,5606066.64483153
892,Dover,2022,1,271122458876,12/1/2022 12:00:00 AM,5545 IRVING AVE S,44.901664,-93.299766,478.1000(c),Snow emergency parking restric...,13,Kenny,Southwest,3,5,-10386082.4422072,5606053.75767065
893,Dover,2022,1,271122458874,12/1/2022 12:00:00 AM,5341 ALDRICH AVE S,44.905392,-93.289539,478.1000(c),Snow emergency parking restric...,13,Lynnhurst,Southwest,3,5,-10384943.9778331,5606639.66929545
894,Dover,2022,1,271122458873,12/1/2022 12:00:00 AM,5337 ALDRICH AVE S,44.905491,-93.289509,478.1000(c),Snow emergency parking restric...,13,Lynnhurst,Southwest,3,5,-10384940.6381945,5606655.22917196
895,Dover,2022,1,271122458872,12/1/2022 12:00:00 AM,5337 ALDRICH AVE S,44.905608,-93.289561,478.1000(c),Snow emergency parking restric...,13,Lynnhurst,Southwest,3,5,-10384946.4268747,5606673.61813862
896,Dover,2022,1,271122458871,12/1/2022 12:00:00 AM,4907 HARRIET AVE S,44.913818,-93.285744,478.1000(c),Snow emergency parking restric...,11,Tangletown,Southwest,3,5,-10384521.5203056,5607964.08269375
897,Dover,2022,1,271122458870,12/1/2022 12:00:00 AM,4949 GARFIELD AVE S,44.91707,-93.287017,478.1000(c),Snow emergency parking restric...,11,Tangletown,Southwest,3,5,-10384663.230045,5608475.28963038
898,Dover,2022,1,271122458869,12/1/2022 12:00:00 AM,4949 ALDRICH AVE S,44.912516,-93.289546,478.1000(c),Snow emergency parking restric...,13,Lynnhurst,Southwest,3,5,-10384944.7571055,5607759.41941092
899,Dover,2022,1,271122458868,12/1/2022 12:00:00 AM,4953 ALDRICH AVE S,44.912465,-93.289498,478.1000(c),Snow emergency parking restric...,13,Lynnhurst,Southwest,3,5,-10384939.4137238,5607751.40265247
900,Dover,2022,1,271122458867,12/1/2022 12:00:00 AM,4945 ALDRICH AVE S,44.912712,-93.289572,478.1000(c),Snow emergency parking restric...,13,Lynnhurst,Southwest,3,5,-10384947.6513455,5607790.22865306
901,Dover,2022,1,271122458864,12/1/2022 12:00:00 AM,4929 EMERSON AVE S,44.913226,-93.294652,478.1000(c),Snow emergency parking restric...,13,Lynnhurst,Southwest,3,5,-10385513.1544079,5607871.02470815
902,Dover,2022,1,271122458863,12/1/2022 12:00:00 AM,3323 OAKLAND AVE S,44.94236,-93.266384,478.1000(c),Snow emergency parking restric...,9,Central,Powderhorn,3,5,-10382366.3749901,5612451.80772794
903,Dover,2022,1,271122458862,12/1/2022 12:00:00 AM,3521 OAKLAND AVE S,44.93882,-93.266326,478.1000(c),Snow emergency parking restric...,9,Central,Powderhorn,3,5,-10382359.9184622,5611895.08407195
904,Dover,2022,1,271122458861,12/1/2022 12:00:00 AM,3529 OAKLAND AVE S,44.93871,-93.266339,478.1000(c),Snow emergency parking restric...,9,Central,Powderhorn,3,5,-10382361.3656823,5611877.7853523
905,Dover,2022,1,271122458860,12/1/2022 12:00:00 AM,3545 OAKLAND AVE S,44.938176,-93.266312,478.1000(c),Snow emergency parking restric...,9,Central,Powderhorn,3,5,-10382358.3600176,5611793.80810156
906,Dover,2022,1,271122458858,12/1/2022 12:00:00 AM,3611 OAKLAND AVE S,44.937366,-93.266315,478.1000(c),Snow emergency parking restric...,8,Central,Powderhorn,3,5,-10382358.6939914,5611666.42851708
907,Dover,2022,1,271122458857,12/1/2022 12:00:00 AM,3643 OAKLAND AVE S,44.93623,-93.266266,478.1000(c),Snow emergency parking restric...,8,Central,Powderhorn,3,5,-10382353.2392851,5611487.78548061
908,Dover,2022,1,271122458856,12/1/2022 12:00:00 AM,3745 OAKLAND AVE S,44.934432,-93.266271,478.1000(c),Snow emergency parking restric...,8,Central,Powderhorn,3,5,-10382353.7959082,5611205.04609524
909,Dover,2022,1,271122458855,12/1/2022 12:00:00 AM,3801 OAKLAND AVE S,44.933982,-93.266263,478.1000(c),Snow emergency parking restric...,8,Bryant,Powderhorn,3,5,-10382352.9053112,5611134.28400424
910,Dover,2022,1,271122458854,12/1/2022 12:00:00 AM,3955 OAKLAND AVE S,44.930741,-93.266284,478.1000(c),Snow emergency parking restric...,8,Bryant,Powderhorn,3,5,-10382355.2430282,5610624.6561263
911,Dover,2022,1,271122458853,12/1/2022 12:00:00 AM,725 8TH AVE SE,44.987414,-93.241321,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,4,-10379576.3745748,5619540.2956207
912,Dover,2022,1,271122458852,12/1/2022 12:00:00 AM,607 7TH AVE SE,44.986623,-93.243797,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,4,-10379852.0016304,5619415.7971262
913,Dover,2022,1,271122458851,12/1/2022 12:00:00 AM,527 7TH AVE SE,44.986069,-93.244107,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,4,-10379886.5107622,5619328.6018836
914,Dover,2022,1,271122458850,12/1/2022 12:00:00 AM,329 7TH AVE SE,44.984208,-93.245694,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,4,-10380063.1747318,5619035.7015657
915,Dover,2022,1,271122458849,12/1/2022 12:00:00 AM,305 7TH AVE SE,44.983543,-93.246179,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,4,-10380117.1646718,5618931.04036191
916,Dover,2022,1,271122458848,12/1/2022 12:00:00 AM,329 6TH AVE SE,44.984784,-93.247077,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,4,-10380217.1295793,5619126.35638389
917,Dover,2022,1,271122458847,12/1/2022 12:00:00 AM,327 6TH AVE SE,44.984747,-93.247112,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,4,-10380221.0257409,5619120.53305386
918,Dover,2022,1,271122458846,12/1/2022 12:00:00 AM,325 6TH AVE SE,44.984703,-93.247167,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,4,-10380227.1483951,5619113.60796408
919,Dover,2022,1,271122458845,12/1/2022 12:00:00 AM,411 6TH AVE SE,44.985383,-93.246592,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,4,-10380163.1396393,5619220.63209351
920,Dover,2022,1,271122458844,12/1/2022 12:00:00 AM,419 6TH AVE SE,44.98551,-93.246492,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,4,-10380152.0076775,5619240.62064023
921,Dover,2022,1,271122458843,12/1/2022 12:00:00 AM,423 6TH AVE SE,44.985661,-93.246385,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,4,-10380140.0965433,5619264.38648515
922,Dover,2022,1,271122458842,12/1/2022 12:00:00 AM,803 6TH AVE SE,44.989077,-93.243658,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,4,-10379836.5283085,5619802.04728001
923,Dover,2022,1,271122458841,12/1/2022 12:00:00 AM,805 6TH AVE SE,44.989055,-93.243662,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,4,-10379836.9735069,5619798.58447289
924,Dover,2022,1,271122458840,12/1/2022 12:00:00 AM,819 6TH AVE SE,44.989393,-93.243455,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,4,-10379813.9304109,5619851.78569728
925,Dover,2022,1,271122458839,12/1/2022 12:00:00 AM,821 6TH AVE SE,44.989421,-93.2434,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,4,-10379807.8078569,5619856.19282961
926,Dover,2022,1,271122458838,12/1/2022 12:00:00 AM,823 6TH AVE SE,44.98946,-93.243394,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,4,-10379807.1399091,5619862.33145017
927,Dover,2022,1,271122458837,12/1/2022 12:00:00 AM,825 6TH AVE SE,44.989505,-93.243332,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,4,-10379800.2380828,5619869.41452263
928,Dover,2022,1,271122458836,12/1/2022 12:00:00 AM,827 6TH AVE SE,44.989601,-93.243207,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,4,-10379786.3232055,5619884.52499201
929,Dover,2022,1,271122458835,12/1/2022 12:00:00 AM,313 9TH ST SE,44.991134,-93.24663,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,4,-10380167.3697748,5620125.82398979
930,Dover,2022,1,271122458834,12/1/2022 12:00:00 AM,321 9TH ST SE,44.991038,-93.246426,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,4,-10380144.6606527,5620110.7129747
931,Dover,2022,1,271122458833,12/1/2022 12:00:00 AM,331 9TH ST SE,44.990849,-93.246013,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,4,-10380098.6856852,5620080.96353852
932,Dover,2022,1,271122458832,12/1/2022 12:00:00 AM,339 9TH ST SE,44.990739,-93.245829,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,4,-10380078.2028553,5620063.64912248
933,Dover,2022,1,271122458831,12/1/2022 12:00:00 AM,405 9TH ST SE,44.990588,-93.245535,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,4,-10380045.4749175,5620039.88117203
934,Dover,2022,1,271122458830,12/1/2022 12:00:00 AM,407 9TH ST SE,44.990541,-93.245414,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,4,-10380032.0052386,5620032.4831441
935,Dover,2022,1,271122458829,12/1/2022 12:00:00 AM,413 9TH ST SE,44.990366,-93.244993,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,4,-10379985.1397742,5620004.93756865
936,Dover,2022,1,271122458828,12/1/2022 12:00:00 AM,807 5TH AVE SE,44.989693,-93.244976,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,4,-10379983.2473557,5619899.00585274
937,Dover,2022,1,271122458827,12/1/2022 12:00:00 AM,311 5TH AVE SE,44.984976,-93.248726,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,4,-10380400.6954754,5619156.57485903
938,Dover,2022,1,271122458826,12/1/2022 12:00:00 AM,517 4TH AVE SE,44.987723,-93.248689,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,4,-10380396.5766645,5619588.93077337
939,Dover,2022,1,271122458825,12/1/2022 12:00:00 AM,525 4TH AVE SE,44.987889,-93.248496,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,4,-10380375.091913,5619615.05858839
940,Dover,2022,1,271122458824,12/1/2022 12:00:00 AM,525 3RD AVE SE,44.988424,-93.249918,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,4,-10380533.3883207,5619699.26590416
941,Dover,2022,1,271122458823,12/1/2022 12:00:00 AM,513 3RD AVE SE,44.988079,-93.250172,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,4,-10380561.6634739,5619644.96389232
942,Dover,2022,1,271122458821,12/1/2022 12:00:00 AM,703 2ND AVE SE,44.990376,-93.250278,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,2,-10380573.4632834,5620006.51153051
943,Dover,2022,1,271122458820,12/1/2022 12:00:00 AM,707 2ND AVE SE,44.990498,-93.25019,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,2,-10380563.667217,5620025.71476498
944,Dover,2022,1,271122458819,12/1/2022 12:00:00 AM,709 2ND AVE SE,44.990528,-93.250185,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,2,-10380563.1105939,5620030.43694538
945,Dover,2022,1,271122458818,12/1/2022 12:00:00 AM,711 2ND AVE SE,44.990555,-93.25014,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,2,-10380558.101186,5620034.68675414
946,Dover,2022,1,271122458817,12/1/2022 12:00:00 AM,713 2ND AVE SE,44.990635,-93.250032,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,2,-10380546.0787273,5620047.27906446
947,Dover,2022,1,271122458816,12/1/2022 12:00:00 AM,715 2ND AVE SE,44.990679,-93.249975,478.1000(c),Snow emergency parking restric...,3,Marcy Holmes,University,3,2,-10380539.733524,5620054.20487094
