X,Y,OBJECTID,Citation_N,Date,Address,Ordinance,Ordinance_,Latitude,Longitude,Ward,Neighborho,Community,Tow_Zone,Day_ID,Snow_Emerg
-93.2740999981761,44.9527000002563,1790,271120324143,2020/01/19 00:00:00+00,2724 2ND AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.952715,-93.27412,10,Whittier,Powderhorn,3,2,Newton
-93.2740999981761,44.9527999982238,1791,271120324142,2020/01/19 00:00:00+00,2722 2ND AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.952842,-93.274142,10,Whittier,Powderhorn,3,2,Newton
-93.2740999981761,44.9530999995768,1792,271120324141,2020/01/19 00:00:00+00,2718 2ND AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.953078,-93.274138,10,Whittier,Powderhorn,3,2,Newton
-93.2740999981761,44.9530999995768,1793,271120324140,2020/01/19 00:00:00+00,2716 2ND AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.953075,-93.274127,10,Whittier,Powderhorn,3,2,Newton
-93.2741999998689,44.9532999992371,1794,271120324139,2020/01/19 00:00:00+00,2712 2ND AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.953325,-93.274161,10,Whittier,Powderhorn,3,2,Newton
-93.2741999998689,44.9534000009298,1795,271120324138,2020/01/19 00:00:00+00,2710 2ND AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.953358,-93.274181,10,Whittier,Powderhorn,3,2,Newton
-93.2741999998689,44.9534999988973,1796,271120324137,2020/01/19 00:00:00+00,2708 2ND AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.953485,-93.274155,10,Whittier,Powderhorn,3,2,Newton
-93.2740999981761,44.9536000005901,1797,271120324136,2020/01/19 00:00:00+00,2702 2ND AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.953598,-93.27415,10,Whittier,Powderhorn,3,2,Newton
-93.2741999998689,44.9538999982178,1798,271120324135,2020/01/19 00:00:00+00,2640 2ND AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.953923,-93.274159,10,Whittier,Powderhorn,3,2,Newton
-93.2714999988675,44.9622999988496,1799,271120324133,2020/01/19 00:00:00+00,20 CLINTON AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.962344,-93.271507,10,Whittier,Powderhorn,3,2,Newton
-93.2716000005603,44.9604999981821,1800,271120324132,2020/01/19 00:00:00+00,2212 CLINTON AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.960452,-93.271596,10,Whittier,Powderhorn,3,2,Newton
-93.2716000005603,44.9602000005543,1801,271120324131,2020/01/19 00:00:00+00,2220 CLINTON AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.960174,-93.271611,10,Whittier,Powderhorn,3,2,Newton
-93.2716000005603,44.9602999985218,1802,271120324130,2020/01/19 00:00:00+00,2216 CLINTON AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.960288,-93.271585,10,Whittier,Powderhorn,3,2,Newton
-93.2714999988675,44.9591000005603,1803,271120324128,2020/01/19 00:00:00+00,2400 CLINTON AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.959086,-93.271525,10,Whittier,Powderhorn,3,2,Newton
-93.2714999988675,44.9589999988675,1804,271120324127,2020/01/19 00:00:00+00,2404 CLINTON AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.959013,-93.271542,10,Whittier,Powderhorn,3,2,Newton
-93.2714999988675,44.9589000009,1805,271120324126,2020/01/19 00:00:00+00,2406 CLINTON AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.958937,-93.271473,10,Whittier,Powderhorn,3,2,Newton
-93.2714999988675,44.9587999992073,1806,271120324125,2020/01/19 00:00:00+00,2414 CLINTON AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.95877,-93.271532,10,Whittier,Powderhorn,3,2,Newton
-93.2716000005603,44.9585000015795,1807,271120324124,2020/01/19 00:00:00+00,2424 CLINTON AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.958539,-93.271561,10,Whittier,Powderhorn,3,2,Newton
-93.2714999988675,44.9585000015795,1808,271120324123,2020/01/19 00:00:00+00,2426 CLINTON AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.958515,-93.27155,10,Whittier,Powderhorn,3,2,Newton
-93.2714999988675,44.9578999988735,1809,271120324122,2020/01/19 00:00:00+00,2428 CLINTON AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.957916,-93.271493,10,Whittier,Powderhorn,3,2,Newton
-93.2716000005603,44.957800000906,1810,271120324121,2020/01/19 00:00:00+00,2434 CLINTON AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.957759,-93.271554,10,Whittier,Powderhorn,3,2,Newton
-93.2716000005603,44.9576999992132,1811,271120324120,2020/01/19 00:00:00+00,2436 CLINTON AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.957672,-93.271565,10,Whittier,Powderhorn,3,2,Newton
-93.2716000005603,44.9571000002325,1812,271120324119,2020/01/19 00:00:00+00,2504 CLINTON AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.957055,-93.271561,10,Whittier,Powderhorn,3,2,Newton
-93.2714999988675,44.9569999985397,1813,271120324118,2020/01/19 00:00:00+00,2506 CLINTON AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.956968,-93.271529,10,Whittier,Powderhorn,3,2,Newton
-93.2714999988675,44.9567999988794,1814,271120324117,2020/01/19 00:00:00+00,2508 CLINTON AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.956794,-93.271507,10,Whittier,Powderhorn,3,2,Newton
-93.2714999988675,44.9565000012517,1815,271120324116,2020/01/19 00:00:00+00,2524 CLINTON AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.956513,-93.271541,10,Whittier,Powderhorn,3,2,Newton
-93.2714999988675,44.9560999982059,1816,271120324115,2020/01/19 00:00:00+00,2532 CLINTON AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.956121,-93.27151,10,Whittier,Powderhorn,3,2,Newton
-93.2714999988675,44.9560000002384,1817,271120324114,2020/01/19 00:00:00+00,2538 CLINTON AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.955966,-93.271535,10,Whittier,Powderhorn,3,2,Newton
-93.2714999988675,44.9558999985456,1818,271120324113,2020/01/19 00:00:00+00,2542 CLINTON AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.955943,-93.271514,10,Whittier,Powderhorn,3,2,Newton
-93.2714999988675,44.9558000005782,1819,271120324112,2020/01/19 00:00:00+00,2544 CLINTON AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.955767,-93.271494,10,Whittier,Powderhorn,3,2,Newton
-93.2619999982417,45.015000000596,1820,271120324097,2020/01/20 00:00:00+00,349 26TH AVE NE,478.1000(c),Snow emergency parking restrictions - odd number address,45.014977,-93.262029,1,Holland,Northeast,2,3,Newton
-93.263599999249,45.015000000596,1821,271120324096,2020/01/20 00:00:00+00,327 26TH AVE NE,478.1000(c),Snow emergency parking restrictions - odd number address,45.015005,-93.263575,1,Marshall Terrace,Northeast,2,3,Newton
-93.263599999249,45.015000000596,1822,271120324095,2020/01/20 00:00:00+00,321 26TH AVE NE,478.1000(c),Snow emergency parking restrictions - odd number address,45.015028,-93.263613,1,Marshall Terrace,Northeast,2,3,Newton
-93.264699999243,45.0152999982238,1823,271120324094,2020/01/20 00:00:00+00,2609 3RD ST NE,478.1000(c),Snow emergency parking restrictions - odd number address,45.01528,-93.264662,1,Marshall Terrace,Northeast,2,3,Newton
-93.2646000012755,45.0148999989033,1824,271120324093,2020/01/20 00:00:00+00,2547 3RD ST NE,478.1000(c),Snow emergency parking restrictions - odd number address,45.014874,-93.26465,1,Marshall Terrace,Northeast,2,3,Newton
-93.2646000012755,45.0071000009775,1825,271120324092,2020/01/20 00:00:00+00,1921 3RD ST NE,478.1000(c),Snow emergency parking restrictions - odd number address,45.007101,-93.264615,3,Bottineau,Northeast,2,3,Newton
-93.2646000012755,45.0047999992967,1826,271120324091,2020/01/20 00:00:00+00,1615 3RD ST NE,478.1000(c),Snow emergency parking restrictions - odd number address,45.004762,-93.264603,3,Sheridan,Northeast,2,3,Newton
-93.2646000012755,45.0045000016689,1827,271120324090,2020/01/20 00:00:00+00,1607 3RD ST NE,478.1000(c),Snow emergency parking restrictions - odd number address,45.004515,-93.26463,3,Sheridan,Northeast,2,3,Newton
-93.2646000012755,45.0023000016809,1828,271120324089,2020/01/20 00:00:00+00,1405 3RD ST NE,478.1000(c),Snow emergency parking restrictions - odd number address,45.002286,-93.26461,3,Sheridan,Northeast,2,3,Newton
-93.2646000012755,45.0020999982953,1829,271120324088,2020/01/20 00:00:00+00,1403 3RD ST NE,478.1000(c),Snow emergency parking restrictions - odd number address,45.002127,-93.264612,3,Sheridan,Northeast,2,3,Newton
-93.2677000015974,45.000300001353,1830,271120324087,2020/01/20 00:00:00+00,1207 MAIN ST NE,478.1000(c),Snow emergency parking restrictions - odd number address,45.00026,-93.267679,3,Sheridan,Northeast,2,3,Newton
-93.2674000002444,44.998900000006,1831,271120324086,2020/01/20 00:00:00+00,1107 MAIN ST NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.998945,-93.267397,3,Sheridan,Northeast,2,3,Newton
-93.2688000015914,45.000799998641,1832,271120324085,2020/01/20 00:00:00+00,1305 GRAND ST NE,478.1000(c),Snow emergency parking restrictions - odd number address,45.000835,-93.268776,3,Sheridan,Northeast,2,3,Newton
-93.2688000015914,45.0009000003338,1833,271120324084,2020/01/20 00:00:00+00,1307 GRAND ST NE,478.1000(c),Snow emergency parking restrictions - odd number address,45.000923,-93.26884,3,Sheridan,Northeast,2,3,Newton
-93.2690000012517,45.001099999994,1834,271120324083,2020/01/20 00:00:00+00,1317 GRAND ST NE,478.1000(c),Snow emergency parking restrictions - odd number address,45.00113,-93.268997,3,Sheridan,Northeast,2,3,Newton
-93.2701000012457,45.0119000002742,1835,271120324082,2020/01/20 00:00:00+00,2327 GRAND ST NE,478.1000(c),Snow emergency parking restrictions - odd number address,45.011859,-93.270086,3,Bottineau,Northeast,2,3,Newton
-93.2701000012457,45.0126999989152,1836,271120324081,2020/01/20 00:00:00+00,2423 GRAND ST NE,478.1000(c),Snow emergency parking restrictions - odd number address,45.012742,-93.27009,3,Bottineau,Northeast,2,3,Newton
-93.2681999988854,44.9983000010252,1837,271120324080,2020/01/20 00:00:00+00,111 11TH AVE NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.998343,-93.268156,3,St. Anthony West,Northeast,2,3,Newton
-93.2681000009179,44.9983999989927,1838,271120324079,2020/01/20 00:00:00+00,111 11TH AVE NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.998382,-93.268076,3,St. Anthony West,Northeast,2,3,Newton
-93.2677000015974,44.9985000006855,1839,271120324078,2020/01/20 00:00:00+00,115 11TH AVE NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.998455,-93.267736,3,St. Anthony West,Northeast,2,3,Newton
-93.2589000016451,44.9970000013709,1840,271120324077,2020/01/20 00:00:00+00,705 5TH ST NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.996951,-93.258937,3,St. Anthony West,Northeast,2,3,Newton
-93.2589000016451,44.9968999996781,1841,271120324076,2020/01/20 00:00:00+00,703 5TH ST NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.996896,-93.258948,3,St. Anthony West,Northeast,2,3,Newton
-93.257500000298,44.9952999986708,1842,271120324075,2020/01/20 00:00:00+00,605 WASHINGTON ST NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.99531,-93.257503,3,St. Anthony East,Northeast,2,3,Newton
-93.257500000298,44.9959999993443,1843,271120324073,2020/01/20 00:00:00+00,625 WASHINGTON ST NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.995959,-93.257532,3,St. Anthony West,Northeast,2,3,Newton
-93.257500000298,44.9970999993384,1844,271120324072,2020/01/20 00:00:00+00,711 WASHINGTON ST NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.997112,-93.257482,3,St. Anthony East,Northeast,2,3,Newton
-93.257500000298,44.9974999986589,1845,271120324071,2020/01/20 00:00:00+00,721 WASHINGTON ST NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.997483,-93.257519,3,St. Anthony East,Northeast,2,3,Newton
-93.257500000298,44.9976000003517,1846,271120324070,2020/01/20 00:00:00+00,723 WASHINGTON ST NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.99761,-93.257508,3,St. Anthony East,Northeast,2,3,Newton
-93.257500000298,44.9976000003517,1847,271120324069,2020/01/20 00:00:00+00,725 WASHINGTON ST NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.997618,-93.257521,3,St. Anthony East,Northeast,2,3,Newton
-93.2608000002801,44.9959999993443,1848,271120324068,2020/01/20 00:00:00+00,319 7TH AVE NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.996029,-93.260783,3,St. Anthony West,Northeast,2,3,Newton
-93.2619999982417,44.9956000000238,1849,271120324067,2020/01/20 00:00:00+00,229 7TH AVE NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.995628,-93.26197,3,St. Anthony West,Northeast,2,3,Newton
-93.2624000012875,44.9954999983311,1850,271120324066,2020/01/20 00:00:00+00,221 7TH AVE NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.995459,-93.262411,3,St. Anthony West,Northeast,2,3,Newton
-93.2624000012875,44.9954999983311,1851,271120324065,2020/01/20 00:00:00+00,219 7TH AVE NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.99546,-93.262379,3,St. Anthony West,Northeast,2,3,Newton
-93.2626000009477,44.9954000003636,1852,271120324064,2020/01/20 00:00:00+00,207 7TH AVE NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.995437,-93.262622,3,St. Anthony West,Northeast,2,3,Newton
-93.262800000608,44.9954000003636,1853,271120324063,2020/01/20 00:00:00+00,203 7TH AVE NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.99538,-93.262814,3,St. Anthony West,Northeast,2,3,Newton
-93.256700001657,44.993299998343,1854,271120324062,2020/01/20 00:00:00+00,425 4TH AVE NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.993262,-93.256651,3,St. Anthony West,Northeast,2,3,Newton
-93.2576999999583,44.9928999990225,1855,271120324061,2020/01/20 00:00:00+00,403 4TH AVE NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.992945,-93.257693,3,St. Anthony West,Northeast,2,3,Newton
-93.2597000002861,44.9923000000417,1856,271120324060,2020/01/20 00:00:00+00,229 4TH AVE NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.992274,-93.259662,3,St. Anthony West,Northeast,2,3,Newton
-93.2602000012994,44.9921000003815,1857,271120324059,2020/01/20 00:00:00+00,215 4TH AVE NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.992078,-93.260182,3,St. Anthony West,Northeast,2,3,Newton
-93.2604999989271,44.9919000007212,1858,271120324058,2020/01/20 00:00:00+00,201 4TH AVE NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.991868,-93.260536,3,St. Anthony West,Northeast,2,3,Newton
-93.306899998337,45.0082000009716,1859,271120324056,2020/01/19 00:00:00+00,2710 OLIVER AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.008238,-93.306925,5,Jordan,Near North,1,2,Newton
-93.306899998337,45.0080999992788,1860,271120324055,2020/01/19 00:00:00+00,2706 OLIVER AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.008064,-93.306936,5,Jordan,Near North,1,2,Newton
-93.3070000000298,45.0073999986053,1861,271120324054,2020/01/19 00:00:00+00,2646 OLIVER AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.007445,-93.306987,5,Jordan,Near North,1,2,Newton
-93.306899998337,45.0064999982715,1862,271120324053,2020/01/19 00:00:00+00,2612 OLIVER AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.006542,-93.306943,5,Jordan,Near North,1,2,Newton
-93.2554999999702,45.0111999996006,1863,271120324052,2020/01/19 00:00:00+00,2300 JEFFERSON ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.011212,-93.25555,1,Holland,Northeast,2,2,Newton
-93.2554999999702,45.0113000012934,1864,271120324051,2020/01/19 00:00:00+00,2304 JEFFERSON ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.011342,-93.255534,1,Holland,Northeast,2,2,Newton
-93.255600001663,45.0117000006139,1865,271120324049,2020/01/19 00:00:00+00,2318 JEFFERSON ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.011651,-93.255567,1,Holland,Northeast,2,2,Newton
-93.2554999999702,45.0117000006139,1866,271120324048,2020/01/19 00:00:00+00,2320 JEFFERSON ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.01169,-93.25554,1,Holland,Northeast,2,2,Newton
-93.2554999999702,45.0159000009298,1867,271120324047,2020/01/19 00:00:00+00,2630 JEFFERSON ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.01587,-93.255546,1,Holland,Northeast,2,2,Newton
-93.2531000003219,45.0139999985695,1868,271120324045,2020/01/19 00:00:00+00,2526 HOWARD ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.014014,-93.25311,1,Holland,Northeast,2,2,Newton
-93.2531000003219,45.0133999995887,1869,271120324044,2020/01/19 00:00:00+00,2506 HOWARD ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.013376,-93.253097,1,Holland,Northeast,2,2,Newton
-93.2531000003219,45.0102000012994,1870,271120324043,2020/01/19 00:00:00+00,2206 HOWARD ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.01015,-93.253134,1,Holland,Northeast,2,2,Newton
-93.2509000003338,45.0152000002563,1871,271120324042,2020/01/19 00:00:00+00,2604 QUINCY ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.015221,-93.250927,1,Holland,Northeast,2,2,Newton
-93.2509999983013,45.0157999992371,1872,271120324041,2020/01/19 00:00:00+00,2622 QUINCY ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.015793,-93.25097,1,Holland,Northeast,2,2,Newton
-93.2509999983013,45.0159000009298,1873,271120324040,2020/01/19 00:00:00+00,2624 QUINCY ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.015891,-93.250958,1,Holland,Northeast,2,2,Newton
-93.2509000003338,45.0159999988973,1874,271120324039,2020/01/19 00:00:00+00,2626 QUINCY ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.016009,-93.250937,1,Holland,Northeast,2,2,Newton
-93.2509999983013,45.0164999999106,1875,271120324038,2020/01/19 00:00:00+00,2648 QUINCY ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.016534,-93.250964,1,Holland,Northeast,2,2,Newton
-93.2490999996662,45.0128999985754,1876,271120324037,2020/01/19 00:00:00+00,2428 JACKSON ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.01289,-93.249114,1,Holland,Northeast,2,2,Newton
-93.2490999996662,45.0126000009477,1877,271120324036,2020/01/19 00:00:00+00,2408 JACKSON ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.012617,-93.249129,1,Holland,Northeast,2,2,Newton
-93.2490999996662,45.0122999995947,1878,271120324035,2020/01/19 00:00:00+00,2402 JACKSON ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.012295,-93.249109,1,Holland,Northeast,2,2,Newton
-93.249200001359,45.0119999982417,1879,271120324034,2020/01/19 00:00:00+00,2330 JACKSON ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.01197,-93.249152,1,Holland,Northeast,2,2,Newton
-93.230799999088,44.9919999986887,1880,271120323998,2020/01/20 00:00:00+00,1139 15TH AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.99203,-93.230831,1,Como,University,2,3,Newton
-93.230799999088,44.9919999986887,1881,271120323997,2020/01/20 00:00:00+00,1135 15TH AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.991967,-93.230812,1,Como,University,2,3,Newton
-93.230799999088,44.9912000000477,1882,271120323996,2020/01/20 00:00:00+00,1115 15TH AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.991204,-93.230808,1,Como,University,4,3,Newton
-93.230799999088,44.9910000003874,1883,271120323995,2020/01/20 00:00:00+00,1111 15TH AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.991035,-93.230767,1,Como,University,4,3,Newton
-93.230799999088,44.9908999986947,1884,271120323994,2020/01/20 00:00:00+00,1103 15TH AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.990882,-93.23078,1,Como,University,4,3,Newton
-93.230799999088,44.9904999993742,1885,271120323993,2020/01/20 00:00:00+00,1091 15TH AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.99053,-93.230818,1,Como,University,4,3,Newton
-93.230799999088,44.9904000014067,1886,271120323992,2020/01/20 00:00:00+00,1087 15TH AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.990434,-93.23083,1,Como,University,4,3,Newton
-93.230799999088,44.9902000017464,1887,271120323991,2020/01/20 00:00:00+00,1079 15TH AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.990211,-93.230843,1,Como,University,4,3,Newton
-93.2307000011206,44.9895999990404,1888,271120323990,2020/01/20 00:00:00+00,1515 TALMAGE AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.989637,-93.230665,1,Como,University,4,3,Newton
-93.2336000017822,44.9895999990404,1889,271120323987,2020/01/20 00:00:00+00,1229 TALMAGE AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.989627,-93.233579,2,Como,University,4,3,Newton
-93.2320999987423,44.9893000014126,1890,271120323985,2020/01/20 00:00:00+00,1051 14TH AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.989302,-93.232093,2,Como,University,4,3,Newton
-93.2320999987423,44.9891999997199,1891,271120323984,2020/01/20 00:00:00+00,1047 14TH AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.989196,-93.232079,2,Como,University,4,3,Newton
-93.230799999088,44.9890000000596,1892,271120323983,2020/01/20 00:00:00+00,1033 15TH AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.988996,-93.230826,1,Como,University,4,3,Newton
-93.2320999987423,44.9913000017405,1893,271120323982,2020/01/20 00:00:00+00,1115 14TH AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.991309,-93.232102,2,Como,University,4,3,Newton
-93.2320999987423,44.991700001061,1894,271120323981,2020/01/20 00:00:00+00,1123 14TH AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.991685,-93.23213,1,Como,University,2,3,Newton
-93.2320999987423,44.991700001061,1895,271120323980,2020/01/20 00:00:00+00,1125 14TH AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.991737,-93.232098,1,Como,University,2,3,Newton
-93.2320999987423,44.9924000017345,1896,271120323979,2020/01/20 00:00:00+00,1151 14TH AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.992437,-93.232108,1,Como,University,2,3,Newton
-93.2320999987423,44.992499999702,1897,271120323978,2020/01/20 00:00:00+00,1155 14TH AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.992486,-93.232081,1,Como,University,2,3,Newton
-93.2320999987423,44.9928999990225,1898,271120323977,2020/01/20 00:00:00+00,1163 14TH AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.992871,-93.232111,1,Como,University,2,3,Newton
-93.2320999987423,44.9930000007153,1899,271120323976,2020/01/20 00:00:00+00,1169 14TH AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.992983,-93.232128,1,Como,University,2,3,Newton
-93.2320999987423,44.9930999986827,1900,271120323975,2020/01/20 00:00:00+00,1171 14TH AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.993053,-93.232085,1,Como,University,2,3,Newton
-93.2320999987423,44.9930999986827,1901,271120323974,2020/01/20 00:00:00+00,1173 14TH AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.993098,-93.232113,1,Como,University,2,3,Newton
-93.2333000004292,44.9926999993622,1902,271120323973,2020/01/20 00:00:00+00,343 GARFIELD ST NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.992724,-93.233328,1,Como,University,2,3,Newton
-93.2333999983966,44.9910999983549,1903,271120323972,2020/01/20 00:00:00+00,1107 13TH AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.991062,-93.233402,2,Como,University,4,3,Newton
-93.2333999983966,44.9906000010669,1904,271120323971,2020/01/20 00:00:00+00,1095 13TH AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.990644,-93.233409,2,Como,University,4,3,Newton
-93.2333999983966,44.9902000017464,1905,271120323970,2020/01/20 00:00:00+00,1081 13TH AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.990225,-93.233389,2,Como,University,4,3,Newton
-93.2333999983966,44.9899999983609,1906,271120323969,2020/01/20 00:00:00+00,1071 13TH AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.990038,-93.233401,2,Como,University,4,3,Newton
-93.2333999983966,44.9895000010729,1907,271120323968,2020/01/20 00:00:00+00,1055 13TH AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.989456,-93.233385,2,Como,University,4,3,Newton
-93.2333000004292,44.9888000003994,1908,271120323967,2020/01/20 00:00:00+00,1035 13TH AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.988832,-93.233254,2,Como,University,4,3,Newton
-93.2333999983966,44.9886000007391,1909,271120323966,2020/01/20 00:00:00+00,1023 13TH AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.98857,-93.233384,2,Como,University,4,3,Newton
-93.2333999983966,44.9884999990463,1910,271120323965,2020/01/20 00:00:00+00,1021 13TH AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.988507,-93.233397,2,Como,University,4,3,Newton
-93.2791999988258,44.9276000000536,1911,271120323964,2020/01/20 00:00:00+00,4137 BLAISDELL AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.927586,-93.279197,8,King Field,Southwest,5,3,Newton
-93.2791999988258,44.9252000004053,1912,271120323963,2020/01/20 00:00:00+00,4255 BLAISDELL AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.925193,-93.279244,8,King Field,Southwest,5,3,Newton
-93.2791999988258,44.922499999404,1913,271120323962,2020/01/20 00:00:00+00,4419 BLAISDELL AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.92254,-93.279231,8,King Field,Southwest,5,3,Newton
-93.2793000005186,44.9208999983966,1914,271120323961,2020/01/20 00:00:00+00,4515 BLAISDELL AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.920945,-93.279252,8,King Field,Southwest,5,3,Newton
-93.2818000018597,44.9252999983728,1915,271120323960,2020/01/20 00:00:00+00,4255 PILLSBURY AVE,478.1000(c),Snow emergency parking restrictions - odd number address,44.925263,-93.281838,8,King Field,Southwest,5,3,Newton
-93.2630000002682,44.9070999994874,1916,271120323959,2020/01/19 00:00:00+00,726 53RD ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.907087,-93.263009,11,Page,Nokomis,5,2,Newton
-93.2637000009418,44.9142999984324,1917,271120323958,2020/01/19 00:00:00+00,724 49TH ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.91433,-93.263717,8,Field,Nokomis,5,2,Newton
-93.2668000012636,44.9142999984324,1918,271120323957,2020/01/19 00:00:00+00,626 49TH ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.914314,-93.266849,8,Field,Nokomis,5,2,Newton
