X,Y,OBJECTID,Call_Taken,Customer,Location,Latitude,Longitude,Ward,Neighborho,Community,Tow_Zone,Day_ID,Snow_Emerg
-10381114.4760297,5611929.05267389,292,01/19/2020 09:25am,Snow Emergency,"3512 14th,Minneapolis,MN",44.939036,-93.255138,9,Powderhorn Park,Powderhorn,6,2,Newton
-10386102.925037,5612986.54621961,293,01/19/2020 09:26am,Snow Emergency,"3120 Holmes ave,Minneapolis,MN",44.94576,-93.29995,10,ECCO,Calhoun Isle,5,2,Newton
-10380558.101186,5619209.14271195,294,01/19/2020 09:26am,Snow Emergency,"310 4th ave se,Minneapolis,MN",44.98531,-93.25014,3,Marcy Holmes,University,4,2,Newton
-10384924.6082495,5619851.47088198,295,01/19/2020 09:29am,Snow Emergency,"946 Aldrich ave n ,Minneapolis,MN",44.989391,-93.289365,5,Near - North,Near North,1,2,Newton
-10382427.1554318,5621094.862266,296,01/19/2020 09:29am,Snow Emergency,"118 10th ave ne,Minneapolis,MN",44.99729,-93.26693,3,St. Anthony West,Northeast,2,2,Newton
-10383989.5245535,5616467.99685524,297,01/19/2020 09:31am,Snow Emergency,"1428 spruce pl ,Minneapolis,MN",44.967891,-93.280965,7,Loring Park,Central,3,2,Newton
-10381488.1755742,5620586.56058367,298,01/19/2020 09:31am,Snow Emergency,"408 5th ave ne,Minneapolis,MN",44.994061,-93.258495,3,St. Anthony West,Northeast,2,2,Newton
-10381002.2660142,5612898.46949087,299,01/19/2020 09:33am,Snow Emergency,"3146 15th ave s,Minneapolis,MN",44.9452,-93.25413,9,Powderhorn Park,Powderhorn,6,2,Newton
-10381485.615208,5620587.66252707,300,01/19/2020 09:33am,Snow Emergency,"410 5th ave ne,Minneapolis,MN",44.994068,-93.258472,3,St. Anthony West,Northeast,2,2,Newton
-10384924.6082495,5619927.49555856,301,01/19/2020 09:34am,Snow Emergency,"1052 Aldrich Ave N,Minneapolis,MN",44.989874,-93.289365,5,Near - North,Near North,1,2,Newton
-10385379.3483163,5615874.68209165,302,01/19/2020 09:35am,Snow Emergency,"1904 DUPONT AVE S,Minneapolis,MN",44.96412,-93.29345,7,Lowry Hill,Calhoun Isle,3,2,Newton
-10381000.0396218,5612712.88189709,303,01/19/2020 09:35am,Snow Emergency,"3222 15th ave s,Minneapolis,MN",44.94402,-93.25411,9,Powderhorn Park,Powderhorn,6,2,Newton
-10381902.952003,5610615.85073241,304,01/19/2020 09:39am,Snow Emergency,"808 40th Street East,Minneapolis,MN",44.930685,-93.262221,8,Bancroft,Powderhorn,6,2,Newton
-10381958.9456861,5620758.77230156,305,01/19/2020 09:39am,Snow Emergency,"226 7th ave ne,Minneapolis,MN",44.995155,-93.262724,3,St. Anthony West,Northeast,2,2,Newton
-10386102.925037,5613006.99282951,306,01/19/2020 09:39am,Snow Emergency,"3116 Holmes ave s ,Minneapolis,MN",44.94589,-93.29995,10,ECCO,Calhoun Isle,5,2,Newton
-10384924.6082495,5619924.66233898,307,01/19/2020 09:39am,Snow Emergency,"1048 Aldrich Ave n,Minneapolis,MN",44.989856,-93.289365,5,Near - North,Near North,1,2,Newton
-10383988.4113073,5616367.92834522,308,01/19/2020 09:41am,Snow Emergency,"1528 SPRUCE PL,Minneapolis,MN",44.967255,-93.280955,7,Loring Park,Central,3,2,Newton
-10385379.3483163,5615832.20283274,309,01/19/2020 09:41am,Snow Emergency,"1912 Dupont Ave South,Minneapolis,MN",44.96385,-93.29345,7,Lowry Hill,Calhoun Isle,3,2,Newton
-10386104.0381832,5612928.35254766,310,01/19/2020 09:41am,Snow Emergency,"3132 Holmes ave s ,Minneapolis,MN",44.94539,-93.29996,10,ECCO,Calhoun Isle,5,2,Newton
-10380164.4754347,5619158.93579225,311,01/19/2020 09:41am,Snow Emergency,"408 6th ave se,Minneapolis,MN",44.984991,-93.246604,3,Marcy Holmes,University,4,2,Newton
-10385494.5639965,5615618.07872335,312,01/19/2020 09:42am,Snow Emergency,"2004 Emerson Ave s,Minneapolis,MN",44.962489,-93.294485,7,Lowry Hill,Calhoun Isle,3,2,Newton
-10381867.9976728,5620547.9944896,313,01/19/2020 09:43am,Snow Emergency,"228 6th ave ne,Minneapolis,MN",44.993816,-93.261907,3,St. Anthony West,Northeast,2,2,Newton
-10382436.6176244,5620909.57832122,314,01/19/2020 09:45am,Snow Emergency,"110 9th ave ne,Minneapolis,MN",44.996113,-93.267015,3,St. Anthony West,Northeast,2,2,Newton
-10380182.9545214,5619078.51069548,315,01/19/2020 09:45am,Snow Emergency,"326 6TH AV SE,Minneapolis,MN",44.98448,-93.24677,3,Marcy Holmes,University,4,2,Newton
-10382442.8515031,5620906.58736712,316,01/19/2020 09:46am,Snow Emergency,"102 9th ave ne,Minneapolis,MN",44.996094,-93.267071,3,St. Anthony West,Northeast,2,2,Newton
-10384924.6082495,5619923.2458003,317,01/19/2020 09:48am,Snow Emergency,"1046 Aldrich Ave N,Minneapolis,MN",44.989847,-93.289365,5,Near - North,Near North,1,2,Newton
-10380188.1865786,5619483.79108964,318,01/19/2020 09:48am,Snow Emergency,"528 5th ave se,Minneapolis,MN",44.987055,-93.246817,3,Marcy Holmes,University,4,2,Newton
-10382570.3122913,5621220.95825023,319,01/19/2020 09:49am,Snow Emergency,"120 11th ave ne,Minneapolis,MN",44.998091,-93.268216,3,St. Anthony West,Northeast,2,2,Newton
-10380321.5472715,5619242.82405686,320,01/19/2020 09:53am,Snow Emergency,"404 5th ave se,Minneapolis,MN",44.985524,-93.248015,3,Marcy Holmes,University,4,2,Newton
-10384413.6517502,5621993.62970522,321,01/19/2020 09:53am,Snow Emergency,"2308 4th st n,Minneapolis,MN",45.002999,-93.284775,5,Hawthorne,Near North,1,2,Newton
-10385047.8389022,5619287.05074951,322,01/19/2020 09:53am,Snow Emergency,"730 aldrich ave n ,Minneapolis,MN",44.985805,-93.290472,5,Sumner - Glenwood,Near North,1,2,Newton
-10382671.5017696,5614950.25219796,323,01/19/2020 09:54am,Snow Emergency,"2448 5th av s ,Minneapolis,MN",44.958244,-93.269125,6,Phillips West,Phillips,3,2,Newton
-10380355.4996802,5619121.00523856,324,01/19/2020 09:55am,Snow Emergency,"330 5th Avenue se ,Minneapolis,MN",44.98475,-93.24832,3,Marcy Holmes,University,4,2,Newton
-10380400.4728262,5619103.22048092,325,01/19/2020 09:55am,Snow Emergency,"318 5th Ave se,Minneapolis,MN",44.984637,-93.248724,3,Marcy Holmes,University,4,2,Newton
-10381131.3965717,5610220.40224307,326,01/19/2020 09:56am,Snow Emergency,"4112 14th ave ,Minneapolis,MN",44.92817,-93.25529,8,Bancroft,Powderhorn,6,2,Newton
-10386101.8118909,5613087.20641048,327,01/19/2020 09:57am,Snow Emergency,"3100 Holmes ave,Minneapolis,MN",44.9464,-93.29994,10,ECCO,Calhoun Isle,5,2,Newton
-10384379.6993416,5622344.88027632,328,01/19/2020 09:57am,Snow Emergency,"2510 4th st n,Minneapolis,MN",45.00523,-93.28447,5,Hawthorne,Near North,1,2,Newton
-10384010.1186079,5616563.81829846,329,01/19/2020 09:57am,Snow Emergency,"1402 SPRUCE PL,Minneapolis,MN",44.9685,-93.28115,7,Loring Park,Central,3,2,Newton
-10384381.925734,5622033.14665489,330,01/19/2020 09:57am,Snow Emergency,"2318 4th st n,Minneapolis,MN",45.00325,-93.28449,5,Hawthorne,Near North,1,2,Newton
-10380320.3228008,5619245.1848711,331,01/19/2020 09:58am,Snow Emergency,"406 5th Avenue se ,Minneapolis,MN",44.985539,-93.248004,3,Marcy Holmes,University,4,2,Newton
-10380185.1809138,5619465.69081501,332,01/19/2020 09:58am,Snow Emergency,"520 5th Avenue se ,Minneapolis,MN",44.98694,-93.24679,3,Marcy Holmes,University,4,2,Newton
-10379909.6651829,5619613.64195677,333,01/19/2020 09:59am,Snow Emergency,"702 6th ave se,Minneapolis,MN",44.98788,-93.244315,3,Marcy Holmes,University,4,2,Newton
-10376698.097837,5613263.20725833,334,01/19/2020 10:00am,Snow Emergency,"3028 40th ST E ,Minneapolis,MN",44.947519,-93.215465,2,Cooper,Longfellow,6,2,Newton
-10385049.6199961,5619288.30979049,335,01/19/2020 10:00am,Snow Emergency,"734 Aldrich Ave n,Minneapolis,MN",44.985813,-93.290488,5,Sumner - Glenwood,Near North,1,2,Newton
-10384397.5104806,5622185.86322125,336,01/19/2020 10:00am,Snow Emergency,"2414 4th st n,Minneapolis,MN",45.00422,-93.28463,5,Hawthorne,Near North,1,2,Newton
-10380890.7238463,5611460.26597,337,01/19/2020 10:00am,Snow Emergency,"1520 37th st e,Minneapolis,MN",44.936055,-93.253128,9,Powderhorn Park,Powderhorn,6,2,Newton
-10384923.4950033,5620010.60405913,338,01/19/2020 10:00am,Snow Emergency,"1114 aldrich ave n ,Minneapolis,MN",44.990402,-93.289355,5,Near - North,Near North,1,2,Newton
-10380155.3473161,5619175.7762845,339,01/19/2020 10:02am,Snow Emergency,"422 6th ave se,Minneapolis,MN",44.985098,-93.246522,3,Marcy Holmes,University,4,2,Newton
-10381395.7803407,5611941.63368047,340,01/19/2020 10:03am,Snow Emergency,"3506 12th ave so,Minneapolis,MN",44.939116,-93.257665,9,Powderhorn Park,Powderhorn,6,2,Newton
-10385520.7240819,5615468.77709368,341,01/19/2020 10:03am,Snow Emergency,"2112 Emerson Ave s ,Minneapolis,MN",44.96154,-93.29472,7,Lowry Hill,Calhoun Isle,3,2,Newton
-10379749.3651321,5619534.78682774,342,01/19/2020 10:05am,Snow Emergency,"708 7th ave se,Minneapolis,MN",44.987379,-93.242875,3,Marcy Holmes,University,4,2,Newton
-10386020.5486193,5613269.65598191,343,01/19/2020 10:08am,Snow Emergency,"3021 Holmes AVE S,Minneapolis,MN",44.94756,-93.29921,10,ECCO,Calhoun Isle,5,2,Newton
-10379914.2292922,5619240.30584625,344,01/19/2020 10:08am,Snow Emergency,"520 7th ave se,Minneapolis,MN",44.985508,-93.244356,3,Marcy Holmes,University,4,2,Newton
-10379739.1236671,5619553.51685077,345,01/19/2020 10:10am,Snow Emergency,"724 7TH AV SE,Minneapolis,MN",44.987498,-93.242783,3,Marcy Holmes,University,4,2,Newton
-10382675.5092559,5615338.67105494,346,01/19/2020 10:11am,Snow Emergency,"2202 5th Ave South,Minneapolis,MN",44.960713,-93.269161,6,Phillips West,Phillips,3,2,Newton
-10381389.1011636,5609683.46906537,347,01/19/2020 10:12am,Snow Emergency,"4306 12th av s,Minneapolis,MN",44.924755,-93.257605,11,Northrop,Nokomis,6,2,Newton
-10381557.7502608,5612143.56098012,348,01/19/2020 10:13am,Snow Emergency,"3430 11th Avenue S ,Minneapolis,MN",44.9404,-93.25912,9,Powderhorn Park,Powderhorn,6,2,Newton
-10382584.2272687,5621214.18897934,349,01/19/2020 10:13am,Snow Emergency,"108 11th ave ne,Minneapolis,MN",44.998048,-93.268341,3,St. Anthony West,Northeast,2,2,Newton
-10381531.5901755,5612040.70964921,350,01/19/2020 10:14am,Snow Emergency,"3452 11th Avenue South,Minneapolis,MN",44.939746,-93.258885,9,Powderhorn Park,Powderhorn,6,2,Newton
-10385891.9745848,5620088.83384156,351,01/19/2020 10:17am,Snow Emergency,"1210 Humboldt Ave N,Minneapolis,MN",44.990899,-93.298055,5,Near - North,Near North,1,2,Newton
-10385019.7863984,5619361.81147713,352,01/19/2020 10:17am,Snow Emergency,"736 Aldrich Ave n,Minneapolis,MN",44.98628,-93.29022,5,Sumner - Glenwood,Near North,1,2,Newton
-10381816.0114759,5621079.12005285,353,01/19/2020 10:17am,Snow Emergency,"802 4th st ne,Minneapolis,MN",44.99719,-93.26144,3,St. Anthony West,Northeast,2,2,Newton
-10382676.1771035,5615206.99376633,354,01/19/2020 10:19am,Snow Emergency,"2320 5th AVE S,Minneapolis,MN",44.959876,-93.269167,6,Phillips West,Phillips,3,2,Newton
-10383989.5245535,5616661.52884151,355,01/19/2020 10:20am,Snow Emergency,"1356 SPRUCE PL,Minneapolis,MN",44.969121,-93.280965,7,Loring Park,Central,3,2,Newton
-10382675.5092559,5615327.50127219,356,01/19/2020 10:20am,Snow Emergency,"2212 5th ave s ,Minneapolis,MN",44.960642,-93.269161,6,Phillips West,Phillips,3,2,Newton
-10380716.1748444,5612744.33717694,357,01/19/2020 10:20am,Snow Emergency,"3212 16th AVE S,Minneapolis,MN",44.94422,-93.25156,9,Powderhorn Park,Powderhorn,6,2,Newton
-10381828.1452593,5621180.18541185,358,01/19/2020 10:21am,Snow Emergency,"824 4th st ne,Minneapolis,MN",44.997832,-93.261549,3,St. Anthony West,Northeast,2,2,Newton
-10380717.2880906,5613071.47830102,359,01/19/2020 10:22am,Snow Emergency,"3104 16th AVE S,Minneapolis,MN",44.9463,-93.25157,9,Powderhorn Park,Powderhorn,6,2,Newton
-10381808.664351,5621138.62574876,360,01/19/2020 10:23am,Snow Emergency,"814 4th st ne,Minneapolis,MN",44.997568,-93.261374,3,St. Anthony West,Northeast,2,2,Newton
-10380251.5272864,5619002.33577965,361,01/19/2020 10:24am,Snow Emergency,"306 6th Ave se,Minneapolis,MN",44.983996,-93.247386,3,Marcy Holmes,University,4,2,Newton
-10380001.837667,5619085.12096976,362,01/19/2020 10:24am,Snow Emergency,"420 7th ave se,Minneapolis,MN",44.984522,-93.245143,3,Marcy Holmes,University,4,2,Newton
-10383988.4113073,5616381.14492801,363,01/19/2020 10:24am,Snow Emergency,"1520 SPRICE PL,Minneapolis,MN",44.967339,-93.280955,7,Loring Park,Central,3,2,Newton
-10383989.5245535,5616649.41331065,364,01/19/2020 10:24am,Snow Emergency,"1372 spruce place ,Minneapolis,MN",44.969044,-93.280965,7,Loring Park,Central,3,2,Newton
-10381841.6149382,5621131.06938973,365,01/19/2020 10:25am,Snow Emergency,"816 4th st ne,Minneapolis,MN",44.99752,-93.26167,3,St. Anthony West,Northeast,2,2,Newton
-10382675.5092559,5615323.09635103,366,01/19/2020 10:25am,Snow Emergency,"2216 5TH AVE S,Minneapolis,MN",44.960614,-93.269161,6,Phillips West,Phillips,3,2,Newton
-10381854.9732924,5621156.25708901,367,01/19/2020 10:26am,Snow Emergency,"822 4th st ne,Minneapolis,MN",44.99768,-93.26179,3,St. Anthony West,Northeast,2,2,Newton
-10382675.5092559,5615325.29881134,368,01/19/2020 10:28am,Snow Emergency,"2214 5TH AVE S,Minneapolis,MN",44.960628,-93.269161,6,Phillips West,Phillips,3,2,Newton
-10380096.6819421,5618918.44960944,369,01/19/2020 10:29am,Snow Emergency,"314 7th AVE se,Minneapolis,MN",44.983463,-93.245995,3,Marcy Holmes,University,4,2,Newton
-10381960.0588323,5620758.14274923,370,01/19/2020 10:30am,Snow Emergency,"224 7th ave ne,Minneapolis,MN",44.995151,-93.262734,3,St. Anthony West,Northeast,2,2,Newton
-10386076.7649517,5613031.8431454,371,01/19/2020 10:31am,Snow Emergency,"3110 Holmes ave s,Minneapolis,MN",44.946048,-93.299715,10,ECCO,Calhoun Isle,5,2,Newton
-10380337.1320182,5611744.90040114,372,01/19/2020 10:33am,Snow Emergency,"1808 36 st e,Minneapolis,MN",44.937865,-93.248155,9,Powderhorn Park,Powderhorn,6,2,Newton
-10386529.2787262,5613010.13845502,373,01/19/2020 10:33am,Snow Emergency,"3116 James ave s,Minneapolis,MN",44.94591,-93.30378,10,ECCO,Calhoun Isle,5,2,Newton
-10382588.9027027,5621211.98508117,374,01/19/2020 10:33am,Snow Emergency,"104 11th ave ne,Minneapolis,MN",44.998034,-93.268383,3,St. Anthony West,Northeast,2,2,Newton
-10380682.2224357,5610269.93065038,375,01/19/2020 10:35am,Snow Emergency,"4102 16th ave s,Minneapolis,MN",44.928485,-93.251255,8,Bancroft,Powderhorn,6,2,Newton
-10382709.6843138,5621154.52535458,376,01/19/2020 10:36am,Snow Emergency,"82 11th ave ne,Minneapolis,MN",44.997669,-93.269468,3,St. Anthony West,Northeast,2,2,Newton
-10382404.8915081,5614850.51515424,377,01/19/2020 10:36am,Snow Emergency,"2446 oakland av s,Minneapolis,MN",44.95761,-93.26673,6,Phillips West,Phillips,3,2,Newton
-10382679.850716,5621634.8361729,378,01/19/2020 10:37am,Snow Emergency,"1308 grand st ne,Minneapolis,MN",45.00072,-93.2692,3,Sheridan,Northeast,2,2,Newton
-10380185.8488616,5618758.39136283,379,01/19/2020 10:38am,Snow Emergency,"206 7th ave se,Minneapolis,MN",44.982446,-93.246796,3,Marcy Holmes,University,4,2,Newton
-10385520.7240819,5615803.88339072,380,01/19/2020 10:38am,Snow Emergency,"1920 Emerson Ave S,Minneapolis,MN",44.96367,-93.29472,7,Lowry Hill,Calhoun Isle,3,2,Newton
-10386006.0771189,5620967.35120021,381,01/19/2020 10:38am,Snow Emergency,"1700 Irving Ave n,Minneapolis,MN",44.99648,-93.29908,5,Near - North,Near North,1,2,Newton
-10380682.2224357,5610269.93065038,382,01/19/2020 10:39am,Snow Emergency,"4102 16th ave s,Minneapolis,MN",44.928485,-93.251255,8,Bancroft,Powderhorn,6,2,Newton
-10385635.9397621,5615302.01518134,383,01/19/2020 10:40am,Snow Emergency,"2226 Fremont Ave S,Minneapolis,MN",44.96048,-93.295755,7,East Isles,Calhoun Isle,3,2,Newton
-10382675.5092559,5615329.70373358,384,01/19/2020 10:40am,Snow Emergency,"2210 5th Ave South,Minneapolis,MN",44.960656,-93.269161,6,Phillips West,Phillips,3,2,Newton
-10380990.0208061,5610835.20246867,385,01/19/2020 10:41am,Snow Emergency,"3904 15th ave s,Minneapolis,MN",44.93208,-93.25402,8,Bancroft,Powderhorn,6,2,Newton
-10386006.0771189,5621005.13208981,386,01/19/2020 10:41am,Snow Emergency,"1710 Irving Ave N,Minneapolis,MN",44.99672,-93.29908,5,Near - North,Near North,1,2,Newton
-10384580.6309781,5623464.69080757,387,01/19/2020 10:41am,Snow Emergency,"3128 6th St n,Minneapolis,MN",45.012342,-93.286275,5,Hawthorne,Near North,1,2,Newton
-10384482.1132907,5616321.51325327,388,01/19/2020 10:42am,Snow Emergency,"410 clifton ave ,Minneapolis,MN",44.96696,-93.28539,7,Loring Park,Central,3,2,Newton
-10380007.1810487,5619075.52034839,389,01/19/2020 10:43am,Snow Emergency,"412 7th ave se,Minneapolis,MN",44.984461,-93.245191,3,Marcy Holmes,University,4,2,Newton
-10384580.6309781,5623459.02214672,390,01/19/2020 10:43am,Snow Emergency,"3124 6th st n,Minneapolis,MN",45.012306,-93.286275,5,Hawthorne,Near North,1,2,Newton
-10382403.7783619,5621105.88176077,391,01/19/2020 10:43am,Snow Emergency,"930 NE MAIN ST,Minneapolis,MN",44.99736,-93.26672,3,St. Anthony West,Northeast,2,2,Newton
-10384580.6309781,5623461.8564767,392,01/19/2020 10:46am,Snow Emergency,"3126 6th St n ,Minneapolis,MN",45.012324,-93.286275,5,Hawthorne,Near North,1,2,Newton
-10384497.8092618,5616314.90500311,393,01/19/2020 10:47am,Snow Emergency,"408 CLIFTON AVE,Minneapolis,MN",44.966918,-93.285531,7,Loring Park,Central,3,2,Newton
-10384378.5860953,5622530.66592906,394,01/19/2020 10:47am,Snow Emergency,"2614 4th st n,Minneapolis,MN",45.00641,-93.28446,5,Hawthorne,Near North,1,2,Newton
-10379996.3830607,5619094.72145981,395,01/19/2020 10:48am,Snow Emergency,"428 7th Avenue se,Minneapolis,MN",44.984583,-93.245094,3,Marcy Holmes,University,4,2,Newton
-10380713.948452,5612414.06262819,396,01/19/2020 10:48am,Snow Emergency,"3326 16th ave s,Minneapolis,MN",44.94212,-93.25154,9,Powderhorn Park,Powderhorn,6,2,Newton
-10379740.348238,5619551.15595586,397,01/19/2020 10:48am,Snow Emergency,"722 7th Ave se,Minneapolis,MN",44.987483,-93.242794,3,Marcy Holmes,University,4,2,Newton
-10386498.6658561,5612928.98169548,398,01/19/2020 10:49am,Snow Emergency,"3126 James ave s,Minneapolis,MN",44.945394,-93.303505,10,ECCO,Calhoun Isle,5,2,Newton
-10379869.0335971,5618875.48384846,399,01/19/2020 10:49am,Snow Emergency,"320 8TH AV SE,Minneapolis,MN",44.98319,-93.24395,3,Marcy Holmes,University,4,2,Newton
-10379942.0591469,5618831.25917318,400,01/19/2020 10:49am,Snow Emergency,"308 8th ave se,Minneapolis,MN",44.982909,-93.244606,3,Marcy Holmes,University,4,2,Newton
-10381536.7108078,5611879.20062884,401,01/19/2020 10:50am,Snow Emergency,"3544 11th ave so,Minneapolis,MN",44.938719,-93.258931,9,Powderhorn Park,Powderhorn,6,2,Newton
-10379997.8301807,5619092.20329053,402,01/19/2020 10:52am,Snow Emergency,"426 7th Avenue se ,Minneapolis,MN",44.984567,-93.245107,3,Marcy Holmes,University,4,2,Newton
-10379945.8439839,5618824.33444696,403,01/19/2020 10:52am,Snow Emergency,"302 8TH AVE SE,Minneapolis,MN",44.982865,-93.24464,3,Marcy Holmes,University,4,2,Newton
-10380012.4131058,5619065.91973723,404,01/19/2020 10:54am,Snow Emergency,"404 7th ave se,Minneapolis,MN",44.9844,-93.245238,3,Marcy Holmes,University,4,2,Newton
-10385059.861361,5621231.8204673,405,01/19/2020 10:56am,Snow Emergency,"1818 Bryant Ave n ,Minneapolis,MN",44.99816,-93.29058,5,Near - North,Near North,1,2,Newton
-10379894.8597086,5619275.24648818,406,01/19/2020 10:56am,Snow Emergency,"514 7th ave se ,Minneapolis,MN",44.98573,-93.244182,3,Marcy Holmes,University,4,2,Newton
-10386027.7844196,5620495.10399712,407,01/19/2020 10:57am,Snow Emergency,"1428 Irving Ave n,Minneapolis,MN",44.99348,-93.299275,5,Near - North,Near North,1,2,Newton
-10380287.5948629,5611744.90040114,408,01/19/2020 10:57am,Snow Emergency,"1812 36th st ,Minneapolis,MN",44.937865,-93.24771,9,Powderhorn Park,Powderhorn,6,2,Newton
-10384162.73766,5616070.56133945,409,01/19/2020 10:58am,Snow Emergency,"226 clifton ave ,Minneapolis,MN",44.965365,-93.282521,7,Loring Park,Central,3,2,Newton
-10381441.9779575,5621118.47556646,410,01/19/2020 11:00am,Snow Emergency,"712 6th st ne,Minneapolis,MN",44.99744,-93.25808,3,St. Anthony West,Northeast,2,2,Newton
-10380491.1981903,5611743.48500423,411,01/19/2020 11:02am,Snow Emergency,"1708 36th st,Minneapolis,MN",44.937856,-93.249539,9,Powderhorn Park,Powderhorn,6,2,Newton
-10386001.6243342,5620559.64299636,412,01/19/2020 11:02am,Snow Emergency,"1424 Irving Ave N,Minneapolis,MN",44.99389,-93.29904,5,Near - North,Near North,1,2,Newton
-10386108.4909679,5611833.75221729,413,01/19/2020 11:02am,Snow Emergency,"3532 Holmes Ave,Minneapolis,MN",44.93843,-93.3,10,ECCO,Calhoun Isle,5,2,Newton
-10381011.1714836,5620309.83251209,414,01/19/2020 11:02am,Snow Emergency,"260 6th st ne,Minneapolis,MN",44.992303,-93.25421,3,St. Anthony East,Northeast,2,2,Newton
-10380097.572439,5618916.87569585,415,01/19/2020 11:03am,Snow Emergency,"312 7th Ave se,Minneapolis,MN",44.983453,-93.246003,3,Marcy Holmes,University,4,2,Newton
-10379930.3705619,5618852.34844724,416,01/19/2020 11:04am,Snow Emergency,"326 8TH AVE SE,Minneapolis,MN",44.983043,-93.244501,3,Marcy Holmes,University,4,2,Newton
-10380893.1728879,5621010.6417807,417,01/19/2020 11:05am,Snow Emergency,"686 summer st ne,Minneapolis,MN",44.996755,-93.25315,3,St. Anthony East,Northeast,2,2,Newton
-10380706.1561287,5612769.50147973,418,01/19/2020 11:06am,Snow Emergency,"3204 16th Avenue South,Minneapolis,MN",44.94438,-93.25147,9,Powderhorn Park,Powderhorn,6,2,Newton
-10382671.5017696,5615084.91476534,419,01/19/2020 11:06am,Snow Emergency,"2404 5TH AVE S,Minneapolis,MN",44.9591,-93.269125,6,Phillips West,Phillips,3,2,Newton
-10380716.1748444,5612727.03683018,420,01/19/2020 11:06am,Snow Emergency,"3216 16th,Minneapolis,MN",44.94411,-93.25156,9,Powderhorn Park,Powderhorn,6,2,Newton
-10380913.2104193,5621010.6417807,421,01/19/2020 11:07am,Snow Emergency,"682 summer st ne,Minneapolis,MN",44.996755,-93.25333,3,St. Anthony East,Northeast,2,2,Newton
-10380709.4956672,5611814.88093944,422,01/19/2020 11:08am,Snow Emergency,"3540 16th,Minneapolis,MN",44.93831,-93.2515,9,Powderhorn Park,Powderhorn,6,2,Newton
-10380717.2880906,5612797.8114042,423,01/19/2020 11:08am,Snow Emergency,"3200 16th Avenue South,Minneapolis,MN",44.94456,-93.25157,9,Powderhorn Park,Powderhorn,6,2,Newton
-10383459.087146,5615882.54858537,424,01/19/2020 11:11am,Snow Emergency,"104 19th Street East,Minneapolis,MN",44.96417,-93.2762,6,Steven's Square - Loring Heights,Central,3,2,Newton
-10379798.9022874,5619031.2946926,425,01/19/2020 11:12am,Snow Emergency,"416 8th ave se,Minneapolis,MN",44.98418,-93.24332,3,Marcy Holmes,University,4,2,Newton
-10385537.4219747,5612860.72252382,426,01/19/2020 11:12am,Snow Emergency,"1204 32nd st w,Minneapolis,MN",44.94496,-93.29487,10,South Uptown,Calhoun Isle,5,2,Newton
-10379163.2680154,5619086.37998255,427,01/19/2020 11:13am,Snow Emergency,"616 11th ave se,Minneapolis,MN",44.98453,-93.23761,3,Marcy Holmes,University,4,2,Newton
-10381551.0710837,5610651.2297482,428,01/19/2020 11:13am,Snow Emergency,"3944 11th av s,Minneapolis,MN",44.93091,-93.25906,8,Bancroft,Powderhorn,6,2,Newton
-10382696.5486088,5621667.89681821,429,01/19/2020 11:14am,Snow Emergency,"1316 grand st ne,Minneapolis,MN",45.00093,-93.26935,3,Sheridan,Northeast,2,2,Newton
-10386028.8975657,5620448.51025213,430,01/19/2020 11:15am,Snow Emergency,"1404 Irving Ave n,Minneapolis,MN",44.993184,-93.299285,5,Near - North,Near North,1,2,Newton
-10381417.4876414,5611701.65424202,431,01/19/2020 11:16am,Snow Emergency,"3600 12th av s,Minneapolis,MN",44.93759,-93.25786,9,Powderhorn Park,Powderhorn,6,2,Newton
-10380632.1286574,5612314.19618145,432,01/19/2020 11:17am,Snow Emergency,"1620 34th Street East,Minneapolis,MN",44.941485,-93.250805,9,Powderhorn Park,Powderhorn,6,2,Newton
-10384364.114595,5616261.72476896,433,01/19/2020 11:17am,Snow Emergency,"322 Clifton Ave ,Minneapolis,MN",44.96658,-93.28433,7,Loring Park,Central,3,2,Newton
-10382715.4728939,5621743.46462433,434,01/19/2020 11:19am,Snow Emergency,"1330 grand st ne,Minneapolis,MN",45.00141,-93.26952,3,Sheridan,Northeast,2,2,Newton
-10383188.5807228,5616067.41464729,435,01/19/2020 11:19am,Snow Emergency,"216 e 18th st ,Minneapolis,MN",44.965345,-93.27377,6,Steven's Square - Loring Heights,Central,3,2,Newton
-10384590.4271446,5625627.3958083,436,01/19/2020 11:22am,Snow Emergency,"3904 6th St N,Minneapolis,MN",45.026075,-93.286363,4,Webber - Camden,Camden,1,2,Newton
-10385013.1072212,5619277.60731091,437,01/19/2020 11:22am,Snow Emergency,"724 aldrich ave n ,Minneapolis,MN",44.985745,-93.29016,5,Sumner - Glenwood,Near North,1,2,Newton
-10383393.408621,5615866.8154633,438,01/19/2020 11:23am,Snow Emergency,"124 19TH ST E,Minneapolis,MN",44.96407,-93.27561,6,Steven's Square - Loring Heights,Central,3,2,Newton
-10385974.9076257,5612848.14023654,439,01/19/2020 11:23am,Snow Emergency,"1434 w 32nd,Minneapolis,MN",44.94488,-93.2988,10,ECCO,Calhoun Isle,5,2,Newton
-10379810.0342493,5619013.98229089,440,01/19/2020 11:24am,Snow Emergency,"412 8TH AV SE,Minneapolis,MN",44.98407,-93.24342,3,Marcy Holmes,University,4,2,Newton
