X,Y,OBJECTID,Snow_Emerg,Snow_Eme_1,Snow_Eme_2,Key_,Call_Taken,Customer,Location,Latitude,Longitude,Ward,Neighborho,Community,Day,Tow_Zone
-10382801.7455734,5611701.49697644,128,Victory 2,2022-2023,4,128,2023/02/25 00:00:00+00,Snow Emergency,"3600 4th ave s ,Minneapolis,MN",44.937589,-93.270295,8,Central,Powderhorn,1,5
-10380405.4821339,5619085.27836404,129,Victory 2,2022-2023,4,129,2023/02/25 00:00:00+00,Snow Emergency,"507 UNIVERSITY AVE SE,Minneapolis,MN",44.984523,-93.248769,3,Marcy Holmes,University,1,4
-10385378.2351702,5615459.33764988,130,Victory 2,2022-2023,4,130,2023/02/25 00:00:00+00,Snow Emergency,"2112 dupont av s,Minneapolis,MN",44.96148,-93.29344,7,Lowry Hill,Calhoun Isle,1,3
-10383783.0268861,5615504.96164895,131,Victory 2,2022-2023,4,131,2023/02/25 00:00:00+00,Snow Emergency,"2101 blaisdell Ave s ,Minneapolis,MN",44.96177,-93.27911,10,Whittier,Powderhorn,1,3
-10383636.4190633,5619445.22956794,132,Victory 2,2022-2023,4,132,2023/02/25 00:00:00+00,Snow Emergency,"700 3rd STREET N,Minneapolis,MN",44.98681,-93.277793,3,North Loop,Central,1,1
-10383854.2713419,5619664.00895284,133,Victory 2,2022-2023,4,133,2023/02/25 00:00:00+00,Snow Emergency,"800 3rd st n ,Minneapolis,MN",44.9882,-93.27975,3,North Loop,Central,1,1
-10383055.5540037,5611042.13687492,134,Victory 2,2022-2023,4,134,2023/02/25 00:00:00+00,Snow Emergency,"3835 3rd Ave S,Minneapolis,MN",44.933396,-93.272575,8,Bryant,Powderhorn,1,5
-10380566.1161585,5619175.30409692,135,Victory 2,2022-2023,4,135,2023/02/25 00:00:00+00,Snow Emergency,"429 UNIVERSITY AVE SE ,Minneapolis,MN",44.985095,-93.250212,3,Marcy Holmes,University,1,4
-10385402.7254863,5622018.97725874,136,Victory 2,2022-2023,4,136,2023/02/25 00:00:00+00,Snow Emergency,"2312 Emerson Avenue n,Minneapolis,MN",45.00316,-93.29366,5,Hawthorne,Near North,1,1
-10378553.7937286,5606960.30232997,137,Victory 2,2022-2023,4,137,2023/02/25 00:00:00+00,Snow Emergency,"5251 28th ave s,Minneapolis,MN",44.907432,-93.232135,12,Keewaydin,Nokomis,1,6
-10378615.576092,5606114.42175935,138,Victory 2,2022-2023,4,138,2023/02/25 00:00:00+00,Snow Emergency,"5550 28th ave s,Minneapolis,MN",44.90205,-93.23269,11,Wenonah,Nokomis,1,6
-10383824.7716179,5615490.48783774,139,Victory 2,2022-2023,4,139,2023/02/25 00:00:00+00,Snow Emergency,"2125 Blaisdell avs,Minneapolis,MN",44.961678,-93.279485,10,Whittier,Powderhorn,1,3
-10383092.8460509,5611080.50525945,140,Victory 2,2022-2023,4,140,2023/02/25 00:00:00+00,Snow Emergency,"3816 3RD AVE S,Minneapolis,MN",44.93364,-93.27291,8,Bryant,Powderhorn,1,5
-10383824.7716179,5615490.48783774,141,Victory 2,2022-2023,4,141,2023/02/25 00:00:00+00,Snow Emergency,"2125 Blaisdell ave,Minneapolis,MN",44.961678,-93.279485,10,Whittier,Powderhorn,1,3
-10378615.576092,5606148.99716341,142,Victory 2,2022-2023,4,142,2023/02/25 00:00:00+00,Snow Emergency,"5542 28th ave so,Minneapolis,MN",44.90227,-93.23269,11,Wenonah,Nokomis,1,6
-10378615.576092,5606183.57284111,143,Victory 2,2022-2023,4,143,2023/02/25 00:00:00+00,Snow Emergency,"5532 28th Ave s,Minneapolis,MN",44.90249,-93.23269,11,Wenonah,Nokomis,1,6
-10380409.4897203,5619087.48174273,144,Victory 2,2022-2023,4,144,2023/02/25 00:00:00+00,Snow Emergency,"503 UNIVERSITY AVE SE,Minneapolis,MN",44.984537,-93.248805,3,Marcy Holmes,University,1,4
-10380529.1580851,5619193.403789,145,Victory 2,2022-2023,4,145,2023/02/25 00:00:00+00,Snow Emergency,"409 UNIVERSITY AVE SE,Minneapolis,MN",44.98521,-93.24988,3,Marcy Holmes,University,1,4
-10380361.0657112,5619117.85748253,146,Victory 2,2022-2023,4,146,2023/02/25 00:00:00+00,Snow Emergency,"505 UNIVERSITY AVE SE,Minneapolis,MN",44.98473,-93.24837,3,Marcy Holmes,University,1,4
-10383823.6584718,5615135.41381679,147,Victory 2,2022-2023,4,147,2023/02/25 00:00:00+00,Snow Emergency,"2337 Blaisdell av s,Minneapolis,MN",44.959421,-93.279475,10,Whittier,Powderhorn,1,3
-10380053.8238638,5618922.69889443,148,Victory 2,2022-2023,4,148,2023/02/25 00:00:00+00,Snow Emergency,"717 UNIVERSITY AVE SE ,Minneapolis,MN",44.98349,-93.24561,3,Marcy Holmes,University,1,4
-10377573.6256621,5609129.27434984,149,Victory 2,2022-2023,4,149,2023/02/25 00:00:00+00,Snow Emergency,"4504 34th ave s,Minneapolis,MN",44.92123,-93.22333,12,Ericsson,Nokomis,1,6
-10383824.7716179,5615501.81515398,150,Victory 2,2022-2023,4,150,2023/02/25 00:00:00+00,Snow Emergency,"2111 Blaisdell ave,Minneapolis,MN",44.96175,-93.279485,10,Whittier,Powderhorn,1,3
-10385671.005417,5620855.583874,151,Victory 2,2022-2023,4,151,2023/02/25 00:00:00+00,Snow Emergency,"1613 Fremont Avenue n,Minneapolis,MN",44.99577,-93.29607,5,Near - North,Near North,1,1
-10383824.7716179,5615490.80250094,152,Victory 2,2022-2023,4,152,2023/02/25 00:00:00+00,Snow Emergency,"2105 blaisdell Ave s ,Minneapolis,MN",44.96168,-93.279485,10,Whittier,Powderhorn,1,3
-10383636.4190633,5619445.22956794,153,Victory 2,2022-2023,4,153,2023/02/25 00:00:00+00,Snow Emergency,"700 3rd st n ,Minneapolis,MN",44.98681,-93.277793,3,North Loop,Central,1,1
-10383636.4190633,5619445.22956794,154,Victory 2,2022-2023,4,154,2023/02/25 00:00:00+00,Snow Emergency,"700 3rd st no mps,Minneapolis,MN",44.98681,-93.277793,3,North Loop,Central,1,1
-10383823.6584718,5615150.98833835,155,Victory 2,2022-2023,4,155,2023/02/25 00:00:00+00,Snow Emergency,"2305 Blaisdell AV S,Minneapolis,MN",44.95952,-93.279475,10,Whittier,Powderhorn,1,3
-10380171.8225596,5618974.63595685,156,Victory 2,2022-2023,4,156,2023/02/25 00:00:00+00,Snow Emergency,"617 UNIVERSITY AVE SE ,Minneapolis,MN",44.98382,-93.24667,3,Marcy Holmes,University,1,4
-10377565.8333389,5607140.74193495,157,Victory 2,2022-2023,4,157,2023/02/25 00:00:00+00,Snow Emergency,"5210 34th Avenue South,Minneapolis,MN",44.90858,-93.22326,12,Keewaydin,Nokomis,1,6
-10380001.0584947,5619014.45447002,158,Victory 2,2022-2023,4,158,2023/02/25 00:00:00+00,Snow Emergency,"720 4TH ST SE,Minneapolis,MN",44.984073,-93.245136,3,Marcy Holmes,University,1,4
-10379994.0453437,5619010.51978623,159,Victory 2,2022-2023,4,159,2023/02/25 00:00:00+00,Snow Emergency,"726 4TH ST SE,Minneapolis,MN",44.984048,-93.245073,3,Marcy Holmes,University,1,4
-10383784.1400322,5615435.73915432,160,Victory 2,2022-2023,4,160,2023/02/25 00:00:00+00,Snow Emergency,"2115 blaisdell Ave s ,Minneapolis,MN",44.96133,-93.27912,10,Whittier,Powderhorn,1,3
-10377479.0040363,5607147.02910205,161,Victory 2,2022-2023,4,161,2023/02/25 00:00:00+00,Snow Emergency,"5209 34th Avenue South,Minneapolis,MN",44.90862,-93.22248,12,Minnehaha,Nokomis,1,6
-10383824.7716179,5615494.10632374,162,Victory 2,2022-2023,4,162,2023/02/25 00:00:00+00,Snow Emergency,"2119 Blaisdell ave,Minneapolis,MN",44.961701,-93.279485,10,Whittier,Powderhorn,1,3
-10380250.4141403,5618999.34545779,163,Victory 2,2022-2023,4,163,2023/02/25 00:00:00+00,Snow Emergency,"621 UNIVERSITY AVE SE,Minneapolis,MN",44.983977,-93.247376,3,Marcy Holmes,University,1,4
-10379989.2585851,5619008.00164046,164,Victory 2,2022-2023,4,164,2023/02/25 00:00:00+00,Snow Emergency,"730 4TH ST SE,Minneapolis,MN",44.984032,-93.24503,3,Marcy Holmes,University,1,4
-10383823.6584718,5615141.23457585,165,Victory 2,2022-2023,4,165,2023/02/25 00:00:00+00,Snow Emergency,"2325 blaisdell Ave s ,Minneapolis,MN",44.959458,-93.279475,10,Whittier,Powderhorn,1,3
-10377512.956545,5606219.72021133,166,Victory 2,2022-2023,4,166,2023/02/25 00:00:00+00,Snow Emergency,"5525 34th ave s,Minneapolis,MN",44.90272,-93.222785,12,Morris Park,Nokomis,1,6
-10377512.956545,5606144.5967169,167,Victory 2,2022-2023,4,167,2023/02/25 00:00:00+00,Snow Emergency,"5543 34th ave s,Minneapolis,MN",44.902242,-93.222785,12,Morris Park,Nokomis,1,6
-10380125.0684198,5619084.17660413,168,Victory 2,2022-2023,4,168,2023/02/25 00:00:00+00,Snow Emergency,"624 4TH ST SE,Minneapolis,MN",44.984516,-93.24625,3,Marcy Holmes,University,1,4
-10377485.6832134,5606218.14865112,169,Victory 2,2022-2023,4,169,2023/02/25 00:00:00+00,Snow Emergency,"5529 34th AVE S ,Minneapolis,MN",44.90271,-93.22254,12,Morris Park,Nokomis,1,6
-10383636.4190633,5619445.22956794,170,Victory 2,2022-2023,4,170,2023/02/25 00:00:00+00,Snow Emergency,"700 3rd ST N ,Minneapolis,MN",44.98681,-93.277793,3,North Loop,Central,1,1
-10383967.8172529,5619822.98141623,171,Victory 2,2022-2023,4,171,2023/02/25 00:00:00+00,Snow Emergency,"900 3rd ST N,Minneapolis,MN",44.98921,-93.28077,3,North Loop,Central,1,1
-10383823.6584718,5615163.73102009,172,Victory 2,2022-2023,4,172,2023/02/25 00:00:00+00,Snow Emergency,"2333 Blaisdell ave ,Minneapolis,MN",44.959601,-93.279475,10,Whittier,Powderhorn,1,3
-10380049.3710791,5618919.55134912,173,Victory 2,2022-2023,4,173,2023/02/25 00:00:00+00,Snow Emergency,"707 UNIVERSITY AV SE,Minneapolis,MN",44.98347,-93.24557,3,Marcy Holmes,University,1,4
-10383823.6584718,5615142.33571301,174,Victory 2,2022-2023,4,174,2023/02/25 00:00:00+00,Snow Emergency,"2323 blaisdell Ave s ,Minneapolis,MN",44.959465,-93.279475,10,Whittier,Powderhorn,1,3
-10380010.4092626,5618980.93137008,175,Victory 2,2022-2023,4,175,2023/02/25 00:00:00+00,Snow Emergency,"706 4TH ST SE ,Minneapolis,MN",44.98386,-93.24522,3,Marcy Holmes,University,1,4
-10380307.6323943,5619665.58285522,176,Victory 2,2022-2023,4,176,2023/02/25 00:00:00+00,Snow Emergency,"612 4TH AVE SE,Minneapolis,MN",44.98821,-93.24789,3,Marcy Holmes,University,1,4
-10379998.7207777,5619013.19532573,177,Victory 2,2022-2023,4,177,2023/02/25 00:00:00+00,Snow Emergency,"722 4TH ST SE ,Minneapolis,MN",44.984065,-93.245115,3,Marcy Holmes,University,1,4
-10378014.6735009,5617155.44754412,178,Victory 2,2022-2023,4,178,2023/02/25 00:00:00+00,Snow Emergency,"412 OAK ST SE,Minneapolis,MN",44.97226,-93.227292,2,University of Minnesota,University,1,4
-10383823.6584718,5615139.34666992,179,Victory 2,2022-2023,4,179,2023/02/25 00:00:00+00,Snow Emergency,"2329 blaisdell Ave s ,Minneapolis,MN",44.959446,-93.279475,10,Whittier,Powderhorn,1,3
-10383823.6584718,5615165.61893112,180,Victory 2,2022-2023,4,180,2023/02/25 00:00:00+00,Snow Emergency,"2331 Blaisdell ave,Minneapolis,MN",44.959613,-93.279475,10,Whittier,Powderhorn,1,3
-10380010.4092626,5618980.93137008,181,Victory 2,2022-2023,4,181,2023/02/25 00:00:00+00,Snow Emergency,"708 4TH ST SE ,Minneapolis,MN",44.98386,-93.24522,3,Marcy Holmes,University,1,4
-10382927.3139431,5618731.63661755,182,Victory 2,2022-2023,4,182,2023/02/25 00:00:00+00,Snow Emergency,"100 3rd ST N,Minneapolis,MN",44.982276,-93.271423,3,Downtown West,Central,1,3
-10383967.8172529,5619822.98141623,183,Victory 2,2022-2023,4,183,2023/02/25 00:00:00+00,Snow Emergency,"900 3rd ST N,Minneapolis,MN",44.98921,-93.28077,3,North Loop,Central,1,1
-10379898.6445456,5618799.62542529,184,Victory 2,2022-2023,4,184,2023/02/25 00:00:00+00,Snow Emergency,"829 UNIVERSITY AVE SE,Minneapolis,MN",44.982708,-93.244216,3,Marcy Holmes,University,1,4
-10380456.8004831,5619239.04667044,185,Victory 2,2022-2023,4,185,2023/02/25 00:00:00+00,Snow Emergency,"420 4TH ST SE ,Minneapolis,MN",44.9855,-93.24923,3,Marcy Holmes,University,1,4
-10377263.0442763,5609986.12888198,186,Victory 2,2022-2023,4,186,2023/02/25 00:00:00+00,Snow Emergency,"3527 42nd Street East,Minneapolis,MN",44.92668,-93.22054,12,Hiawatha,Longfellow,1,6
-10380523.0355311,5619308.77068168,187,Victory 2,2022-2023,4,187,2023/02/25 00:00:00+00,Snow Emergency,"400 4TH ST SE,Minneapolis,MN",44.985943,-93.249825,3,Marcy Holmes,University,1,4
