email_id,body_text,body_length
628,"Groupon                                                             Today’s Goods, Local, and Travel deals for you Deals Delivered to Your Door White Fire Opal Tennis Bracelet  (246) $73.99 $19.99 Heart Cable Initial Bracelet ...  (19,817) $79.99 $9.99 CBD Gummies from JustCBD (250...  (3,006) $23.99 $16.99 Sale Ends 2/26 Braveman Men's Wool Blend Her...  (114) $495 $19.99 Deals Near You Hair Services Denny Kemp Salon - Edina Edina, MN  (84) $200 $74.25 Sale Ends 2/26 Botox KP's Upkeep Boutike Minneapolis, MN  (587) $299 $163.18 Sale Ends 2/26 Massage or Relax Package Spavia Day Spa Maple Grove, MN  (415) $99 $59 Bowling or Bocce Ball Pinstripes Edina Edina, MN $10 $7 For When You're Ready to Travel Hotel near Minneapolis w/Pool Courtyard by Marriott Edina... Bloomington, MN $137.08 $61.79 19th-Century Hotel in Minnesota St. James Hotel Red Wing, MN  (158) $111.20 $88.96 Hilton Hotel in Bloomington Hilton Garden Inn... Bloomington, MN $100.43 $53 Downtown Minneapolis Hotel AC Hotel Minneapolis Downtown Minneapolis, MN  (177) $459.08 $56.80 Ads Groupon Merchant   |   FAQ   |   Gift Cards   |   Contact You are receiving this email because sample.user@example.com is signed up to receive Groupon communications.  To adjust how often you receive future Groupon emails, including unsubscribing, click here .  Delivered by Groupon 600 W. Chicago Avenue, Suite 400, Chicago, IL 60654, USA",1399
629,"Groupon                                                             Sample's Minneapolis / St Paul Deals | February 27, 2021 | Groupons for Food & Drink, Health & Beauty, and Things to Do Sample's Minneapolis / St Paul Deals | February 27, 2021 Hair Services Denny Kemp Salon - Edina   ⋅   Over 150 Bought        (87 ratings) $200 $74.25 Sale Ends 3/1 View Deal Botox Clinic Femina Over 1,000 Bought    (624 ratings) $400 $172.86 Sale Ends 3/1 View Deal   Massage or Relax Package Spavia Day Spa Over 300 Bought    (417 ratings) $99 $59 View Deal   Bowling or Bocce Ball Pinstripes Edina Over 300 Bought $10 $7 View Deal   House Cleaning Barrera Gonzalez Enterprise Over 50 Bought    (15 ratings) $120 $60 View Deal   Botox Injections Babe Over 200 Bought    (72 ratings) $240 $182.55 Sale Ends 3/1 View Deal   Automatic Car Wash Bobby & Steve's Auto World Over 1,000 Bought    (3,576 ratings) $44 $24.07 Sale Ends 3/1 View Deal   Dental Exam, Cleaning and X-Rays Jain Dental Over 1,000 Bought    (267 ratings) $335 $37.50 Sale Ends 3/1 View Deal   Air-Duct Cleaning and Inspection Forever Vent Over 1,000 Bought    (2,086 ratings) $289 $35 View Deal   60-Minute Couples Massage Balance Massage Uptown Over 1,000 Bought    (511 ratings) $180 $116 Sale Ends 3/1 View Deal   Float Sessions for One or Two Awaken for Wellness Over 550 Bought    (156 ratings) $95 $84.55 View Deal   Hair Services Hair by Anastasia Over 300 Bought    (108 ratings) $85 $65.45 View Deal   Botox Injections Angelic Skin Clinic Over 250 Bought    (967 ratings) $300 $182.55 Sale Ends 3/1 View Deal   SEE ALL MINNEAPOLIS-STPAUL DEALS   CBD Gummies from JustCBD (250... Over 25,000 Bought    $23.99 $17.99 View   ComforPedic Loft from Beautyr... Over 450 Bought    $1,600 $393.99 View   Apple MacBook Air 13"" MQD42LL...   $1,199 $710 View   Juice Cleanse Detox - Raw Fou... Over 5,000 Bought    $99.99 $59.99 View   SEE ALL GOODS DEALS »   Ads Groupon Merchant   |   FAQ   |   Gift Cards   |   Contact You are receiving this e",2000
630,"What makes this week better? 💕New Decorative Trinkets 
Hi Sample, What makes this week better? 💕New Decorative Trinkets
 WOMEN 
 MEN 
 ACCESSORIES 
 HOME DECOR 
 GADGETS 
Refer friends, earn up to $100. Share your code!
Today's Trending Products
 $1 
 $5 
 $26 
 $74 
 $20 
 $42 
 $0 
 $18 
Shop now
Recommended For You
 $17 
 $2 
 $24 
 $13 
Shop now
 download our app 
Refer friends, earn up to $100.
Wish is a marketplace that lets you discover items from thousands of merchants around the world. Check out these merchants' deals! (Reference prices and discounts or savings provided by merchants)
You are receiving this email because you subscribed at 
 wish.com .
To opt-out of receiving future emails, you may do so here .
1 Sansome St., 40th Floor, San Francisco, CA 94104 - USA
This email was sent from a notification-only address that cannot accept incoming emails.
Please do not reply to this message. If you have any questions or concerns, please contact us at support@wish.com",1000
631,"----------------------------------------------

----------------------------------------------


We found 1 recommended listing for you!
..............................................
<tr>
    <td class=""main"" style=""padding:14px 14px 25px 14px"">
        <table width=""100%"" border=""0"" cellspacing=""0"" cellpadding=""0"">
            
            
            
                <!-- Property Row Starts -->
<tr>
    <td>
        <table width=""100%"" border=""0"" cellspacing=""0"" cellpadding=""0"">
            <tr>
                <td style=""padding-bottom: 15px; "">
                    <a data-test-id=""pdpUrl"" href=""https://click.prop.trulia.com/f/a/uUXZMhSDAN03nBIrQ7KivA~~/AAAAAQA~/RgRiGMfDPwRXBnRydWxpYUIKYDXDQjZgYqlBYVIQbmlja0ByeWJlcmdzLmNvbVgEAAAAAA~~?target=https%3A%2F%2Fwww.trulia.com%2Fhandshake%2F%3Falat%3Dd132a9d9f301d6291437b4f9d888366e23f274698b0a5d7d54445d982baf6ad9%26alrt%3Dc2547367239c5de023509101440c362adb5753d6543fcc9b8909d21c0a98164d%26ecampaign%3Deml%7Cfsb%7Ccon_day_recprops_bk_emv2%7Cgroup_1%26return%3Dhttps%253A%252F%252Fwww.trulia.com%252Femail%252Feml%257Cfsb%257Ccon_day_recprops_bk_emv2%257Cgroup_1%252Fwww.trulia.com%252Fp%252Fwi%252Fnew-richmond%252F1425-136th-ave-new-richmond-wi-54017--2054505492%253Fnav_ids%253Dm%253A2054505492%2526alat%253Dd132a9d9f301d6291437b4f9d888366e23f274698b0a5d7d54445d982baf6ad9%2526alrt%253Dc2547367239c5de023509101440c362adb5753d6543fcc9b8909d21c0a98164d%2526guid%253D9f62278d4e28efb82ed5aa04d13eb3ef1614157983807%22>
                        <table width=""100%"" border=""0"" cellspacing=""0"" cellpadding=""0"">
                            <tr>
                                
                                <td style=""border-top: 1px solid #E8E9EA; border-right: 1px solid #E8E9EA; border-bottom: 1px solid #E8E9EA; border-radius: 4px;"">
                                    
                                    <table width=""100%"" border=""0"" cellspacing=""0"" cellpadding=""0"">
                                        <tr",2000
632,"Groupon                                                             You'll want to see these deals Bagu Sushi And Thai Sushi and Thai Enjoy fresh Sushi made with the finest ingredients in a cozy, urban feeling space $40 $30 View Deal Statera Health Sauna - Infrared Anti-aging mechanisms that accelerate weight loss, increase detoxification, reduce pain & inflammation, and boost brain & heart health. $79 $32 View Deal Bowlmor Lanes and Bowlero Two Hours of Bowling Upscale bowling inside a luxury bowling alley with glow-in-the-dark lanes, a spacious sports bar, and entertaining arcades $43.98 $22 View Deal Ciao Bella Body Sculpting Studio Ultrasonic-Cavitation Treatments Noninvasive low-frequency sound waves target localized fat deposits $700 $109 View Deal Ezina Beauty Microblading Semi-permanent makeup is applied using a tattoo-like procedure to add definition to the eyebrows; microneedling helps rejuvenate the skin $575 $301 View Deal Plastic Surgery Specialists Chemical Peels Chemical peel exfoliates the outer layers of skin to help diminish fine lines, age spots, and hyperpigmentation $125 $50 View Deal Michelangelos Sistine Chapel... Sistine Chapel Exhibition Exhibition recreates one of the western world’s greatest artistic achievements, allowing visitors to experience art from a new perspective $12 $8 View Deal Element Hearth and Home Chimney Sweep Experienced technician cleans fireplaces and chimneys in customers’ homes to help prevent dangerous level of soot accumulation $225 $92 View Deal Isbahee Life Laser Lipo Sessions with WBV's Non-invasive Laser-Lipo reduces localized fat deposits without discomfort or downtime; whole-body vibration helps boost metabolism $250 $39 View Deal Spavia Day Spa Massage or Relax Package Therapists provide massage sessions with optional facials to promote relaxation, alleviate stress and tension, and help restore energy $99 $59 View Deal Massage Xcape Fireside Couples Massage Massage therapists put couples at ease with gliding s",2000
633,"Groupon                                                             Sample's Minneapolis / St Paul Deals | February 19, 2021 | Groupons for Food & Drink, Health & Beauty, and Things to Do Sample's Minneapolis / St Paul Deals | February 19, 2021 60-Minute Massage Epic Bodyworks     (220 ratings) $82 $49 View Deal Laser Hair Removal ProSkin Esthetics and Laser Over 5,000 Bought    (878 ratings) $569 $219 View Deal   Ultrasonic-Cavitation Treatments Ciao Bella Body Sculpting Studio Over 600 Bought    (301 ratings) $700 $109 View Deal   Remote Car Starters Premier Auto Trends Over 1,000 Bought    (438 ratings) $350 $149 View Deal   Detailing Packages Midwest Detailing and Auto Reconditioning Over 1,000 Bought    (1,117 ratings) $174 $105 View Deal   House Cleaning Barrera Gonzalez Enterprise Over 50 Bought    (14 ratings) $120 $60 View Deal   Dysport and Restylane Injections Anew Medspa Clinic Over 5,000 Bought    (2,692 ratings) $379 $179 View Deal   Fireside Couples Massage Massage Xcape Over 450 Bought    (845 ratings) $215 $144.05 View Deal   Jump Pass or Basic Party Package Sky Zone Maple Grove Over 5,000 Bought    (50,478 ratings) $22.57 $13 View Deal   60-Minute Couples Massage Balance Massage Uptown Over 1,000 Bought    (501 ratings) $180 $129 View Deal   Hibachi Food Osaka Sushi and Hibachi Steakhouse - Coon Rapids Over 25,000 Bought    (15,417 ratings) $50 $28 View Deal   Haircuts, Conditions, and More Hair by Tiffany Morgan Over 100 Bought    (48 ratings) $80 $45 View Deal   Restylane Aesthetica Skin Health and Wellness Over 450 Bought    (831 ratings) $600 $393 View Deal   SEE ALL MINNEAPOLIS-STPAUL DEALS   Blue Sapphire & White Topaz O...   $55 $44.99 View   KN95 Face Masks With Multi La... Over 25,000 Bought    $49.99 $6.99 View   AQS Men's Printed Boxer Brief... Over 300 Bought    $100 $44.99 View   Apple iPhone X GSM Unlocked A... Over 250 Bought    $1,150 $314.99 View   SEE ALL GOODS DEALS »   Ads Groupon Merchant   |   FAQ   |   Gift Cards   |   Contac",2000
634,"Groupon                                                                 For Sample | February 1, 2021 FREE Shipping with $34.99 Purchase | FREE Returns Finger Pulse Oximeter Blood O... Over 10,000 Bought    $89 $13.99 VIEW DEAL Sterling Silver Stethoscope H... Over 1,000 Bought $49.99 $7.99 Sale Ends 2/2 View Deal Pureology Shampoo and Conditi... Over 5,000 Bought $31.50 $18.49 View Deal Ultimate Volume Waterproof Co... Over 1,000 Bought $37.37 $3.99 View Deal Olay Skin Care Products for D... Over 1,000 Bought $36.10 $11.99 Sale Ends 2/2 View Deal High-Intensity Massage Gun, P... Over 10,000 Bought $79.99 $32.97 Sale Ends 2/2 View Deal Windproof Winter Gloves Touch... Over 5,000 Bought $19.99 $5.90 View Deal Energizer Max AA or AAA Alkal... Over 25,000 Bought $62.46 $26.99 View Deal Deep-Pockets Luxury Home Prem... Over 5,000 Bought $79.99 $20.99 Sale Ends 2/2 View Deal Ear Warmer Headband Women Win... Over 1,000 Bought $12.99 $5.85 View Deal JustCBD Gummy Bears Over 1,000 Bought $23.99 $17.99 View Deal DCF Floral Compression Socks ... Over 1,000 Bought $79.99 $9.99 View Deal Women's Phone Pocket Full Len... Over 1,000 Bought $39.50 $10.99 View Deal VIEW ALL GOODS Ads Groupon Merchant   |   FAQ   |   Gift Cards   |   Contact You are receiving this email because sample.user@example.com is signed up to receive Groupon communications.  To adjust how often you receive future Groupon emails, including unsubscribing, click here .  Delivered by Groupon 600 W. Chicago Avenue, Suite 400, Chicago, IL 60654, USA",1526
635,"Join us to hear our keynote speaker, Kirk Borne, at data.world summit on 3/25!

2021_02_02_DATAWORLD_SUMMIT 2021 SPEAKER CARD-Web_born@2x (https://page.data.world/e2t/sc2/MmZ-8yjXyN6W8G6Mp66VYRrKW6R6lD79j-wmMW2gxfcd7dzl9jdBzP8M04 )

Announcing data.world summit keynote:

Kirk Borne

You asked for it, so we’re doing it again on March 25, 2021! Next summit will feature bolder perspectives, mind-blowing speakers, and even more of what you need to win.

With that, we're proud to announce our keynote speaker Kirk Borne!

Dr. Kirk Borne is the Principal Data Scientist, an Executive Advisor, and the first Data Science Fellow at Booz Allen. Dr. Borne is a sought-after global speaker and trainer on topics ranging from data mining, data management, big data analytics, data science, machine learning, artificial intelligence, internet of things, data-driven decision-making, modeling & simulation of dynamic systems to emerging technologies, future of work, education, and science.

Don't miss his enlightening session at data.world summit!

Learn more and register here! (https://page.data.world/e2t/sc2/MmZ-8yjXyN6W8G6Mp66VYRrKW6R6lD79j-wmMW2gxfcd7dzl9jdBzP8N04 )

Cheers,

The data.world team

data.world, 7000 N. Mopac Expy, Suite 425, Austin, TX 78731, United States

Unsubscribe (https://page.data.world/hs/manage-preferences/unsubscribe-all?d=Vnbsgf75-wkCVCqJwS3XDhhQW3C7Nk54cg7sGW3_fQp356fnqYVmWcMK9lj-jhN72trRK25wtLW8n_ynK7HgHq-W8B4fGQ8_LBgkV1yf0N30hYqPVqjCMs2Mv2bxW4lpQ-H4sJL8R24c3&v=3&_hsenc=p2ANqtz-9Fng5flBBOxtwu5m1Lin1zYCtKAgXwrBzW9LbdzxbNrE5Rxl8RzcPfjQ9lL3_W6B4LWbs1KNzQ1svYeuj_QCgjB21vXw&_hsmi=109534890 )

Manage preferences (https://page.data.world/hs/manage-preferences/unsubscribe?d=Vnbsgf75-wkCVCqJwS3XDhhQW3C7Nk54cg7sGW3_fQp356fnqYVmWcMK9lj-jhN72trRK25wtLW8n_ynK7HgHq-W8B4fGQ8_LBgkV1yf0N30hYqPVqjCMs2Mv2bxW4lpQ-H4sJL8R24c3&v=3&_hsenc=p2ANqtz-9Fng5flBBOxtwu5m1Lin1zYCtKAgXwrBzW9LbdzxbNrE5Rxl8RzcPfjQ9lL3_W6B4LWbs1KNzQ1svYeuj_QCgjB21vXw&_hsmi=109534890 )",2000
636,"Groupon                                                             Sample's Minneapolis / St Paul Deals | February 11, 2021 | Groupons for Food & Drink, Health & Beauty, and Things to Do Sample's Minneapolis / St Paul Deals | February 11, 2021 Sistine Chapel Exhibition Michelangelos Sistine Chapel Exhibition   ⋅   Over 250 Bought        (227 ratings) $12 $8 View Deal Sushi and Thai Bagu Sushi And Thai Over 5,000 Bought    (2,301 ratings) $40 $27.60 Sale Ends 2/13 View Deal   Massage - Custom Root and Branch      (4 ratings) $90 $50.15 Sale Ends 2/13 View Deal   Microblading Ezina Beauty      (90 ratings) $575 $262 Sale Ends 2/13 View Deal   90-Minute Massage Elements Massage Over 150 Bought    (79 ratings) $139 $89 View Deal   Therma-Lift Tightening Facelifts Ciao Bella Body Sculpting Studio Over 550 Bought    (294 ratings) $700 $118.15 Sale Ends 2/13 View Deal   Hair Services Denny Kemp Salon - Edina Over 100 Bought    (80 ratings) $165 $79 View Deal   Automatic Car Wash Bobby & Steve's Auto World Over 950 Bought    (3,553 ratings) $44 $25.23 Sale Ends 2/13 View Deal   Dysport and Restylane Injections Anew Medspa Clinic Over 5,000 Bought    (2,685 ratings) $379 $166 Sale Ends 2/13 View Deal   Remote Car Starter Installation Above All Audio Over 300 Bought    (56 ratings) $350 $155.73 Sale Ends 2/13 View Deal   Microblading or Permanent Makeup Clinic Femina Over 50 Bought    (619 ratings) $599 $254.15 Sale Ends 2/13 View Deal   Acupuncture Treatments Jing River Acupuncture Over 900 Bought    (94 ratings) $98 $42.50 Sale Ends 2/13 View Deal   Custom Photo Cards PhotoAffections Over 25,000 Bought    (32,949 ratings) $79.20 $14 Sale Ends 2/13 View Deal   SEE ALL MINNEAPOLIS-STPAUL DEALS   ComforPedic Loft from Beautyr... Over 300 Bought    $1,600 $393.99 View   CBD Gummies from JustCBD (250... Over 25,000 Bought    $23.99 $17.99 View   KN95 Face Masks With Multi La... Over 10,000 Bought    $49.99 $6.99 View   14K Genuine White Gold Prince... Over 10,000 Bought    $199",2000
637,"Groupon                                                             Beauty, restaurants & last-minute gift ideas, all 30% off with code FLASH Sistine Chapel Exhibition Michelangelos Sistine Chapel... Bloomington, MN  (243) $12 $8 Microblading Ezina Beauty Edina, MN  (91) $575 $301 90-Minute Massage Elements Massage Eden Prairie, MN  (80) $139 $89 Hair Services Denny Kemp Salon - Edina Edina, MN  (82) $165 $79 Laser Lipo Sessions with WBV's Isbahee Life Minneapolis, MN  (2) $250 $39 Chimney Sweep Element Hearth and Home Minneapolis, MN  (405) $225 $92 Photofacial Reveal Laser at Phenix Salon Edina, MN  (343) $150 $77.50 Botox Injections Babe Eden Prairie, MN  (64) $240 $189 American and Italian Cuisine Pinstripes Edina Edina, MN $50 $40 Automatic Car Wash Bobby & Steve's Auto World Multiple Locations  (3,555) $44 $29 Brazilian Waxes The Pore Source Edina, MN  (234) $65 $29.50 Bowling or Bocce Ball Pinstripes Edina Edina, MN $10 $7 Eyelash Extensions Deka Lash Knollwood Saint Louis Park, MN  (282) $180 $75.50 Ultrasonic-Cavitation Treatments Ciao Bella Body Sculpting Studio Multiple Locations  (296) $700 $109 Fat Reduction Treatments SlimGevity Burnsville, MN  (358) $250 $39 Therma-Lift Tightening Facelifts Ciao Bella Body Sculpting Studio Multiple Locations  (296) $700 $139 Chemical Peels Plastic Surgery Specialists Edina, MN  (389) $125 $50 20 Units of Botox Aesthetica Skin Health and Wellness Multiple Locations  (827) $400 $179 Dysport and Restylane Injections Anew Medspa Clinic Multiple Locations  (2,686) $379 $179 Gua Sha Treatment Package CellSpark Skincare and Wellness Edina, MN  (245) $150 $65 Dysport Injections Afzal Clinics Multiple Locations  (272) $300 $165 Hair Services Hair by Anastasia Edina, MN  (101) $85 $65.45 Botox Injections Angelic Skin Clinic Osseo, MN  (963) $300 $189 Microblading or Permanent Makeup Clinic Femina Minneapolis, MN  (622) $599 $299 Ads Groupon Merchant   |   FAQ   |   Gift Cards   |   Contact You are receiving this email because s",2000
638,"Good Morning From Apple News
It?s February 2, 2021.
Here?s what you need to know.






Top Stories




President Biden and GOP senators agreed to continue discussions about COVID-19 relief after a lengthy White House meeting. Meanwhile, Democrats in Congress pushed forward with a bill that would allow them to pass Biden?s plan without Republican support. The Washington Post https://apple.news/AHQNm4tfrSEi95j92RClZGw?articleList=&campaign_id=E101&campaign_type=44bbe837-4142-4b7c-d189-b1694f5ca02c:a&creative_id=summary-4:dailyMail_summaryPlainText



The first at-home rapid coronavirus tests will be shipped to the U.S. by the end of the month after the administration reached a deal with an Australian manufacturer.
 NPR https://apple.news/AzAu69ToTS0mNCVZlEaf9_g?articleList=&campaign_id=E101&campaign_type=44bbe837-4142-4b7c-d189-b1694f5ca02c:a&creative_id=summary-2-5:dailyMail_summaryPlainText



Mitch McConnell rebuked congresswoman Marjorie Taylor Greene, calling her support for conspiracy theories a ?cancer for the Republican Party.?
 The Hill https://apple.news/Ahz3SGa1gRRW4fdBncycG2Q?articleList=&campaign_id=E101&campaign_type=44bbe837-4142-4b7c-d189-b1694f5ca02c:a&creative_id=summary-3-6:dailyMail_summaryPlainText



The latest on Myanmar: The White House called the coup ?an assault on the country?s transition to democracy? and pledged to take ?appropriate action.? The Wall Street Journal https://apple.news/A8p7nQCVZScCHpyqsVTqbrA?articleList=&campaign_id=E101&campaign_type=44bbe837-4142-4b7c-d189-b1694f5ca02c:a&creative_id=summary-4-7:dailyMail_summaryPlainText




Listen Now

        What to know about the national debt during the pandemic, the children who have lost parents to COVID-19, and more on today?s podcast.
        Apple News Today https://apple.news/AHnbxTcsfSMjs7Ky2MLAT3w?articleList=&campaign_id=E101&campaign_type=44bbe837-4142-4b7c-d189-b1694f5ca02c:a&creative_id=more_stories_entry_with_image-10:moreStoryWithIma",2000
639,"Groupon                                                                 For Sample | February 15, 2021 FREE Shipping with $34.99 Purchase | FREE Returns 30-Pack Multi Color KN95 Face... Over 1,000 Bought    $69.99 $14.99 VIEW DEAL Heart Cable Initial Bracelet ... Over 25,000 Bought $79.99 $9.99 View Deal CBD Gummies from Happy Hemp (... Over 25,000 Bought $23.99 $16.99 View Deal Apple MFi Certified Colorful ... Over 1,000 Bought $29.99 $9.99 View Deal Olay Skin Care Products for D... Over 1,000 Bought $36.10 $11.99 Sale Ends 2/15 View Deal Satin Silk Pillowcase Set Pil... Over 10,000 Bought $66.99 $9.99 View Deal 18k Huggie Earrings Made with... Over 1,000 Bought $19.12 $3.99 View Deal Floopi Women's Indoor Outdoor... Over 25,000 Bought $26 $9.99 Sale Ends 2/15 View Deal Pureology Hydrate, Strength C... Over 25,000 Bought $30.50 $22.99 View Deal Haute Edition Women's Long Bu... Over 1,000 Bought $54.50 $12.99 Sale Ends 2/15 View Deal Sapphire Water Drop Earring S... Over 1,000 Bought $50 $7 View Deal Cheveux Corp. Women's Solid C... Over 25,000 Bought $24.99 $6.95 Sale Ends 2/15 View Deal Mixed Lava Stone Chakra Diffu... Over 25,000 Bought $49.99 $1.99 View Deal VIEW ALL GOODS Ads Groupon Merchant   |   FAQ   |   Gift Cards   |   Contact You are receiving this email because sample.user@example.com is signed up to receive Groupon communications.  To adjust how often you receive future Groupon emails, including unsubscribing, click here .  Delivered by Groupon 600 W. Chicago Avenue, Suite 400, Chicago, IL 60654, USA",1539
640,"Groupon                                                             Sample's Minneapolis / St Paul Deals | February 14, 2021 | Groupons for Food & Drink, Health & Beauty, and Things to Do Sample's Minneapolis / St Paul Deals | February 14, 2021 Restylane Aesthetica Skin Health and Wellness   ⋅   Over 500 Bought        (827 ratings) $600 $370.67 Sale Ends 2/15 View Deal Couples Massage Spring Spa Over 150 Bought    (25 ratings) $180 $109.65 Sale Ends 2/15 View Deal   Glassblowing Experience Foci Minnesota Center for Glass Arts Over 1,000 Bought    (150 ratings) $95 $82 View Deal   Ultrasonic-Cavitation Treatments Ciao Bella Body Sculpting Studio Over 600 Bought    (296 ratings) $700 $92.65 Sale Ends 2/15 View Deal   Pub Food and Drinks Crooked Pint Ale House Over 10,000 Bought    (8,788 ratings) $40 $18.70 Sale Ends 2/15 View Deal   Brazilian Waxes The Pore Source Over 100 Bought    (234 ratings) $65 $25.08 Sale Ends 2/15 View Deal   Mani-Pedi Services Denny Kemp Salon and Spa Over 50 Bought    (561 ratings) $60 $33.15 Sale Ends 2/15 View Deal   Botox Clinic Femina Over 1,000 Bought    (622 ratings) $400 $172.86 Sale Ends 2/15 View Deal   Lash Lift with Optional Tint B.E. Esthetics Over 1,000 Bought    (316 ratings) $120 $34 Sale Ends 2/15 View Deal   Fireside Couples Massage Massage Xcape Over 450 Bought    (840 ratings) $215 $144.05 View Deal   Detailing Packages Midwest Detailing and Auto Reconditioning Over 1,000 Bought    (1,116 ratings) $174 $87.15 Sale Ends 2/15 View Deal   Haircuts, Conditions, and More Hair by Tiffany Morgan Over 100 Bought    (46 ratings) $80 $38.25 Sale Ends 2/15 View Deal   HVAC and Air Duct Service Anderson's Mechanical Services LLC Over 1,000 Bought    (575 ratings) $99.95 $49.99 View Deal   SEE ALL MINNEAPOLIS-STPAUL DEALS   Apple iPhone X GSM Unlocked A... Over 200 Bought    $1,150 $304.99 Sale Ends 2/15 View   KN95 Face Masks With Multi La... Over 25,000 Bought    $49.99 $6.99 View   ComforPedic Loft from Beautyr... Over 350 Bought  ",2000
641,"Groupon                                                             Sample's Minneapolis / St Paul Deals | January 17, 2021 | Groupons for Food & Drink, Health & Beauty, and Things to Do Sample's Minneapolis / St Paul Deals | January 17, 2021 Therma-Lift Tightening Facelifts Ciao Bella Body Sculpting Studio   ⋅   Over 450 Bought        (258 ratings) $700 $139 View Deal Sushi and Thai Bagu Sushi And Thai Over 5,000 Bought    (2,248 ratings) $40 $30 View Deal   Highlights, Cut, and Gloss Primp Hair Salon Over 650 Bought    (784 ratings) $175 $115 View Deal   Pizza and Pub Food Fireside Foundry Over 350 Bought    (1,260 ratings) $20 $11 View Deal   Automatic Car Wash Bobby & Steve's Auto World Over 900 Bought    (3,522 ratings) $44 $29 View Deal   Ice-Cream Cake Ben & Jerry's Over 300 Bought    (623 ratings) $34.99 $25 View Deal   Botox KP's Upkeep Boutike Over 1,000 Bought    (573 ratings) $299 $169 View Deal   Rolfing Session A Plus Rolfing and Massage Over 50 Bought    (68 ratings) $150 $79 View Deal   Brazilian Waxes The Pore Source Over 50 Bought    (231 ratings) $65 $29.50 View Deal   Gel Manicure or Pedicure T Nails Over 1,000 Bought    (1,581 ratings) $45 $35 View Deal   Custom Canvas Prints CanvasOnSale Over 25,000 Bought    (77,841 ratings) $78 $7.99 View Deal   Acupuncture Treatments Jing River Acupuncture Over 900 Bought    (92 ratings) $98 $50 View Deal   Styling and Color Treatments Gavin Victor Hair Artisan Over 100 Bought    (218 ratings) $100 $39 View Deal   SEE ALL MINNEAPOLIS-STPAUL DEALS   Men's Round Box Stainless Ste...   $103.99 $17.99 View   ComforPedic Loft from Beautyr... Over 100 Bought    $1,600 $393.99 View   CBD Gummies from Happy Hemp (... Over 25,000 Bought    $23.99 $16.99 View   High-Intensity Massage Gun, P... Over 10,000 Bought    $99.99 $54.97 View   SEE ALL GOODS DEALS »   Ads Groupon Merchant   |   FAQ   |   Gift Cards   |   Contact You are receiving this email because sample.user@example.com is signed up to receive Groupon commun",2000
