X,Y,OBJECTID,Snow_Emerg,Snow_Eme_1,Snow_Eme_2,Citation_N,Date,Time,Date___Tim,Address,Latitude,Longitude,Ordinance_,Violation,Ward,Neighborho,Community,Day,Tow_Zone
-10383842.4714323,5616604.88498313,386,Lourdes,2022-2023,3,271122479287,2022/12/23 00:00:00+00,08:04:00,12/23/22 8:04 AM,107 14TH ST W,44.968761,-93.279644,478.1000(c),Snow emergency parking restrictions - odd number address,7,Loring Park,Central,3,3
-10381515.671455,5614632.32438037,387,Lourdes,2022-2023,3,271122479286,2022/12/22 00:00:00+00,02:45:00,12/22/22 2:45 PM,2530 11TH AVE S,44.956223,-93.258742,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3
-10381511.7752933,5614571.44587493,388,Lourdes,2022-2023,3,271122479285,2022/12/22 00:00:00+00,02:43:00,12/22/22 2:43 PM,2542 11TH AVE S,44.955836,-93.258707,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3
-10381377.1900295,5614652.9318936,389,Lourdes,2022-2023,3,271122479284,2022/12/22 00:00:00+00,02:41:00,12/22/22 2:41 PM,2528 12TH AVE S,44.956354,-93.257498,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3
-10381380.3069187,5614650.57228037,390,Lourdes,2022-2023,3,271122479283,2022/12/22 00:00:00+00,02:40:00,12/22/22 2:40 PM,2528 12TH AVE S,44.956339,-93.257526,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3
-10381374.0730401,5614585.28894925,391,Lourdes,2022-2023,3,271122479282,2022/12/22 00:00:00+00,02:39:00,12/22/22 2:39 PM,2540 12TH AVE S,44.955924,-93.25747,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3
-10381383.6465574,5614046.6805436,392,Lourdes,2022-2023,3,271122479281,2022/12/22 00:00:00+00,02:36:00,12/22/22 2:36 PM,2738 12TH AVE S,44.9525,-93.257556,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3
-10381384.9823527,5613647.46402719,393,Lourdes,2022-2023,3,271122479280,2022/12/22 00:00:00+00,02:33:00,12/22/22 2:33 PM,2902 12TH AVE S,44.949962,-93.257568,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3
-10381382.1994374,5613511.40722672,394,Lourdes,2022-2023,3,271122479279,2022/12/22 00:00:00+00,02:31:00,12/22/22 2:31 PM,2932 12TH AVE S,44.949097,-93.257543,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3
-10381525.3562968,5614025.13057788,395,Lourdes,2022-2023,3,271122479277,2022/12/22 00:00:00+00,02:11:00,12/22/22 2:11 PM,2744 11TH AVE S,44.952363,-93.258829,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3
-10381611.4062269,5615476.95789637,396,Lourdes,2022-2023,3,271122479276,2022/12/22 00:00:00+00,01:55:00,12/22/22 1:55 PM,2108 10TH AVE S,44.961592,-93.259602,478.1000(b),Snow emergency parking restrictions - even number address,6,Ventura Village,Phillips,2,3
-10381769.257236,5615604.07673147,397,Lourdes,2022-2023,3,271122479275,2022/12/22 00:00:00+00,01:51:00,12/22/22 1:51 PM,2002 ELLIOT AVE,44.9624,-93.26102,478.1000(b),Snow emergency parking restrictions - even number address,6,Ventura Village,Phillips,2,3
-10381801.8738493,5614900.2261463,398,Lourdes,2022-2023,3,271122479274,2022/12/22 00:00:00+00,01:42:00,12/22/22 1:42 PM,2430 ELLIOT AVE,44.957926,-93.261313,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3
-10382095.6460177,5613744.98570462,399,Lourdes,2022-2023,3,271122479273,2022/12/22 00:00:00+00,01:30:00,12/22/22 1:30 PM,2836 COLUMBUS AVE S,44.950582,-93.263952,478.1000(b),Snow emergency parking restrictions - even number address,6,Phillips West,Phillips,2,3
-10382101.2119486,5614082.54478462,400,Lourdes,2022-2023,3,271122479272,2022/12/22 00:00:00+00,01:27:00,12/22/22 1:27 PM,2734 COLUMBUS AVE S,44.952728,-93.264002,478.1000(b),Snow emergency parking restrictions - even number address,6,Phillips West,Phillips,2,3
-10382089.9687622,5614103.78027253,401,Lourdes,2022-2023,3,271122479271,2022/12/22 00:00:00+00,01:26:00,12/22/22 1:26 PM,2730 COLUMBUS AVE S,44.952863,-93.263901,478.1000(b),Snow emergency parking restrictions - even number address,6,Phillips West,Phillips,2,3
-10382091.193233,5614326.04822288,402,Lourdes,2022-2023,3,271122479270,2022/12/22 00:00:00+00,01:23:00,12/22/22 1:23 PM,2632 COLUMBUS AVE S,44.954276,-93.263912,478.1000(b),Snow emergency parking restrictions - even number address,6,Phillips West,Phillips,2,3
-10382093.8649239,5614716.01326025,403,Lourdes,2022-2023,3,271122479269,2022/12/22 00:00:00+00,01:21:00,12/22/22 1:21 PM,2506 COLUMBUS AVE S,44.956755,-93.263936,478.1000(b),Snow emergency parking restrictions - even number address,6,Phillips West,Phillips,2,3
-10382366.1523408,5615618.55072483,404,Lourdes,2022-2023,3,271122479268,2022/12/22 00:00:00+00,01:09:00,12/22/22 1:09 PM,2002 OAKLAND AVE S,44.962492,-93.266382,478.1000(b),Snow emergency parking restrictions - even number address,6,Ventura Village,Phillips,2,3
-10382373.6107903,5615519.75014759,405,Lourdes,2022-2023,3,271122479267,2022/12/22 00:00:00+00,01:07:00,12/22/22 1:07 PM,2018 OAKLAND AVE S,44.961864,-93.266449,478.1000(b),Snow emergency parking restrictions - even number address,6,Ventura Village,Phillips,2,3
-10382371.1617487,5615512.04130204,406,Lourdes,2022-2023,3,271122479266,2022/12/22 00:00:00+00,01:05:00,12/22/22 1:05 PM,2020 OAKLAND AVE S,44.961815,-93.266427,478.1000(b),Snow emergency parking restrictions - even number address,6,Ventura Village,Phillips,2,3
-10382367.4882363,5615263.94364913,407,Lourdes,2022-2023,3,271122479265,2022/12/22 00:00:00+00,01:04:00,12/22/22 1:04 PM,2212 OAKLAND AVE S,44.960238,-93.266394,478.1000(b),Snow emergency parking restrictions - even number address,6,Phillips West,Phillips,2,3
-10382368.7127071,5615219.73666861,408,Lourdes,2022-2023,3,271122479264,2022/12/22 00:00:00+00,01:00:00,12/22/22 1:00 PM,2320 OAKLAND AVE S,44.959957,-93.266405,478.1000(b),Snow emergency parking restrictions - even number address,6,Phillips West,Phillips,2,3
-10382377.2843027,5615207.30841964,409,Lourdes,2022-2023,3,271122479263,2022/12/22 00:00:00+00,12:59:00,12/22/22 12:59 PM,2322 OAKLAND AVE S,44.959878,-93.266482,478.1000(b),Snow emergency parking restrictions - even number address,6,Phillips West,Phillips,2,3
-10382389.8633846,5614044.79286658,410,Lourdes,2022-2023,3,271122479262,2022/12/22 00:00:00+00,12:55:00,12/22/22 12:55 PM,2738 OAKLAND AVE S,44.952488,-93.266595,478.1000(b),Snow emergency parking restrictions - even number address,6,Phillips West,Phillips,2,3
-10382376.1711566,5613910.77503056,411,Lourdes,2022-2023,3,271122479261,2022/12/22 00:00:00+00,12:53:00,12/22/22 12:53 PM,2804 OAKLAND AVE S,44.951636,-93.266472,478.1000(b),Snow emergency parking restrictions - even number address,6,Phillips West,Phillips,2,3
-10383097.7440341,5613576.99738887,412,Lourdes,2022-2023,3,271122479260,2022/12/22 00:00:00+00,12:46:00,12/22/22 12:46 PM,2914 3RD AVE S,44.949514,-93.272954,478.1000(b),Snow emergency parking restrictions - even number address,6,Phillips West,Phillips,2,3
-10383094.9611187,5613639.7566389,413,Lourdes,2022-2023,3,271122479259,2022/12/22 00:00:00+00,12:43:00,12/22/22 12:43 PM,2906 3RD AVE S,44.949913,-93.272929,478.1000(b),Snow emergency parking restrictions - even number address,6,Phillips West,Phillips,2,3
-10383094.2931709,5613644.63277847,414,Lourdes,2022-2023,3,271122479258,2022/12/22 00:00:00+00,12:41:00,12/22/22 12:41 PM,2902 3RD AVE S,44.949944,-93.272923,478.1000(b),Snow emergency parking restrictions - even number address,6,Phillips West,Phillips,2,3
-10382962.0456241,5613611.60137311,415,Lourdes,2022-2023,3,271122479257,2022/12/22 00:00:00+00,12:37:00,12/22/22 12:37 PM,2910 CLINTON AVE S,44.949734,-93.271735,478.1000(b),Snow emergency parking restrictions - even number address,6,Phillips West,Phillips,2,3
-10382680.0733653,5614833.68258982,416,Lourdes,2022-2023,3,271122479256,2022/12/22 00:00:00+00,12:30:00,12/22/22 12:30 PM,2432 5TH AVE S,44.957503,-93.269202,478.1000(b),Snow emergency parking restrictions - even number address,6,Phillips West,Phillips,2,3
-10382658.9225876,5614910.45161282,417,Lourdes,2022-2023,3,271122479255,2022/12/22 00:00:00+00,12:27:00,12/22/22 12:27 PM,2426 5TH AVE S,44.957991,-93.269012,478.1000(b),Snow emergency parking restrictions - even number address,6,Phillips West,Phillips,2,3
-10382651.5755629,5614916.11490523,418,Lourdes,2022-2023,3,271122479254,2022/12/22 00:00:00+00,12:25:00,12/22/22 12:25 PM,2422 5TH AVE S,44.958027,-93.268946,478.1000(b),Snow emergency parking restrictions - even number address,6,Phillips West,Phillips,2,3
-10382354.9090543,5616212.00613638,419,Lourdes,2022-2023,3,271122479253,2022/12/22 00:00:00+00,11:56:00,12/22/22 11:56 AM,624 17TH ST E,44.966264,-93.266281,478.1000(b),Snow emergency parking restrictions - even number address,6,Elliot Park,Central,2,3
-10381715.8239192,5616231.98787836,420,Lourdes,2022-2023,3,271122479252,2022/12/22 00:00:00+00,11:52:00,12/22/22 11:52 AM,910 17TH ST E,44.966391,-93.26054,478.1000(b),Snow emergency parking restrictions - even number address,6,Elliot Park,Central,2,3
-10381202.0845045,5616445.49715993,421,Lourdes,2022-2023,3,271122479251,2022/12/22 00:00:00+00,11:45:00,12/22/22 11:45 AM,824 13TH AVE S,44.967748,-93.255925,478.1000(b),Snow emergency parking restrictions - even number address,6,Elliot Park,Central,2,3
-10381429.3988756,5616485.61921249,422,Lourdes,2022-2023,3,271122479250,2022/12/22 00:00:00+00,11:38:00,12/22/22 11:38 AM,1102 15TH ST E,44.968003,-93.257967,478.1000(b),Snow emergency parking restrictions - even number address,6,Elliot Park,Central,2,3
-10381395.1124931,5616483.57367643,423,Lourdes,2022-2023,3,271122479249,2022/12/22 00:00:00+00,11:35:00,12/22/22 11:35 AM,1106 15TH ST E,44.96799,-93.257659,478.1000(b),Snow emergency parking restrictions - even number address,6,Elliot Park,Central,2,3
-10381437.0798742,5616481.52828232,424,Lourdes,2022-2023,3,271122479248,2022/12/22 00:00:00+00,11:34:00,12/22/22 11:34 AM,1106 15TH ST E,44.967977,-93.258036,478.1000(b),Snow emergency parking restrictions - even number address,6,Elliot Park,Central,2,3
-10381618.4193779,5616440.61950711,425,Lourdes,2022-2023,3,271122479247,2022/12/22 00:00:00+00,11:29:00,12/22/22 11:29 AM,1504 10TH AVE S,44.967717,-93.259665,478.1000(b),Snow emergency parking restrictions - even number address,6,Elliot Park,Central,2,3
-10381618.5307026,5616440.77685527,426,Lourdes,2022-2023,3,271122479246,2022/12/22 00:00:00+00,11:28:00,12/22/22 11:28 AM,1506 10TH AVE S,44.967718,-93.259666,478.1000(b),Snow emergency parking restrictions - even number address,6,Elliot Park,Central,2,3
-10381878.4616869,5616490.49674814,427,Lourdes,2022-2023,3,271122479245,2022/12/22 00:00:00+00,11:26:00,12/22/22 11:26 AM,808 15TH ST E,44.968034,-93.262001,478.1000(b),Snow emergency parking restrictions - even number address,6,Elliot Park,Central,2,3
-10381897.1633228,5616492.07023859,428,Lourdes,2022-2023,3,271122479244,2022/12/22 00:00:00+00,11:24:00,12/22/22 11:24 AM,804 15TH ST E,44.968044,-93.262169,478.1000(b),Snow emergency parking restrictions - even number address,6,Elliot Park,Central,2,3
-10382045.9975379,5616360.84802075,429,Lourdes,2022-2023,3,271122479243,2022/12/22 00:00:00+00,10:52:00,12/22/22 10:52 AM,736 16TH ST E,44.96721,-93.263506,478.1000(b),Snow emergency parking restrictions - even number address,6,Elliot Park,Central,2,3
-10378809.8285513,5619475.44911112,430,Lourdes,2022-2023,3,271122479212,2022/12/23 00:00:00+00,08:48:00,12/23/22 8:48 AM,1201 BROOK AVE SE,44.987002,-93.234435,478.1000(c),Snow emergency parking restrictions - odd number address,2,Como,University,3,4
-10378811.9436191,5619469.3107538,431,Lourdes,2022-2023,3,271122479211,2022/12/23 00:00:00+00,08:49:00,12/23/22 8:49 AM,1203 BROOK AVE SE,44.986963,-93.234454,478.1000(c),Snow emergency parking restrictions - odd number address,2,Como,University,3,4
-10378834.2075428,5619472.93083558,432,Lourdes,2022-2023,3,271122479208,2022/12/23 00:00:00+00,08:42:00,12/23/22 8:42 AM,905 12TH AVE SE,44.986986,-93.234654,478.1000(c),Snow emergency parking restrictions - odd number address,2,Como,University,3,4
-10378831.2019782,5619467.5794847,433,Lourdes,2022-2023,3,271122479207,2022/12/23 00:00:00+00,08:40:00,12/23/22 8:40 AM,903 12TH AVE SE,44.986952,-93.234627,478.1000(c),Snow emergency parking restrictions - odd number address,2,Como,University,3,4
-10378829.7547581,5619469.3107538,434,Lourdes,2022-2023,3,271122479206,2022/12/23 00:00:00+00,08:39:00,12/23/22 8:39 AM,901 12TH AVE SE,44.986963,-93.234614,478.1000(c),Snow emergency parking restrictions - odd number address,2,Como,University,3,4
-10378832.8717474,5619535.41643626,435,Lourdes,2022-2023,3,271122479205,2022/12/23 00:00:00+00,08:37:00,12/23/22 8:37 AM,915 12TH AVE SE,44.987383,-93.234642,478.1000(c),Snow emergency parking restrictions - odd number address,2,Como,University,3,4
-10378829.9774073,5619556.19255131,436,Lourdes,2022-2023,3,271122479204,2022/12/23 00:00:00+00,08:34:00,12/23/22 8:34 AM,921 12TH AVE SE,44.987515,-93.234616,478.1000(c),Snow emergency parking restrictions - odd number address,2,Como,University,3,4
-10378831.4246274,5619576.18184147,437,Lourdes,2022-2023,3,271122479203,2022/12/23 00:00:00+00,08:34:00,12/23/22 8:34 AM,925 12TH AVE SE,44.987642,-93.234629,478.1000(c),Snow emergency parking restrictions - odd number address,2,Como,University,3,4
-10378827.9736642,5619844.70263865,438,Lourdes,2022-2023,3,271122479202,2022/12/23 00:00:00+00,08:31:00,12/23/22 8:31 AM,1051 12TH AVE SE,44.989348,-93.234598,478.1000(c),Snow emergency parking restrictions - odd number address,2,Como,University,3,4
-10378834.3188674,5619629.38161284,439,Lourdes,2022-2023,3,271122479201,2022/12/23 00:00:00+00,08:29:00,12/23/22 8:29 AM,1001 12TH AVE SE,44.98798,-93.234655,478.1000(c),Snow emergency parking restrictions - odd number address,2,Como,University,3,4
-10378691.4959818,5619678.17465038,440,Lourdes,2022-2023,3,271122479200,2022/12/23 00:00:00+00,08:27:00,12/23/22 8:27 AM,1011 13TH AVE SE,44.98829,-93.233372,478.1000(c),Snow emergency parking restrictions - odd number address,2,Como,University,3,4
-10378688.7129663,5619683.368863,441,Lourdes,2022-2023,3,271122479199,2022/12/23 00:00:00+00,08:26:00,12/23/22 8:26 AM,1019 13TH AVE SE,44.988323,-93.233347,478.1000(c),Snow emergency parking restrictions - odd number address,2,Como,University,3,4
-10378688.6016417,5620065.69532873,442,Lourdes,2022-2023,3,271122479198,2022/12/23 00:00:00+00,08:24:00,12/23/22 8:24 AM,1097 13TH AVE SE,44.990752,-93.233346,478.1000(c),Snow emergency parking restrictions - odd number address,2,Como,University,3,4
-10378690.0488618,5620350.6012752,443,Lourdes,2022-2023,3,271122479197,2022/12/23 00:00:00+00,08:20:00,12/23/22 8:20 AM,333 GARFIELD ST NE,44.992562,-93.233359,478.1000(c),Snow emergency parking restrictions - odd number address,1,Como,University,3,2
-10378762.4064638,5620471.64974685,444,Lourdes,2022-2023,3,271122479196,2022/12/23 00:00:00+00,08:15:00,12/23/22 8:15 AM,1225 WINTER ST NE,44.993331,-93.234009,478.1000(c),Snow emergency parking restrictions - odd number address,1,Mid - City Industrial,University,3,2
-10379010.5376386,5620468.02926429,445,Lourdes,2022-2023,3,271122479195,2022/12/23 00:00:00+00,08:12:00,12/23/22 8:12 AM,1129 WINTER ST NE,44.993308,-93.236238,478.1000(c),Snow emergency parking restrictions - odd number address,1,Mid - City Industrial,University,3,2
-10378970.0173775,5620371.22199249,446,Lourdes,2022-2023,3,271122479194,2022/12/23 00:00:00+00,08:09:00,12/23/22 8:09 AM,337 ULYSSES ST NE,44.992693,-93.235874,478.1000(c),Snow emergency parking restrictions - odd number address,1,Como,University,3,2
-10381951.0420383,5622347.55680496,447,Lourdes,2022-2023,3,271122479193,2022/12/22 00:00:00+00,02:36:00,12/22/22 2:36 PM,308 17TH AVE NE,45.005247,-93.262653,478.1000(a),Snow emergency parking restrictions - snow emergency route,3,Sheridan,Northeast,1,2
-10381504.6508177,5622342.04629736,448,Lourdes,2022-2023,3,271122479192,2022/12/22 00:00:00+00,02:31:00,12/22/22 2:31 PM,600 17TH AVE NE,45.005212,-93.258643,478.1000(a),Snow emergency parking restrictions - snow emergency route,3,Sheridan,Northeast,1,2
-10381149.2077106,5622344.25047168,449,Lourdes,2022-2023,3,271122479191,2022/12/22 00:00:00+00,02:28:00,12/22/22 2:28 PM,650 17TH AVE NE,45.005226,-93.25545,478.1000(a),Snow emergency parking restrictions - snow emergency route,1,Logan Park,Northeast,1,2
-10380788.8665203,5622005.59496944,450,Lourdes,2022-2023,3,271122479190,2022/12/22 00:00:00+00,02:20:00,12/22/22 2:20 PM,708 15TH AVE NE,45.003075,-93.252213,478.1000(a),Snow emergency parking restrictions - snow emergency route,1,Logan Park,Northeast,1,2
-10382044.216444,5621996.93590996,451,Lourdes,2022-2023,3,271122479189,2022/12/22 00:00:00+00,02:15:00,12/22/22 2:15 PM,316 15TH AVE NE,45.00302,-93.26349,478.1000(a),Snow emergency parking restrictions - snow emergency route,3,Sheridan,Northeast,1,2
-10382806.5322319,5621738.89898769,452,Lourdes,2022-2023,3,271122479188,2022/12/22 00:00:00+00,02:07:00,12/22/22 2:07 PM,108 14TH AVE NE,45.001381,-93.270338,478.1000(a),Snow emergency parking restrictions - snow emergency route,3,Sheridan,Northeast,1,2
-10382707.3465968,5621789.90747564,453,Lourdes,2022-2023,3,271122479187,2022/12/22 00:00:00+00,02:03:00,12/22/22 2:03 PM,128 14TH AVE NE,45.001705,-93.269447,478.1000(a),Snow emergency parking restrictions - snow emergency route,3,Sheridan,Northeast,1,2
-10382883.1200695,5622131.54623871,454,Lourdes,2022-2023,3,271122479186,2022/12/22 00:00:00+00,01:55:00,12/22/22 1:55 PM,20 16TH AVE NE,45.003875,-93.271026,478.1000(a),Snow emergency parking restrictions - snow emergency route,3,Sheridan,Northeast,1,2
-10382465.1154268,5621488.1112267,455,Lourdes,2022-2023,3,271122479185,2022/12/22 00:00:00+00,01:48:00,12/22/22 1:48 PM,136 12TH AVE NE,44.999788,-93.267271,478.1000(a),Snow emergency parking restrictions - snow emergency route,3,Sheridan,Northeast,1,2
-10382448.6400832,5621491.57468243,456,Lourdes,2022-2023,3,271122479184,2022/12/22 00:00:00+00,01:45:00,12/22/22 1:45 PM,142 12TH AVE NE,44.99981,-93.267123,478.1000(a),Snow emergency parking restrictions - snow emergency route,3,Sheridan,Northeast,1,2
-10382240.027348,5621497.24210682,457,Lourdes,2022-2023,3,271122479183,2022/12/22 00:00:00+00,01:43:00,12/22/22 1:43 PM,216 12TH AVE NE,44.999846,-93.265249,478.1000(a),Snow emergency parking restrictions - snow emergency route,3,Sheridan,Northeast,1,2
-10382207.7447086,5621494.25095786,458,Lourdes,2022-2023,3,271122479182,2022/12/22 00:00:00+00,01:40:00,12/22/22 1:40 PM,224 12TH AVE NE,44.999827,-93.264959,478.1000(a),Snow emergency parking restrictions - snow emergency route,3,Sheridan,Northeast,1,2
-10382181.9185971,5621497.87185232,459,Lourdes,2022-2023,3,271122479181,2022/12/22 00:00:00+00,01:40:00,12/22/22 1:40 PM,226 12TH AVE NE,44.99985,-93.264727,478.1000(a),Snow emergency parking restrictions - snow emergency route,3,Sheridan,Northeast,1,2
-10376955.245906,5619112.97838499,460,Lourdes,2022-2023,3,271122479180,2022/12/22 00:00:00+00,01:20:00,12/22/22 1:20 PM,832 25TH AVE SE,44.984699,-93.217775,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Como,University,1,4
-10376958.5854445,5619166.64775375,461,Lourdes,2022-2023,3,271122479179,2022/12/22 00:00:00+00,01:18:00,12/22/22 1:18 PM,846 25TH AVE SE,44.98504,-93.217805,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Como,University,1,4
-10377233.9898508,5619750.89262533,462,Lourdes,2022-2023,3,271122479178,2022/12/22 00:00:00+00,01:12:00,12/22/22 1:12 PM,1026 23RD AVE SE,44.988752,-93.220279,478.1000(a),Snow emergency parking restrictions - snow emergency route,1,Como,University,1,4
-10377233.8785262,5619821.25007926,463,Lourdes,2022-2023,3,271122479177,2022/12/22 00:00:00+00,01:08:00,12/22/22 1:08 PM,1038 23RD AVE SE,44.989199,-93.220278,478.1000(a),Snow emergency parking restrictions - snow emergency route,1,Como,University,1,4
-10377241.7822742,5619935.36572773,464,Lourdes,2022-2023,3,271122479176,2022/12/22 00:00:00+00,01:01:00,12/22/22 1:01 PM,1060 23RD AVE SE,44.989924,-93.220349,478.1000(b),Snow emergency parking restrictions - even number address,1,Como,University,2,4
-10377231.6521338,5620054.67710452,465,Lourdes,2022-2023,3,271122479175,2022/12/22 00:00:00+00,12:59:00,12/22/22 12:59 PM,1088 23RD AVE SE,44.990682,-93.220258,478.1000(b),Snow emergency parking restrictions - even number address,1,Como,University,2,4
-10377233.5446524,5620150.06440524,466,Lourdes,2022-2023,3,271122479174,2022/12/22 00:00:00+00,12:56:00,12/22/22 12:56 PM,1104 23RD AVE SE,44.991288,-93.220275,478.1000(b),Snow emergency parking restrictions - even number address,1,Como,University,2,4
-10377371.1354809,5620069.15823837,467,Lourdes,2022-2023,3,271122479173,2022/12/22 00:00:00+00,12:52:00,12/22/22 12:52 PM,1086 22ND AVE SE,44.990774,-93.221511,478.1000(b),Snow emergency parking restrictions - even number address,1,Como,University,2,4
-10377366.6826962,5620013.75212665,468,Lourdes,2022-2023,3,271122479172,2022/12/22 00:00:00+00,12:50:00,12/22/22 12:50 PM,1076 22ND AVE SE,44.990422,-93.221471,478.1000(b),Snow emergency parking restrictions - even number address,1,Como,University,2,4
-10377370.5788578,5619848.79509387,469,Lourdes,2022-2023,3,271122479171,2022/12/22 00:00:00+00,12:46:00,12/22/22 12:46 PM,1048 22ND AVE SE,44.989374,-93.221506,478.1000(b),Snow emergency parking restrictions - even number address,1,Como,University,2,4
-10377380.0410504,5619369.83855209,470,Lourdes,2022-2023,3,271122479170,2022/12/22 00:00:00+00,12:42:00,12/22/22 12:42 PM,888 22ND AVE SE,44.986331,-93.221591,478.1000(b),Snow emergency parking restrictions - even number address,2,Como,University,2,4
-10377377.4806842,5619220.31744177,471,Lourdes,2022-2023,3,271122479169,2022/12/22 00:00:00+00,12:40:00,12/22/22 12:40 PM,858 22ND AVE SE,44.985381,-93.221568,478.1000(b),Snow emergency parking restrictions - even number address,2,Como,University,2,4
-10377522.7526114,5619178.13708119,472,Lourdes,2022-2023,3,271122479168,2022/12/22 00:00:00+00,12:36:00,12/22/22 12:36 PM,842 21ST AVE SE,44.985113,-93.222873,478.1000(b),Snow emergency parking restrictions - even number address,2,Como,University,2,4
-10377513.4018435,5619638.03839999,473,Lourdes,2022-2023,3,271122479167,2022/12/22 00:00:00+00,12:33:00,12/22/22 12:33 PM,1000 21ST AVE SE,44.988035,-93.222789,478.1000(b),Snow emergency parking restrictions - even number address,1,Como,University,2,4
-10377513.9583665,5619649.21366104,474,Lourdes,2022-2023,3,271122479166,2022/12/22 00:00:00+00,12:31:00,12/22/22 12:31 PM,1006 21ST AVE SE,44.988106,-93.222794,478.1000(b),Snow emergency parking restrictions - even number address,1,Como,University,2,4
-10377514.8489635,5619661.80543335,475,Lourdes,2022-2023,3,271122479165,2022/12/22 00:00:00+00,12:30:00,12/22/22 12:30 PM,1008 21ST AVE SE,44.988186,-93.222802,478.1000(b),Snow emergency parking restrictions - even number address,1,Como,University,2,4
-10377513.5131682,5619735.15275727,476,Lourdes,2022-2023,3,271122479164,2022/12/22 00:00:00+00,12:29:00,12/22/22 12:29 PM,1022 21ST AVE SE,44.988652,-93.22279,478.1000(b),Snow emergency parking restrictions - even number address,1,Como,University,2,4
-10377519.969696,5619761.59566636,477,Lourdes,2022-2023,3,271122479163,2022/12/22 00:00:00+00,12:25:00,12/22/22 12:25 PM,1030 21ST AVE SE,44.98882,-93.222848,478.1000(b),Snow emergency parking restrictions - even number address,1,Como,University,2,4
-10377520.526219,5619761.43826029,478,Lourdes,2022-2023,3,271122479162,2022/12/22 00:00:00+00,12:22:00,12/22/22 12:22 PM,1028 21ST AVE SE,44.988819,-93.222853,478.1000(b),Snow emergency parking restrictions - even number address,1,Como,University,2,4
-10377667.1340418,5619650.31534841,479,Lourdes,2022-2023,3,271122479161,2022/12/22 00:00:00+00,12:18:00,12/22/22 12:18 PM,1026 20TH AVE SE,44.988113,-93.22417,478.1000(b),Snow emergency parking restrictions - even number address,1,Como,University,2,4
-10377667.5793402,5619743.65224015,480,Lourdes,2022-2023,3,271122479160,2022/12/22 00:00:00+00,12:16:00,12/22/22 12:16 PM,1026 20TH AVE SE,44.988706,-93.224174,478.1000(b),Snow emergency parking restrictions - even number address,1,Como,University,2,4
-10377666.6887433,5619803.3065344,481,Lourdes,2022-2023,3,271122479159,2022/12/22 00:00:00+00,12:14:00,12/22/22 12:14 PM,1038 20TH AVE SE,44.989085,-93.224166,478.1000(b),Snow emergency parking restrictions - even number address,1,Como,University,2,4
-10377668.2471879,5619810.54682591,482,Lourdes,2022-2023,3,271122479158,2022/12/22 00:00:00+00,12:12:00,12/22/22 12:12 PM,1042 20TH AVE SE,44.989131,-93.22418,478.1000(b),Snow emergency parking restrictions - even number address,1,Como,University,2,4
-10377671.6981511,5619577.12611706,483,Lourdes,2022-2023,3,271122479157,2022/12/22 00:00:00+00,12:06:00,12/22/22 12:06 PM,928 20TH AVE SE,44.987648,-93.224211,478.1000(b),Snow emergency parking restrictions - even number address,2,Como,University,2,4
-10377669.694408,5619487.56843699,484,Lourdes,2022-2023,3,271122479156,2022/12/22 00:00:00+00,12:03:00,12/22/22 12:03 PM,918 20TH AVE SE,44.987079,-93.224193,478.1000(b),Snow emergency parking restrictions - even number address,2,Como,University,2,4
-10377670.0283819,5619439.8782335,485,Lourdes,2022-2023,3,271122479155,2022/12/22 00:00:00+00,12:00:00,12/22/22 12:00 PM,908 20TH AVE SE,44.986776,-93.224196,478.1000(b),Snow emergency parking restrictions - even number address,2,Como,University,2,4
-10377670.6962295,5619204.10631024,486,Lourdes,2022-2023,3,271122479154,2022/12/22 00:00:00+00,11:56:00,12/22/22 11:56 AM,864 20TH AVE SE,44.985278,-93.224202,478.1000(b),Snow emergency parking restrictions - even number address,2,Como,University,2,4
-10377674.2585174,5619067.3361413,487,Lourdes,2022-2023,3,271122479153,2022/12/22 00:00:00+00,11:54:00,12/22/22 11:54 AM,832 19TH AVE SE,44.984409,-93.224234,478.1000(b),Snow emergency parking restrictions - even number address,2,Como,University,2,4
-10377970.5909519,5619559.97007051,488,Lourdes,2022-2023,3,271122479152,2022/12/22 00:00:00+00,11:27:00,12/22/22 11:27 AM,928 18TH AVE SE,44.987539,-93.226896,478.1000(b),Snow emergency parking restrictions - even number address,2,Como,University,2,4
